"code_muni","year","soy","beef","coffee","cocoa","rubber","palm","soy_perc","beef_perc","coffee_perc","cocoa_perc","rubber_perc","palm_perc"
"1505551","2021",449,115762,0,0,0,0,0.0000114704838393145,0.00051540949823811,0,0,0,0
"1505601","2021",0,16502,0,0,0,0,0,0.0000734721889732839,0,0,0,0
"1505635","2021",0,407513,0,0,0,0,0,0.00181437838716942,0,0,0,0
"1505650","2021",800,165125,0,12355,0,0,0.0000204373876869746,0.000735189383360411,0,0.0205636315822762,0,0
"1505700","2021",0,36600,0,0,0,0,0,0.000162954921610847,0,0,0,0
"1505809","2021",0,38470,0,0,0,0,0,0.000171280760501893,0,0,0,0
"1505908","2021",0,68230,0,12,0,0,0,0.000303781811516614,0,0.0000199727704562779,0,0
"1506005","2021",0,155337,40,40,0,0,0,0.000691610072630166,0.0000218150087260035,0.0000665759015209265,0,0
"1506104","2021",0,3465,0,0,0,0,0,0.0000154272897098793,0,0,0,0
"1506112","2021",0,652,0,0,0,0,0,0.00000290291281120962,0,0,0,0
"1506138","2021",9193,323258,0,0,0,0,0.000234851131257947,0.00143924814344478,0,0,0,0
"1506161","2021",500,501659,0,0,0,0,0.0000127733673043591,0.00223354653061136,0,0,0,0
"1506187","2021",47000,357772,0,0,0,0,0.00120069652660976,0.00159291552498786,0,0,0,0
"1506195","2021",680,181438,0,1299,0,0,0.0000173717795339284,0.000807820083804065,0,0.00216205240189209,0,0
"1506203","2021",0,214,0,0,0,0,0,0.000000952796536194568,0,0,0,0
"1506302","2021",0,6200,0,0,0,0,0,0.0000276043856280669,0,0,0,0
"1506351","2021",0,1845,0,0,0,0,0,0.0000082145308844812,0,0,0,0
"1506401","2021",NA,22189,NA,NA,NA,NA,NA,0.0000987925343066414,NA,NA,NA,NA
"1506500","2021",0,19115,0,388,0,400,0,0.0000851061018194353,0,0.000645786244752987,0,0.00202449640651888
"1506559","2021",0,74749,0,0,0,0,0,0.000332806487308447,0,0,0,0
"1506583","2021",57492,631667,0,0,0,0,0.00146873286612443,0.00281238378331035,0,0,0,0
"1506609","2021",0,20846,0,0,0,750,0,0.0000928130681939811,0,0,0,0.0037959307622229
"1506708","2021",107000,612172,0,0,780,0,0.00273350060313286,0.00272558579979113,0,0,0.00438751919539648,0
"1506807","2021",30000,128258,3,168,0,0,0.000766402038261549,0.000571045692239453,0.00000163612565445026,0.000279618786387891,0,0
"1506906","2021",0,3843,0,0,0,0,0,0.0000171102667691389,0,0,0,0
"1507003","2021",0,6330,0,0,0,2900,0,0.0000281831872622038,0,0,0,0.0146775989472619
"1507102","2021",0,1959,0,0,0,0,0,0.00000872209539441663,0,0,0,0
"1507151","2021",0,187678,0,30,0,0,0,0.000835602562242636,0,0.0000499319261406949,0,0
"1507201","2021",0,55062,0,300,0,2100,0,0.00024515365829881,0,0.000499319261406949,0,0.0106286061342241
"1507300","2021",3128,2468764,0,3962,0,0,0.0000799101858560708,0.0109917279807563,0,0.00659434304564777,0,0
"1507409","2021",0,19277,0,0,0,320,0,0.0000858273777019751,0,0,0,0.0016195971252151
"1507458","2021",0,385545,0,1060,0,0,0,0.00171656981564082,0,0.00176426139030455,0,0
"1507466","2021",0,1332,0,3,0,100,0,0.0000059304905897718,0,0.00000499319261406949,0,0.00050612410162972
"1507474","2021",0,5641,0,0,0,0,0,0.0000251155386012783,0,0,0,0
"1507508","2021",392,131830,0,0,0,0,0.0000100143199666176,0.000586949380217429,0,0,0,0
