"municipio","Ano","Uf.Sigla","Municipio.Primario","Numero.De.Conflitos","CD_MUN"
"MT_Santo Antônio do Leverger",2022,"MT","Santo Antônio do Leverger",1,5107800
"MT_Santo Antônio do Leverger",2022,"MT","Santo Antônio do Leverger",1,5107800
"MT_Santo Antônio do Leverger",2022,"MT","Santo Antônio do Leverger",1,5107800
"MT_Santo Antônio do Leverger",2021,"MT","Santo Antônio do Leverger",1,5107800
"MT_São Félix do Araguaia",2022,"MT","São Félix do Araguaia",3,5107859
"MT_São Félix do Araguaia",2021,"MT","São Félix do Araguaia",4,5107859
"MT_Sapezal",2022,"MT","Sapezal",1,5107875
"MT_Sinop",2022,"MT","Sinop",1,5107909
"MT_Sorriso",2022,"MT","Sorriso",1,5107925
"MT_Sorriso",2022,"MT","Sorriso",1,5107925
"MT_Tangará da Serra",2021,"MT","Tangará da Serra",1,5107958
"MT_Tangará da Serra",2021,"MT","Tangará da Serra",2,5107958
"MT_Tangará da Serra",2022,"MT","Tangará da Serra",1,5107958
"MT_Tangará da Serra",2022,"MT","Tangará da Serra",1,5107958
"MT_Tapurah",2021,"MT","Tapurah",3,5108006
"MT_Várzea Grande",2021,"MT","Várzea Grande",1,5108402
"MT_Várzea Grande",2022,"MT","Várzea Grande",1,5108402
"MT_Vila Bela da Santíssima Trindade",2022,"MT","Vila Bela da Santíssima Trindade",1,5105507
"MT_Vila Bela da Santíssima Trindade",2022,"MT","Vila Bela da Santíssima Trindade",1,5105507
"MT_Vila Bela da Santíssima Trindade",2022,"MT","Vila Bela da Santíssima Trindade",1,5105507
"MT_Vila Bela da Santíssima Trindade",2022,"MT","Vila Bela da Santíssima Trindade",1,5105507
"MT_Vila Bela da Santíssima Trindade",2022,"MT","Vila Bela da Santíssima Trindade",1,5105507
"PA_Abaetetuba",2022,"PA","Abaetetuba",2,1500107
"PA_Acará",2021,"PA","Acará",2,1500206
"PA_Acará",2022,"PA","Acará",3,1500206
"PA_Acará",2022,"PA","Acará",5,1500206
"PA_Acará",2021,"PA","Acará",1,1500206
"PA_Acará",2021,"PA","Acará",1,1500206
"PA_Afuá",2022,"PA","Afuá",1,1500305
"PA_Alenquer",2021,"PA","Alenquer",1,1500404
"PA_Alenquer",2022,"PA","Alenquer",1,1500404
"PA_Almeirim",2022,"PA","Almeirim",2,1500503
"PA_Almeirim",2022,"PA","Almeirim",1,1500503
"PA_Almeirim",2022,"PA","Almeirim",1,1500503
"PA_Almeirim",2022,"PA","Almeirim",1,1500503
"PA_Almeirim",2022,"PA","Almeirim",1,1500503
"PA_Almeirim",2022,"PA","Almeirim",1,1500503
"PA_Altamira",2021,"PA","Altamira",1,1500602
"PA_Altamira",2021,"PA","Altamira",1,1500602
"PA_Altamira",2021,"PA","Altamira",2,1500602
"PA_Altamira",2022,"PA","Altamira",1,1500602
"PA_Altamira",2022,"PA","Altamira",1,1500602
"PA_Altamira",2022,"PA","Altamira",4,1500602
"PA_Altamira",2021,"PA","Altamira",1,1500602
"PA_Altamira",2022,"PA","Altamira",1,1500602
"PA_Altamira",2022,"PA","Altamira",1,1500602
"PA_Altamira",2022,"PA","Altamira",1,1500602
"PA_Altamira",2021,"PA","Altamira",2,1500602
"PA_Altamira",2022,"PA","Altamira",4,1500602
"PA_Altamira",2021,"PA","Altamira",1,1500602
"PA_Altamira",2021,"PA","Altamira",1,1500602
"PA_Altamira",2022,"PA","Altamira",1,1500602
"PA_Altamira",2021,"PA","Altamira",2,1500602
"PA_Altamira",2021,"PA","Altamira",2,1500602
"PA_Altamira",2021,"PA","Altamira",1,1500602
"PA_Altamira",2022,"PA","Altamira",3,1500602
"PA_Altamira",2022,"PA","Altamira",1,1500602
"PA_Ananindeua",2021,"PA","Ananindeua",1,1500800
"PA_Anapu",2022,"PA","Anapu",1,1500859
"PA_Anapu",2021,"PA","Anapu",1,1500859
"PA_Anapu",2022,"PA","Anapu",4,1500859
"PA_Anapu",2021,"PA","Anapu",1,1500859
"PA_Anapu",2021,"PA","Anapu",1,1500859
"PA_Anapu",2021,"PA","Anapu",2,1500859
"PA_Anapu",2021,"PA","Anapu",6,1500859
"PA_Augusto Corrêa",2022,"PA","Augusto Corrêa",1,1500909
"PA_Aurora do Pará",2021,"PA","Aurora do Pará",1,1500958
"PA_Aveiro",2022,"PA","Aveiro",2,1501006
"PA_Baião",2022,"PA","Baião",1,1501204
"PA_Barcarena",2021,"PA","Barcarena",3,1501303
"PA_Belterra",2022,"PA","Belterra",1,1501451
"PA_Belterra",2022,"PA","Belterra",1,1501451
"PA_Brasil Novo",2021,"PA","Brasil Novo",1,1501725
"PA_Breu Branco",2022,"PA","Breu Branco",1,1501782
"PA_Breu Branco",2022,"PA","Breu Branco",2,1501782
"PA_Breu Branco",2022,"PA","Breu Branco",2,1501782
"PA_Breu Branco",2021,"PA","Breu Branco",1,1501782
"PA_Breu Branco",2021,"PA","Breu Branco",2,1501782
"PA_Breves",2021,"PA","Breves",1,1501808
"PA_Breves",2022,"PA","Breves",1,1501808
"PA_Canaã dos Carajás",2021,"PA","Canaã dos Carajás",1,1502152
"PA_Canaã dos Carajás",2021,"PA","Canaã dos Carajás",1,1502152
"PA_Canaã dos Carajás",2021,"PA","Canaã dos Carajás",1,1502152
"PA_Canaã dos Carajás",2021,"PA","Canaã dos Carajás",1,1502152
"PA_Capitão Poço",2022,"PA","Capitão Poço",1,1502301
"PA_Capitão Poço",2022,"PA","Capitão Poço",1,1502301
"PA_Cumaru do Norte",2021,"PA","Cumaru do Norte",2,1502764
"PA_Cumaru do Norte",2022,"PA","Cumaru do Norte",3,1502764
"PA_Curionópolis",2021,"PA","Curionópolis",2,1502772
"PA_Faro",2022,"PA","Faro",1,1503002
"PA_Goianésia do Pará",2021,"PA","Goianésia do Pará",3,1503093
"PA_Goianésia do Pará",2022,"PA","Goianésia do Pará",2,1503093
"PA_Goianésia do Pará",2021,"PA","Goianésia do Pará",4,1503093
"PA_Gurupá",2022,"PA","Gurupá",1,1503101
"PA_Igarapé-Miri",2021,"PA","Igarapé-Miri",1,1503309
"PA_Ipixuna do Pará",2022,"PA","Ipixuna do Pará",1,1503457
"PA_Irituia",2021,"PA","Irituia",1,1503507
"PA_Irituia",2022,"PA","Irituia",2,1503507
"PA_Irituia",2022,"PA","Irituia",1,1503507
"PA_Irituia",2022,"PA","Irituia",1,1503507
"PA_Itaituba",2022,"PA","Itaituba",1,1503606
"PA_Itaituba",2021,"PA","Itaituba",1,1503606
"PA_Itaituba",2021,"PA","Itaituba",1,1503606
"PA_Itaituba",2021,"PA","Itaituba",2,1503606
"PA_Itaituba",2022,"PA","Itaituba",1,1503606
"PA_Itaituba",2021,"PA","Itaituba",1,1503606
"PA_Itaituba",2022,"PA","Itaituba",1,1503606
"PA_Itaituba",2021,"PA","Itaituba",2,1503606
"PA_Itupiranga",2022,"PA","Itupiranga",1,1503705
"PA_Jacareacanga",2022,"PA","Jacareacanga",4,1503754
"PA_Jacareacanga",2021,"PA","Jacareacanga",14,1503754
"PA_Jacareacanga",2021,"PA","Jacareacanga",2,1503754
"PA_Juruti",2021,"PA","Juruti",1,1503903
"PA_Marabá",2021,"PA","Marabá",1,1504208
"PA_Marabá",2022,"PA","Marabá",3,1504208
"PA_Marabá",2021,"PA","Marabá",1,1504208
"PA_Marabá",2021,"PA","Marabá",1,1504208
"PA_Marabá",2022,"PA","Marabá",2,1504208
"PA_Marabá",2021,"PA","Marabá",1,1504208
"PA_Moju",2022,"PA","Moju",1,1504703
"PA_Moju",2021,"PA","Moju",1,1504703
"PA_Mojuí dos Campos",2022,"PA","Mojuí dos Campos",1,1504752
"PA_Mojuí dos Campos",2021,"PA","Mojuí dos Campos",1,1504752
"PA_Monte Alegre",2022,"PA","Monte Alegre",3,1504802
"PA_Monte Alegre",2022,"PA","Monte Alegre",1,1504802
"PA_Monte Alegre",2021,"PA","Monte Alegre",3,1504802
"PA_Nova Ipixuna",2021,"PA","Nova Ipixuna",5,1504976
"PA_Nova Ipixuna",2021,"PA","Nova Ipixuna",3,1504976
"PA_Novo Progresso",2021,"PA","Novo Progresso",2,1505031
"PA_Novo Progresso",2022,"PA","Novo Progresso",1,1505031
"PA_Novo Progresso",2022,"PA","Novo Progresso",5,1505031
"PA_Novo Progresso",2021,"PA","Novo Progresso",1,1505031
"PA_Novo Repartimento",2022,"PA","Novo Repartimento",3,1505064
"PA_Óbidos",2022,"PA","Óbidos",1,1505106
"PA_Oriximiná",2022,"PA","Oriximiná",1,1505304
"PA_Oriximiná",2021,"PA","Oriximiná",1,1505304
"PA_Oriximiná",2022,"PA","Oriximiná",2,1505304
"PA_Oriximiná",2021,"PA","Oriximiná",1,1505304
"PA_Oriximiná",2022,"PA","Oriximiná",1,1505304
"PA_Ourilândia do Norte",2021,"PA","Ourilândia do Norte",1,1505437
"PA_Ourilândia do Norte",2021,"PA","Ourilândia do Norte",2,1505437
"PA_Ourilândia do Norte",2022,"PA","Ourilândia do Norte",1,1505437
"PA_Ourilândia do Norte",2022,"PA","Ourilândia do Norte",1,1505437
"PA_Ourilândia do Norte",2021,"PA","Ourilândia do Norte",2,1505437
"PA_Ourilândia do Norte",2022,"PA","Ourilândia do Norte",1,1505437
"PA_Ourilândia do Norte",2022,"PA","Ourilândia do Norte",1,1505437
"PA_Pacajá",2022,"PA","Pacajá",1,1505486
"PA_Paragominas",2022,"PA","Paragominas",1,1505502
"PA_Paragominas",2021,"PA","Paragominas",5,1505502
"PA_Paragominas",2021,"PA","Paragominas",2,1505502
"PA_Paragominas",2022,"PA","Paragominas",1,1505502
"PA_Parauapebas",2022,"PA","Parauapebas",1,1505536
"PA_Pau D'Arco",2021,"PA","Pau D'Arco",3,1505551
"PA_Pau D'Arco",2022,"PA","Pau D'Arco",2,1505551
"PA_Portel",2022,"PA","Portel",5,1505809
"PA_Portel",2022,"PA","Portel",1,1505809
"PA_Portel",2021,"PA","Portel",2,1505809
"PA_Prainha",2022,"PA","Prainha",1,1506005
"PA_Prainha",2022,"PA","Prainha",2,1506005
"PA_Prainha",2022,"PA","Prainha",1,1506005
"PA_Prainha",2021,"PA","Prainha",1,1506005
"PA_Redenção",2022,"PA","Redenção",1,1506138
"PA_Rondon do Pará",2022,"PA","Rondon do Pará",1,1506187
"PA_Rurópolis",2022,"PA","Rurópolis",1,1506195
"PA_Rurópolis",2021,"PA","Rurópolis",2,1506195
"PA_Santa Cruz do Arari",2022,"PA","Santa Cruz do Arari",2,1506401
"PA_Santa Maria das Barreiras",2022,"PA","Santa Maria das Barreiras",1,1506583
"PA_Santa Maria das Barreiras",2022,"PA","Santa Maria das Barreiras",1,1506583
"PA_Santa Maria das Barreiras",2021,"PA","Santa Maria das Barreiras",1,1506583
"PA_Santarém",2022,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2022,"PA","Santarém",2,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",3,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",2,1506807
"PA_Santarém",2022,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2022,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2022,"PA","Santarém",1,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_Santarém",2022,"PA","Santarém",1,1506807
"PA_Santarém",2022,"PA","Santarém",1,1506807
"PA_Santarém",2022,"PA","Santarém",2,1506807
"PA_Santarém",2021,"PA","Santarém",2,1506807
"PA_Santarém",2021,"PA","Santarém",1,1506807
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",1,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",2,1507300
"PA_São Félix do Xingu",2021,"PA","São Félix do Xingu",1,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",1,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",2,1507300
"PA_São Félix do Xingu",2021,"PA","São Félix do Xingu",4,1507300
"PA_São Félix do Xingu",2021,"PA","São Félix do Xingu",1,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",2,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",1,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",4,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",1,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",1,1507300
"PA_São Félix do Xingu",2021,"PA","São Félix do Xingu",3,1507300
"PA_São Félix do Xingu",2022,"PA","São Félix do Xingu",11,1507300
"PA_São Geraldo do Araguaia",2021,"PA","São Geraldo do Araguaia",1,1507458
"PA_São João do Araguaia",2021,"PA","São João do Araguaia",1,1507508
"PA_São João do Araguaia",2022,"PA","São João do Araguaia",1,1507508
"PA_Senador José Porfírio",2022,"PA","Senador José Porfírio",2,1507805
"PA_Senador José Porfírio",2021,"PA","Senador José Porfírio",1,1507805
"PA_Senador José Porfírio",2021,"PA","Senador José Porfírio",1,1507805
"PA_Senador José Porfírio",2022,"PA","Senador José Porfírio",4,1507805
"PA_Senador José Porfírio",2021,"PA","Senador José Porfírio",2,1507805
"PA_Tomé-Açu",2021,"PA","Tomé-Açu",2,1508001
"PA_Tomé-Açu",2022,"PA","Tomé-Açu",7,1508001
"PA_Tucuruí",2021,"PA","Tucuruí",1,1508100
"PA_Tucuruí",2021,"PA","Tucuruí",3,1508100
"PA_Vigia",2021,"PA","Vigia",1,1508209
"PA_Vitória do Xingu",2021,"PA","Vitória do Xingu",1,1508357
"PB_Alhandra",2021,"PB","Alhandra",1,2500601
"PB_Alhandra",2022,"PB","Alhandra",1,2500601
"PB_Aparecida",2022,"PB","Aparecida",1,2500775
"PB_Barra de São Miguel",2022,"PB","Barra de São Miguel",1,2501708
"PB_Belém do Brejo do Cruz",2022,"PB","Belém do Brejo do Cruz",1,2502003
"PB_Belém do Brejo do Cruz",2021,"PB","Belém do Brejo do Cruz",2,2502003
"PB_Caaporã",2021,"PB","Caaporã",2,2503001
"PB_Caaporã",2021,"PB","Caaporã",1,2503001
"PB_Caaporã",2022,"PB","Caaporã",1,2503001
"PB_Caaporã",2022,"PB","Caaporã",1,2503001
"PB_Campina Grande",2021,"PB","Campina Grande",1,2504009
"PB_Campina Grande",2021,"PB","Campina Grande",1,2504009
"PB_Cruz do Espírito Santo",2021,"PB","Cruz do Espírito Santo",2,2504900
"PB_Cuité",2022,"PB","Cuité",1,2505105
"PB_Cuité",2022,"PB","Cuité",1,2505105
"PB_Cuité",2022,"PB","Cuité",1,2505105
"PB_Gurinhém",2021,"PB","Gurinhém",1,2506400
"PB_João Pessoa",2022,"PB","João Pessoa",1,2507507
"PB_João Pessoa",2021,"PB","João Pessoa",2,2507507
"PB_Nova Palmeira",2022,"PB","Nova Palmeira",1,2510303
"PB_Pitimbu",2022,"PB","Pitimbu",1,2511905
"PB_Rio Tinto",2022,"PB","Rio Tinto",1,2512903
"PB_Rio Tinto",2021,"PB","Rio Tinto",2,2512903
"PB_Rio Tinto",2022,"PB","Rio Tinto",1,2512903
"PB_Santa Cruz",2022,"PB","Santa Cruz",1,2513208
"PB_Santa Luzia",2022,"PB","Santa Luzia",1,2513406
"PB_São João do Tigre",2022,"PB","São João do Tigre",1,2514107
"PB_Sobrado",2022,"PB","Sobrado",1,2515971
"PE_Água Preta",2022,"PE","Água Preta",1,2600401
"PE_Águas Belas",2022,"PE","Águas Belas",1,2600500
"PE_Aliança",2022,"PE","Aliança",1,2600708
"PE_Amaraji",2021,"PE","Amaraji",2,2600906
"PE_Arcoverde",2022,"PE","Arcoverde",1,2601201
"PE_Barreiros",2022,"PE","Barreiros",3,2601409
"PE_Bom Conselho",2021,"PE","Bom Conselho",1,2602100
"PE_Bom Conselho",2021,"PE","Bom Conselho",1,2602100
"PE_Buíque",2021,"PE","Buíque",1,2602803
"PE_Buíque",2022,"PE","Buíque",1,2602803
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",2,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",2,2602902
"PE_Cabo de Santo Agostinho",2022,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabo de Santo Agostinho",2021,"PE","Cabo de Santo Agostinho",1,2602902
"PE_Cabrobó",2021,"PE","Cabrobó",1,2603009
"PE_Caetés",2022,"PE","Caetés",1,2603207
"PE_Caetés",2021,"PE","Caetés",1,2603207
"PE_Caetés",2022,"PE","Caetés",1,2603207
"PE_Caetés",2022,"PE","Caetés",1,2603207
"PE_Caruaru",2022,"PE","Caruaru",1,2604106
"PE_Caruaru",2022,"PE","Caruaru",1,2604106
"PE_Feira Nova",2022,"PE","Feira Nova",2,2605400
"PE_Gameleira",2022,"PE","Gameleira",1,2605905
"PE_Gameleira",2021,"PE","Gameleira",1,2605905
"PE_Goiana",2022,"PE","Goiana",1,2606200
"PE_Goiana",2022,"PE","Goiana",1,2606200
"PE_Goiana",2021,"PE","Goiana",1,2606200
"PE_Goiana",2022,"PE","Goiana",1,2606200
"PE_Goiana",2022,"PE","Goiana",1,2606200
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2022,"PE","Ipojuca",2,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2022,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Ipojuca",2021,"PE","Ipojuca",1,2607208
"PE_Itacuruba",2021,"PE","Itacuruba",1,2607406
"PE_Itacuruba",2021,"PE","Itacuruba",1,2607406
"PE_Itambé",2022,"PE","Itambé",1,2607653
"PE_Itambé",2022,"PE","Itambé",1,2607653
"PE_Itambé",2022,"PE","Itambé",1,2607653
"PE_Itambé",2021,"PE","Itambé",1,2607653
"PE_Jaqueira",2021,"PE","Jaqueira",2,2607950
"PE_Jaqueira",2021,"PE","Jaqueira",1,2607950
"PE_Jaqueira",2022,"PE","Jaqueira",1,2607950
"PE_Jaqueira",2022,"PE","Jaqueira",1,2607950
"PE_Jaqueira",2022,"PE","Jaqueira",1,2607950
"PE_Jaqueira",2022,"PE","Jaqueira",1,2607950
"PE_Jaqueira",2022,"PE","Jaqueira",1,2607950
"PE_Jaqueira",2021,"PE","Jaqueira",3,2607950
"PE_Jaqueira",2021,"PE","Jaqueira",7,2607950
"PE_Jaqueira",2022,"PE","Jaqueira",1,2607950
"PE_Jatobá",2021,"PE","Jatobá",2,2608057
"PE_Maraial",2021,"PE","Maraial",20,2609204
"PE_Maraial",2022,"PE","Maraial",3,2609204
"PE_Mirandiba",2021,"PE","Mirandiba",1,2609303
"PE_Mirandiba",2021,"PE","Mirandiba",1,2609303
"PE_Moreno",2021,"PE","Moreno",1,2609402
"PE_Moreno",2021,"PE","Moreno",1,2609402
"PE_Moreno",2022,"PE","Moreno",1,2609402
"PE_Orocó",2021,"PE","Orocó",1,2609808
"PE_Orocó",2022,"PE","Orocó",1,2609808
"PE_Orocó",2021,"PE","Orocó",1,2609808
"PE_Orocó",2022,"PE","Orocó",1,2609808
"PE_Orocó",2022,"PE","Orocó",1,2609808
"PE_Orocó",2022,"PE","Orocó",1,2609808
"PE_Orocó",2022,"PE","Orocó",1,2609808
"PE_Orocó",2021,"PE","Orocó",1,2609808
"PE_Orocó",2021,"PE","Orocó",1,2609808
"PE_Orocó",2021,"PE","Orocó",1,2609808
"PE_Orocó",2021,"PE","Orocó",1,2609808
"PE_Passira",2021,"PE","Passira",2,2610509
"PE_Passira",2021,"PE","Passira",1,2610509
"PE_Quipapá",2022,"PE","Quipapá",1,2611507
"PE_São Joaquim do Monte",2021,"PE","São Joaquim do Monte",1,2613305
"PE_São Joaquim do Monte",2022,"PE","São Joaquim do Monte",2,2613305
"PE_São José da Coroa Grande",2022,"PE","São José da Coroa Grande",1,2613404
"PE_Sertânia",2021,"PE","Sertânia",1,2614105
"PE_Tamandaré",2021,"PE","Tamandaré",2,2614857
"PE_Tamandaré",2022,"PE","Tamandaré",1,2614857
"PE_Timbaúba",2022,"PE","Timbaúba",1,2615300
"PE_Tupanatinga",2021,"PE","Tupanatinga",1,2615805
"PI_Amarante",2022,"PI","Amarante",1,2200509
"PI_Antônio Almeida",2022,"PI","Antônio Almeida",1,2200806
"PI_Cajueiro da Praia",2022,"PI","Cajueiro da Praia",1,2202083
"PI_Campo Maior",2022,"PI","Campo Maior",1,2202208
"PI_Campo Maior",2021,"PI","Campo Maior",1,2202208
"PI_Canto do Buriti",2021,"PI","Canto do Buriti",1,2202307
"PI_Gilbués",2022,"PI","Gilbués",2,2204402
"PI_Gilbués",2021,"PI","Gilbués",2,2204402
"PI_Gilbués",2022,"PI","Gilbués",1,2204402
"PI_Gilbués",2022,"PI","Gilbués",1,2204402
"PI_Gilbués",2022,"PI","Gilbués",1,2204402
"PI_Gilbués",2021,"PI","Gilbués",1,2204402
"PI_Gilbués",2022,"PI","Gilbués",1,2204402
"PI_Landri Sales",2022,"PI","Landri Sales",1,2205607
"PI_Landri Sales",2022,"PI","Landri Sales",1,2205607
"PI_Picos",2022,"PI","Picos",1,2208007
"PI_Santa Filomena",2021,"PI","Santa Filomena",1,2209203
"PI_Santa Filomena",2021,"PI","Santa Filomena",2,2209203
"PI_Santa Filomena",2021,"PI","Santa Filomena",1,2209203
"PI_Santa Filomena",2022,"PI","Santa Filomena",1,2209203
"PI_Santa Filomena",2022,"PI","Santa Filomena",1,2209203
"PI_São Raimundo Nonato",2021,"PI","São Raimundo Nonato",2,2210607
"PI_São Raimundo Nonato",2021,"PI","São Raimundo Nonato",1,2210607
"PI_Uruçuí",2022,"PI","Uruçuí",1,2211209
"PR_Bom Jesus do Sul",2022,"PR","Bom Jesus do Sul",2,4103156
"PR_Diamante D'Oeste",2021,"PR","Diamante D'Oeste",1,4107157
"PR_Diamante D'Oeste",2022,"PR","Diamante D'Oeste",1,4107157
"PR_Guaíra",2021,"PR","Guaíra",1,4108809
"PR_Guaíra",2022,"PR","Guaíra",1,4108809
"PR_Guaíra",2022,"PR","Guaíra",1,4108809
"PR_Guaíra",2022,"PR","Guaíra",1,4108809
"PR_Guaíra",2022,"PR","Guaíra",1,4108809
"PR_Guaíra",2022,"PR","Guaíra",1,4108809
"PR_Guaíra",2022,"PR","Guaíra",1,4108809
"PR_Guaíra",2022,"PR","Guaíra",1,4108809
"PR_Guaraqueçaba",2022,"PR","Guaraqueçaba",1,4109500
"PR_Guaraqueçaba",2022,"PR","Guaraqueçaba",1,4109500
"PR_Guaraqueçaba",2022,"PR","Guaraqueçaba",1,4109500
"PR_Itaipulândia",2021,"PR","Itaipulândia",2,4110953
"PR_Londrina",2022,"PR","Londrina",1,4113700
"PR_Mangueirinha",2021,"PR","Mangueirinha",1,4114401
"PR_Paranacity",2022,"PR","Paranacity",1,4118105
"PR_Paranaguá",2021,"PR","Paranaguá",1,4118204
"PR_Paranaguá",2022,"PR","Paranaguá",1,4118204
"PR_Piraquara",2021,"PR","Piraquara",1,4119509
"PR_Pontal do Paraná",2022,"PR","Pontal do Paraná",1,4119954
"PR_Quedas do Iguaçu",2022,"PR","Quedas do Iguaçu",1,4120903
"PR_Quedas do Iguaçu",2021,"PR","Quedas do Iguaçu",1,4120903
"PR_Quedas do Iguaçu",2022,"PR","Quedas do Iguaçu",1,4120903
"PR_Quedas do Iguaçu",2021,"PR","Quedas do Iguaçu",1,4120903
"PR_Reserva do Iguaçu",2022,"PR","Reserva do Iguaçu",1,4121752
"PR_Rio Bonito do Iguaçu",2021,"PR","Rio Bonito do Iguaçu",2,4122156
"PR_Santa Helena",2022,"PR","Santa Helena",1,4123501
"PR_Santa Helena",2022,"PR","Santa Helena",1,4123501
"PR_Santa Helena",2022,"PR","Santa Helena",1,4123501
"PR_Santa Helena",2021,"PR","Santa Helena",1,4123501
"PR_Santa Helena",2022,"PR","Santa Helena",1,4123501
"PR_São Mateus do Sul",2022,"PR","São Mateus do Sul",1,4125605
"PR_São Miguel do Iguaçu",2022,"PR","São Miguel do Iguaçu",1,4125704
"PR_Terra Roxa",2022,"PR","Terra Roxa",1,4127403
"PR_Terra Roxa",2022,"PR","Terra Roxa",1,4127403
"PR_Terra Roxa",2022,"PR","Terra Roxa",1,4127403
"PR_Terra Roxa",2021,"PR","Terra Roxa",1,4127403
"PR_Terra Roxa",2022,"PR","Terra Roxa",1,4127403
"PR_Terra Roxa",2022,"PR","Terra Roxa",1,4127403
"PR_Terra Roxa",2022,"PR","Terra Roxa",1,4127403
"RJ_Cabo Frio",2021,"RJ","Cabo Frio",1,3300704
"RJ_Campos dos Goytacazes",2021,"RJ","Campos dos Goytacazes",2,3301009
"RJ_Campos dos Goytacazes",2022,"RJ","Campos dos Goytacazes",1,3301009
"RJ_Carapebus",2021,"RJ","Carapebus",1,3300936
"RJ_Macaé",2021,"RJ","Macaé",1,3302403
"RJ_Macaé",2022,"RJ","Macaé",1,3302403
"RJ_Mangaratiba",2022,"RJ","Mangaratiba",5,3302601
"RJ_Nova Iguaçu",2021,"RJ","Nova Iguaçu",2,3303500
"RJ_Paraty",2021,"RJ","Paraty",1,3303807
"RJ_Paraty",2022,"RJ","Paraty",1,3303807
"RJ_Paraty",2021,"RJ","Paraty",1,3303807
"RJ_Quatis",2021,"RJ","Quatis",1,3304128
"RJ_Quatis",2022,"RJ","Quatis",1,3304128
"RJ_Quissamã",2022,"RJ","Quissamã",2,3304151
"RJ_São João da Barra",2022,"RJ","São João da Barra",2,3305000
"RJ_São João da Barra",2022,"RJ","São João da Barra",1,3305000
"RN_Açu",2022,"RN","Açu",1,2400208
"RN_Açu",2022,"RN","Açu",1,2400208
"RN_Apodi",2022,"RN","Apodi",1,2401008
"RN_Apodi",2022,"RN","Apodi",1,2401008
"RN_Apodi",2022,"RN","Apodi",1,2401008
"RN_Apodi",2022,"RN","Apodi",1,2401008
"RN_Apodi",2022,"RN","Apodi",1,2401008
"RN_Apodi",2022,"RN","Apodi",1,2401008
"RN_Apodi",2022,"RN","Apodi",1,2401008
"RN_Areia Branca",2022,"RN","Areia Branca",1,2401107
"RN_Areia Branca",2022,"RN","Areia Branca",1,2401107
