"CD_MUN","year","deforestation","freq","terra","trabalhoescravo","embargoes","perc_area","consolidated","consolidated_sa"
1715101,"2022",0.0246168986362997,0,0,0,0,0.0944632004305842,0.00492337972725995,0.00492337972725995
1715150,"2021",0,0,0,0,0,0,0,0
1715150,"2022",0,0,0,0,0,0,0,0
1715259,"2021",0.00941937297905244,0,0,0,0,0,0.00235484324476311,0.00235484324476311
1715259,"2022",0.000618585688176578,0,0,0,0,0,0.000123717137635316,0.000123717137635316
1715507,"2021",0,0,0.0232558139534884,0,0,0,0.00581395348837209,0.00581395348837209
1715507,"2022",0.00328975115984817,0,0,0,0,0,0.000657950231969633,0.000657950231969633
1715705,"2021",0.0645297342893294,0,0.116279069767442,0,0,0,0.0452022010141928,0.0452022010141928
1715705,"2022",0.0323211022072262,0,0.0930232558139535,0,0,0.0441730958780685,0.0250688716042359,0.0250688716042359
1715754,"2021",0.00224940250246028,0,0,0,0,0,0.000562350625615071,0.000562350625615071
1715754,"2022",0.000365527906649796,0,0,0,0,0.00015669466010686,0.0000731055813299592,0.0000731055813299592
1716109,"2021",0.000492056797413187,0,0,0,0,0,0.000123014199353297,0.000123014199353297
1716109,"2022",0.0000562350625615071,0,0,0.00401606425702811,0,0.0000169296297027333,0.000814459863917924,0.000814459863917924
1716208,"2021",0.0687895402783636,0,0,0,0,0,0.0171973850695909,0.0171973850695909
1716208,"2022",0.0560663573738226,0,0.0697674418604651,0,0,0.0142792633921932,0.0251667598468575,0.0251667598468575
1716307,"2021",0.000309292844088289,0,0,0,0,0,0.0000773232110220723,0.0000773232110220723
1716307,"2022",0.000126528890763391,0,0,0,0,0.114326019549028,0.0000253057781526782,0.0000253057781526782
1716505,"2021",0.00799943764937439,0,0,0,0,0,0.0019998594123436,0.0019998594123436
1716505,"2022",0.0586531702516519,0,0,0,0,0.0199608315111624,0.0117306340503304,0.0117306340503304
1716604,"2021",0.0325882187543934,0,0,0,0,0,0.00814705468859834,0.00814705468859834
1716604,"2022",0.0252214255588359,0,0,0,0,0.079107526720568,0.00504428511176719,0.00504428511176719
1716653,"2021",0.000773232110220723,0,0,0,0,0,0.000193308027555181,0.000193308027555181
1716653,"2022",0.00324757486292703,0,0,0,0,0.242334691955091,0.000649514972585407,0.000649514972585407
1716703,"2021",0.00164487557992408,0,0,0,0,0,0.000411218894981021,0.000411218894981021
1716703,"2022",0.0000140587656403768,0,0,0,0,0.0589108281885584,0.00000281175312807536,0.00000281175312807536
1717008,"2021",0.0041754533951919,0,0,0,0,0,0.00104386334879798,0.00104386334879798
1717008,"2022",0.00336004498805005,0,0,0,0,0.0575775440435358,0.00067200899761001,0.00067200899761001
1717206,"2021",0.00112470125123014,0,0,0,0,0,0.000281175312807536,0.000281175312807536
1717206,"2022",0.00691691269506537,0,0,0,0,0.122669606269004,0.00138338253901307,0.00138338253901307
1717503,"2021",0.00590468156895825,0,0.116279069767442,0,0,0,0.0305459378341,0.0305459378341
1717503,"2022",0.0569239420778856,0,0.0930232558139535,0,0.00284900284900285,0.479751398976705,0.0305592401481684,0.0305592401481684
1717800,"2021",0.00198228595529313,0,0,0,0,0,0.000495571488823281,0.000495571488823281
1717800,"2022",0.0168705187684521,0,0,0,0,0,0.00337410375369043,0.00337410375369043
1717909,"2021",0.0200899761000984,0,0.0232558139534884,0,0,0,0.0108364475133967,0.0108364475133967
1717909,"2022",0.0104878391677211,0,0,0,0.00284900284900285,0.319853207014988,0.00266736840334478,0.00266736840334478
1718006,"2021",0,0,0,0,0,0,0,0
1718006,"2022",0.00379586672290173,0,0,0,0,0.0000298934220924268,0.000759173344580346,0.000759173344580346
1718204,"2021",0.0146351750316322,0.0833333333333333,0.116279069767442,0,0,0,0.0535618945331019,0.0535618945331019
1718204,"2022",0.0217067341487417,0,0.0232558139534884,0,0.00284900284900285,0.0427940036279802,0.00956231019024659,0.00956231019024659
1718303,"2021",0.00382398425418248,0,0,0,0,0,0.000955996063545621,0.000955996063545621
1718303,"2022",0.000955996063545621,0,0,0,0,0.363136181984909,0.000191199212709124,0.000191199212709124
1718402,"2021",0.00087164346970336,0,0,0,0,0,0.00021791086742584,0.00021791086742584
1718402,"2022",0.000674820750738085,0,0,0,0,0,0.000134964150147617,0.000134964150147617
1718451,"2021",0.0037536904259806,0,0,0,0,0,0.00093842260649515,0.00093842260649515
1718451,"2022",0.00368339659777872,0,0,0,0,0,0.000736679319555743,0.000736679319555743
1718501,"2021",0.00305075214396176,0,0,0,0,0,0.00076268803599044,0.00076268803599044
1718501,"2022",0.0134542387178406,0,0,0,0,0.0301971928435643,0.00269084774356811,0.00269084774356811
1718550,"2021",0.0010262898917475,0,0,0,0,0,0.000256572472936876,0.000256572472936876
1718550,"2022",0.000379586672290173,0,0,0,0,0.305482343001866,0.0000759173344580346,0.0000759173344580346
1718659,"2021",0.00281175312807536,0,0,0,0,0,0.000702938282018839,0.000702938282018839
1718659,"2022",0.00240404892450443,0,0,0,0,0.282443529747997,0.000480809784900886,0.000480809784900886
1718709,"2021",0.0000702938282018839,0,0.0232558139534884,0,0,0,0.00583152694542256,0.00583152694542256
1718709,"2022",0.0152397019541684,0,0,0,0,0.0556390297150047,0.00304794039083368,0.00304794039083368
1718758,"2021",0.0166736960494869,0,0,0,0,0,0.00416842401237171,0.00416842401237171
1718758,"2022",0.0317446928159708,0,0,0,0,0.0020315534618952,0.00634893856319415,0.00634893856319415
1718808,"2021",0.000365527906649796,0,0,0,0,0,0.000091381976662449,0.000091381976662449
1718808,"2022",0.0000140587656403768,0,0,0,0,0.218235063710364,0.00000281175312807536,0.00000281175312807536
1718840,"2021",0.00757767468016308,0,0,0,0,0,0.00189441867004077,0.00189441867004077
1718840,"2022",0.0171376353156193,0,0,0,0,0.0625492424983594,0.00342752706312386,0.00342752706312386
1718865,"2021",0.000365527906649796,0,0,0,0,0,0.000091381976662449,0.000091381976662449
1718865,"2022",0.000182763953324898,0,0,0,0,0.0912233401728289,0.0000365527906649796,0.0000365527906649796
1718881,"2021",0.00379586672290173,0,0,0,0,0,0.000948966680725432,0.000948966680725432
1718881,"2022",0.0239983129481232,0,0,0,0,0.0240636748402748,0.00479966258962463,0.00479966258962463
1718899,"2021",0.0114438352312667,0,0,0,0,0,0.00286095880781667,0.00286095880781667
1718899,"2022",0.00940531421341206,0,0,0,0,0.0876171758488726,0.00188106284268241,0.00188106284268241
1718907,"2021",0.00373963166034022,0,0,0,0,0,0.000934907915085055,0.000934907915085055
1718907,"2022",0.0182623365668494,0,0,0,0.0313390313390313,0.0173156183046866,0.00992027358117615,0.00992027358117615
1719004,"2021",0.00164487557992408,0,0.0232558139534884,0,0,0,0.00622517238335311,0.00622517238335311
1719004,"2022",0.0000984113594826374,0,0,0,0,0.678657118826374,0.0000196822718965275,0.0000196822718965275
1720002,"2021",0.0027836355967946,0,0,0,0,0,0.00069590889919865,0.00069590889919865
1720002,"2022",0.00282581189371573,0,0,0,0,0,0.000565162378743146,0.000565162378743146
1720101,"2021",0.00508927316181639,0,0,0,0,0,0.0012723182904541,0.0012723182904541
1720101,"2022",0.000351469141009419,0,0,0,0,0.225991639425594,0.0000702938282018839,0.0000702938282018839
1720150,"2021",0,0,0.0232558139534884,0,0,0,0.00581395348837209,0.00581395348837209
1720150,"2022",0,0,0,0,0,0.264109360092279,0,0
1720200,"2021",0.00396457191058625,0,0,0,0,0,0.000991142977646563,0.000991142977646563
1720200,"2022",0.000449880500492057,0,0,0,0,0.185020579094646,0.0000899761000984114,0.0000899761000984114
1720259,"2021",0.0260930690285393,0,0,0,0,0,0.00652326725713482,0.00652326725713482
1720259,"2022",0.016490932096162,0,0,0,0,0,0.00329818641923239,0.00329818641923239
1720309,"2021",0.00047799803177281,0,0,0,0,0,0.000119499507943203,0.000119499507943203
1720309,"2022",0,0,0,0,0,0.30781001730584,0,0
1720499,"2021",0.0182061015042879,0,0,0,0,0,0.00455152537607198,0.00455152537607198
1720499,"2022",0.0182061015042879,0,0,0,0,0.0584325378567469,0.00364122030085758,0.00364122030085758
1720655,"2021",0.00209475608041614,0,0,0,0,0,0.000523689020104035,0.000523689020104035
1720655,"2022",0.003992689441867,0,0,0,0.00854700854700855,0.0181287384912844,0.00250793959777511,0.00250793959777511
1720804,"2021",0.000154646422044145,0,0,0,0,0,0.0000386616055110361,0.0000386616055110361
1720804,"2022",0.00043582173485168,0,0,0,0,0.186818142890184,0.000087164346970336,0.000087164346970336
1720853,"2021",0.00449880500492057,0,0,0,0,0,0.00112470125123014,0.00112470125123014
1720853,"2022",0.0083509067903838,0,0,0,0,0.0112336679853679,0.00167018135807676,0.00167018135807676
1720903,"2021",0.0368058484465064,0,0,0,0,0,0.0092014621116266,0.0092014621116266
1720903,"2022",0.0222550260087164,0,0,0,0,0.010593475487414,0.00445100520174329,0.00445100520174329
1720937,"2021",0.00258681287782933,0,0,0,0,0,0.000646703219457332,0.000646703219457332
1720937,"2022",0.000970054829185997,0,0,0,0,0,0.000194010965837199,0.000194010965837199
1720978,"2021",0.00570785884999297,0,0,0,0,0,0.00142696471249824,0.00142696471249824
1720978,"2022",0.0152818782510896,0,0,0,0,0.0605865661918423,0.00305637565021791,0.00305637565021791
1721000,"2021",0.00866019963447209,0,0.0930232558139535,0,0,0,0.0254208638621064,0.0254208638621064
1721000,"2022",0.00241810769014481,0,0,0,0.0256410256410256,0.0956046642802916,0.00561182666623409,0.00561182666623409
1721109,"2021",0.00246028398706594,0,0.0232558139534884,0,0,0,0.00642902448513858,0.00642902448513858
1721109,"2022",0.00039364543793055,0,0.0697674418604651,0,0,0.732007492592142,0.0140322174596791,0.0140322174596791
1721208,"2021",0.0041192183326304,0,0,0,0,0,0.0010298045831576,0.0010298045831576
1721208,"2022",0.00220722620553915,0,0.0697674418604651,0,0,0.58671496926972,0.0143949336132009,0.0143949336132009
1721257,"2021",0.0110783073246169,0,0,0,0,0,0.00276957683115422,0.00276957683115422
1721257,"2022",0.0118515394348376,0,0,0,0,0,0.00237030788696752,0.00237030788696752
1721307,"2021",0.00202446225221426,0,0,0,0,0,0.000506115563053564,0.000506115563053564
1721307,"2022",0.00165893434556446,0,0,0,0,0.191155447725645,0.000331786869112892,0.000331786869112892
1722081,"2021",0.00724026430479404,0,0,0,0,0,0.00181006607619851,0.00181006607619851
1722081,"2022",0.00801349641501476,0,0,0,0,0.0694323845599246,0.00160269928300295,0.00160269928300295
1722107,"2021",0.000379586672290173,0,0,0,0,0,0.0000948966680725432,0.0000948966680725432
1722107,"2022",0.000843525938422606,0,0,0,0,0.109979972931736,0.000168705187684521,0.000168705187684521
2100055,"2021",0.0137916490932096,0,0.0232558139534884,0.447791164658635,0,0,0.121209656926333,0.121209656926333
2100055,"2022",0.0227470828061296,0,0.0232558139534884,0,0,0.0664865671507238,0.0092005793519236,0.0092005793519236
2100105,"2021",0.00272740053423309,0,0,0,0,0,0.000681850133558274,0.000681850133558274
2100105,"2022",0.00310698720652327,0,0,0,0,0.000990230689761976,0.000621397441304653,0.000621397441304653
2100154,"2021",0.0057500351469141,0,0,0,0,0,0.00143750878672853,0.00143750878672853
2100154,"2022",0.000702938282018839,0,0,0,0,0.206097687300966,0.000140587656403768,0.000140587656403768
2100204,"2021",0,0,0.0232558139534884,0,0,0,0.00581395348837209,0.00581395348837209
2100204,"2022",0,0,0,0,0,0.704653647458328,0,0
2100303,"2021",0.105103331927457,0,0.0232558139534884,0,0,0,0.0320897864702363,0.0320897864702363
2100303,"2022",0.115619288626459,0,0,0,0,0,0.0231238577252917,0.0231238577252917
2100402,"2021",0,0,0,0,0,0,0,0
2100402,"2022",0,0,0,0,0,0,0,0
2100436,"2021",0.00112470125123014,0,0.0697674418604651,0,0,0,0.0177230357779238,0.0177230357779238
2100436,"2022",0.000267116547167159,0,0.186046511627907,0,0,0.4153986243091,0.0372627256350148,0.0372627256350148
2100477,"2021",0,0,0,0,0,0,0,0
2100477,"2022",0.000238999015886405,0,0,0,0,0.348326926165909,0.000047799803177281,0.000047799803177281
2100501,"2021",0.0652186138057079,0,0,0,0,0,0.016304653451427,0.016304653451427
2100501,"2022",0.104034865738788,0,0,0,0,0.325670165256053,0.0208069731477576,0.0208069731477576
2100550,"2021",0.00541262477154506,0,0,0,0,0,0.00135315619288626,0.00135315619288626
2100550,"2022",0.0027836355967946,0,0,0,0,0.992709324925978,0.00055672711935892,0.00055672711935892
2100600,"2021",0.0251651904962744,0,0.0697674418604651,0.036144578313253,0,0,0.0327693026674981,0.0327693026674981
2100600,"2022",0.0131871221706734,0,0.13953488372093,0,0.0056980056980057,0.648290622667823,0.0316840023179219,0.0316840023179219
2100709,"2021",0.000337410375369043,0,0.0232558139534884,0,0,0,0.00589830608221435,0.00589830608221435
2100709,"2022",0,0,0,0,0,0.0519146808766854,0,0
2100808,"2021",0.00506115563053564,0,0,0,0,0,0.00126528890763391,0.00126528890763391
2100808,"2022",0.00586250527203712,0,0,0,0,0.0127394037076822,0.00117250105440742,0.00117250105440742
2100832,"2021",0,0,0,0,0,0,0,0
2100832,"2022",0,0,0,0,0,0.193359050518706,0,0
2100873,"2021",0,0,0.0465116279069767,0,0,0,0.0116279069767442,0.0116279069767442
2100873,"2022",0,0,0.0930232558139535,0,0,0.63960358032204,0.0186046511627907,0.0186046511627907
2100907,"2021",0.00312104597216364,0,0.0232558139534884,0,0,0,0.006594214981413,0.006594214981413
2100907,"2022",0.00885702235343737,0,0,0,0,0.179912599272354,0.00177140447068747,0.00177140447068747
2100956,"2021",0.0169829888935751,0,0,0,0,0,0.00424574722339379,0.00424574722339379
2100956,"2022",0.0329537466610432,0,0.0465116279069767,0.0100401606425703,0,0.448283508418194,0.017901107042118,0.017901107042118
2101004,"2021",0.00101223112610713,0,0.0465116279069767,0,0,0,0.011880964758271,0.011880964758271
2101004,"2022",0.00132152397019542,0,0.0697674418604651,0,0,0.0668807688114904,0.0142177931661321,0.0142177931661321
2101103,"2021",0.0000281175312807536,0,0,0,0,0,0.00000702938282018839,0.00000702938282018839
2101103,"2022",0,0,0,0,0,0.0478025706034404,0,0
2101202,"2021",0,0,0,0,0,0,0,0
2101202,"2022",0,0,0,0,0,0.109773497532406,0,0
2101251,"2021",0,0,0,0,0,0,0,0
2101251,"2022",0.000182763953324898,0,0,0,0,0.012255577281504,0.0000365527906649796,0.0000365527906649796
2101301,"2021",0,0,0,0,0,0,0,0
2101301,"2022",0,0,0,0,0,0.218724272414166,0,0
2101350,"2021",0,0,0,0,0,0,0,0
2101350,"2022",0,0,0,0,0,0.0043194303525971,0,0
2101400,"2021",0.234359623225081,0,0.0930232558139535,0,0,0,0.0818457197597586,0.0818457197597586
2101400,"2022",0.39216926753831,0,0.209302325581395,0.0401606425702811,0.00284900284900285,0.00272872608106345,0.128896247707798,0.128896247707798
2101509,"2021",0.00043582173485168,0,0,0,0,0,0.00010895543371292,0.00010895543371292
2101509,"2022",0.00999578237030789,0,0,0,0,0,0.00199915647406158,0.00199915647406158
2101608,"2021",0.0393083087304935,0,0.0232558139534884,0.0100401606425703,0,0,0.018151070831638,0.018151070831638
2101608,"2022",0.0362856741178125,0,0.13953488372093,0,0.0284900284900285,0.565742980649022,0.0408621172657542,0.0408621172657542
2101707,"2021",0,0,0.0232558139534884,0,0,0,0.00581395348837209,0.00581395348837209
2101707,"2022",0.0000281175312807536,0,0.0232558139534884,0,0,0.595285466671843,0.00465678629695382,0.00465678629695382
2101731,"2021",0,0,0,0,0,0,0,0
2101731,"2022",0.0000140587656403768,0,0,0,0,0.0320910258408114,0.00000281175312807536,0.00000281175312807536
2101772,"2021",0,0,0,0,0,0,0,0
2101772,"2022",0,0,0,0,0,0.0115307891846629,0,0
2101806,"2021",0.00428792352031492,0,0,0,0,0,0.00107198088007873,0.00107198088007873
2101806,"2022",0.0124279488260931,0,0,0,0,0,0.00248558976521861,0.00248558976521861
2101905,"2021",0,0,0,0,0,0,0,0
2101905,"2022",0,0,0,0,0,0.233655622808205,0,0
2101939,"2021",0.0000702938282018839,0,0,0,0,0,0.000017573457050471,0.000017573457050471
2101939,"2022",0.00196822718965275,0,0,0,0,0,0.00039364543793055,0.00039364543793055
2101970,"2021",0.000337410375369043,0,0,0,0,0,0.0000843525938422607,0.0000843525938422607
2101970,"2022",0,0,0,0,0,0.284455861108125,0,0
2102002,"2021",0.0234640798537888,0,0.0465116279069767,0,0,0,0.0174939269401914,0.0174939269401914
2102002,"2022",0.0447209335020385,0,0.0465116279069767,0,0,0.494741228221097,0.0182465122818031,0.0182465122818031
2102036,"2021",0.0145789399690707,0,0,0.210843373493976,0,0,0.0563555783657617,0.0563555783657617
2102036,"2022",0.00912413890060453,0,0,0,0.00284900284900285,0.401017594237405,0.00239462834992148,0.00239462834992148
2102077,"2021",0,0,0,0,0,0,0,0
2102077,"2022",0,0,0,0,0,0.00614182838119712,0,0
2102101,"2021",0.0151694081259665,0,0.0465116279069767,0,0,0,0.0154202590082358,0.0154202590082358
2102101,"2022",0.00681850133558274,0,0.0697674418604651,0,0.00284900284900285,0.111651345617773,0.0158869892090101,0.0158869892090101
2102150,"2021",0.000632644453816955,0,0,0,0,0,0.000158161113454239,0.000158161113454239
2102150,"2022",0.0000984113594826374,0,0,0,0,0,0.0000196822718965275,0.0000196822718965275
2102200,"2021",0.0518627864473499,0,0.13953488372093,0,0,0,0.04784941754207,0.04784941754207
2102200,"2022",0.00555321242794883,0,0.0232558139534884,0,0,0.0302270550687039,0.00576180527628744,0.00576180527628744
2102309,"2021",0.0293547026571067,0,0,0,0,0,0.00733867566427668,0.00733867566427668
2102309,"2022",0.020708561788275,0,0,0.00200803212851406,0,0.148310618101798,0.00454331878335781,0.00454331878335781
2102325,"2021",0.0269647124982427,0,0,0,0,0,0.00674117812456066,0.00674117812456066
2102325,"2022",0.021566146492338,0,0,0,0,0.533924316628595,0.00431322929846759,0.00431322929846759
2102358,"2021",0.0111345423871784,0,0,0,0,0,0.0027836355967946,0.0027836355967946
2102358,"2022",0.00463939266132434,0,0,0,0,0.0616184180949894,0.000927878532264867,0.000927878532264867
2102374,"2021",0,0,0,0,0,0,0,0
2102374,"2022",0.0000421762969211303,0,0,0,0,0.441577391957037,0.00000843525938422607,0.00000843525938422607
2102408,"2021",0,0,0,0,0,0,0,0
2102408,"2022",0,0,0,0,0,0,0,0
2102507,"2021",0.000899761000984114,0,0,0,0,0,0.000224940250246028,0.000224940250246028
2102507,"2022",0.000168705187684521,0,0,0,0,0.12002942970162,0.0000337410375369043,0.0000337410375369043
2102556,"2021",0.00597497539716013,0,0,0,0,0,0.00149374384929003,0.00149374384929003
2102556,"2022",0.0000984113594826374,0,0,0,0,0.00018267216368264,0.0000196822718965275,0.0000196822718965275
2102606,"2021",0.00123717137635316,0.25,0,0,0,0,0.0628092928440883,0.0628092928440883
2102606,"2022",0.00123717137635316,0.166666666666667,0,0,0,0.410846826278819,0.033580767608604,0.033580767608604
2102705,"2021",0.00437227611415718,0,0.0930232558139535,0,0,0,0.0243488829820277,0.0243488829820277
2102705,"2022",0.0190496274427105,0,0,0,0,0.202944282266263,0.00380992548854211,0.00380992548854211
2102754,"2021",0.00253057781526782,0,0,0,0,0,0.000632644453816955,0.000632644453816955
2102754,"2022",0.00344439758189231,0,0,0,0,0.21812903362997,0.000688879516378462,0.000688879516378462
2102804,"2021",0.0522423731196401,0,0,0,0,0,0.01306059327991,0.01306059327991
2102804,"2022",0.0949529031351047,0,0,0,0,0.202772948123708,0.0189905806270209,0.0189905806270209
2102903,"2021",0.00265710670603121,0,0,0,0,0,0.000664276676507803,0.000664276676507803
2102903,"2022",0.00113876001687052,0,0.0697674418604651,0,0,0.337792805532735,0.0141812403754671,0.0141812403754671
2103000,"2021",0.127583298186419,0,0,0,0,0,0.0318958245466048,0.0318958245466048
2103000,"2022",0.106537326022775,0,0,0.0401606425702811,0,0.0984406707838866,0.0293395937186113,0.0293395937186113
2103109,"2021",0,0,0,0,0,0,0,0
2103109,"2022",0,0,0,0,0,0,0,0
2103125,"2021",0,0,0,0,0,0,0,0
2103125,"2022",0,0,0,0,0,0.120933488901506,0,0
2103158,"2021",0.000267116547167159,0,0,0,0,0,0.0000667791367917897,0.0000667791367917897
2103158,"2022",0.000196822718965275,0,0,0,0,0.815950569254912,0.000039364543793055,0.000039364543793055
2103174,"2021",0.00555321242794883,0,0,0,0,0,0.00138830310698721,0.00138830310698721
2103174,"2022",0.00888513988471812,0,0,0,0,0.775468812800719,0.00177702797694362,0.00177702797694362
2103208,"2021",0.0270490650920849,0,0.0232558139534884,0,0,0,0.0125762197613933,0.0125762197613933
2103208,"2022",0.0371713763531562,0,0,0,0,0.0996605641052067,0.00743427527063124,0.00743427527063124
2103257,"2021",0.0090819626036834,0,0,0,0,0,0.00227049065092085,0.00227049065092085
2103257,"2022",0.00659356108533671,0,0,0.036144578313253,0,0.131843059250482,0.00854762787971794,0.00854762787971794
2103307,"2021",0.0919162097567834,0,0.232558139534884,0.15863453815261,0,0,0.120777221861069,0.120777221861069
2103307,"2022",0.0549838324195136,0,0.0697674418604651,0,0,0.130818967583789,0.0249502548559957,0.0249502548559957
2103406,"2021",0,0,0,0,0,0,0,0
2103406,"2022",0.000210881484605652,0,0,0,0,0.0318293117186956,0.0000421762969211303,0.0000421762969211303
2103505,"2021",0.0178265148319978,0,0.0232558139534884,0,0,0,0.0102705821963715,0.0102705821963715
2103505,"2022",0.0246028398706594,0,0,0.00401606425702811,0,0.154799172780636,0.00572378082553749,0.00572378082553749
2103554,"2021",0,0,0,0,0,0,0,0
2103554,"2022",0,0,0,0,0,0.334954820301801,0,0
2103604,"2021",0.0231266694784198,0,0,0,0,0,0.00578166736960495,0.00578166736960495
2103604,"2022",0.0271193589202868,0,0.0232558139534884,0,0,0.178315096646945,0.010075034574755,0.010075034574755
2103703,"2021",0,0,0,0,0,0,0,0
2103703,"2022",0,0,0,0,0,0.622524034693102,0,0
2103752,"2021",0.0026008716434697,0,0,0,0,0,0.000650217910867426,0.000650217910867426
2103752,"2022",0.000281175312807536,0,0,0,0,0.0748439039529288,0.0000562350625615071,0.0000562350625615071
2103802,"2021",0.00201040348657388,0,0,0,0,0,0.00050260087164347,0.00050260087164347
2103802,"2022",0.000295234078447912,0,0,0,0,0,0.0000590468156895825,0.0000590468156895825
2103901,"2021",0.000238999015886405,0,0.0232558139534884,0,0,0,0.00587370324234369,0.00587370324234369
2103901,"2022",0.00122311261071278,0,0.0232558139534884,0,0,0,0.00489578531284023,0.00489578531284023
2104008,"2021",0,0,0,0,0,0,0,0
2104008,"2022",0,0,0,0,0,0.0733880541513993,0,0
2104057,"2021",0.0151412905946858,0,0,0,0,0,0.00378532264867145,0.00378532264867145
2104057,"2022",0.0159988752987488,0,0,0.00200803212851406,0.00854700854700855,0.148407708694267,0.00531078319485428,0.00531078319485428
2104073,"2021",0.00941937297905244,0,0,0,0,0,0.00235484324476311,0.00235484324476311
2104073,"2022",0.00210881484605652,0,0,0,0,0.0000329223943823451,0.000421762969211303,0.000421762969211303
2104081,"2021",0.0228454941656123,0,0,0,0,0,0.00571137354140307,0.00571137354140307
2104081,"2022",0.0214255588359342,0,0.0465116279069767,0,0,0.870050708905679,0.0135874373485822,0.0135874373485822
2104099,"2021",0.0415436524673134,0,0.0465116279069767,0,0,0,0.0220138200935725,0.0220138200935725
2104099,"2022",0.0155771123295375,0,0.27906976744186,0,0,0.0126871974596911,0.0589293759542796,0.0589293759542796
2104107,"2021",0.0308871081119078,0,0,0,0,0,0.00772177702797694,0.00772177702797694
2104107,"2022",0.00397863067622663,0,0,0,0,0,0.000795726135245325,0.000795726135245325
2104206,"2021",0.0261071277941797,0,0,0,0,0,0.00652678194854492,0.00652678194854492
2104206,"2022",0.021903556867707,0,0,0,0,0.242451215300425,0.0043807113735414,0.0043807113735414
2104305,"2021",0.00285392942499649,0.416666666666667,0,0,0,0,0.104880149022916,0.104880149022916
2104305,"2022",0.00222128497117953,0.416666666666667,0,0,0,0.199957263683147,0.0837775903275692,0.0837775903275692
2104404,"2021",0.0139744130465345,0,0,0,0,0,0.00349360326163363,0.00349360326163363
2104404,"2022",0.0145227049065092,0,0,0,0,0,0.00290454098130184,0.00290454098130184
2104503,"2021",0.0053282721777028,0,0,0,0,0,0.0013320680444257,0.0013320680444257
2104503,"2022",0.000674820750738085,0,0,0,0,0.00771526349395498,0.000134964150147617,0.000134964150147617
2104552,"2021",0.00341628005061156,0,0,0,0,0,0.000854070012652889,0.000854070012652889
2104552,"2022",0.0000281175312807536,0,0,0,0,0.0570687230555664,0.00000562350625615071,0.00000562350625615071
2104602,"2021",0.0199775059749754,0,0,0,0,0,0.00499437649374385,0.00499437649374385
2104602,"2022",0.00895543371292,0,0,0,0,0,0.001791086742584,0.001791086742584
2104628,"2021",0.0262195979193027,0,0,0,0,0,0.00655489947982567,0.00655489947982567
2104628,"2022",0.00517362575565865,0,0,0,0,0.004324863810824,0.00103472515113173,0.00103472515113173
2104651,"2021",0,0,0,0,0,0,0,0
2104651,"2022",0,0,0,0,0,0.0366468415724023,0,0
2104677,"2021",0.000182763953324898,0,0,0,0,0,0.0000456909883312245,0.0000456909883312245
2104677,"2022",0,0,0,0,0,0.704562553184351,0,0
2104701,"2021",0.00238999015886405,0,0,0,0,0,0.000597497539716013,0.000597497539716013
2104701,"2022",0.000604526922536201,0,0,0,0,0,0.00012090538450724,0.00012090538450724
2104800,"2021",0.0934204976803037,0,0.0697674418604651,0,0,0,0.0407969848851922,0.0407969848851922
2104800,"2022",0.0735554618304513,0,0.13953488372093,0.00200803212851406,0.00854700854700855,0.284544026286437,0.0447290772453808,0.0447290772453808
2104909,"2021",0,0,0,0,0,0,0,0
2104909,"2022",0,0,0,0,0,0.0243754008622866,0,0
2105005,"2021",0,0,0,0,0,0,0,0
2105005,"2022",0.0000843525938422607,0,0,0,0,0.371248119399673,0.0000168705187684521,0.0000168705187684521
2105104,"2021",0,0,0,0,0,0,0,0
2105104,"2022",0,0,0,0,0,0.328995526484777,0,0
2105153,"2021",0.000224940250246028,0,0.0232558139534884,0,0,0,0.0058701885509336,0.0058701885509336
2105153,"2022",0,0,0,0,0,0.433207547356756,0,0
2105203,"2021",0,0,0,0,0,0,0,0
2105203,"2022",0,0,0,0,0,0,0,0
2105302,"2021",0.0096864895262196,0,0,0,0,0,0.0024216223815549,0.0024216223815549
2105302,"2022",0.00456909883312245,0,0.0232558139534884,0.0261044176706827,0,0.0497103262997386,0.0107858660914587,0.0107858660914587
2105351,"2021",0.00587656403767749,0,0,0,0,0,0.00146914100941937,0.00146914100941937
2105351,"2022",0.00143399409531843,0,0,0,0,0.425057585454425,0.000286798819063686,0.000286798819063686
2105401,"2021",0.0035709264726557,0,0.116279069767442,0,0,0,0.0299624990600244,0.0299624990600244
2105401,"2022",0.00528609588078167,0,0,0,0,0.389074685511649,0.00105721917615633,0.00105721917615633
2105427,"2021",0.0258118937157318,0,0.0232558139534884,0.036144578313253,0,0,0.0213030714956183,0.0213030714956183
2105427,"2022",0.0394348376212569,0,0.0697674418604651,0,0.00284900284900285,0.106492497952894,0.022410256466145,0.022410256466145
2105450,"2021",0.00553915366230845,0,0,0,0,0,0.00138478841557711,0.00138478841557711
2105450,"2022",0.00655138478841558,0,0,0,0,0,0.00131027695768312,0.00131027695768312
2105476,"2021",0.00386616055110361,0,0,0,0,0,0.000966540137775903,0.000966540137775903
2105476,"2022",0.00362716153521721,0,0,0,0,0.955194592456123,0.000725432307043442,0.000725432307043442
2105500,"2021",0.00108252495430901,0,0,0,0,0,0.000270631238577253,0.000270631238577253
2105500,"2022",0.0021791086742584,0,0,0,0,0.0968643768294705,0.00043582173485168,0.00043582173485168
2105609,"2021",0.0037536904259806,0,0,0,0,0,0.00093842260649515,0.00093842260649515
