"CD_MUN","year","deforestation","freq","terra","trabalhoescravo","embargoes","perc_area","consolidated","consolidated_sa"
1303601,"2022",0.000182763953324898,0.0833333333333333,0.0465116279069767,0,0.0056980056980057,0.663689576744913,0.0271451461783281,0.0271451461783281
1303700,"2021",0.000899761000984114,0,0,0,0,0,0.000224940250246028,0.000224940250246028
1303700,"2022",0.000955996063545621,0,0,0,0,0.329447687453349,0.000191199212709124,0.000191199212709124
1303809,"2021",0.00158864051736258,0,0.0232558139534884,0,0,0,0.00621111361771274,0.00621111361771274
1303809,"2022",0.00178546323632785,0,0,0,0,0.92536810131135,0.00035709264726557,0.00035709264726557
1303908,"2021",0.000407704203570926,0,0.0232558139534884,0,0,0,0.00591587953926482,0.00591587953926482
1303908,"2022",0.000379586672290173,0,0.0232558139534884,0,0,0.485601952792355,0.00472708012515571,0.00472708012515571
1303957,"2021",0.00485027414592999,0,0,0,0,0,0.0012125685364825,0.0012125685364825
1303957,"2022",0.00508927316181639,0,0,0,0,0.385326983729063,0.00101785463236328,0.00101785463236328
1304005,"2021",0.00119499507943203,0,0,0,0,0,0.000298748769858006,0.000298748769858006
1304005,"2022",0.000731055813299592,0,0,0,0,0,0.000146211162659918,0.000146211162659918
1304062,"2021",0.000506115563053564,0,0,0,0,0,0.000126528890763391,0.000126528890763391
1304062,"2022",0.000238999015886405,0,0,0,0,0.929378442578622,0.000047799803177281,0.000047799803177281
