"CD_MUN","agua_2021","agua_2022","terra_2021","terra_2022","violencia_2021","violencia_2022","trabalhoescravo_2021","trabalhoescravo_2022"
2501005,NA,NA,NA,NA,NA,NA,0,0
2501104,NA,NA,NA,NA,NA,NA,0,0
2501153,NA,NA,NA,NA,NA,NA,0,0
2501203,NA,NA,NA,NA,NA,NA,0,0
2501302,NA,NA,NA,NA,NA,NA,0,0
2501351,NA,NA,NA,NA,NA,NA,0,0
2501401,NA,NA,NA,NA,NA,NA,0,0
2501500,NA,NA,NA,NA,NA,NA,0,0
2501534,NA,NA,NA,NA,NA,NA,0,0
2501575,NA,NA,NA,NA,NA,NA,0,0
2501609,NA,NA,NA,NA,NA,NA,0,0
2501807,NA,NA,NA,NA,NA,NA,0,0
2501906,NA,NA,NA,NA,NA,NA,0,0
2502052,NA,NA,NA,NA,NA,NA,0,0
2502102,NA,NA,NA,NA,NA,NA,0,0
2502151,NA,NA,NA,NA,NA,NA,0,0
2502201,NA,NA,NA,NA,NA,NA,0,0
2502300,NA,NA,NA,NA,NA,NA,0,0
2502409,NA,NA,NA,NA,NA,NA,0,0
2502508,NA,NA,NA,NA,NA,NA,0,0
2502607,NA,NA,NA,NA,NA,NA,0,0
2502706,NA,NA,NA,NA,NA,NA,0,0
2502805,NA,NA,NA,NA,NA,NA,0,0
2502904,NA,NA,NA,NA,NA,NA,0,0
2503100,NA,NA,NA,NA,NA,NA,0,0
2503209,NA,NA,NA,NA,NA,NA,0,1
2503308,NA,NA,NA,NA,NA,NA,0,0
2503407,NA,NA,NA,NA,NA,NA,0,0
2503506,NA,NA,NA,NA,NA,NA,0,0
2503555,NA,NA,NA,NA,NA,NA,0,0
2503605,NA,NA,NA,NA,NA,NA,0,0
2503704,NA,NA,NA,NA,NA,NA,0,0
2503753,NA,NA,NA,NA,NA,NA,0,0
2503803,NA,NA,NA,NA,NA,NA,0,0
2503902,NA,NA,NA,NA,NA,NA,0,0
2504033,NA,NA,NA,NA,NA,NA,0,0
2504074,NA,NA,NA,NA,NA,NA,0,0
2504108,NA,NA,NA,NA,NA,NA,0,0
2504157,NA,NA,NA,NA,NA,NA,0,0
2504207,NA,NA,NA,NA,NA,NA,0,0
2504306,NA,NA,NA,NA,NA,NA,0,0
2504355,NA,NA,NA,NA,NA,NA,0,0
2504405,NA,NA,NA,NA,NA,NA,0,0
2504504,NA,NA,NA,NA,NA,NA,0,0
2504603,NA,NA,NA,NA,NA,NA,0,0
2504702,NA,NA,NA,NA,NA,NA,0,0
2504801,NA,NA,NA,NA,NA,NA,0,0
2504850,NA,NA,NA,NA,NA,NA,0,0
2505006,NA,NA,NA,NA,NA,NA,0,0
2505204,NA,NA,NA,NA,NA,NA,0,0
2505238,NA,NA,NA,NA,NA,NA,0,0
2505279,NA,NA,NA,NA,NA,NA,0,0
2505303,NA,NA,NA,NA,NA,NA,0,0
2505352,NA,NA,NA,NA,NA,NA,0,0
2505402,NA,NA,NA,NA,NA,NA,0,0
2505501,NA,NA,NA,NA,NA,NA,0,0
2505600,NA,NA,NA,NA,NA,NA,0,0
2505709,NA,NA,NA,NA,NA,NA,0,0
2505808,NA,NA,NA,NA,NA,NA,0,0
2505907,NA,NA,NA,NA,NA,NA,0,0
2506004,NA,NA,NA,NA,NA,NA,0,0
2506103,NA,NA,NA,NA,NA,NA,0,0
2506202,NA,NA,NA,NA,NA,NA,0,0
2506251,NA,NA,NA,NA,NA,NA,0,0
2506301,NA,NA,NA,NA,NA,NA,0,0
2506509,NA,NA,NA,NA,NA,NA,0,0
2506608,NA,NA,NA,NA,NA,NA,0,0
2506707,NA,NA,NA,NA,NA,NA,0,0
2506806,NA,NA,NA,NA,NA,NA,0,0
2506905,NA,NA,NA,NA,NA,NA,0,0
2507002,NA,NA,NA,NA,NA,NA,0,0
2507101,NA,NA,NA,NA,NA,NA,0,0
2507200,NA,NA,NA,NA,NA,NA,0,0
2507309,NA,NA,NA,NA,NA,NA,0,0
2507408,NA,NA,NA,NA,NA,NA,0,0
2507606,NA,NA,NA,NA,NA,NA,0,0
2507705,NA,NA,NA,NA,NA,NA,0,0
2507804,NA,NA,NA,NA,NA,NA,0,0
2507903,NA,NA,NA,NA,NA,NA,0,0
2508000,NA,NA,NA,NA,NA,NA,0,0
2508109,NA,NA,NA,NA,NA,NA,0,0
2508208,NA,NA,NA,NA,NA,NA,0,0
2508307,NA,NA,NA,NA,NA,NA,0,0
2508406,NA,NA,NA,NA,NA,NA,0,0
2508505,NA,NA,NA,NA,NA,NA,0,0
2508554,NA,NA,NA,NA,NA,NA,0,0
2508604,NA,NA,NA,NA,NA,NA,0,0
2508703,NA,NA,NA,NA,NA,NA,0,0
2508802,NA,NA,NA,NA,NA,NA,0,0
2508901,NA,NA,NA,NA,NA,NA,0,0
2509008,NA,NA,NA,NA,NA,NA,0,0
2509057,NA,NA,NA,NA,NA,NA,0,0
2509107,NA,NA,NA,NA,NA,NA,0,0
2509156,NA,NA,NA,NA,NA,NA,0,0
2509206,NA,NA,NA,NA,NA,NA,0,0
2509305,NA,NA,NA,NA,NA,NA,0,0
2509339,NA,NA,NA,NA,NA,NA,0,0
2509370,NA,NA,NA,NA,NA,NA,0,0
2509396,NA,NA,NA,NA,NA,NA,0,0
2509404,NA,NA,NA,NA,NA,NA,0,0
2509503,NA,NA,NA,NA,NA,NA,0,0
2509602,NA,NA,NA,NA,NA,NA,0,0
2509701,NA,NA,NA,NA,NA,NA,0,0
2509800,NA,NA,NA,NA,NA,NA,0,0
2509909,NA,NA,NA,NA,NA,NA,0,0
2510006,NA,NA,NA,NA,NA,NA,0,0
2510105,NA,NA,NA,NA,NA,NA,0,0
2510204,NA,NA,NA,NA,NA,NA,0,0
2510402,NA,NA,NA,NA,NA,NA,0,0
2510501,NA,NA,NA,NA,NA,NA,0,0
2510600,NA,NA,NA,NA,NA,NA,0,0
2510659,NA,NA,NA,NA,NA,NA,0,0
2510709,NA,NA,NA,NA,NA,NA,0,0
2510808,NA,NA,NA,NA,NA,NA,0,0
2510907,NA,NA,NA,NA,NA,NA,0,0
2511004,NA,NA,NA,NA,NA,NA,0,0
2511103,NA,NA,NA,NA,NA,NA,0,0
2511202,NA,NA,NA,NA,NA,NA,0,0
2511301,NA,NA,NA,NA,NA,NA,0,0
2511400,NA,NA,NA,NA,NA,NA,0,0
2511509,NA,NA,NA,NA,NA,NA,0,0
2511608,NA,NA,NA,NA,NA,NA,0,0
2511707,NA,NA,NA,NA,NA,NA,0,0
2511806,NA,NA,NA,NA,NA,NA,0,0
2512002,NA,NA,NA,NA,NA,NA,0,0
2512036,NA,NA,NA,NA,NA,NA,0,0
2512077,NA,NA,NA,NA,NA,NA,0,0
2512101,NA,NA,NA,NA,NA,NA,0,0
2512200,NA,NA,NA,NA,NA,NA,0,0
2512309,NA,NA,NA,NA,NA,NA,0,0
2512408,NA,NA,NA,NA,NA,NA,0,0
2512507,NA,NA,NA,NA,NA,NA,0,0
2512606,NA,NA,NA,NA,NA,NA,0,0
2512705,NA,NA,NA,NA,NA,NA,0,0
2512721,NA,NA,NA,NA,NA,NA,0,0
2512747,NA,NA,NA,NA,NA,NA,0,0
2512754,NA,NA,NA,NA,NA,NA,0,0
2512762,NA,NA,NA,NA,NA,NA,0,0
2512788,NA,NA,NA,NA,NA,NA,0,0
2512804,NA,NA,NA,NA,NA,NA,0,0
2513000,NA,NA,NA,NA,NA,NA,0,0
2513109,NA,NA,NA,NA,NA,NA,0,0
2513158,NA,NA,NA,NA,NA,NA,0,0
2513307,NA,NA,NA,NA,NA,NA,0,0
2513356,NA,NA,NA,NA,NA,NA,0,0
2513505,NA,NA,NA,NA,NA,NA,0,0
2513604,NA,NA,NA,NA,NA,NA,0,0
2513653,NA,NA,NA,NA,NA,NA,0,0
2513703,NA,NA,NA,NA,NA,NA,0,0
2513802,NA,NA,NA,NA,NA,NA,0,0
2513851,NA,NA,NA,NA,NA,NA,0,0
2513901,NA,NA,NA,NA,NA,NA,0,0
2513927,NA,NA,NA,NA,NA,NA,0,0
2513943,NA,NA,NA,NA,NA,NA,0,0
2513968,NA,NA,NA,NA,NA,NA,0,0
2513984,NA,NA,NA,NA,NA,NA,0,0
2514008,NA,NA,NA,NA,NA,NA,0,0
2514206,NA,NA,NA,NA,NA,NA,0,0
2514305,NA,NA,NA,NA,NA,NA,0,0
2514404,NA,NA,NA,NA,NA,NA,0,0
2514453,NA,NA,NA,NA,NA,NA,0,0
2514503,NA,NA,NA,NA,NA,NA,0,0
2514552,NA,NA,NA,NA,NA,NA,0,0
2514602,NA,NA,NA,NA,NA,NA,0,0
2514651,NA,NA,NA,NA,NA,NA,0,0
2514701,NA,NA,NA,NA,NA,NA,0,0
2514800,NA,NA,NA,NA,NA,NA,0,0
2514909,NA,NA,NA,NA,NA,NA,0,0
2515005,NA,NA,NA,NA,NA,NA,0,0
2515104,NA,NA,NA,NA,NA,NA,0,0
2515203,NA,NA,NA,NA,NA,NA,0,0
2515302,NA,NA,NA,NA,NA,NA,0,0
2515401,NA,NA,NA,NA,NA,NA,0,0
2515500,NA,NA,NA,NA,NA,NA,0,0
2515609,NA,NA,NA,NA,NA,NA,0,0
2515708,NA,NA,NA,NA,NA,NA,0,0
2515807,NA,NA,NA,NA,NA,NA,0,0
2515906,NA,NA,NA,NA,NA,NA,0,0
2515930,NA,NA,NA,NA,NA,NA,0,0
2516003,NA,NA,NA,NA,NA,NA,0,0
2516102,NA,NA,NA,NA,NA,NA,0,0
2516151,NA,NA,NA,NA,NA,NA,0,0
2516201,NA,NA,NA,NA,NA,NA,0,0
2516300,NA,NA,NA,NA,NA,NA,0,0
2516409,NA,NA,NA,NA,NA,NA,0,0
2516508,NA,NA,NA,NA,NA,NA,0,0
2516607,NA,NA,NA,NA,NA,NA,0,0
2516706,NA,NA,NA,NA,NA,NA,0,0
2516755,NA,NA,NA,NA,NA,NA,0,0
2516805,NA,NA,NA,NA,NA,NA,0,0
2516904,NA,NA,NA,NA,NA,NA,0,0
2517001,NA,NA,NA,NA,NA,NA,0,0
2517100,NA,NA,NA,NA,NA,NA,0,0
2517209,NA,NA,NA,NA,NA,NA,0,0
2517407,NA,NA,NA,NA,NA,NA,0,0
2600054,NA,NA,NA,NA,NA,NA,0,0
2600104,NA,NA,NA,NA,NA,NA,0,0
2600203,NA,NA,NA,NA,NA,NA,0,0
2600302,NA,NA,NA,NA,NA,NA,0,0
2600609,NA,NA,NA,NA,NA,NA,0,0
2600807,NA,NA,NA,NA,NA,NA,0,0
2601003,NA,NA,NA,NA,NA,NA,0,0
2601052,NA,NA,NA,NA,NA,NA,0,0
2601102,NA,NA,NA,NA,NA,NA,0,0
2601300,NA,NA,NA,NA,NA,NA,0,0
2601508,NA,NA,NA,NA,NA,NA,0,0
2601607,NA,NA,NA,NA,NA,NA,0,0
2601706,NA,NA,NA,NA,NA,NA,0,0
2601805,NA,NA,NA,NA,NA,NA,0,0
2601904,NA,NA,NA,NA,NA,NA,1,0
2602001,NA,NA,NA,NA,NA,NA,0,0
2602209,NA,NA,NA,NA,NA,NA,0,0
2602308,NA,NA,NA,NA,NA,NA,0,0
2602407,NA,NA,NA,NA,NA,NA,0,0
2602506,NA,NA,NA,NA,NA,NA,0,0
2602605,NA,NA,NA,NA,NA,NA,0,0
2602704,NA,NA,NA,NA,NA,NA,0,0
2603108,NA,NA,NA,NA,NA,NA,0,0
2603306,NA,NA,NA,NA,NA,NA,0,0
2603405,NA,NA,NA,NA,NA,NA,0,0
2603454,NA,NA,NA,NA,NA,NA,0,0
2603504,NA,NA,NA,NA,NA,NA,0,0
2603603,NA,NA,NA,NA,NA,NA,0,0
2603702,NA,NA,NA,NA,NA,NA,0,0
2603801,NA,NA,NA,NA,NA,NA,0,0
2603900,NA,NA,NA,NA,NA,NA,0,0
2603926,NA,NA,NA,NA,NA,NA,0,0
2604007,NA,NA,NA,NA,NA,NA,0,0
2604155,NA,NA,NA,NA,NA,NA,0,0
2604205,NA,NA,NA,NA,NA,NA,0,0
2604304,NA,NA,NA,NA,NA,NA,0,0
2604403,NA,NA,NA,NA,NA,NA,0,0
2604502,NA,NA,NA,NA,NA,NA,0,0
2604601,NA,NA,NA,NA,NA,NA,0,0
2604700,NA,NA,NA,NA,NA,NA,0,0
2604809,NA,NA,NA,NA,NA,NA,0,0
2604908,NA,NA,NA,NA,NA,NA,0,0
2605004,NA,NA,NA,NA,NA,NA,0,0
2605103,NA,NA,NA,NA,NA,NA,0,0
2605152,NA,NA,NA,NA,NA,NA,0,0
2605301,NA,NA,NA,NA,NA,NA,0,0
2605459,NA,NA,NA,NA,NA,NA,0,0
2605509,NA,NA,NA,NA,NA,NA,0,0
2605608,NA,NA,NA,NA,NA,NA,0,0
2605707,NA,NA,NA,NA,NA,NA,0,0
2605806,NA,NA,NA,NA,NA,NA,0,0
2606101,NA,NA,NA,NA,NA,NA,0,0
2606309,NA,NA,NA,NA,NA,NA,0,0
2606408,NA,NA,NA,NA,NA,NA,0,0
2606507,NA,NA,NA,NA,NA,NA,0,0
2606606,NA,NA,NA,NA,NA,NA,6,0
2606705,NA,NA,NA,NA,NA,NA,0,0
2606804,NA,NA,NA,NA,NA,NA,0,0
2606903,NA,NA,NA,NA,NA,NA,0,0
2607000,NA,NA,NA,NA,NA,NA,0,0
2607109,NA,NA,NA,NA,NA,NA,0,0
2607307,NA,NA,NA,NA,NA,NA,0,0
2607505,NA,NA,NA,NA,NA,NA,0,0
2607604,NA,NA,NA,NA,NA,NA,0,0
2607703,NA,NA,NA,NA,NA,NA,0,0
2607752,NA,NA,NA,NA,NA,NA,0,0
2607802,NA,NA,NA,NA,NA,NA,0,0
2607901,NA,NA,NA,NA,NA,NA,0,0
2608008,NA,NA,NA,NA,NA,NA,0,0
2608107,NA,NA,NA,NA,NA,NA,0,0
2608206,NA,NA,NA,NA,NA,NA,0,0
2608255,NA,NA,NA,NA,NA,NA,0,0
2608305,NA,NA,NA,NA,NA,NA,0,0
2608404,NA,NA,NA,NA,NA,NA,0,0
2608453,NA,NA,NA,NA,NA,NA,0,0
2608503,NA,NA,NA,NA,NA,NA,0,0
2608602,NA,NA,NA,NA,NA,NA,0,0
2608701,NA,NA,NA,NA,NA,NA,0,0
2608750,NA,NA,NA,NA,NA,NA,0,0
2608800,NA,NA,NA,NA,NA,NA,0,0
2608909,NA,NA,NA,NA,NA,NA,0,0
2609006,NA,NA,NA,NA,NA,NA,0,0
2609105,NA,NA,NA,NA,NA,NA,0,0
2609154,NA,NA,NA,NA,NA,NA,0,0
2609501,NA,NA,NA,NA,NA,NA,0,0
2609600,NA,NA,NA,NA,NA,NA,0,0
2609709,NA,NA,NA,NA,NA,NA,0,0
2609907,NA,NA,NA,NA,NA,NA,0,0
2610004,NA,NA,NA,NA,NA,NA,0,0
2610103,NA,NA,NA,NA,NA,NA,0,0
2610202,NA,NA,NA,NA,NA,NA,0,0
2610301,NA,NA,NA,NA,NA,NA,0,0
2610400,NA,NA,NA,NA,NA,NA,0,0
2610608,NA,NA,NA,NA,NA,NA,0,0
2610707,NA,NA,NA,NA,NA,NA,0,0
2610806,NA,NA,NA,NA,NA,NA,0,0
2610905,NA,NA,NA,NA,NA,NA,0,0
2611002,NA,NA,NA,NA,NA,NA,0,0
2611101,NA,NA,NA,NA,NA,NA,0,1
2611200,NA,NA,NA,NA,NA,NA,0,0
2611309,NA,NA,NA,NA,NA,NA,0,0
2611408,NA,NA,NA,NA,NA,NA,0,0
2611533,NA,NA,NA,NA,NA,NA,0,0
2611606,NA,NA,NA,NA,NA,NA,0,6
2611705,NA,NA,NA,NA,NA,NA,0,0
2611804,NA,NA,NA,NA,NA,NA,0,0
2611903,NA,NA,NA,NA,NA,NA,0,0
2612000,NA,NA,NA,NA,NA,NA,0,0
2612109,NA,NA,NA,NA,NA,NA,0,0
2612208,NA,NA,NA,NA,NA,NA,0,0
2612307,NA,NA,NA,NA,NA,NA,0,0
2612406,NA,NA,NA,NA,NA,NA,0,0
2612455,NA,NA,NA,NA,NA,NA,0,0
2612471,NA,NA,NA,NA,NA,NA,0,0
2612505,NA,NA,NA,NA,NA,NA,0,0
2612554,NA,NA,NA,NA,NA,NA,0,0
2612604,NA,NA,NA,NA,NA,NA,0,0
2612703,NA,NA,NA,NA,NA,NA,0,12
2612802,NA,NA,NA,NA,NA,NA,0,0
2612901,NA,NA,NA,NA,NA,NA,0,0
2613008,NA,NA,NA,NA,NA,NA,0,0
2613107,NA,NA,NA,NA,NA,NA,0,0
2613206,NA,NA,NA,NA,NA,NA,0,0
2613503,NA,NA,NA,NA,NA,NA,0,0
2613602,NA,NA,NA,NA,NA,NA,0,0
2613701,NA,NA,NA,NA,NA,NA,0,0
2613800,NA,NA,NA,NA,NA,NA,0,0
2613909,NA,NA,NA,NA,NA,NA,0,0
2614006,NA,NA,NA,NA,NA,NA,0,0
2614204,NA,NA,NA,NA,NA,NA,0,0
2614303,NA,NA,NA,NA,NA,NA,0,0
2614402,NA,NA,NA,NA,NA,NA,0,0
2614501,NA,NA,NA,NA,NA,NA,0,0
2614600,NA,NA,NA,NA,NA,NA,0,0
2614709,NA,NA,NA,NA,NA,NA,0,0
2614808,NA,NA,NA,NA,NA,NA,0,0
2615003,NA,NA,NA,NA,NA,NA,0,0
2615102,NA,NA,NA,NA,NA,NA,0,0
2615201,NA,NA,NA,NA,NA,NA,0,0
2615409,NA,NA,NA,NA,NA,NA,0,0
2615508,NA,NA,NA,NA,NA,NA,0,0
2615607,NA,NA,NA,NA,NA,NA,0,0
2615706,NA,NA,NA,NA,NA,NA,0,0
2615904,NA,NA,NA,NA,NA,NA,0,0
2616001,NA,NA,NA,NA,NA,NA,0,0
2616100,NA,NA,NA,NA,NA,NA,0,0
2616183,NA,NA,NA,NA,NA,NA,0,0
2616209,NA,NA,NA,NA,NA,NA,0,0
2616308,NA,NA,NA,NA,NA,NA,0,0
2616407,NA,NA,NA,NA,NA,NA,0,0
2616506,NA,NA,NA,NA,NA,NA,0,0
2200053,NA,NA,NA,NA,NA,NA,0,0
2200103,NA,NA,NA,NA,NA,NA,0,0
2200202,NA,NA,NA,NA,NA,NA,0,0
2200251,NA,NA,NA,NA,NA,NA,0,0
2200277,NA,NA,NA,NA,NA,NA,0,0
2200301,NA,NA,NA,NA,NA,NA,0,0
2200400,NA,NA,NA,NA,NA,NA,0,8
2200459,NA,NA,NA,NA,NA,NA,0,0
2200608,NA,NA,NA,NA,NA,NA,0,0
2200707,NA,NA,NA,NA,NA,NA,0,0
2200905,NA,NA,NA,NA,NA,NA,0,0
2200954,NA,NA,NA,NA,NA,NA,0,0
2201002,NA,NA,NA,NA,NA,NA,0,0
2201051,NA,NA,NA,NA,NA,NA,0,0
2201101,NA,NA,NA,NA,NA,NA,0,0
2201150,NA,NA,NA,NA,NA,NA,0,0
2201176,NA,NA,NA,NA,NA,NA,0,0
2201200,NA,NA,NA,NA,NA,NA,0,0
2201408,NA,NA,NA,NA,NA,NA,0,0
2201507,NA,NA,NA,NA,NA,NA,0,6
2201556,NA,NA,NA,NA,NA,NA,0,0
2201572,NA,NA,NA,NA,NA,NA,0,0
2201606,NA,NA,NA,NA,NA,NA,0,0
2201705,NA,NA,NA,NA,NA,NA,0,0
2201739,NA,NA,NA,NA,NA,NA,0,0
2201770,NA,NA,NA,NA,NA,NA,0,0
2201804,NA,NA,NA,NA,NA,NA,0,0
2201903,NA,NA,NA,NA,NA,NA,0,0
2201919,NA,NA,NA,NA,NA,NA,0,0
2201929,NA,NA,NA,NA,NA,NA,0,0
2201945,NA,NA,NA,NA,NA,NA,0,0
2201960,NA,NA,NA,NA,NA,NA,0,0
2201988,NA,NA,NA,NA,NA,NA,0,0
2202000,NA,NA,NA,NA,NA,NA,0,7
2202026,NA,NA,NA,NA,NA,NA,0,0
2202059,NA,NA,NA,NA,NA,NA,0,0
2202075,NA,NA,NA,NA,NA,NA,0,0
2202091,NA,NA,NA,NA,NA,NA,0,0
2202109,NA,NA,NA,NA,NA,NA,0,0
2202117,NA,NA,NA,NA,NA,NA,0,0
2202133,NA,NA,NA,NA,NA,NA,0,0
2202174,NA,NA,NA,NA,NA,NA,0,0
2202251,NA,NA,NA,NA,NA,NA,0,0
2202406,NA,NA,NA,NA,NA,NA,0,0
2202455,NA,NA,NA,NA,NA,NA,0,0
2202505,NA,NA,NA,NA,NA,NA,0,0
2202539,NA,NA,NA,NA,NA,NA,0,0
2202554,NA,NA,NA,NA,NA,NA,0,0
2202604,NA,NA,NA,NA,NA,NA,10,10
2202653,NA,NA,NA,NA,NA,NA,0,0
2202703,NA,NA,NA,NA,NA,NA,0,0
2202711,NA,NA,NA,NA,NA,NA,0,0
2202729,NA,NA,NA,NA,NA,NA,0,0
2202737,NA,NA,NA,NA,NA,NA,0,0
2202752,NA,NA,NA,NA,NA,NA,6,0
2202778,NA,NA,NA,NA,NA,NA,0,0
2202802,NA,NA,NA,NA,NA,NA,0,0
2202851,NA,NA,NA,NA,NA,NA,0,0
2202901,NA,NA,NA,NA,NA,NA,0,0
2203008,NA,NA,NA,NA,NA,NA,0,0
2203107,NA,NA,NA,NA,NA,NA,0,3
2203206,NA,NA,NA,NA,NA,NA,0,0
2203230,NA,NA,NA,NA,NA,NA,0,22
2203255,NA,NA,NA,NA,NA,NA,0,0
2203271,NA,NA,NA,NA,NA,NA,0,0
2203305,NA,NA,NA,NA,NA,NA,0,0
2203354,NA,NA,NA,NA,NA,NA,0,0
2203404,NA,NA,NA,NA,NA,NA,0,0
2203420,NA,NA,NA,NA,NA,NA,0,0
2203453,NA,NA,NA,NA,NA,NA,0,0
2203503,NA,NA,NA,NA,NA,NA,0,0
2203602,NA,NA,NA,NA,NA,NA,0,0
2203701,NA,NA,NA,NA,NA,NA,0,0
2203750,NA,NA,NA,NA,NA,NA,0,0
2203800,NA,NA,NA,NA,NA,NA,0,14
2203859,NA,NA,NA,NA,NA,NA,0,0
2203909,NA,NA,NA,NA,NA,NA,0,0
2204006,NA,NA,NA,NA,NA,NA,0,0
2204105,NA,NA,NA,NA,NA,NA,0,0
2204154,NA,NA,NA,NA,NA,NA,0,0
2204204,NA,NA,NA,NA,NA,NA,0,0
2204303,NA,NA,NA,NA,NA,NA,0,0
2204352,NA,NA,NA,NA,NA,NA,0,0
2204501,NA,NA,NA,NA,NA,NA,0,0
2204550,NA,NA,NA,NA,NA,NA,0,0
2204600,NA,NA,NA,NA,NA,NA,0,0
2204659,NA,NA,NA,NA,NA,NA,0,0
2204709,NA,NA,NA,NA,NA,NA,0,0
2204808,NA,NA,NA,NA,NA,NA,0,0
2204907,NA,NA,NA,NA,NA,NA,0,10
2205003,NA,NA,NA,NA,NA,NA,0,0
2205102,NA,NA,NA,NA,NA,NA,4,0
2205151,NA,NA,NA,NA,NA,NA,0,0
2205201,NA,NA,NA,NA,NA,NA,0,0
2205250,NA,NA,NA,NA,NA,NA,0,0
2205276,NA,NA,NA,NA,NA,NA,54,0
2205300,NA,NA,NA,NA,NA,NA,0,0
2205359,NA,NA,NA,NA,NA,NA,0,0
2205409,NA,NA,NA,NA,NA,NA,0,0
2205458,NA,NA,NA,NA,NA,NA,0,0
2205508,NA,NA,NA,NA,NA,NA,0,0
2205516,NA,NA,NA,NA,NA,NA,0,0
2205524,NA,NA,NA,NA,NA,NA,0,0
2205532,NA,NA,NA,NA,NA,NA,0,0
2205540,NA,NA,NA,NA,NA,NA,0,0
2205557,NA,NA,NA,NA,NA,NA,0,0
2205565,NA,NA,NA,NA,NA,NA,0,0
2205573,NA,NA,NA,NA,NA,NA,0,0
2205581,NA,NA,NA,NA,NA,NA,0,0
2205599,NA,NA,NA,NA,NA,NA,0,0
2205706,NA,NA,NA,NA,NA,NA,0,0
2205805,NA,NA,NA,NA,NA,NA,0,0
2205854,NA,NA,NA,NA,NA,NA,0,0
2205904,NA,NA,NA,NA,NA,NA,0,0
2205953,NA,NA,NA,NA,NA,NA,3,0
2206001,NA,NA,NA,NA,NA,NA,0,0
2206050,NA,NA,NA,NA,NA,NA,0,0
2206100,NA,NA,NA,NA,NA,NA,0,0
2206209,NA,NA,NA,NA,NA,NA,0,0
2206308,NA,NA,NA,NA,NA,NA,0,0
2206357,NA,NA,NA,NA,NA,NA,0,0
2206407,NA,NA,NA,NA,NA,NA,0,2
2206506,NA,NA,NA,NA,NA,NA,0,0
2206605,NA,NA,NA,NA,NA,NA,0,0
2206654,NA,NA,NA,NA,NA,NA,0,0
2206670,NA,NA,NA,NA,NA,NA,0,0
2206696,NA,NA,NA,NA,NA,NA,0,0
2206704,NA,NA,NA,NA,NA,NA,0,0
2206720,NA,NA,NA,NA,NA,NA,0,0
2206753,NA,NA,NA,NA,NA,NA,0,0
2206803,NA,NA,NA,NA,NA,NA,0,0
2206902,NA,NA,NA,NA,NA,NA,0,0
2206951,NA,NA,NA,NA,NA,NA,0,0
2207009,NA,NA,NA,NA,NA,NA,0,0
2207108,NA,NA,NA,NA,NA,NA,0,0
2207207,NA,NA,NA,NA,NA,NA,0,0
2207306,NA,NA,NA,NA,NA,NA,0,0
2207355,NA,NA,NA,NA,NA,NA,0,0
2207405,NA,NA,NA,NA,NA,NA,0,14
2207504,NA,NA,NA,NA,NA,NA,0,0
2207553,NA,NA,NA,NA,NA,NA,0,0
2207603,NA,NA,NA,NA,NA,NA,0,0
2207702,NA,NA,NA,NA,NA,NA,0,0
2207751,NA,NA,NA,NA,NA,NA,0,0
2207777,NA,NA,NA,NA,NA,NA,0,10
2207793,NA,NA,NA,NA,NA,NA,0,0
2207801,NA,NA,NA,NA,NA,NA,0,0
2207850,NA,NA,NA,NA,NA,NA,0,0
2207900,NA,NA,NA,NA,NA,NA,0,0
2207934,NA,NA,NA,NA,NA,NA,0,0
2207959,NA,NA,NA,NA,NA,NA,0,0
2208106,NA,NA,NA,NA,NA,NA,0,0
2208205,NA,NA,NA,NA,NA,NA,0,0
2208304,NA,NA,NA,NA,NA,NA,0,19
2208403,NA,NA,NA,NA,NA,NA,0,0
2208502,NA,NA,NA,NA,NA,NA,0,0
2208551,NA,NA,NA,NA,NA,NA,0,0
2208601,NA,NA,NA,NA,NA,NA,0,0
2208650,NA,NA,NA,NA,NA,NA,0,0
2208700,NA,NA,NA,NA,NA,NA,0,0
2208809,NA,NA,NA,NA,NA,NA,0,0
2208858,NA,NA,NA,NA,NA,NA,0,0
2208874,NA,NA,NA,NA,NA,NA,0,0
2208908,NA,NA,NA,NA,NA,NA,0,0
2209005,NA,NA,NA,NA,NA,NA,0,0
2209104,NA,NA,NA,NA,NA,NA,0,0
2209153,NA,NA,NA,NA,NA,NA,0,0
2209302,NA,NA,NA,NA,NA,NA,0,0
2209351,NA,NA,NA,NA,NA,NA,0,0
2209377,NA,NA,NA,NA,NA,NA,0,0
2209401,NA,NA,NA,NA,NA,NA,0,0
2209450,NA,NA,NA,NA,NA,NA,0,0
2209500,NA,NA,NA,NA,NA,NA,0,0
2209559,NA,NA,NA,NA,NA,NA,0,0
2209609,NA,NA,NA,NA,NA,NA,0,0
2209658,NA,NA,NA,NA,NA,NA,0,0
2209708,NA,NA,NA,NA,NA,NA,0,0
2209856,NA,NA,NA,NA,NA,NA,0,0
2209872,NA,NA,NA,NA,NA,NA,0,0
2209906,NA,NA,NA,NA,NA,NA,0,0
2209955,NA,NA,NA,NA,NA,NA,0,0
2209971,NA,NA,NA,NA,NA,NA,0,0
2210003,NA,NA,NA,NA,NA,NA,0,0
2210052,NA,NA,NA,NA,NA,NA,0,0
2210102,NA,NA,NA,NA,NA,NA,0,0
2210201,NA,NA,NA,NA,NA,NA,0,0
2210300,NA,NA,NA,NA,NA,NA,0,0
2210359,NA,NA,NA,NA,NA,NA,0,0
2210375,NA,NA,NA,NA,NA,NA,0,0
