Estado,Município(s),Nome do Conflito,Data,Famílias,Categoria
Bahia,Pindaí,FCeorrmounidade Morro/Projeto Pedra de,18/11/2021,115,Pequeno proprietário
Bahia,Ponto Novo,Acampamento União,24/12/2021,56,Sem Terra
Bahia,Porto Seguro,Aldeia Velha,10/03/2021,350,Indígenas
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,17/05/2021,186,Indígenas
Bahia,Prado,T. I. Cahy-Pequi/Comexatiba/AldeiaCahy/Mexatibá/Cumuruxatiba,20/10/2021,75,Indígenas
Bahia,Prado,Assent. Fábio Henrique,30/10/2021,170,Assentado
Bahia,Prado,Assent. Fábio Henrique,02/11/2021,170,Assentado
Bahia,Rodelas,Área Indígena Tuxá/Aldeia Mãe,01/02/2021,220,Indígenas
Bahia,Ruy Barbosa,Fazenda Água Branca,28/10/2021,40,Sem Terra
Bahia,Ruy Barbosa,Fazenda Água Branca,30/10/2021,40,Sem Terra
Bahia,Ruy Barbosa,Fazenda Água Branca,19/11/2021,40,Sem Terra
Bahia,Salinas da Margarida,Conceição de Salinas,22/04/2021,40,Quilombola
Bahia,Salvador,Território Quil. da Ilha de Maré/Porto,25/03/2021,1500,Quilombola
Bahia,Santa Cruz Cabrália,Ponta Grande/Aldeia Nova Coroa/Itapororoca/Sarã Mirawê/Mirapé/TxihiKamayurá/Novos Guerreiros/T. I.Coroa Vermelha,26/04/2021,350,Indígenas
Bahia,Santa Cruz Cabrália,Ponta Grande/Aldeia Nova Coroa/Itapororoca/Sarã Mirawê/Mirapé/TxihiKamayurá/Novos Guerreiros/T. I.Coroa Vermelha,31/08/2021,350,Indígenas
Bahia,Santa Cruz Cabrália,Ponta Grande/Aldeia Nova Coroa/Itapororoca/Sarã Mirawê/Mirapé/TxihiKamayurá/Novos Guerreiros/T. I.Coroa Vermelha,05/10/2021,350,Indígenas
Bahia,São Desidério,PGCraHnsd de/oP RAiCo das Fêmeas e do Rio,29/12/2021,250,Ribeirinho
Bahia,Senhor do Bonfim,Acampamento Sol Nascente,25/11/2021,12,Sem Terra
Bahia,Sento Sé,Com. Ribeirinha Retiro de Cima,12/02/2021,181,Ribeirinho
Bahia,Sento Sé,Faz. Tombador de Cima,12/02/2021,181,Ribeirinho
Bahia,Sento Sé,Retiro de Baixo,12/02/2021,181,Ribeirinho
Bahia,Simões Filho,Com. Quilombola Rio dos Macacos,06/10/2021,43,Quilombola
Bahia,Simões Filho,Com. Quilombola Rio dos Macacos,08/11/2021,43,Quilombola
Bahia,Souto Soares,CCiostme.r nSaã/oE mDíloiamingos/Manoel Joaquim/,08/02/2021,750,Camponês de fundo e fecho de pasto
Bahia,Souto Soares,CCiostme.r nSaã/oE mDíloiamingos/Manoel Joaquim/,04/03/2021,750,Camponês de fundo e fecho de pasto
Bahia,Una,PSoevrroa  Tduop inPaadmebiráo/Serra de Trempes/,03/01/2021,130,Indígenas
Bahia,Una,Aldeia Cajueiro/T.I. Tupinambá de,01/08/2021,70,Indígenas
Bahia,Una,Aldeia Cajueiro/T.I. Tupinambá de,02/08/2021,70,Indígenas
Bahia,Una,Aldeia Cajueiro/T.I. Tupinambá de,04/08/2021,70,Indígenas
Bahia,Una,Aldeia Cajueiro/T.I. Tupinambá de,06/08/2021,70,Indígenas
Bahia,Una,PSoevrroa  Tduop inPaadmebiráo/Serra de Trempes/,23/09/2021,130,Indígenas
Bahia,Utinga,Com. Cabeceira do Rio Utinga,30/08/2021,13,Sem Terra
Bahia,Xique-Xique,P1r8o jeCtoo mduen iIdrraigdaesç ãAot iBnagiixdiao sdo Irecê/,31/05/2021,600,Camponês de fundo e fecho de pasto
Ceara,Aracati,Com. Quilombola do Cumbe/Emp. deCarcinicultura,30/04/2021,159,Quilombola
Ceara,Aracati,UCobamr. anQauislombola Córrego de,30/04/2021,61,Quilombola
Ceara,Aracati,UCobamr. anQauislombola Córrego de,07/05/2021,159,Quilombola
Ceara,Aracati,Com. Quilombola do Cumbe/Emp. deCarcinicultura,07/05/2021,159,Quilombola
Ceara,Camocim,Território Pesqueiro de Tatajuba/Emp.Vitória Régia,29/01/2021,400,Pescador
Ceara,Caucaia,T. I. Anacé/Taba dos Anacés,30/04/2021,760,Indígenas
Ceara,Caucaia,T. I. Anacé/Taba dos Anacés,04/11/2021,385,Indígenas
Ceara,Caucaia,T. I. Tapeba,14/11/2021,1400,Indígenas
Ceara,Caucaia,Comunidade Quilombola Boqueirãoda Arara,03/12/2021,,Quilombola
Ceara,Crateús,T. I. Periferia de Crateús,25/09/2021,575,Indígenas
Ceara,Crateús,T. I. Periferia de Crateús,26/09/2021,575,Indígenas
Ceara,Crato,T. I. Kariri do Umari/Poço Dantas,31/12/2021,6,Indígenas
Ceara,Itapipoca,T. I. Tremembé da Barra do Mundaú,21/03/2021,130,Indígenas
Ceara,Limoeiro do Norte,Proj. de Irrig. Jaguaribe-Apodi/PAC/Acamp. Zé Maria do Tomé,10/09/2021,100,Sem Terra
Ceara,Mauriti,Faz. Gravatá/Acamp. Vida Nova,11/02/2021,30,Sem Terra
Espirito Santo,Aracruz,Aldeia Tupinikim Pau-Brasil/Aracruz/Vila do Riacho/Caieiras Velhas/Fibria/Votorantim/Tupiniquim/BarreiraSanitária,30/11/2021,250,Indígenas
Espirito Santo,Conceição da Barra,FCeolimp.e /QAurilaocmrubzo lCae lduolo Csoer/rFiebgroia do,01/01/2021,40,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz de Angelim I/Sapê,27/01/2021,70,Quilombola
Espirito Santo,Conceição da Barra,FCeolimp.e /QAurilaocmrubzo lCae lduolo Csoer/rFiebgroia do,27/01/2021,40,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz de Angelim II/Sapê,27/01/2021,18,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz de Angelim II/Sapê,04/03/2021,,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz de Angelim II/Sapê,04/03/2021,18,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz de Angelim I/Sapê,04/03/2021,70,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz de Angelim II/Sapê,05/04/2021,18,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQtueilombola Roda d' Água/Sapê,10/06/2021,,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz S. Domingos/Sapê,10/06/2021,37,Quilombola
Espirito Santo,Conceição da Barra,Com. Quil. Angelim III/Sapê do Norte,10/06/2021,100,Quilombola
Espirito Santo,Conceição da Barra,ACroamr.a sQ/uSilaopmê bdool a NSoãrtoe J/oArrgaec/rMuzorro das,10/06/2021,70,Quilombola
Espirito Santo,Conceição da Barra,Cdoo mN.o rQteui/lAormabcroluaz de Angelim II/Sapê,11/06/2021,35,Quilombola
Espirito Santo,Conceição da Barra,Com. Quil. Angelim III/Sapê do Norte,26/08/2021,100,Quilombola
Espirito Santo,Conceição da Barra,Vila de Itaúnas/Parque Est. deItaúnas/Aracruz Celulose/Vazamentode Óleo,26/09/2021,,Pequeno proprietário
Espirito Santo,Linhares,Acamp. João Gomes/Comunidade doPalhal,05/10/2021,40,Sem Terra
Espirito Santo,Nova Venécia,Comunidade Rural de Cedrolândia,17/03/2021,,Pequeno proprietário
Espirito Santo,Ponto Belo,FLaozr.e nPaanorama/Agrop. Pedra da,13/08/2021,82,Sem Terra
Espirito Santo,São Mateus,Com. Quil. Córrego do Chiado/Sapêdo Norte,10/06/2021,,Quilombola
Espirito Santo,São Mateus,CCroismt.o vQãuoil/oSmapboêl ad oS eNrorratrei/a/ASrãacoruz,10/06/2021,45,Quilombola
Goias,Água Fria de Goiás,Comunidade Filho da Terra,06/09/2021,,Posseiro
Goias,Aruanã,Acampamento GO 070,16/11/2021,,Sem Terra
Goias,Baliza,Assent. Oziel Alves Pereira,03/08/2021,529,Assentado
Goias,Bela Vista de Goiás,Comunidade Furado,21/01/2021,,Trabalhador Rural
Goias,Bela Vista de Goiás,Comunidade Barro Amarelo,21/01/2021,,Pequeno proprietário
Goias,Bela Vista de Goiás,Comunidade São Bento,21/01/2021,,Pequeno proprietário
Goias,Caiapônia,P. A. Nascente de São Domingos,21/01/2021,63,Assentado
Goias,Caiapônia,Com. Quilombola Cristininha,13/05/2021,,Quilombola
Goias,Catalão,Comunidade Macaúba/Vale,30/08/2021,4,Pequeno proprietário
Goias,Catalão,Acamp. Oziel Alves/Faz. João da Cruz,31/12/2021,37,Sem Terra
Goias,Cavalcante,Com. Engenho II/Quilombo Kalunga,09/04/2021,125,Quilombola
Goias,Cavalcante,CKaolmu.n gVaão do Moleque/Quilombo,13/05/2021,,Quilombola
Goias,Cavalcante,Com. Vão de Almas/Quilombo,13/05/2021,215,Quilombola
Goias,Cavalcante,Com. Engenho II/Quilombo Kalunga,13/05/2021,125,Quilombola
Goias,Cavalcante,Comunidade Rocinha,08/10/2021,35,Posseiro
Goias,Cavalcante,Com. Vão de Almas/Quilombo,11/11/2021,215,Quilombola
Goias,Cavalcante,Comunidade Vermelho,31/12/2021,,Posseiro
Goias,Cidade Ocidental,Com. Quilombola de Mesquita,13/05/2021,750,Quilombola
Goias,Crixás,Assentamento Alírio Correia,20/10/2021,85,Assentado
Goias,Formosa,ACrciaxámsp/.C aDnogma lThoa/mMáasl tiBzaalrdiauino/Faz.,12/03/2021,320,Sem Terra
Goias,Formosa,ACrciaxámsp/.C aDnogma lThoa/mMáasl tiBzaalrdiauino/Faz.,18/10/2021,320,Sem Terra
Goias,Formosa,ACrciaxámsp/.C aDnogma lThoa/mMáasl tiBzaalrdiauino/Faz.,06/12/2021,320,Sem Terra
Goias,Formosa,ACrciaxámsp/.C aDnogma lThoa/mMáasl tiBzaalrdiauino/Faz.,18/12/2021,320,Sem Terra
Goias,Goiânia,IGntoiiámsidação a integrantes da CPT,12/11/2021,,Agente pastoral
Goias,Iaciara,Com. Levantado/Salina/Belo/CórregoBrejo do Fogo/Riacho do Fogo,05/09/2021,30,Quilombola
Goias,Ipameri,Faz. Buriti/Corumbá Velho/Pré-Assent.Ana Ferreira,06/02/2021,25,Sem Terra
Goias,Jaupaci,Acamp. Garça Branca/GO-070,28/08/2021,46,Sem Terra
Goias,Mimoso de Goiás,Com. Quilombola Mimoso,05/09/2021,,Quilombola
Goias,Minaçu,T. I. Avá Canoeiro,14/12/2021,3,Indígenas
Goias,Montividiu,PA. Santa Julia,31/12/2021,164,Assentado
Goias,Morro Agudo de Goiás,"Adca aJumdpé.i aM, aLriaegllees F rea Pnicraot/iFnainz.g Faundão",16/05/2021,26,Sem Terra
Goias,Morro Agudo de Goiás,"Adca aJumdpé.i aM, aLriaegllees F rea Pnicraot/iFnainz.g Faundão",24/05/2021,,Sem Terra
Goias,Morro Agudo de Goiás,"Adca aJumdpé.i aM, aLriaegllees F rea Pnicraot/iFnainz.g Faundão",01/11/2021,,Sem Terra
Goias,Morro Agudo de Goiás,"Adca aJumdpé.i aM, aLriaegllees F rea Pnicraot/iFnainz.g Faundão",31/12/2021,26,Sem Terra
Goias,Nova Roma,Quilombo Família Magalhães,16/10/2021,35,Quilombola
Goias,Piranhas,Acamp. Che Guevara/Faz. Vale dosBuritis,20/01/2021,45,Sem Terra
Goias,Piranhas,Acamp. Che Guevara/Faz. Vale dosBuritis,11/09/2021,45,Sem Terra
Goias,Piranhas,Acamp. Che Guevara/Faz. Vale dosBuritis,30/09/2021,45,Sem Terra
Goias,Planaltina,JFearzu. sCalóérrmego Bonito/PA Nova,06/09/2021,26,Sem Terra
Goias,Santa Helena de Goiás,ABrcaanmcpo. Leonir Orback/Faz. Ouro,21/01/2021,250,Sem Terra
Goias,Santa Helena de Goiás,ABrcaanmcpo. Leonir Orback/Faz. Ouro,31/01/2021,180,Sem Terra
Goias,Santa Helena de Goiás,ABrcaanmcpo. Leonir Orback/Faz. Ouro,31/12/2021,180,Sem Terra
Goias,Silvânia,AClommeuidniadsade Quilombola dos,11/10/2021,,Quilombola
Goias,Silvânia,Cdoosm uMnaicdaacdoes /JLoaãjoe sd/eS aDnetua sR/iBtoaa Vista,30/12/2021,45,Pequeno proprietário
Goias,Teresina de Goiás,CKaolmunugniadade Ribeirão dos Bois/,13/05/2021,,Quilombola
Goias,Turvelândia,Fazenda Monjolo,25/01/2021,140,Sem Terra
Maranhao,Alcântara,Quilombo Porto Novo/Jacaré/Vila Nova,10/12/2021,100,Quilombola
Maranhao,Aldeias Altas,"Pov. Gostoso, Barro I e II, Pati, BomSucesso/TG Agroindústria",26/06/2021,23,Posseiro
Maranhao,Alto Alegre do Maranhão,Boa Hora,03/07/2021,41,Posseiro
Maranhao,Alto Alegre do Maranhão,Faz. Campestre Catulo/Pov.Campestre/Pov. Canafístula/TerritórioCampestre,07/12/2021,30,Posseiro
Maranhao,Amarante do Maranhão,"T. I. Arariboia/92 Aldeias/EtniasGuajajara, Gavião e Guajá",30/04/2021,,Indígenas
Maranhao,Amarante do Maranhão,"T. I. Arariboia/92 Aldeias/EtniasGuajajara, Gavião e Guajá",31/08/2021,1329,Indígenas
Maranhao,Amarante do Maranhão,"T. I. Arariboia/92 Aldeias/EtniasGuajajara, Gavião e Guajá",20/10/2021,1329,Indígenas
Maranhao,Anajatuba,Com. Quilombola Monge Belo/Vale,29/09/2021,300,Quilombola
Maranhao,Maranhãozinho,T. I. Alto Turiaçu,30/09/2021,360,Indígenas
Maranhao,Maranhãozinho,T. I. Alto Turiaçu,25/11/2021,360,Indígenas
Maranhao,Araioses,Povoados Ilha de Canárias/Passarinho/ Caiçara/ Torto/ Morro doMeio,20/03/2021,750,Pescador
Maranhao,Arari,Com. Flexeiras/Búfalos,02/07/2021,,Quilombola
Maranhao,Arari,Pov. Santo Antônio/BaixadaMaranhense,29/10/2021,,Posseiro
Maranhao,Balsas,Gleba Picos/Faz. Picos,18/03/2021,300,Posseiro
Maranhao,Balsas,Com. Bom Acerto/Data Flor do Tempo,13/05/2021,8,Posseiro
Maranhao,Balsas,Com. Bom Acerto/Data Flor do Tempo,23/05/2021,8,Posseiro
Maranhao,Barra do Corda,T. I. Porquinhos/Canela-Memortumré/Canela-Apãnjekra,21/07/2021,169,Indígenas
Maranhao,Barreirinhas,Com. Quilombola de Santa Cruz,05/02/2021,30,Quilombola
Maranhao,Bom Jardim,TT.a Ib. oRciaol Pindaré/Aldeia Januária/,26/10/2021,45,Indígenas
Maranhao,Bom Jardim,TT.a Ib. oRciaol Pindaré/Aldeia Januária/,17/11/2021,45,Indígenas
Maranhao,Brejo,Quilombo Alto Bonito,23/03/2021,48,Quilombola
Maranhao,Brejo,Faz. Boa Vista/Funil/Alto Bonito/Pacuti/,27/05/2021,60,Posseiro
Maranhao,Buriti,Comunidade Brejão,05/02/2021,30,Posseiro
Maranhao,Buriti,Povoado Carrancas/Araçá,05/02/2021,12,Posseiro
Maranhao,Buriti,Povoado Carrancas/Araçá,19/04/2021,20,Posseiro
Maranhao,Buriti,Povoado Carrancas/Araçá,29/06/2021,20,Posseiro
Maranhao,Buriti,Comunidade Belém,06/11/2021,27,Posseiro
Maranhao,Buriti,Comunidade Taboquinha,22/12/2021,,Posseiro
Maranhao,Cantanhede,Quilombo do povoado Oiteiro,28/05/2021,,Quilombola
Maranhao,Chapadinha,Comunidade Quilombola Buriti dosBois,01/11/2021,,Quilombola
Maranhao,Codó,Com. Quilombola São Benedito dosColocados/Barreira Sanitária,14/04/2021,73,Quilombola
Maranhao,Codó,Pov. Vergel/Vegel/Faz. Boa Esperança,11/06/2021,8,Quilombola
Maranhao,Codó,Com. Três Irmãos/Empresa CostaPinto,29/06/2021,55,Quilombola
Maranhao,Codó,Com. Três Irmãos/Empresa CostaPinto,01/07/2021,55,Quilombola
Maranhao,Codó,Com. Três Irmãos/Empresa CostaPinto,02/07/2021,55,Quilombola
Maranhao,Codó,Com. Morada Nova e Marajá/T. Q.Santa Maria dos Moreiras,12/07/2021,10,Quilombola
Maranhao,Codó,Bom Jesus/Gessomar,12/07/2021,16,Quilombola
Maranhao,Codó,Jerusalém,12/07/2021,16,Quilombola
Maranhao,Codó,Pov. Vergel/Vegel/Faz. Boa Esperança,21/07/2021,8,Quilombola
Maranhao,Codó,ECommp.r eQsuai lCoomsbtao lPai nQtuoeimadas/,12/12/2021,26,Quilombola
Maranhao,Colinas,Com. Quilombola Peixes,29/10/2021,68,Quilombola
Maranhao,Formosa da Serra Negra,PBoavc. uBrie/Gml.  FSeiãtoo /JFoaszé. /CDhataap aAldeag rdeo,18/01/2021,12,Posseiro
Maranhao,Formosa da Serra Negra,PBoavc. uBrie/Gml.  FSeiãtoo /JFoaszé. /CDhataap aAldeag rdeo,03/08/2021,12,Posseiro
Maranhao,Grajaú,T. I. Bacurizinho/Aldeias KamihawGuajajara/Nazaré/Pedra/Planalto,21/07/2021,915,Indígenas
Maranhao,Grajaú,T. I. Urucu- Juruá/Guajajara,02/12/2021,208,Indígenas
Maranhao,Grajaú,T. I. Cana Brava/Guajajara/AldeiasCoquinho/Coquinho II/Ilha de SãoPedro/Silvino/Mussun/Nova Vitoriano,12/12/2021,4500,Indígenas
Maranhao,Igarapé do Meio,Com. Vila Bela,24/03/2021,25,Posseiro
Maranhao,Itapecuru Mirim,T. Quil. Sta. Rosa dos Pretos/BarreiraFunda/Alto São João e Outros/Duplicação da BR-135,08/02/2021,800,Quilombola
Maranhao,Itapecuru Mirim,T. Quil. Sta. Rosa dos Pretos/BarreiraFunda/Alto São João e Outros/Duplicação da BR-135,29/04/2021,800,Quilombola
Maranhao,Itapecuru Mirim,Com. Quilombola Colombo,22/07/2021,145,Quilombola
Maranhao,Itapecuru Mirim,CHoelme.n aQuilombola Mucambo/Santa,22/10/2021,130,Quilombola
Maranhao,Itapecuru Mirim,T. Quil. Sta. Rosa dos Pretos/BarreiraFunda/Alto São João e Outros/Duplicação da BR-135,10/11/2021,800,Quilombola
Maranhao,Itinga do Maranhão,Acamp. Marielle Franco,20/01/2021,150,Sem Terra
Maranhao,Junco do Maranhão,Com. Vilela/Gleba Campina,18/06/2021,66,Posseiro
Maranhao,Junco do Maranhão,Com. Vilela/Gleba Campina,24/09/2021,66,Posseiro
Maranhao,Luís Domingues,Gleba Negra Velha,09/01/2021,50,Posseiro
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,09/08/2021,50,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,10/09/2021,50,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,11/09/2021,50,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,28/09/2021,50,Quilombola
Maranhao,Matões,Com. Tanque de Rodagem/São João/Faz. Castiça,01/10/2021,50,Quilombola
Maranhao,Matões do Norte,Com. Quilombola Lago do Coco,01/04/2021,30,Quilombola
Maranhao,Milagres do Maranhão,Gameleira,19/05/2021,60,Posseiro
Maranhao,Milagres do Maranhão,Gameleira,04/06/2021,60,Posseiro
Maranhao,Montes Altos,T. I. Krikati,11/12/2021,1300,Indígenas
Maranhao,Parnarama,Comunidade Paiol do Centro/PovoadoJabuti/Suzano,07/01/2021,,Quilombola
Maranhao,Parnarama,Com. Quilombola Cocalinho,24/11/2021,170,Quilombola
Maranhao,Pedro do Rosário,CBroamn.c aQuilombola Imbiral Cabeça,22/07/2021,43,Quilombola
Maranhao,Penalva,Fazenda Esperança/Povoado BoaEsperança/Resex Enseada da Mata,12/11/2021,1,Extrativista
Maranhao,Pinheiro,Faz. Victor/Povoado Carazal,25/02/2021,,Posseiro
Maranhao,Pirapemas,Com. Quilombola Salgado/TerritórioAldeia Velha/11 Comunidades,04/05/2021,27,Quilombola
Maranhao,Pirapemas,Com. Quilombola Salgado/TerritórioAldeia Velha/11 Comunidades,27/07/2021,30,Quilombola
Maranhao,Pirapemas,Com. Quilombola Salgado/TerritórioAldeia Velha/11 Comunidades,16/09/2021,27,Quilombola
Maranhao,Pirapemas,Com. Quilombola Salgado/TerritórioAldeia Velha/11 Comunidades,15/10/2021,240,Quilombola
Maranhao,Santa Inês,Quilombo Cuba/Marfim/Onça,03/06/2021,47,Quilombola
Maranhao,Santa Inês,Com. Quilombola no Povoado Onça,13/11/2021,,Quilombola
Maranhao,Santa Rita,Comunidade Quilombola Centro dasViolas,30/12/2021,22,Quilombola
Maranhao,Santa Rita,Região Beira Campo/Empresa EDP/Linhão de Energia,30/12/2021,,Posseiro
Maranhao,São Benedito do Rio Preto,Faz. Guarimã/Data Cumbre,05/02/2021,12,Quilombola
Maranhao,São Benedito do Rio Preto,Bacuri,05/02/2021,16,Posseiro
Maranhao,São Domingos do Azeitão,Comunidades Vão da Natureza/Taquari/Sapucaia/Grota Funda/VãoFundo/Algodão/Veredas,09/11/2021,50,Posseiro
Maranhao,São José de Ribamar,Com. Tremembé do Engenho,25/05/2021,60,Indígenas
Maranhao,São Luís,Comunidade Cajueiro,29/04/2021,,Advogado/a
Maranhao,São Luís,Residencial Natureza,19/11/2021,200,Posseiro
Maranhao,São Luís,Com. Vila Maranhão/Vila São Luis,01/12/2021,,Pequeno proprietário
Maranhao,São Luís,Comunidade Cajueiro,07/12/2021,500,Assentado
Maranhao,Serrano do Maranhão,Com. Quilombola Flechal dos Campos,24/05/2021,54,Quilombola
Maranhao,Timbiras,Faz. São Raimundo/Pov. Santa Maria/Jaqueira/Cavalo Morto/São Carlos/SãoLourenço/Poço do Boi/São Tomé,22/04/2021,200,Posseiro
Maranhao,Timbiras,Faz. São Raimundo/Pov. Santa Maria/Jaqueira/Cavalo Morto/São Carlos/SãoLourenço/Poço do Boi/São Tomé,09/09/2021,35,Posseiro
Maranhao,Timbiras,Povoado Alegria,12/11/2021,40,Posseiro
Maranhao,Timbiras,Com. Quilombola Mamorana/Território,01/12/2021,19,Posseiro
Maranhao,Tutóia,Comunidade Pesqueira Arpoador,10/06/2021,100,Pescador
Maranhao,Vargem Grande,TPaovm. bBáu/rLiitvi/rTaermrietnótroi/o CQorurileontmeb/Colaajueiro,25/06/2021,30,Quilombola
Maranhao,Vargem Grande,TPaovm. bBáu/rLiitvi/rTaermrietnótroi/o CQorurileontmeb/Colaajueiro,03/10/2021,30,Quilombola
Maranhao,Viana,Povo Gamela de Taquaritiua/Centro doAntero/Sesmaria Índios/Pov. Chulanga,11/07/2021,100,Indígenas
Maranhao,Viana,Povo Gamela de Taquaritiua/Centro doAntero/Sesmaria Índios/Pov. Chulanga,18/11/2021,100,Indígenas
Maranhao,Zé Doca,Área Indígena Awá - Guajá,25/11/2021,90,Indígenas
Mato Grosso,Água Boa,T.I. Areões/Xavante,31/08/2021,336,Indígenas
Mato Grosso,Alto Paraguai,Sítio Cantão,13/04/2021,1,Sem Terra
Mato Grosso,Apiacás,T. I. Kayabi,29/11/2021,192,Indígenas
Mato Grosso,Aripuanã,T. I. Rio Branco Alegria/Arara/PAC,29/11/2021,62,Indígenas
Mato Grosso,Barão de Melgaço,T. I. Baía dos Guató/Guató,23/07/2021,80,Indígenas
Mato Grosso,Barra do Garças,T.I. São Marcos/Xavante,23/02/2021,20,Indígenas
Mato Grosso,Barra do Garças,T.I. São Marcos/Xavante,25/05/2021,20,Indígenas
Mato Grosso,Bom Jesus do Araguaia,Faz. Bordon/P. A. Bordolândia,19/09/2021,601,Assentado
Mato Grosso,Brasnorte,T.I. Erikpatsá/Rikbaktsa,27/09/2021,169,Indígenas
Mato Grosso,Brasnorte,T.I. Manoki,29/11/2021,63,Indígenas
Mato Grosso,Campinápolis,T. I. Parabubure/Xavante,05/08/2021,955,Indígenas
Mato Grosso,Campinápolis,T. I. Parabubure/Xavante,14/10/2021,300,Indígenas
Mato Grosso,Canarana,T. I. Pimentel Barbosa/Xavante,31/08/2021,440,Indígenas
Mato Grosso,Carlinda,Assent. Pinheiro Velho/Faz. Pinho Velho,17/08/2021,108,Assentado
Mato Grosso,Cláudia,UOHutEu bdreo /SPiAnoCp/Assent. 12 de,31/08/2021,140,Assentado
Mato Grosso,Colniza,T. I. Piripkura,31/01/2021,4,Indígenas
Mato Grosso,Colniza,T. I. Piripkura,19/08/2021,4,Indígenas
Mato Grosso,Colniza,Resex Guariba-Roosevelt,31/08/2021,80,Extrativista
Mato Grosso,Colniza,T. I. Piripkura,14/09/2021,4,Indígenas
Mato Grosso,Colniza,T. I. Piripkura,17/09/2021,4,Indígenas
Mato Grosso,Colniza,T. I. Piripkura,25/10/2021,4,Indígenas
Mato Grosso,Colniza,T. I. Piripkura,26/10/2021,4,Indígenas
Mato Grosso,Colniza,T. I. Piripkura,27/10/2021,4,Indígenas
Mato Grosso,Colniza,T. I. Piripkura,28/10/2021,4,Indígenas
Mato Grosso,Colniza,Resex Guariba-Roosevelt,06/12/2021,80,Extrativista
Mato Grosso,Comodoro,T. I. Kawahiva do Rio Pardo,06/12/2021,17,Indígenas
Mato Grosso,Cotriguaçu,Fazenda Jump Madeiras,16/11/2021,70,Sem Terra
Mato Grosso,Cuiabá,Manifestações 2021,26/11/2021,,Indígenas
Mato Grosso,Feliz Natal,Assentamento Ena,30/11/2021,500,Assentado
Mato Grosso,Gaúcha do Norte,TI Batovi,23/08/2021,5,Indígenas
Mato Grosso,Glória D'Oeste,Faz. Garça Branca,10/02/2021,10,Sem Terra
Mato Grosso,Jaciara,Gl. Mestre I/Usina Pantanal/Acamp.Renascer,11/01/2021,140,Sem Terra
Mato Grosso,Jaciara,Gl. Mestre I/Usina Pantanal/Acamp.Renascer,25/01/2021,198,Sem Terra
Mato Grosso,Juína,T. I. Aripuanã/Cinta Larga,31/07/2021,88,Indígenas
Mato Grosso,Juína,T. I. Enawenê-Nawê/Adowinã/Rio Preto,20/09/2021,200,Indígenas
Mato Grosso,Juína,T. I. Aripuanã/Cinta Larga,23/11/2021,88,Indígenas
Mato Grosso,Luciara,Reserva Extrativista Retireira doAraguaia,01/10/2021,30,Retireiro
Mato Grosso,Matupá,T. I. Panará,12/07/2021,135,Indígenas
Mato Grosso,Matupá,T. I. Menkragnoti/Kayapó,12/07/2021,400,Indígenas
Mato Grosso,Matupá,T. I. Menkragnoti/Kayapó,19/11/2021,,Indígenas
Mato Grosso,Nossa Senhora do Livramento,CSeasvamloa/riMau tBuocaa Vida/Quilombo Mata,17/08/2021,418,Quilombola
Mato Grosso,Nossa Senhora do Livramento,Comunidade São Gonçalo/Com. São,22/08/2021,20,Posseiro
Mato Grosso,Nova Bandeirantes,ABrgárisc uel tdorae As pFraamliliares da Assoc. São,26/07/2021,,Pequeno proprietário
Mato Grosso,Nova Lacerda,T.I. Uirapuru,26/01/2021,7,Indígenas
Mato Grosso,Nova Lacerda,T.I. Sararé,12/03/2021,47,Indígenas
Mato Grosso,Nova Lacerda,T.I. Sararé,28/09/2021,47,Indígenas
Mato Grosso,Nova Lacerda,T.I. Sararé,06/12/2021,47,Indígenas
Mato Grosso,Nova Ubiratã,Parque Indígena do Xingu,12/06/2021,,Indígenas
Mato Grosso,Nova Ubiratã,Parque Indígena do Xingu,30/06/2021,1875,Indígenas
Mato Grosso,Nova Ubiratã,Parque Indígena do Xingu,05/08/2021,1875,Indígenas
Mato Grosso,Nova Ubiratã,Parque Indígena do Xingu,17/08/2021,1875,Indígenas
Mato Grosso,Nova Ubiratã,Parque Indígena do Xingu,30/09/2021,1875,Indígenas
Mato Grosso,Novo Mundo,Faz. Araúna/Pré-Assentamento BoaEsperança/Gl. Nhandu,31/01/2021,,Sem Terra
Mato Grosso,Novo Mundo,FEaszp. eArarnaçúan/aG/Pl.r éN-hAasnsdenutamento Boa,31/05/2021,100,Sem Terra
