Estado,Município(s),Nome do Conflito,Data,Famílias,Categoria
Bahia,Antônio Gonçalves,Com. Olho d' Água,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Brejão da Grota,29/11/2022,160,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Lagoa Grande,29/11/2022,75,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Salgada,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Salgada,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Olho d' Água,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Lagoa Grande,30/11/2022,75,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Brejão da Grota,30/11/2022,160,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Com. Baixinha,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Antônio Gonçalves,Mucambo,30/11/2022,58,Camponês de fundo e fecho de pasto
Bahia,Barra,Ocupação Beira Rio,13/07/2022,21,Quilombola
Bahia,Barra,Ocupação Beira Rio,21/07/2022,21,Quilombola
Bahia,Barra,Ocupação Beira Rio,22/07/2022,21,Quilombola
Bahia,Barra,"Comunidades de Lagoa das Pedras,
Lagoa Funda, Baixão de Zuquinha,
Baixão de Samuel e Lagoa Preta",01/10/2022,5,Posseiro
Bahia,Barreiras,Comunidade Angélica Aires/Prainha,15/08/2022,1,Pequeno proprietário
Bahia,Bom Jesus da Lapa,Com. Quilombola Fortaleza,19/07/2022,120,Quilombola
Bahia,Bom Jesus da Lapa,Com. Quilombola Fortaleza,29/07/2022,120,Quilombola
Bahia,Bom Jesus da Lapa,Com. Quilombola Fortaleza,19/09/2022,120,Quilombola
Bahia,Bom Jesus da Lapa,Com. Quilombola Barrinha/Fiol,27/10/2022,86,Quilombola
Bahia,Cachoeira,"Comunidades Quilombolas Caonge,
Calembá, Dendê, Engenho da Praia e
Engenho da Ponte",21/11/2022,1,Quilombola
Bahia,Cairu,"Com. Cova da Onça/São Sebastião/
Ilha de Boipeba/Vazamento de Óleo",27/04/2022,190,Pescador
Bahia,Campo Formoso,Comunidade Ilhote,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Algodões,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Barreiros,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Queimada da Lage,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Santo Antônio,29/11/2022,80,Pequeno proprietário
Bahia,Campo Formoso,Comunidade Tanque Novo,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Alagadiço de Borda da Mata,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Borda da Mata,29/11/2022,30,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Alvaçã,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Lagoa do Mato,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Papagaio,29/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Queimada da Lage,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Alagadiço de Borda da Mata,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Santo Antônio,30/11/2022,80,Pequeno proprietário
Bahia,Campo Formoso,Comunidade Tanque Novo,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Com. Lagoa do Mato,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Ilhote,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Alvaçã,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Borda da Mata,30/11/2022,30,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Algodões,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Papagaio,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Campo Formoso,Comunidade Barreiros,30/11/2022,1,Camponês de fundo e fecho de pasto
Bahia,Canudos,Complexo Eólico Canudos,29/03/2022,600,Camponês de fundo e fecho de pasto
Bahia,Canudos,Complexo Eólico Canudos,20/07/2022,600,Camponês de fundo e fecho de pasto
Bahia,Caravelas,Comunidade Quilombola Naiá,30/03/2022,1,Quilombola
Bahia,Caravelas,Comunidade Quilombola Mutum,30/03/2022,1,Quilombola
Bahia,Casa Nova,Lagoa da Catinga/Caatinga,31/01/2022,30,Camponês de fundo e fecho de pasto
Bahia,Conceição do Almeida,AÁrceaam Apbaamnednotno aAdna ad Par iEmBaDvAe/si,14/12/2022,30,Sem Terra
Bahia,Coribe,"Cachoeira Grande, Jacu e Brejão",23/03/2022,254,Atingido por barragem
Bahia,Correntina,FAerrcihboa /dAe bPaaisxtoo/ Cdoo mP.u lTaa-tPuu/lBao/aB oViiss/ta,16/09/2022,1,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto da Vereda da
FFrealincicidsacdoe//CCoobrma.  VSielrvdâen/iCa/erScãoo/Faz.
Sta. Tereza",16/09/2022,32,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto de Porcos Guará e
Pombas/Com. Matão/Garrotes/Brejo
dos Aflitos/Cabeceira Grande",16/09/2022,53,Camponês de fundo e fecho de pasto
Bahia,Correntina,Mendes/Brejinho/Baraúna/São,21/09/2022,30,Camponês de fundo e fecho de pasto
Bahia,Correntina,VViasltea Capão Grosso/Comunidade Boa,21/09/2022,75,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,26/09/2022,80,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,13/10/2022,80,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto de Cupim/Com.
Barreiro/Caatinga do Meio/Manoel
Mendes/Brejinho/Baraúna/São
Francisco/Cobra Verde/Dona
Bárbara/Faz. Bandeirante",13/10/2022,30,Camponês de fundo e fecho de pasto
Bahia,Correntina,Com. do Rio Arrojado/Faz. Igarashi,27/10/2022,3000,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto de Porcos Guará e
Pombas/Com. Matão/Garrotes/Brejo
dos Aflitos/Cabeceira Grande",06/11/2022,53,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,06/11/2022,80,Camponês de fundo e fecho de pasto
Bahia,Correntina,"Fecho de Pasto de Porcos Guará e
Pombas/Com. Matão/Garrotes/Brejo
dos Aflitos/Cabeceira Grande",30/11/2022,53,Camponês de fundo e fecho de pasto
Bahia,Correntina,Fecho de Pasto Capão do Modesto,01/12/2022,80,Camponês de fundo e fecho de pasto
Bahia,Correntina,Mendes/Brejinho/Baraúna/São,11/12/2022,30,Camponês de fundo e fecho de pasto
Bahia,Correntina,Mendes/Brejinho/Baraúna/São,23/12/2022,30,Camponês de fundo e fecho de pasto
Bahia,Euclides da Cunha,Área Indígena Kaimbe/Massacará,26/04/2022,1,Indígenas
Bahia,Gentio do Ouro,,20/07/2022,35,Quilombola
Bahia,Guaratinga,FCalázeundidaa  SMeantaa Verde/Ocupação,24/05/2022,178,Sem Terra
Bahia,Guaratinga,FCalázeundidaa  SMeantaa Verde/Ocupação,27/05/2022,178,Sem Terra
Bahia,Guaratinga,FCalázeundidaa  SMeantaa Verde/Ocupação,14/07/2022,178,Sem Terra
Bahia,Itabela,Aldeia Água Vermelha,26/01/2022,40,Indígenas
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,25/03/2022,250,Sem Terra
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,29/03/2022,250,Sem Terra
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,01/04/2022,250,Sem Terra
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,04/05/2022,250,Sem Terra
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,01/06/2022,250,Sem Terra
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,12/10/2022,25,Sem Terra
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,16/10/2022,25,Sem Terra
Bahia,Itaeté,Fazenda 2 Rios/Ocupação AntônioMaero,05/11/2022,25,Sem Terra
Bahia,Jaborandi,FCoormmuonsiodades ao Longo do Rio,23/03/2022,304,Atingido por barragem
Bahia,Jaborandi,Cachoeirinha a Barra do Lajeado,23/03/2022,50,Atingido por barragem
Bahia,Jacobina,Ocupação de Pilões,29/11/2022,13,Sem Terra
Bahia,Jacobina,Ocupação de Pilões,05/12/2022,13,Sem Terra
Bahia,Licínio de Almeida,Com. Taquaril dos Fialhos,24/05/2022,32,Posseiro
Bahia,Licínio de Almeida,Taquaril Velho,24/05/2022,58,Posseiro
Bahia,Licínio de Almeida,Com. Taquaril dos Fialhos,25/05/2022,32,Posseiro
Bahia,Licínio de Almeida,Taquaril Velho,25/05/2022,58,Posseiro
Bahia,Licínio de Almeida,Com. Taquaril dos Fialhos,14/10/2022,32,Posseiro
Bahia,Licínio de Almeida,Taquaril Velho,14/10/2022,58,Posseiro
Bahia,Mirangaba,CCoOmM. TMRaAnFgPa/bTeeirrriat/óFruion dMoa dpea rPiausmto  FdPa,29/11/2022,114,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM. TPRaAraFnPazinho/Fundo de Pasto da,29/11/2022,180,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,PCaostmo.  dQau eCiOmMadTaR AGrFaPnde/Fundo de,29/11/2022,16,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM. TRRiaAcFhPo/Fundo de Pasto da,29/11/2022,50,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM. TURmAFbiPguda/Fundo de Pasto da,29/11/2022,90,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM. TRRiaAcFhPo/Fundo de Pasto da,30/11/2022,50,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM. TMRaAnFgPa/bTeeirrriat/óFruion dMoa dpea rPiausmto  FdPa,30/11/2022,114,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM. TURmAFbiPguda/Fundo de Pasto da,30/11/2022,90,Camponês de fundo e fecho de pasto
Bahia,Mirangaba,CCoOmM. TPRaAraFnPazinho/Fundo de Pasto da,30/11/2022,180,Camponês de fundo e fecho de pasto
Bahia,Muquém de São Francisco,PSaerrapnashao sAgroindustrial/Grupo,19/10/2022,1,Trabalhador Assalariado
Bahia,Nova Viçosa,Comunidade Quilombola de Helvécia,30/03/2022,1,Quilombola
Bahia,Palmeiras,Vale do Capão/Parque Municipal doBoqueirão,20/02/2022,1,Posseiro
Bahia,Paratinga,Comunidade Quilombola Lagoa doJacaré,07/12/2022,1,Quilombola
Bahia,Pau Brasil,Pataxó Hã - Hã - Hãe/Faz. Taquari,19/04/2022,22,Indígenas
Bahia,Paulo Afonso,Indígenas Truká Tupã,07/02/2022,18,Indígenas
Bahia,Paulo Afonso,Indígenas Truká Tupã,01/12/2022,18,Indígenas
Bahia,Paulo Afonso,Indígenas Truká Tupã,04/12/2022,18,Indígenas
Bahia,Paulo Afonso,Indígenas Truká Tupã,05/12/2022,18,Indígenas
Bahia,Paulo Afonso,Indígenas Truká Tupã,06/12/2022,18,Indígenas
Bahia,Piatã,Com. Quilombola do Mocó e Bocaína,15/05/2022,150,Quilombola
Bahia,Piritiba,Faz. Várzea da Pedra/AcampamentoRosimeire Araújo,15/08/2022,50,Sem Terra
Bahia,Ponto Novo,Acampamento União,19/11/2022,60,Sem Terra
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,14/01/2022,186,Indígenas
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,08/02/2022,186,Indígenas
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,21/02/2022,186,Indígenas
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,17/08/2022,186,Indígenas
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,26/08/2022,186,Indígenas
Bahia,Porto Seguro,Faz. Mirante do Rio Verde/Ocupação,05/09/2022,1,Sem Terra
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,06/09/2022,186,Indígenas
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,12/09/2022,186,Indígenas
Bahia,Porto Seguro,"Fazenda Itaquena/Trevo da estrada
de acesso ao balneário de Trancoso/
Ocupação",15/09/2022,1,Sem Terra
Bahia,Porto Seguro,T. I. Barra Velha/Aldeia Boca da Mata,27/12/2022,186,Indígenas
Bahia,Prado,Faz. Brasília/T. I. Barra Velha,26/06/2022,1,Indígenas
Bahia,Prado,Fazenda Santa Barbara/Retomada T.IComexatibá,27/06/2022,45,Indígenas
Bahia,Prado,"T. I. Cahy-Pequi/Comexatiba/Aldeia
Cahy/Mexatibá/Cumuruxatiba",04/09/2022,75,Indígenas
Bahia,Prado,"T. I. Cahy-Pequi/Comexatiba/Aldeia
Cahy/Mexatibá/Cumuruxatiba",05/09/2022,75,Indígenas
Bahia,Riachão das Neves,Assentamento Rio Branco,20/10/2022,100,Assentado
Bahia,Riacho de Santana,Comunidade Quilombola Sambaíba,07/12/2022,1,Quilombola
Bahia,Ruy Barbosa,FMaSzeTnda Água Branca/Ocupação do,28/10/2022,40,Sem Terra
Bahia,Ruy Barbosa,FMaSzeTnda Água Branca/Ocupação do,30/10/2022,40,Sem Terra
Bahia,Ruy Barbosa,FMaSzeTnda Água Branca/Ocupação do,19/11/2022,40,Sem Terra
Bahia,Salvador,Com. Quilombola Alto do Tororó,21/11/2022,1,Quilombola
Bahia,Santa Cruz Cabrália,"Ponta Grande/Aldeia Nova Coroa/
Itapororoca/Sarã Mirawê/Mirapé/
Txihi Kamayurá/Novos Guerreiros/T.
I. Coroa Vermelha",08/03/2022,350,Indígenas
Bahia,Santa Cruz Cabrália,"Ponta Grande/Aldeia Nova Coroa/
Itapororoca/Sarã Mirawê/Mirapé/
Txihi Kamayurá/Novos Guerreiros/T.
I. Coroa Vermelha",15/03/2022,350,Indígenas
Bahia,Santa Maria da Vitória,Destocado,09/06/2022,5,Camponês de fundo e fecho de pasto
Bahia,Santa Maria da Vitória,Destocado,14/07/2022,5,Camponês de fundo e fecho de pasto
Bahia,Santa Maria da Vitória,Destocado,15/07/2022,5,Camponês de fundo e fecho de pasto
Bahia,Santa Maria da Vitória,"Fecho de Pasto da Cortesia/Com.
Arrodeador/Teles/Luís Martins/
Porteira de Santa Cruz",20/07/2022,30,Camponês de fundo e fecho de pasto
Bahia,Santa Maria da Vitória,Destocado,01/09/2022,5,Camponês de fundo e fecho de pasto
Bahia,Santo Amaro,Quilombo de Cambuta,16/03/2022,2,Quilombola
Bahia,Santo Amaro,Quilombo de Cambuta,24/04/2022,2,Quilombola
Bahia,São Desidério,PGCraHnsd deo/ PRAiCo das Fêmeas e do Rio,20/07/2022,250,Ribeirinho
Bahia,São Desidério,SAisssneanntademsento Cacheado e,11/10/2022,1,Assentado
Bahia,São Desidério,Comunidade de Furtado,11/10/2022,1,Posseiro
Bahia,São Desidério,Povoado Roçado Velho,20/10/2022,1,Posseiro
Bahia,Senhor do Bonfim,Acampamento Sol Nascente,02/12/2022,10,Sem Terra
Bahia,Serra Dourada,"Larga da Porteira Santa Cruz/Luiz
Martins/Torrada/Cachoeira/Cercado",02/06/2022,92,Camponês de fundo e fecho de pasto
Bahia,Una,PSoervroa  Tduop iPnaadmeibráo/Serra de Trempes/,08/07/2022,130,Indígenas
Bahia,Una,PSoervroa  Tduop iPnaadmeibráo/Serra de Trempes/,06/11/2022,130,Indígenas
Bahia,Vitória da Conquista,,01/06/2022,50,Sem Terra
Bahia,Vitória da Conquista,PCaonme.l eQiruoislombola do Ribeirão dos,17/11/2022,25,Quilombola
Bahia,Vitória da Conquista,CMoelmq. uíQaudileosmbola Lagoa de,17/11/2022,1,Quilombola
Bahia,Vitória da Conquista,Quilombo da Fazenda Velame,17/11/2022,1,Quilombola
Bahia,Vitória da Conquista,CRioom Puanriddoade Quilombola Barreiro do,21/11/2022,1,Quilombola
Bahia,Xique-Xique,P1r8o jCeotom duen iIdrraidgeasç ãAot iBnagiixdiaos do Irecê/,09/05/2022,600,Camponês de fundo e fecho de pasto
Ceara,Aquiraz,T. I. Lagoa da Encantada,23/06/2022,1,Indígenas
Ceara,Aracati,CUobamr.a nQausilombola Córrego de,30/03/2022,159,Quilombola
Ceara,Aracati,Acampamento Terra Prometida,31/12/2022,1,Sem Terra
Ceara,Caucaia,Comunidade Quilombola Boqueirãoda Arara,10/06/2022,1,Quilombola
Ceara,Caucaia,T. I. Anacé/Barreira Sanitária,15/11/2022,10,Indígenas
Ceara,Icapuí,Colônia de Pescadores Z-17,09/04/2022,200,Pescador
Ceara,Icapuí,Comunidade Arisa,31/12/2022,1,Sem Terra
Ceara,Icapuí,Comunidade Vila Nova II,31/12/2022,1,Sem Terra
Ceara,Limoeiro do Norte,"Proj. de Irrig. Jaguaribe-Apodi/PAC/
Acamp. Zé Maria do Tomé",10/06/2022,100,Sem Terra
Ceara,Pacatuba,T. I. Pitaguary,23/11/2022,1150,Indígenas
Distrito Federal,Brasília,"Núcleo Rural Alexandre Gusmão/Faz.
Jatobazinho/Acamp. Noelton
Angélico",29/01/2022,150,Sem Terra
Distrito Federal,Brasília,Área da Terracap em Sobradinho/Acamp. Florestan Fernandes,01/03/2022,100,Sem Terra
Distrito Federal,Brasília,Área no Núcleo Rural Rio Preto/Ocupação Ana Primavesi,30/04/2022,300,Sem Terra
Distrito Federal,Brasília,Área no Núcleo Rural Rio Preto/Ocupação Ana Primavesi,03/05/2022,300,Sem Terra
Distrito Federal,Brasília,Área no Núcleo Rural Rio Preto/Ocupação Ana Primavesi,06/05/2022,300,Sem Terra
Distrito Federal,Brasília,Área no Núcleo Rural Rio Preto/Ocupação Ana Primavesi,19/06/2022,300,Sem Terra
Distrito Federal,Brasília,Área no Núcleo Rural Rio Preto/Ocupação Ana Primavesi,21/06/2022,300,Sem Terra
Distrito Federal,Brasília,Assent. na região de Planaltina,25/09/2022,1,Assentado
Espirito Santo,Aracruz,T. I. Comboios/Mineradora Samarco-Vale-BHP Billiton,21/05/2022,117,Indígenas
Espirito Santo,Aracruz,T. I. Comboios/Mineradora Samarco-Vale-BHP Billiton,02/09/2022,117,Indígenas
Espirito Santo,Aracruz,T. I. Comboios/Mineradora Samarco-Vale-BHP Billiton,09/09/2022,117,Indígenas
Espirito Santo,Colatina,Comunidade Maria das Graças,14/01/2022,20,Pequeno proprietário
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz S. Domingos/Sapê,07/01/2022,37,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz S. Domingos/Sapê,11/03/2022,37,Quilombola
Espirito Santo,Conceição da Barra,Com. Quilombola do Linharinho,07/04/2022,60,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz de Angelim II/Sapê,03/05/2022,35,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz de Angelim II/Sapê,08/06/2022,35,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz de Angelim II/Sapê,09/06/2022,35,Quilombola
Espirito Santo,Conceição da Barra,dCaosm A. rQaruailso/Smabpoêl ad So ãNo oJrotreg/eA/raMcorrurzo,04/07/2022,70,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz de Angelim I/Sapê,04/07/2022,70,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz de Angelim II/Sapê,04/07/2022,35,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz S. Domingos/Sapê,04/07/2022,37,Quilombola
Espirito Santo,Conceição da Barra,Com. Quilombola do Linharinho,08/08/2022,60,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtuei/lAormacbroulaz de Angelim II/Sapê,10/08/2022,35,Quilombola
Espirito Santo,Conceição da Barra,dCoo mN.o rQtueilombola Roda d' Água/Sapê,26/09/2022,1,Quilombola
Espirito Santo,Guarapari,Comunidade Buenos Aires,25/10/2022,100,Pequeno proprietário
Espirito Santo,Guarapari,Comunidade Iguape,17/11/2022,30,Pequeno proprietário
Espirito Santo,São Mateus,CNoormteunidade Morro da Onça/Sapê do,09/07/2022,1,Quilombola
Espirito Santo,Vitória,,16/11/2022,38,Pescador
Goias,Aruanã,Faz. Ariká/Ilha Redonda/T. I. Karajá,15/03/2022,50,Indígenas
Goias,Baliza,Assent. Oziel Alves Pereira,28/01/2022,529,Assentado
Goias,Baliza,Assent. Oziel Alves Pereira,25/08/2022,529,Assentado
Goias,Baliza,Assent. Oziel Alves Pereira,30/08/2022,529,Assentado
Goias,Baliza,Assent. Oziel Alves Pereira,26/09/2022,529,Assentado
Goias,Baliza,Assent. Oziel Alves Pereira,07/11/2022,529,Assentado
Goias,Baliza,Assent. Oziel Alves Pereira,22/11/2022,529,Assentado
Goias,Caiapônia,Assentamento Padre Ilgo,04/07/2022,118,Assentado
Goias,Caiapônia,PA Eldorado dos Carajás,21/09/2022,29,Assentado
Goias,Catalão,Comunidade Morro Agudo,15/03/2022,2,Posseiro
Goias,Catalão,Comunidade Macaúba/Vale,26/06/2022,25,Pequeno proprietário
Goias,Catalão,Acamp. Oziel Alves/Faz. João da Cruz,30/11/2022,37,Sem Terra
Goias,Cavalcante,Comunidade Vermelho,27/04/2022,1,Posseiro
Goias,Cavalcante,Comunidade Rocinha,27/04/2022,35,Posseiro
Goias,Cavalcante,Com. Engenho II/Quilombo Kalunga,27/09/2022,125,Quilombola
Goias,Cavalcante,Comunidade Rio Carmo,10/10/2022,1,Pequeno proprietário
Goias,Cavalcante,Com. Vão de Almas/Quilombo,21/11/2022,215,Quilombola
Goias,Cavalcante,Com. Vão de Almas/Quilombo,02/12/2022,215,Quilombola
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,19/01/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,22/01/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,07/08/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,05/09/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,12/09/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,27/10/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,04/11/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,06/11/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,15/11/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,21/11/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,24/11/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,25/11/2022,320,Sem Terra
Goias,Formosa,ACrciaxmásp/. CDaongma lThoam/áMs aBltailzdauriiano/Faz.,28/11/2022,320,Sem Terra
Goias,Iaciara,Comunidade Quilombola Extrema,03/03/2022,1,Quilombola
Goias,Iaciara,Comunidade Quilombola Extrema,20/03/2022,1,Quilombola
Goias,Iaciara,"Com. Quil. Levantado/Extrema/
Salina/Belo/Córrego Brejo do Fogo/
Riacho do Fogo",20/03/2022,30,Quilombola
Goias,Iaciara,"Com. Quil. Levantado/Extrema/
Salina/Belo/Córrego Brejo do Fogo/
Riacho do Fogo",11/08/2022,30,Quilombola
Goias,Iaciara,Comunidade Quilombola Extrema,11/08/2022,1,Quilombola
Goias,Ipameri,Faz. Buriti/Corumbá Velho/Pré-Assent. Ana Ferreira,08/04/2022,52,Sem Terra
Goias,Jaupaci,Acamp. Garça Branca/GO-070,02/12/2022,46,Sem Terra
Goias,Minaçu,AMcianamçpuamento em Fazenda de,23/05/2022,22,Sem Terra
Goias,Minaçu,Assent. Roberto Martins de Melo,05/10/2022,1,Assentado
Goias,Minaçu,"Assentamento São Salvador/Dom
Roriz/Min. Vale Verde/Serra Verde",27/10/2022,163,Assentado
Goias,Morro Agudo de Goiás,"dAac aJmudp.é iaM, aLriaegllees  Fer aPinrcaoti/nFianzg. aFundão",07/01/2022,26,Sem Terra
Goias,Morro Agudo de Goiás,"dAac aJmudp.é iaM, aLriaegllees  Fer aPinrcaoti/nFianzg. aFundão",06/03/2022,26,Sem Terra
Goias,Niquelândia,Acampamento Terra Goiás,12/10/2022,230,Sem Terra
Goias,Niquelândia,Acampamento Terra Goiás,01/11/2022,230,Sem Terra
Goias,Nova Roma,Quilombo Família Magalhães,19/03/2022,35,Quilombola
Goias,Planaltina,JFearz.u sCaólérrmego Bonito/PA Nova,13/08/2022,21,Sem Terra
Goias,Rubiataba,Área Indígena Carretão/Índios Tapuia,15/03/2022,49,Indígenas
Goias,Rubiataba,Área Indígena Carretão/Índios Tapuia,06/08/2022,49,Indígenas
Goias,Santa Helena de Goiás,BArcaanmcpo. Leonir Orback/Faz. Ouro,01/02/2022,250,Sem Terra
Goias,Santa Tereza de Goiás,Associação Nova Esperança,16/11/2022,1,Sem Terra
Goias,São João d'Aliança,Fazenda Cerrado,01/01/2022,12,Sem Terra
Goias,Silvânia,CAlommeuidniadsade Quilombola dos,07/02/2022,1,Quilombola
Goias,Silvânia,dCoosm Munaicdaacdose /JLoaãjeos /dSe aDnetau sR/iBtaoa Vista,16/03/2022,45,Pequeno proprietário
Goias,Silvânia,dCoosm Munaicdaacdose /JLoaãjeos /dSe aDnetau sR/iBtaoa Vista,17/03/2022,45,Pequeno proprietário
Goias,Silvânia,dCoosm Munaicdaacdose /JLoaãjeos /dSe aDnetau sR/iBtaoa Vista,01/09/2022,45,Pequeno proprietário
Maranhao,Açailândia,Faz. São Bento,30/11/2022,150,Sem Terra
Maranhao,Alto Alegre do Maranhão,"Faz. Campestre Catulo/Pov.
Campestre/Pov. Canafístula/Território
Campestre",21/11/2022,30,Posseiro
Maranhao,Alto Alegre do Maranhão,"T. I. Arariboia/92 Aldeias/Etnias
Guajajara, Gavião e Guajá",25/05/2022,1329,Indígenas
Maranhao,Alto Alegre do Maranhão,"T. I. Arariboia/92 Aldeias/Etnias
Guajajara, Gavião e Guajá",17/07/2022,1329,Indígenas
Maranhao,Alto Alegre do Maranhão,"T. I. Arariboia/92 Aldeias/Etnias
Guajajara, Gavião e Guajá",03/09/2022,1329,Indígenas
