"municipio","Estado","Município.s.","Data","Famílias","ano","CD_MUN"
"AL_Arapiraca","AL","Arapiraca","07/01/2021",NA,2021,2700300
"AL_Delmiro Gouveia","AL","Delmiro Gouveia","21/11/2022",72,2022,2702405
"AL_Maceió","AL","Maceió","06/04/2021",NA,2021,2704302
"AL_Palmeira dos Índios","AL","Palmeira dos Índios","04/06/2022",89,2022,2706307
"AL_Pão de Açúcar","AL","Pão de Açúcar","04/04/2022",1,2022,2706406
"AL_Piaçabuçu","AL","Piaçabuçu","19/03/2021",NA,2021,2706802
"AL_Piranhas","AL","Piranhas","04/01/2021",NA,2021,2707107
"AL_Porto Real do Colégio","AL","Porto Real do Colégio","30/06/2021",300,2021,2707503
"AM_Atalaia do Norte","AM","Atalaia do Norte","05/06/2022",1579,2022,1300201
"AM_Atalaia do Norte","AM","Atalaia do Norte","15/11/2021",NA,2021,1300201
"AM_Autazes","AM","Autazes","15/09/2022",1,2022,1300300
"AM_Autazes","AM","Autazes","10/01/2022",1,2022,1300300
"AM_Autazes","AM","Autazes","22/11/2021",NA,2021,1300300
"AM_Autazes","AM","Autazes","30/12/2021",NA,2021,1300300
"AM_Eirunepé","AM","Eirunepé","01/11/2022",201,2022,1301407
"AM_Humaitá","AM","Humaitá","02/06/2022",134,2022,1301704
"AM_Humaitá","AM","Humaitá","02/06/2022",29,2022,1301704
"AM_Itacoatiara","AM","Itacoatiara","06/05/2021",350,2021,1301902
"AM_Itamarati","AM","Itamarati","01/11/2022",367,2022,1301951
"AM_Japurá","AM","Japurá","17/09/2022",497,2022,1302108
"AM_Lábrea","AM","Lábrea","01/10/2022",255,2022,1302405
"AM_Manicoré","AM","Manicoré","30/06/2022",1000,2022,1302702
"AM_Manicoré","AM","Manicoré","28/09/2022",1,2022,1302702
"AM_Nova Olinda do Norte","AM","Nova Olinda do Norte","17/02/2021",140,2021,1303106
"AM_Parintins","AM","Parintins","13/04/2021",11,2021,1303403
"AM_Presidente Figueiredo","AM","Presidente Figueiredo","21/01/2022",500,2022,1303536
"AM_Santa Isabel do Rio Negro","AM","Santa Isabel do Rio Negro","25/03/2022",162,2022,1303601
"AM_Santa Isabel do Rio Negro","AM","Santa Isabel do Rio Negro","22/04/2021",162,2021,1303601
"AM_Tapauá","AM","Tapauá","21/06/2022",NA,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",NA,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",1,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",1,2022,1304104
"AM_Tapauá","AM","Tapauá","04/02/2022",1,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",1,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",NA,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",1,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",1,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",NA,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",1,2022,1304104
"AM_Tapauá","AM","Tapauá","21/06/2022",1,2022,1304104
"AP_Ferreira Gomes","AP","Ferreira Gomes","16/09/2021",NA,2021,1600238
"AP_Ferreira Gomes","AP","Ferreira Gomes","16/09/2021",500,2021,1600238
"AP_Macapá","AP","Macapá","16/09/2021",200,2021,1600303
"AP_Macapá","AP","Macapá","08/07/2021",45,2021,1600303
"AP_Macapá","AP","Macapá","18/12/2022",200,2022,1600303
"AP_Macapá","AP","Macapá","08/06/2022",1,2022,1600303
"AP_Mazagão","AP","Mazagão","07/12/2021",58,2021,1600402
"AP_Mazagão","AP","Mazagão","01/12/2022",44,2022,1600402
"AP_Mazagão","AP","Mazagão","01/12/2022",6,2022,1600402
"AP_Pedra Branca do Amapari","AP","Pedra Branca do Amapari","08/03/2022",200,2022,1600154
"AP_Pedra Branca do Amapari","AP","Pedra Branca do Amapari","27/11/2021",200,2021,1600154
"AP_Porto Grande","AP","Porto Grande","16/09/2021",20,2021,1600535
"AP_Pracuúba","AP","Pracuúba","23/01/2022",30,2022,1600550
"AP_Tartarugalzinho","AP","Tartarugalzinho","18/12/2022",70,2022,1600709
"BA_Andaraí","BA","Andaraí","09/10/2021",68,2021,2901304
"BA_Andaraí","BA","Andaraí","09/10/2021",23,2021,2901304
"BA_Andaraí","BA","Andaraí","09/10/2021",50,2021,2901304
"BA_Andorinha","BA","Andorinha","22/12/2021",52,2021,2901353
"BA_Andorinha","BA","Andorinha","19/11/2022",52,2022,2901353
"BA_Antônio Gonçalves","BA","Antônio Gonçalves","01/12/2022",160,2022,2901809
"BA_Antônio Gonçalves","BA","Antônio Gonçalves","01/12/2022",75,2022,2901809
"BA_Antônio Gonçalves","BA","Antônio Gonçalves","01/12/2022",58,2022,2901809
"BA_Boninal","BA","Boninal","19/01/2021",150,2021,2904001
"BA_Caetité","BA","Caetité","17/09/2021",160,2021,2905206
"BA_Caetité","BA","Caetité","17/09/2021",33,2021,2905206
"BA_Caetité","BA","Caetité","17/09/2021",120,2021,2905206
"BA_Caetité","BA","Caetité","24/02/2022",18,2022,2905206
"BA_Caetité","BA","Caetité","24/02/2022",160,2022,2905206
"BA_Caetité","BA","Caetité","17/09/2021",80,2021,2905206
"BA_Caetité","BA","Caetité","17/09/2021",18,2021,2905206
"BA_Caetité","BA","Caetité","17/09/2021",18,2021,2905206
"BA_Caetité","BA","Caetité","17/09/2021",7,2021,2905206
"BA_Caetité","BA","Caetité","17/09/2021",21,2021,2905206
"BA_Caetité","BA","Caetité","17/09/2021",9,2021,2905206
"BA_Cairu","BA","Cairu","27/04/2022",1,2022,2905404
"BA_Cairu","BA","Cairu","27/07/2021",300,2021,2905404
"BA_Cairu","BA","Cairu","14/09/2021",190,2021,2905404
"BA_Camaçari","BA","Camaçari","12/11/2022",1,2022,2905701
"BA_Camamu","BA","Camamu","21/09/2021",32,2021,2905800
"BA_Campo Formoso","BA","Campo Formoso","01/12/2022",30,2022,2906006
"BA_Casa Nova","BA","Casa Nova","31/01/2022",30,2022,2907202
"BA_Correntina","BA","Correntina","12/02/2021",40,2021,2909307
"BA_Correntina","BA","Correntina","15/10/2022",30,2022,2909307
"BA_Correntina","BA","Correntina","13/12/2021",NA,2021,2909307
"BA_Correntina","BA","Correntina","05/04/2022",80,2022,2909307
"BA_Correntina","BA","Correntina","28/10/2022",3000,2022,2909307
"BA_Correntina","BA","Correntina","13/12/2021",NA,2021,2909307
"BA_Érico Cardoso","BA","Érico Cardoso","20/05/2021",NA,2021,2900504
"BA_Ilhéus","BA","Ilhéus","13/07/2021",80,2021,2913606
"BA_Ipirá","BA","Ipirá","17/09/2021",15,2021,2914000
"BA_Iraquara","BA","Iraquara","18/09/2021",180,2021,2914406
"BA_Jaborandi","BA","Jaborandi","22/02/2021",1281,2021,2917359
"BA_Jacobina","BA","Jacobina","19/02/2021",86,2021,2917508
"BA_Lajedinho","BA","Lajedinho","19/10/2021",40,2021,2919009
"BA_Lajedinho","BA","Lajedinho","19/10/2021",44,2021,2919009
"BA_Lençóis","BA","Lençóis","09/10/2021",20,2021,2919306
"BA_Lençóis","BA","Lençóis","09/10/2021",70,2021,2919306
"BA_Lençóis","BA","Lençóis","09/10/2021",30,2021,2919306
"BA_Lençóis","BA","Lençóis","09/10/2021",25,2021,2919306
"BA_Lençóis","BA","Lençóis","09/10/2021",25,2021,2919306
"BA_Lençóis","BA","Lençóis","09/10/2021",48,2021,2919306
"BA_Licínio de Almeida","BA","Licínio de Almeida","13/10/2022",32,2022,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","17/07/2021",32,2021,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","25/10/2022",58,2022,2919405
"BA_Mata de São João","BA","Mata de São João","30/08/2022",1,2022,2921005
"BA_Nordestina","BA","Nordestina","15/09/2021",43,2021,2922656
"BA_Nordestina","BA","Nordestina","29/03/2022",25,2022,2922656
"BA_Piatã","BA","Piatã","09/09/2021",150,2021,2924306
"BA_Piatã","BA","Piatã","08/06/2022",150,2022,2924306
"BA_Piatã","BA","Piatã","26/04/2022",150,2022,2924306
"BA_Pindaí","BA","Pindaí","17/09/2021",30,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",17,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",10,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",50,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",6,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",33,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",5,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",25,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",8,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",30,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",30,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",60,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",30,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",19,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",27,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",5,2021,2924504
"BA_Pindaí","BA","Pindaí","17/09/2021",30,2021,2924504
"BA_Salvador","BA","Salvador","25/03/2021",1500,2021,2927408
"BA_Salvador","BA","Salvador","14/12/2022",2,2022,2927408
"BA_Salvador","BA","Salvador","27/07/2021",NA,2021,2927408
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","12/02/2021",NA,2021,2928109
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","12/02/2021",NA,2021,2928109
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","12/02/2021",NA,2021,2928109
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","12/02/2021",NA,2021,2928109
"BA_São Desidério","BA","São Desidério","20/07/2022",250,2022,2928901
"BA_São Desidério","BA","São Desidério","29/12/2021",250,2021,2928901
"BA_São Desidério","BA","São Desidério","05/04/2022",250,2022,2928901
"BA_Sento Sé","BA","Sento Sé","25/05/2021",1,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",181,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",1,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",1,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",NA,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",1,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",1,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",181,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",1,2021,2930204
"BA_Sento Sé","BA","Sento Sé","25/05/2021",181,2021,2930204
"BA_Simões Filho","BA","Simões Filho","08/11/2021",43,2021,2930709
"BA_Wagner","BA","Wagner","18/10/2021",29,2021,2933406
"BA_Wagner","BA","Wagner","19/10/2021",10,2021,2933406
"BA_Wagner","BA","Wagner","19/10/2021",92,2021,2933406
"BA_Wagner","BA","Wagner","18/10/2021",42,2021,2933406
"BA_Wagner","BA","Wagner","19/10/2021",30,2021,2933406
"BA_Wagner","BA","Wagner","19/10/2021",15,2021,2933406
"BA_Wagner","BA","Wagner","19/10/2021",43,2021,2933406
"BA_Wagner","BA","Wagner","18/10/2021",10,2021,2933406
"BA_Xique-Xique","BA","Xique-Xique","11/03/2022",760,2022,2933604
