"municipio","Estado","Município.s.","Data","Famílias","Categoria","ano","CD_MUN"
"BA_Formosa do Rio Preto","BA","Formosa do Rio Preto","01/09/2021",4,"Camponês de fundo e fecho de pasto",2021,2911105
"BA_Gentio do Ouro","BA","Gentio do Ouro","20/07/2022",35,"Quilombola",2022,2911303
"BA_Guaratinga","BA","Guaratinga","14/07/2022",178,"Sem Terra",2022,2911808
"BA_Guaratinga","BA","Guaratinga","24/05/2022",178,"Sem Terra",2022,2911808
"BA_Guaratinga","BA","Guaratinga","27/05/2022",178,"Sem Terra",2022,2911808
"BA_Ibipeba","BA","Ibipeba","31/05/2021",531,"Camponês de fundo e fecho de pasto",2021,2912400
"BA_Ilhéus","BA","Ilhéus","13/07/2021",80,"Assentado",2021,2913606
"BA_Iraquara","BA","Iraquara","23/09/2021",180,"Quilombola",2021,2914406
"BA_Itabela","BA","Itabela","26/01/2022",40,"Indígenas",2022,2914653
"BA_Itaberaba","BA","Itaberaba","22/10/2021",100,"Sem Terra",2021,2914703
"BA_Itaeté","BA","Itaeté","05/11/2022",25,"Sem Terra",2022,2915007
"BA_Itaeté","BA","Itaeté","01/04/2022",250,"Sem Terra",2022,2915007
"BA_Itaeté","BA","Itaeté","29/03/2022",250,"Sem Terra",2022,2915007
"BA_Itaeté","BA","Itaeté","12/10/2022",25,"Sem Terra",2022,2915007
"BA_Itaeté","BA","Itaeté","16/10/2022",25,"Sem Terra",2022,2915007
"BA_Itaeté","BA","Itaeté","25/03/2022",250,"Sem Terra",2022,2915007
"BA_Itaeté","BA","Itaeté","01/06/2022",250,"Sem Terra",2022,2915007
"BA_Itaeté","BA","Itaeté","04/05/2022",250,"Sem Terra",2022,2915007
"BA_Jaborandi","BA","Jaborandi","23/03/2022",304,"Atingido por barragem",2022,2917359
"BA_Jaborandi","BA","Jaborandi","22/02/2021",1281,"Ribeirinho",2021,2917359
"BA_Jaborandi","BA","Jaborandi","23/03/2022",50,"Atingido por barragem",2022,2917359
"BA_Jacobina","BA","Jacobina","23/12/2021",13,"Sem Terra",2021,2917508
"BA_Jacobina","BA","Jacobina","05/12/2022",13,"Sem Terra",2022,2917508
"BA_Jacobina","BA","Jacobina","29/11/2022",13,"Sem Terra",2022,2917508
"BA_Jaguarari","BA","Jaguarari","17/08/2021",30,"Camponês de fundo e fecho de pasto",2021,2917706
"BA_Juazeiro","BA","Juazeiro","10/03/2021",80,"Sem Terra",2021,2918407
"BA_Juazeiro","BA","Juazeiro","24/03/2021",80,"Sem Terra",2021,2918407
"BA_Lauro de Freitas","BA","Lauro de Freitas","14/10/2021",578,"Quilombola",2021,2919207
"BA_Licínio de Almeida","BA","Licínio de Almeida","24/05/2022",58,"Posseiro",2022,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","14/10/2022",32,"Posseiro",2022,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","14/10/2022",58,"Posseiro",2022,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","24/05/2022",32,"Posseiro",2022,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","25/05/2022",58,"Posseiro",2022,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","17/07/2021",32,"Posseiro",2021,2919405
"BA_Licínio de Almeida","BA","Licínio de Almeida","25/05/2022",32,"Posseiro",2022,2919405
"BA_Malhada","BA","Malhada","30/09/2021",400,"Quilombola",2021,2920205
"BA_Mirangaba","BA","Mirangaba","30/11/2022",114,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","29/11/2022",180,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","20/10/2021",90,"Camponês de fundo e fecho de pasto",2021,2921401
"BA_Mirangaba","BA","Mirangaba","20/10/2021",16,"Camponês de fundo e fecho de pasto",2021,2921401
"BA_Mirangaba","BA","Mirangaba","30/11/2022",180,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","29/11/2022",50,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","29/11/2022",16,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","20/10/2021",180,"Camponês de fundo e fecho de pasto",2021,2921401
"BA_Mirangaba","BA","Mirangaba","30/11/2022",90,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","30/11/2022",50,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","29/11/2022",114,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","16/09/2021",114,"Camponês de fundo e fecho de pasto",2021,2921401
"BA_Mirangaba","BA","Mirangaba","29/11/2022",90,"Camponês de fundo e fecho de pasto",2022,2921401
"BA_Mirangaba","BA","Mirangaba","14/09/2021",50,"Camponês de fundo e fecho de pasto",2021,2921401
"BA_Mucuri","BA","Mucuri","17/02/2021",83,"Assentado",2021,2922003
"BA_Muquém de São Francisco","BA","Muquém de São Francisco","19/10/2022",1,"Trabalhador Assalariado",2022,2922250
"BA_Nova Viçosa","BA","Nova Viçosa","30/03/2022",1,"Quilombola",2022,2923001
"BA_Oliveira dos Brejinhos","BA","Oliveira dos Brejinhos","07/08/2021",31,"Assentado",2021,2923209
"BA_Palmeiras","BA","Palmeiras","20/02/2022",1,"Posseiro",2022,2923506
"BA_Paratinga","BA","Paratinga","07/12/2022",1,"Quilombola",2022,2923704
"BA_Pau Brasil","BA","Pau Brasil","19/04/2022",22,"Indígenas",2022,2923902
"BA_Paulo Afonso","BA","Paulo Afonso","01/12/2022",18,"Indígenas",2022,2924009
"BA_Paulo Afonso","BA","Paulo Afonso","05/12/2022",18,"Indígenas",2022,2924009
"BA_Paulo Afonso","BA","Paulo Afonso","14/10/2021",18,"Indígenas",2021,2924009
"BA_Paulo Afonso","BA","Paulo Afonso","06/12/2022",18,"Indígenas",2022,2924009
"BA_Paulo Afonso","BA","Paulo Afonso","04/12/2022",18,"Indígenas",2022,2924009
"BA_Paulo Afonso","BA","Paulo Afonso","07/02/2022",18,"Indígenas",2022,2924009
"BA_Piatã","BA","Piatã","15/05/2022",150,"Quilombola",2022,2924306
"BA_Piatã","BA","Piatã","27/01/2021",NA,"Camponês de fundo e fecho de pasto",2021,2924306
"BA_Piatã","BA","Piatã","10/03/2021",150,"Quilombola",2021,2924306
"BA_Piatã","BA","Piatã","27/01/2021",1,"Camponês de fundo e fecho de pasto",2021,2924306
"BA_Pindaí","BA","Pindaí","07/06/2021",150,"Camponês de fundo e fecho de pasto",2021,2924504
"BA_Pindaí","BA","Pindaí","16/10/2021",30,"Camponês de fundo e fecho de pasto",2021,2924504
"BA_Pindaí","BA","Pindaí","13/07/2021",13,"Pequeno proprietário",2021,2924504
"BA_Pindaí","BA","Pindaí","18/11/2021",115,"Pequeno proprietário",2021,2924504
"BA_Piritiba","BA","Piritiba","15/08/2022",50,"Sem Terra",2022,2924801
"BA_Ponto Novo","BA","Ponto Novo","24/12/2021",56,"Sem Terra",2021,2925253
"BA_Ponto Novo","BA","Ponto Novo","19/11/2022",60,"Sem Terra",2022,2925253
"BA_Porto Seguro","BA","Porto Seguro","05/09/2022",1,"Sem Terra",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","17/08/2022",186,"Indígenas",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","17/05/2021",186,"Indígenas",2021,2925303
"BA_Porto Seguro","BA","Porto Seguro","21/02/2022",186,"Indígenas",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","12/09/2022",186,"Indígenas",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","06/09/2022",186,"Indígenas",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","10/03/2021",350,"Indígenas",2021,2925303
"BA_Porto Seguro","BA","Porto Seguro","08/02/2022",186,"Indígenas",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","26/08/2022",186,"Indígenas",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","15/09/2022",1,"Sem Terra",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","14/01/2022",186,"Indígenas",2022,2925303
"BA_Porto Seguro","BA","Porto Seguro","27/12/2022",186,"Indígenas",2022,2925303
"BA_Prado","BA","Prado","02/11/2021",170,"Assentado",2021,2925501
"BA_Prado","BA","Prado","20/10/2021",75,"Indígenas",2021,2925501
"BA_Prado","BA","Prado","30/10/2021",170,"Assentado",2021,2925501
"BA_Prado","BA","Prado","04/09/2022",75,"Indígenas",2022,2925501
"BA_Prado","BA","Prado","05/09/2022",75,"Indígenas",2022,2925501
"BA_Prado","BA","Prado","27/06/2022",45,"Indígenas",2022,2925501
"BA_Prado","BA","Prado","26/06/2022",1,"Indígenas",2022,2925501
"BA_Riachão das Neves","BA","Riachão das Neves","20/10/2022",100,"Assentado",2022,2926202
"BA_Riacho de Santana","BA","Riacho de Santana","07/12/2022",1,"Quilombola",2022,2926400
"BA_Rodelas","BA","Rodelas","01/02/2021",220,"Indígenas",2021,2927101
"BA_Ruy Barbosa","BA","Ruy Barbosa","30/10/2022",40,"Sem Terra",2022,2927200
"BA_Ruy Barbosa","BA","Ruy Barbosa","28/10/2021",40,"Sem Terra",2021,2927200
"BA_Ruy Barbosa","BA","Ruy Barbosa","30/10/2021",40,"Sem Terra",2021,2927200
"BA_Ruy Barbosa","BA","Ruy Barbosa","19/11/2022",40,"Sem Terra",2022,2927200
"BA_Ruy Barbosa","BA","Ruy Barbosa","19/11/2021",40,"Sem Terra",2021,2927200
"BA_Ruy Barbosa","BA","Ruy Barbosa","28/10/2022",40,"Sem Terra",2022,2927200
"BA_Salinas da Margarida","BA","Salinas da Margarida","22/04/2021",40,"Quilombola",2021,2927309
"BA_Salvador","BA","Salvador","21/11/2022",1,"Quilombola",2022,2927408
"BA_Salvador","BA","Salvador","25/03/2021",1500,"Quilombola",2021,2927408
"BA_Santa Cruz Cabrália","BA","Santa Cruz Cabrália","26/04/2021",350,"Indígenas",2021,2927705
"BA_Santa Cruz Cabrália","BA","Santa Cruz Cabrália","15/03/2022",350,"Indígenas",2022,2927705
"BA_Santa Cruz Cabrália","BA","Santa Cruz Cabrália","31/08/2021",350,"Indígenas",2021,2927705
"BA_Santa Cruz Cabrália","BA","Santa Cruz Cabrália","05/10/2021",350,"Indígenas",2021,2927705
"BA_Santa Cruz Cabrália","BA","Santa Cruz Cabrália","08/03/2022",350,"Indígenas",2022,2927705
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","20/07/2022",30,"Camponês de fundo e fecho de pasto",2022,2928109
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","14/07/2022",5,"Camponês de fundo e fecho de pasto",2022,2928109
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","01/09/2022",5,"Camponês de fundo e fecho de pasto",2022,2928109
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","15/07/2022",5,"Camponês de fundo e fecho de pasto",2022,2928109
"BA_Santa Maria da Vitória","BA","Santa Maria da Vitória","09/06/2022",5,"Camponês de fundo e fecho de pasto",2022,2928109
"BA_Santo Amaro","BA","Santo Amaro","24/04/2022",2,"Quilombola",2022,2928604
"BA_Santo Amaro","BA","Santo Amaro","16/03/2022",2,"Quilombola",2022,2928604
"BA_São Desidério","BA","São Desidério","11/10/2022",1,"Posseiro",2022,2928901
"BA_São Desidério","BA","São Desidério","20/10/2022",1,"Posseiro",2022,2928901
"BA_São Desidério","BA","São Desidério","29/12/2021",250,"Ribeirinho",2021,2928901
"BA_São Desidério","BA","São Desidério","11/10/2022",1,"Assentado",2022,2928901
"BA_São Desidério","BA","São Desidério","20/07/2022",250,"Ribeirinho",2022,2928901
"BA_Senhor do Bonfim","BA","Senhor do Bonfim","25/11/2021",12,"Sem Terra",2021,2930105
"BA_Senhor do Bonfim","BA","Senhor do Bonfim","02/12/2022",10,"Sem Terra",2022,2930105
"BA_Sento Sé","BA","Sento Sé","12/02/2021",181,"Ribeirinho",2021,2930204
"BA_Sento Sé","BA","Sento Sé","12/02/2021",181,"Ribeirinho",2021,2930204
"BA_Sento Sé","BA","Sento Sé","12/02/2021",181,"Ribeirinho",2021,2930204
"BA_Serra Dourada","BA","Serra Dourada","02/06/2022",92,"Camponês de fundo e fecho de pasto",2022,2930303
"BA_Simões Filho","BA","Simões Filho","06/10/2021",43,"Quilombola",2021,2930709
"BA_Simões Filho","BA","Simões Filho","08/11/2021",43,"Quilombola",2021,2930709
"BA_Souto Soares","BA","Souto Soares","04/03/2021",750,"Camponês de fundo e fecho de pasto",2021,2930808
"BA_Souto Soares","BA","Souto Soares","08/02/2021",750,"Camponês de fundo e fecho de pasto",2021,2930808
"BA_Una","BA","Una","02/08/2021",70,"Indígenas",2021,2932507
"BA_Una","BA","Una","23/09/2021",130,"Indígenas",2021,2932507
"BA_Una","BA","Una","06/08/2021",70,"Indígenas",2021,2932507
"BA_Una","BA","Una","08/07/2022",130,"Indígenas",2022,2932507
"BA_Una","BA","Una","06/11/2022",130,"Indígenas",2022,2932507
"BA_Una","BA","Una","01/08/2021",70,"Indígenas",2021,2932507
"BA_Una","BA","Una","04/08/2021",70,"Indígenas",2021,2932507
"BA_Una","BA","Una","03/01/2021",130,"Indígenas",2021,2932507
"BA_Utinga","BA","Utinga","30/08/2021",13,"Sem Terra",2021,2932804
"BA_Vitória da Conquista","BA","Vitória da Conquista","21/11/2022",1,"Quilombola",2022,2933307
"BA_Vitória da Conquista","BA","Vitória da Conquista","01/06/2022",50,"Sem Terra",2022,2933307
"BA_Vitória da Conquista","BA","Vitória da Conquista","17/11/2022",1,"Quilombola",2022,2933307
"BA_Vitória da Conquista","BA","Vitória da Conquista","17/11/2022",25,"Quilombola",2022,2933307
"BA_Vitória da Conquista","BA","Vitória da Conquista","17/11/2022",1,"Quilombola",2022,2933307
"BA_Xique-Xique","BA","Xique-Xique","31/05/2021",600,"Camponês de fundo e fecho de pasto",2021,2933604
"BA_Xique-Xique","BA","Xique-Xique","09/05/2022",600,"Camponês de fundo e fecho de pasto",2022,2933604
"CE_Aquiraz","CE","Aquiraz","23/06/2022",1,"Indígenas",2022,2301000
"CE_Aracati","CE","Aracati","31/12/2022",1,"Sem Terra",2022,2301109
"CE_Aracati","CE","Aracati","07/05/2021",159,"Quilombola",2021,2301109
"CE_Aracati","CE","Aracati","30/04/2021",61,"Quilombola",2021,2301109
"CE_Aracati","CE","Aracati","30/03/2022",159,"Quilombola",2022,2301109
"CE_Aracati","CE","Aracati","07/05/2021",159,"Quilombola",2021,2301109
"CE_Aracati","CE","Aracati","30/04/2021",159,"Quilombola",2021,2301109
"CE_Camocim","CE","Camocim","29/01/2021",400,"Pescador",2021,2302602
"CE_Caucaia","CE","Caucaia","03/12/2021",NA,"Quilombola",2021,2303709
"CE_Caucaia","CE","Caucaia","10/06/2022",1,"Quilombola",2022,2303709
"CE_Caucaia","CE","Caucaia","04/11/2021",385,"Indígenas",2021,2303709
"CE_Caucaia","CE","Caucaia","15/11/2022",10,"Indígenas",2022,2303709
"CE_Caucaia","CE","Caucaia","14/11/2021",1400,"Indígenas",2021,2303709
"CE_Caucaia","CE","Caucaia","30/04/2021",760,"Indígenas",2021,2303709
"CE_Crateús","CE","Crateús","26/09/2021",575,"Indígenas",2021,2304103
"CE_Crateús","CE","Crateús","25/09/2021",575,"Indígenas",2021,2304103
"CE_Crato","CE","Crato","31/12/2021",6,"Indígenas",2021,2304202
"CE_Icapuí","CE","Icapuí","09/04/2022",200,"Pescador",2022,2305357
"CE_Icapuí","CE","Icapuí","31/12/2022",1,"Sem Terra",2022,2305357
"CE_Icapuí","CE","Icapuí","31/12/2022",1,"Sem Terra",2022,2305357
"CE_Itapipoca","CE","Itapipoca","21/03/2021",130,"Indígenas",2021,2306405
"CE_Limoeiro do Norte","CE","Limoeiro do Norte","10/06/2022",100,"Sem Terra",2022,2307601
"CE_Limoeiro do Norte","CE","Limoeiro do Norte","10/09/2021",100,"Sem Terra",2021,2307601
"CE_Mauriti","CE","Mauriti","11/02/2021",30,"Sem Terra",2021,2308104
"CE_Pacatuba","CE","Pacatuba","23/11/2022",1150,"Indígenas",2022,2309706
"DF_Brasília","DF","Brasília","21/06/2022",300,"Sem Terra",2022,5300108
"DF_Brasília","DF","Brasília","19/06/2022",300,"Sem Terra",2022,5300108
"DF_Brasília","DF","Brasília","30/04/2022",300,"Sem Terra",2022,5300108
"DF_Brasília","DF","Brasília","06/05/2022",300,"Sem Terra",2022,5300108
"DF_Brasília","DF","Brasília","03/05/2022",300,"Sem Terra",2022,5300108
"DF_Brasília","DF","Brasília","29/01/2022",150,"Sem Terra",2022,5300108
"DF_Brasília","DF","Brasília","01/03/2022",100,"Sem Terra",2022,5300108
"DF_Brasília","DF","Brasília","25/09/2022",1,"Assentado",2022,5300108
"ES_Aracruz","ES","Aracruz","02/09/2022",117,"Indígenas",2022,3200607
"ES_Aracruz","ES","Aracruz","09/09/2022",117,"Indígenas",2022,3200607
"ES_Aracruz","ES","Aracruz","21/05/2022",117,"Indígenas",2022,3200607
"ES_Aracruz","ES","Aracruz","30/11/2021",250,"Indígenas",2021,3200607
"ES_Colatina","ES","Colatina","14/01/2022",20,"Pequeno proprietário",2022,3201506
"ES_Conceição da Barra","ES","Conceição da Barra","27/01/2021",18,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","04/03/2021",NA,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","04/03/2021",18,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","11/03/2022",37,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","05/04/2021",18,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","07/01/2022",37,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","10/06/2021",37,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","27/01/2021",40,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","07/04/2022",60,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","26/09/2022",1,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","27/01/2021",70,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","04/03/2021",70,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","10/06/2021",NA,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","10/06/2021",100,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","03/05/2022",35,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","04/07/2022",70,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","10/08/2022",35,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","26/09/2021",NA,"Pequeno proprietário",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","11/06/2021",35,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","26/08/2021",100,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","01/01/2021",40,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","08/06/2022",35,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","04/07/2022",70,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","09/06/2022",35,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","08/08/2022",60,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","04/07/2022",35,"Quilombola",2022,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","10/06/2021",70,"Quilombola",2021,3201605
"ES_Conceição da Barra","ES","Conceição da Barra","04/07/2022",37,"Quilombola",2022,3201605
"ES_Guarapari","ES","Guarapari","25/10/2022",100,"Pequeno proprietário",2022,3202405
"ES_Guarapari","ES","Guarapari","17/11/2022",30,"Pequeno proprietário",2022,3202405
"ES_Linhares","ES","Linhares","05/10/2021",40,"Sem Terra",2021,3203205
"ES_Nova Venécia","ES","Nova Venécia","17/03/2021",NA,"Pequeno proprietário",2021,3203908
"ES_Ponto Belo","ES","Ponto Belo","13/08/2021",82,"Sem Terra",2021,3204252
"ES_São Mateus","ES","São Mateus","10/06/2021",45,"Quilombola",2021,3204906
"ES_São Mateus","ES","São Mateus","09/07/2022",1,"Quilombola",2022,3204906
"ES_São Mateus","ES","São Mateus","10/06/2021",NA,"Quilombola",2021,3204906
"ES_Vitória","ES","Vitória","16/11/2022",38,"Pescador",2022,3205309
"GO_Água Fria de Goiás","GO","Água Fria de Goiás","06/09/2021",NA,"Posseiro",2021,5200175
"GO_Aruanã","GO","Aruanã","15/03/2022",50,"Indígenas",2022,5202502
"GO_Aruanã","GO","Aruanã","16/11/2021",NA,"Sem Terra",2021,5202502
"GO_Baliza","GO","Baliza","30/08/2022",529,"Assentado",2022,5203104
"GO_Baliza","GO","Baliza","22/11/2022",529,"Assentado",2022,5203104
"GO_Baliza","GO","Baliza","03/08/2021",529,"Assentado",2021,5203104
"GO_Baliza","GO","Baliza","26/09/2022",529,"Assentado",2022,5203104
"GO_Baliza","GO","Baliza","25/08/2022",529,"Assentado",2022,5203104
"GO_Baliza","GO","Baliza","28/01/2022",529,"Assentado",2022,5203104
"GO_Baliza","GO","Baliza","07/11/2022",529,"Assentado",2022,5203104
"GO_Bela Vista de Goiás","GO","Bela Vista de Goiás","21/01/2021",NA,"Pequeno proprietário",2021,5203302
"GO_Bela Vista de Goiás","GO","Bela Vista de Goiás","21/01/2021",NA,"Pequeno proprietário",2021,5203302
"GO_Bela Vista de Goiás","GO","Bela Vista de Goiás","21/01/2021",NA,"Trabalhador Rural",2021,5203302
"GO_Caiapônia","GO","Caiapônia","04/07/2022",118,"Assentado",2022,5204409
"GO_Caiapônia","GO","Caiapônia","21/09/2022",29,"Assentado",2022,5204409
"GO_Caiapônia","GO","Caiapônia","21/01/2021",63,"Assentado",2021,5204409
"GO_Caiapônia","GO","Caiapônia","13/05/2021",NA,"Quilombola",2021,5204409
"GO_Catalão","GO","Catalão","30/11/2022",37,"Sem Terra",2022,5205109
"GO_Catalão","GO","Catalão","26/06/2022",25,"Pequeno proprietário",2022,5205109
"GO_Catalão","GO","Catalão","15/03/2022",2,"Posseiro",2022,5205109
"GO_Catalão","GO","Catalão","30/08/2021",4,"Pequeno proprietário",2021,5205109
"GO_Catalão","GO","Catalão","31/12/2021",37,"Sem Terra",2021,5205109
"GO_Cavalcante","GO","Cavalcante","27/04/2022",35,"Posseiro",2022,5205307
"GO_Cavalcante","GO","Cavalcante","02/12/2022",215,"Quilombola",2022,5205307
"GO_Cavalcante","GO","Cavalcante","13/05/2021",125,"Quilombola",2021,5205307
"GO_Cavalcante","GO","Cavalcante","27/09/2022",125,"Quilombola",2022,5205307
"GO_Cavalcante","GO","Cavalcante","13/05/2021",215,"Quilombola",2021,5205307
"GO_Cavalcante","GO","Cavalcante","21/11/2022",215,"Quilombola",2022,5205307
"GO_Cavalcante","GO","Cavalcante","08/10/2021",35,"Posseiro",2021,5205307
"GO_Cavalcante","GO","Cavalcante","27/04/2022",1,"Posseiro",2022,5205307
"GO_Cavalcante","GO","Cavalcante","13/05/2021",NA,"Quilombola",2021,5205307
"GO_Cavalcante","GO","Cavalcante","10/10/2022",1,"Pequeno proprietário",2022,5205307
"GO_Cavalcante","GO","Cavalcante","09/04/2021",125,"Quilombola",2021,5205307
"GO_Cavalcante","GO","Cavalcante","11/11/2021",215,"Quilombola",2021,5205307
"GO_Cavalcante","GO","Cavalcante","31/12/2021",NA,"Posseiro",2021,5205307
"GO_Cidade Ocidental","GO","Cidade Ocidental","13/05/2021",750,"Quilombola",2021,5205497
"GO_Crixás","GO","Crixás","20/10/2021",85,"Assentado",2021,5206404
"GO_Formosa","GO","Formosa","04/11/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","22/01/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","18/12/2021",320,"Sem Terra",2021,5208004
"GO_Formosa","GO","Formosa","15/11/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","18/10/2021",320,"Sem Terra",2021,5208004
"GO_Formosa","GO","Formosa","06/11/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","06/12/2021",320,"Sem Terra",2021,5208004
"GO_Formosa","GO","Formosa","12/09/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","21/11/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","27/10/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","07/08/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","28/11/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","19/01/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","25/11/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","24/11/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","05/09/2022",320,"Sem Terra",2022,5208004
"GO_Formosa","GO","Formosa","12/03/2021",320,"Sem Terra",2021,5208004
"GO_Goiânia","GO","Goiânia","12/11/2021",NA,"Agente pastoral",2021,5208707
"GO_Iaciara","GO","Iaciara","11/08/2022",1,"Quilombola",2022,5209903
"GO_Iaciara","GO","Iaciara","05/09/2021",30,"Quilombola",2021,5209903
"GO_Iaciara","GO","Iaciara","20/03/2022",30,"Quilombola",2022,5209903
"GO_Iaciara","GO","Iaciara","03/03/2022",1,"Quilombola",2022,5209903
"GO_Iaciara","GO","Iaciara","11/08/2022",30,"Quilombola",2022,5209903
"GO_Iaciara","GO","Iaciara","20/03/2022",1,"Quilombola",2022,5209903
"GO_Ipameri","GO","Ipameri","06/02/2021",25,"Sem Terra",2021,5210109
"GO_Ipameri","GO","Ipameri","08/04/2022",52,"Sem Terra",2022,5210109
"GO_Jaupaci","GO","Jaupaci","28/08/2021",46,"Sem Terra",2021,5212006
"GO_Jaupaci","GO","Jaupaci","02/12/2022",46,"Sem Terra",2022,5212006
"GO_Mimoso de Goiás","GO","Mimoso de Goiás","05/09/2021",NA,"Quilombola",2021,5213053
"GO_Minaçu","GO","Minaçu","14/12/2021",3,"Indígenas",2021,5213087
"GO_Minaçu","GO","Minaçu","23/05/2022",22,"Sem Terra",2022,5213087
"GO_Minaçu","GO","Minaçu","05/10/2022",1,"Assentado",2022,5213087
"GO_Minaçu","GO","Minaçu","27/10/2022",163,"Assentado",2022,5213087
"GO_Montividiu","GO","Montividiu","31/12/2021",164,"Assentado",2021,5213756
"GO_Morro Agudo de Goiás","GO","Morro Agudo de Goiás","01/11/2021",NA,"Sem Terra",2021,5213855
"GO_Morro Agudo de Goiás","GO","Morro Agudo de Goiás","24/05/2021",NA,"Sem Terra",2021,5213855
"GO_Morro Agudo de Goiás","GO","Morro Agudo de Goiás","31/12/2021",26,"Sem Terra",2021,5213855
"GO_Morro Agudo de Goiás","GO","Morro Agudo de Goiás","07/01/2022",26,"Sem Terra",2022,5213855
"GO_Morro Agudo de Goiás","GO","Morro Agudo de Goiás","06/03/2022",26,"Sem Terra",2022,5213855
"GO_Morro Agudo de Goiás","GO","Morro Agudo de Goiás","16/05/2021",26,"Sem Terra",2021,5213855
"GO_Niquelândia","GO","Niquelândia","12/10/2022",230,"Sem Terra",2022,5214606
"GO_Niquelândia","GO","Niquelândia","01/11/2022",230,"Sem Terra",2022,5214606
