"Ano","Geocodigo","Valor","Tipo"
"2009",2923902,1,"embargos_desmatamento"
"2009",2924009,1,"embargos_desmatamento"
"2009",2924801,1,"embargos_desmatamento"
"2009",2925006,1,"embargos_desmatamento"
"2009",2925204,3,"embargos_desmatamento"
"2009",2925303,13,"embargos_desmatamento"
"2009",2925501,8,"embargos_desmatamento"
"2009",2926004,1,"embargos_desmatamento"
"2009",2926202,2,"embargos_desmatamento"
"2009",2926400,4,"embargos_desmatamento"
"2009",2926657,6,"embargos_desmatamento"
"2009",2927200,1,"embargos_desmatamento"
"2009",2927309,1,"embargos_desmatamento"
"2009",2927408,26,"embargos_desmatamento"
"2009",2927705,5,"embargos_desmatamento"
"2009",2928059,5,"embargos_desmatamento"
"2009",2928505,1,"embargos_desmatamento"
"2009",2928703,1,"embargos_desmatamento"
"2009",2928901,1,"embargos_desmatamento"
"2009",2930154,1,"embargos_desmatamento"
"2009",2930709,1,"embargos_desmatamento"
"2009",2930758,2,"embargos_desmatamento"
"2009",2930766,1,"embargos_desmatamento"
"2009",2931004,1,"embargos_desmatamento"
"2009",2931202,5,"embargos_desmatamento"
"2009",2931301,2,"embargos_desmatamento"
"2009",2931806,6,"embargos_desmatamento"
"2009",2932200,1,"embargos_desmatamento"
"2009",2932309,1,"embargos_desmatamento"
"2009",2932507,5,"embargos_desmatamento"
"2009",2932606,1,"embargos_desmatamento"
"2009",2932705,3,"embargos_desmatamento"
"2009",2932903,13,"embargos_desmatamento"
"2009",2933208,1,"embargos_desmatamento"
"2009",2933257,1,"embargos_desmatamento"
"2009",2933307,6,"embargos_desmatamento"
"2009",2933604,3,"embargos_desmatamento"
"2009",3101904,22,"embargos_desmatamento"
"2009",3106101,1,"embargos_desmatamento"
"2009",3106200,3,"embargos_desmatamento"
"2009",3107208,2,"embargos_desmatamento"
"2009",3112802,1,"embargos_desmatamento"
"2009",3115300,1,"embargos_desmatamento"
"2009",3118601,3,"embargos_desmatamento"
"2009",3121100,1,"embargos_desmatamento"
"2009",3121605,2,"embargos_desmatamento"
"2009",3124203,1,"embargos_desmatamento"
"2009",3131703,4,"embargos_desmatamento"
"2009",3131901,1,"embargos_desmatamento"
"2009",3133006,2,"embargos_desmatamento"
"2009",3134103,7,"embargos_desmatamento"
"2009",3134608,9,"embargos_desmatamento"
"2009",3136702,3,"embargos_desmatamento"
"2009",3137601,1,"embargos_desmatamento"
"2009",3141108,2,"embargos_desmatamento"
"2009",3143302,1,"embargos_desmatamento"
"2009",3144656,1,"embargos_desmatamento"
"2009",3152501,2,"embargos_desmatamento"
"2009",3154309,1,"embargos_desmatamento"
"2009",3155405,2,"embargos_desmatamento"
"2009",3159001,4,"embargos_desmatamento"
"2009",3162203,3,"embargos_desmatamento"
"2009",3162948,1,"embargos_desmatamento"
"2009",3164308,3,"embargos_desmatamento"
"2009",3168051,1,"embargos_desmatamento"
"2009",3170602,1,"embargos_desmatamento"
"2009",3200102,11,"embargos_desmatamento"
"2009",3200201,7,"embargos_desmatamento"
"2009",3200300,8,"embargos_desmatamento"
"2009",3200409,6,"embargos_desmatamento"
"2009",3200508,4,"embargos_desmatamento"
"2009",3200607,2,"embargos_desmatamento"
"2009",3200805,5,"embargos_desmatamento"
"2009",3200904,2,"embargos_desmatamento"
"2009",3201001,1,"embargos_desmatamento"
"2009",3201100,2,"embargos_desmatamento"
"2009",3201159,1,"embargos_desmatamento"
"2009",3201209,29,"embargos_desmatamento"
"2009",3201308,6,"embargos_desmatamento"
"2009",3201407,3,"embargos_desmatamento"
"2009",3201506,6,"embargos_desmatamento"
"2009",3201605,2,"embargos_desmatamento"
"2009",3201902,5,"embargos_desmatamento"
"2009",3202009,3,"embargos_desmatamento"
"2009",3202108,4,"embargos_desmatamento"
"2009",3202306,3,"embargos_desmatamento"
"2009",3202405,7,"embargos_desmatamento"
"2009",3202454,2,"embargos_desmatamento"
"2009",3202603,4,"embargos_desmatamento"
"2009",3202702,5,"embargos_desmatamento"
"2009",3202801,10,"embargos_desmatamento"
"2009",3203007,2,"embargos_desmatamento"
"2009",3203056,8,"embargos_desmatamento"
"2009",3203106,2,"embargos_desmatamento"
"2009",3203130,2,"embargos_desmatamento"
"2009",3203205,11,"embargos_desmatamento"
"2009",3203320,7,"embargos_desmatamento"
"2009",3203346,6,"embargos_desmatamento"
"2009",3203353,1,"embargos_desmatamento"
"2009",3203403,7,"embargos_desmatamento"
"2009",3203700,3,"embargos_desmatamento"
"2009",3203908,4,"embargos_desmatamento"
"2009",3204203,1,"embargos_desmatamento"
"2009",3204302,2,"embargos_desmatamento"
"2009",3204351,3,"embargos_desmatamento"
"2009",3204401,4,"embargos_desmatamento"
"2009",3204609,4,"embargos_desmatamento"
"2009",3204807,2,"embargos_desmatamento"
"2009",3204906,4,"embargos_desmatamento"
"2009",3204955,2,"embargos_desmatamento"
"2009",3205002,10,"embargos_desmatamento"
"2009",3205010,1,"embargos_desmatamento"
"2009",3205036,6,"embargos_desmatamento"
"2009",3205069,5,"embargos_desmatamento"
"2009",3205101,1,"embargos_desmatamento"
"2009",3205150,6,"embargos_desmatamento"
"2009",3205176,7,"embargos_desmatamento"
"2009",3205200,7,"embargos_desmatamento"
"2009",3205309,7,"embargos_desmatamento"
"2009",3300100,11,"embargos_desmatamento"
"2009",3300258,13,"embargos_desmatamento"
"2009",3300308,7,"embargos_desmatamento"
"2009",3300407,2,"embargos_desmatamento"
"2009",3300704,2,"embargos_desmatamento"
"2009",3300803,2,"embargos_desmatamento"
"2009",3301009,6,"embargos_desmatamento"
"2009",3301108,2,"embargos_desmatamento"
"2009",3301157,3,"embargos_desmatamento"
"2009",3301207,1,"embargos_desmatamento"
"2009",3301306,4,"embargos_desmatamento"
"2009",3301702,2,"embargos_desmatamento"
"2009",3301850,2,"embargos_desmatamento"
"2009",3301900,1,"embargos_desmatamento"
"2009",3302007,1,"embargos_desmatamento"
"2009",3302106,1,"embargos_desmatamento"
"2009",3302205,2,"embargos_desmatamento"
"2009",3302254,4,"embargos_desmatamento"
"2009",3302403,1,"embargos_desmatamento"
"2009",3302502,2,"embargos_desmatamento"
"2009",3303104,1,"embargos_desmatamento"
"2009",3303302,1,"embargos_desmatamento"
"2009",3303401,11,"embargos_desmatamento"
"2009",3303500,1,"embargos_desmatamento"
"2009",3303807,9,"embargos_desmatamento"
"2009",3303906,4,"embargos_desmatamento"
"2009",3304110,1,"embargos_desmatamento"
"2009",3304128,2,"embargos_desmatamento"
"2009",3304300,1,"embargos_desmatamento"
"2009",3304524,1,"embargos_desmatamento"
"2009",3304557,6,"embargos_desmatamento"
"2009",3304706,2,"embargos_desmatamento"
"2009",3304755,1,"embargos_desmatamento"
"2009",3305208,1,"embargos_desmatamento"
"2009",3305604,5,"embargos_desmatamento"
"2009",3305802,1,"embargos_desmatamento"
"2009",3306305,6,"embargos_desmatamento"
"2009",3500204,1,"embargos_desmatamento"
"2009",3501608,1,"embargos_desmatamento"
"2009",3503000,1,"embargos_desmatamento"
"2009",3503505,1,"embargos_desmatamento"
"2009",3504602,1,"embargos_desmatamento"
"2009",3506102,30,"embargos_desmatamento"
"2009",3509007,1,"embargos_desmatamento"
"2009",3509908,5,"embargos_desmatamento"
"2009",3510203,1,"embargos_desmatamento"
"2009",3513801,1,"embargos_desmatamento"
"2009",3516200,4,"embargos_desmatamento"
"2009",3516408,1,"embargos_desmatamento"
"2009",3517901,3,"embargos_desmatamento"
"2009",3518701,4,"embargos_desmatamento"
"2009",3518800,1,"embargos_desmatamento"
"2009",3519808,3,"embargos_desmatamento"
"2009",3520301,1,"embargos_desmatamento"
"2009",3522406,1,"embargos_desmatamento"
"2009",3523305,1,"embargos_desmatamento"
"2009",3524204,3,"embargos_desmatamento"
"2009",3524402,2,"embargos_desmatamento"
"2009",3528502,1,"embargos_desmatamento"
"2009",3529500,3,"embargos_desmatamento"
"2009",3529708,2,"embargos_desmatamento"
"2009",3530003,1,"embargos_desmatamento"
"2009",3530300,2,"embargos_desmatamento"
"2009",3531308,1,"embargos_desmatamento"
"2009",3531506,1,"embargos_desmatamento"
"2009",3532827,1,"embargos_desmatamento"
"2009",3533908,2,"embargos_desmatamento"
"2009",3534609,1,"embargos_desmatamento"
"2009",3536406,2,"embargos_desmatamento"
"2009",3537503,1,"embargos_desmatamento"
"2009",3539301,18,"embargos_desmatamento"
"2009",3541307,1,"embargos_desmatamento"
"2009",3544251,2,"embargos_desmatamento"
"2009",3546603,2,"embargos_desmatamento"
"2009",3549805,3,"embargos_desmatamento"
"2009",3550308,4,"embargos_desmatamento"
"2009",3552502,1,"embargos_desmatamento"
"2009",3554904,1,"embargos_desmatamento"
"2009",3555406,1,"embargos_desmatamento"
"2009",3557204,1,"embargos_desmatamento"
"2009",4101002,1,"embargos_desmatamento"
"2009",4103958,1,"embargos_desmatamento"
"2009",4104808,1,"embargos_desmatamento"
"2009",4105706,2,"embargos_desmatamento"
"2009",4105904,1,"embargos_desmatamento"
"2009",4106456,2,"embargos_desmatamento"
"2009",4106803,8,"embargos_desmatamento"
"2009",4106902,1,"embargos_desmatamento"
"2009",4108304,2,"embargos_desmatamento"
"2009",4108502,6,"embargos_desmatamento"
"2009",4109401,4,"embargos_desmatamento"
"2009",4109609,3,"embargos_desmatamento"
"2009",4110102,1,"embargos_desmatamento"
"2009",4110201,12,"embargos_desmatamento"
"2009",4114302,1,"embargos_desmatamento"
"2009",4114500,1,"embargos_desmatamento"
"2009",4115200,1,"embargos_desmatamento"
"2009",4117255,4,"embargos_desmatamento"
"2009",4117602,4,"embargos_desmatamento"
"2009",4118204,3,"embargos_desmatamento"
"2009",4118501,3,"embargos_desmatamento"
"2009",4119301,24,"embargos_desmatamento"
"2009",4120309,4,"embargos_desmatamento"
"2009",4120507,1,"embargos_desmatamento"
"2009",4120606,3,"embargos_desmatamento"
"2009",4120903,2,"embargos_desmatamento"
"2009",4122008,9,"embargos_desmatamento"
"2009",4122305,1,"embargos_desmatamento"
"2009",4126504,1,"embargos_desmatamento"
"2009",4126652,1,"embargos_desmatamento"
"2009",4127965,3,"embargos_desmatamento"
"2009",4128203,3,"embargos_desmatamento"
"2009",4128708,1,"embargos_desmatamento"
"2009",4200101,1,"embargos_desmatamento"
"2009",4200408,2,"embargos_desmatamento"
"2009",4200804,2,"embargos_desmatamento"
"2009",4201307,1,"embargos_desmatamento"
"2009",4201802,1,"embargos_desmatamento"
"2009",4202008,4,"embargos_desmatamento"
"2009",4202107,1,"embargos_desmatamento"
"2009",4202131,2,"embargos_desmatamento"
"2009",4202305,2,"embargos_desmatamento"
"2009",4202404,6,"embargos_desmatamento"
"2009",4202453,1,"embargos_desmatamento"
"2009",4202909,9,"embargos_desmatamento"
"2009",4203006,2,"embargos_desmatamento"
"2009",4203154,1,"embargos_desmatamento"
"2009",4203204,7,"embargos_desmatamento"
"2009",4203253,1,"embargos_desmatamento"
"2009",4203303,1,"embargos_desmatamento"
"2009",4203600,4,"embargos_desmatamento"
"2009",4203808,1,"embargos_desmatamento"
"2009",4204004,2,"embargos_desmatamento"
"2009",4204178,1,"embargos_desmatamento"
"2009",4204202,9,"embargos_desmatamento"
"2009",4204608,1,"embargos_desmatamento"
"2009",4204905,1,"embargos_desmatamento"
"2009",4205407,14,"embargos_desmatamento"
"2009",4205605,2,"embargos_desmatamento"
"2009",4205704,1,"embargos_desmatamento"
"2009",4205803,1,"embargos_desmatamento"
"2009",4206009,6,"embargos_desmatamento"
"2009",4206108,1,"embargos_desmatamento"
"2009",4206306,1,"embargos_desmatamento"
"2009",4206702,1,"embargos_desmatamento"
"2009",4206751,1,"embargos_desmatamento"
"2009",4206900,1,"embargos_desmatamento"
"2009",4207007,1,"embargos_desmatamento"
"2009",4207106,4,"embargos_desmatamento"
"2009",4207304,2,"embargos_desmatamento"
"2009",4207502,1,"embargos_desmatamento"
"2009",4208104,1,"embargos_desmatamento"
"2009",4208203,5,"embargos_desmatamento"
"2009",4208450,1,"embargos_desmatamento"
"2009",4208609,1,"embargos_desmatamento"
"2009",4208807,1,"embargos_desmatamento"
"2009",4208906,2,"embargos_desmatamento"
"2009",4209102,5,"embargos_desmatamento"
"2009",4209300,3,"embargos_desmatamento"
"2009",4209409,4,"embargos_desmatamento"
"2009",4209854,1,"embargos_desmatamento"
"2009",4209904,1,"embargos_desmatamento"
"2009",4210001,2,"embargos_desmatamento"
"2009",4210100,2,"embargos_desmatamento"
"2009",4211306,4,"embargos_desmatamento"
"2009",4211504,1,"embargos_desmatamento"
"2009",4211900,7,"embargos_desmatamento"
"2009",4212106,1,"embargos_desmatamento"
"2009",4212270,1,"embargos_desmatamento"
"2009",4212502,9,"embargos_desmatamento"
"2009",4212908,1,"embargos_desmatamento"
"2009",4213153,1,"embargos_desmatamento"
"2009",4213500,4,"embargos_desmatamento"
"2009",4213609,5,"embargos_desmatamento"
"2009",4213807,1,"embargos_desmatamento"
"2009",4214805,5,"embargos_desmatamento"
"2009",4215000,7,"embargos_desmatamento"
"2009",4215455,1,"embargos_desmatamento"
"2009",4215505,1,"embargos_desmatamento"
"2009",4215679,68,"embargos_desmatamento"
"2009",4215802,4,"embargos_desmatamento"
"2009",4216206,6,"embargos_desmatamento"
"2009",4216602,1,"embargos_desmatamento"
"2009",4217501,1,"embargos_desmatamento"
"2009",4218004,5,"embargos_desmatamento"
"2009",4218251,1,"embargos_desmatamento"
"2009",4218707,1,"embargos_desmatamento"
"2009",4218905,2,"embargos_desmatamento"
"2009",4219309,1,"embargos_desmatamento"
"2009",4219408,1,"embargos_desmatamento"
"2009",4219705,1,"embargos_desmatamento"
"2009",4300109,1,"embargos_desmatamento"
"2009",4301602,1,"embargos_desmatamento"
"2009",4303608,3,"embargos_desmatamento"
"2009",4304507,1,"embargos_desmatamento"
"2009",4311007,1,"embargos_desmatamento"
"2009",4311908,1,"embargos_desmatamento"
"2009",4312138,1,"embargos_desmatamento"
"2009",4312674,1,"embargos_desmatamento"
"2009",4314100,1,"embargos_desmatamento"
"2009",4314902,1,"embargos_desmatamento"
"2009",4315321,1,"embargos_desmatamento"
"2009",4315602,2,"embargos_desmatamento"
"2009",4316907,2,"embargos_desmatamento"
"2009",4317301,1,"embargos_desmatamento"
"2009",4319406,1,"embargos_desmatamento"
"2009",4320651,1,"embargos_desmatamento"
"2009",4321352,1,"embargos_desmatamento"
"2009",5000203,2,"embargos_desmatamento"
"2009",5000252,3,"embargos_desmatamento"
"2009",5002704,2,"embargos_desmatamento"
"2009",5003306,4,"embargos_desmatamento"
"2009",5003751,3,"embargos_desmatamento"
"2009",5003900,1,"embargos_desmatamento"
"2009",5004700,1,"embargos_desmatamento"
"2009",5006002,2,"embargos_desmatamento"
"2009",5006309,1,"embargos_desmatamento"
"2009",5006358,1,"embargos_desmatamento"
"2009",5006408,1,"embargos_desmatamento"
"2009",5006606,1,"embargos_desmatamento"
"2009",5006903,1,"embargos_desmatamento"
"2009",5007109,1,"embargos_desmatamento"
"2009",5007406,1,"embargos_desmatamento"
"2009",5007505,1,"embargos_desmatamento"
"2009",5007695,2,"embargos_desmatamento"
"2009",5008305,1,"embargos_desmatamento"
"2009",5100102,1,"embargos_desmatamento"
"2009",5100201,1,"embargos_desmatamento"
"2009",5100250,5,"embargos_desmatamento"
"2009",5100359,5,"embargos_desmatamento"
"2009",5100409,5,"embargos_desmatamento"
"2009",5100805,2,"embargos_desmatamento"
"2009",5101001,1,"embargos_desmatamento"
"2009",5101209,2,"embargos_desmatamento"
"2009",5101407,20,"embargos_desmatamento"
"2009",5101852,6,"embargos_desmatamento"
"2009",5101902,7,"embargos_desmatamento"
"2009",5102504,4,"embargos_desmatamento"
"2009",5102678,1,"embargos_desmatamento"
"2009",5102694,2,"embargos_desmatamento"
"2009",5102702,5,"embargos_desmatamento"
"2009",5102793,2,"embargos_desmatamento"
"2009",5102850,2,"embargos_desmatamento"
"2009",5103007,1,"embargos_desmatamento"
"2009",5103056,1,"embargos_desmatamento"
"2009",5103106,1,"embargos_desmatamento"
"2009",5103205,1,"embargos_desmatamento"
"2009",5103254,16,"embargos_desmatamento"
"2009",5103304,2,"embargos_desmatamento"
"2009",5103353,19,"embargos_desmatamento"
"2009",5103379,2,"embargos_desmatamento"
"2009",5103403,1,"embargos_desmatamento"
"2009",5103700,4,"embargos_desmatamento"
"2009",5103858,9,"embargos_desmatamento"
"2009",5104104,7,"embargos_desmatamento"
"2009",5104203,5,"embargos_desmatamento"
"2009",5104526,1,"embargos_desmatamento"
"2009",5104542,6,"embargos_desmatamento"
"2009",5104559,3,"embargos_desmatamento"
"2009",5104609,2,"embargos_desmatamento"
"2009",5104807,1,"embargos_desmatamento"
"2009",5105002,1,"embargos_desmatamento"
"2009",5105101,59,"embargos_desmatamento"
"2009",5105150,18,"embargos_desmatamento"
"2009",5105176,1,"embargos_desmatamento"
"2009",5105234,1,"embargos_desmatamento"
"2009",5105259,1,"embargos_desmatamento"
"2009",5105580,12,"embargos_desmatamento"
"2009",5105606,1,"embargos_desmatamento"
"2009",5106109,4,"embargos_desmatamento"
"2009",5106158,14,"embargos_desmatamento"
"2009",5106216,3,"embargos_desmatamento"
"2009",5106240,6,"embargos_desmatamento"
"2009",5106265,5,"embargos_desmatamento"
"2009",5106273,9,"embargos_desmatamento"
"2009",5106299,8,"embargos_desmatamento"
"2009",5106307,6,"embargos_desmatamento"
"2009",5106315,1,"embargos_desmatamento"
"2009",5106422,6,"embargos_desmatamento"
"2009",5106505,1,"embargos_desmatamento"
"2009",5106703,2,"embargos_desmatamento"
"2009",5106752,3,"embargos_desmatamento"
"2009",5106778,3,"embargos_desmatamento"
"2009",5106802,2,"embargos_desmatamento"
"2009",5106851,2,"embargos_desmatamento"
"2009",5107008,3,"embargos_desmatamento"
"2009",5107065,10,"embargos_desmatamento"
"2009",5107180,1,"embargos_desmatamento"
"2009",5107248,1,"embargos_desmatamento"
"2009",5107578,12,"embargos_desmatamento"
"2009",5107602,14,"embargos_desmatamento"
"2009",5107701,1,"embargos_desmatamento"
"2009",5107768,1,"embargos_desmatamento"
"2009",5107776,6,"embargos_desmatamento"
"2009",5107859,4,"embargos_desmatamento"
"2009",5107909,1,"embargos_desmatamento"
"2009",5107925,4,"embargos_desmatamento"
"2009",5107941,1,"embargos_desmatamento"
"2009",5108006,5,"embargos_desmatamento"
"2009",5108204,3,"embargos_desmatamento"
"2009",5108303,3,"embargos_desmatamento"
"2009",5108501,4,"embargos_desmatamento"
"2009",5108600,7,"embargos_desmatamento"
"2009",5108907,15,"embargos_desmatamento"
"2009",5108956,4,"embargos_desmatamento"
"2009",5200100,2,"embargos_desmatamento"
"2009",5200308,8,"embargos_desmatamento"
"2009",5200829,5,"embargos_desmatamento"
"2009",5201108,6,"embargos_desmatamento"
"2009",5201702,2,"embargos_desmatamento"
"2009",5202155,2,"embargos_desmatamento"
"2009",5202502,3,"embargos_desmatamento"
"2009",5203104,1,"embargos_desmatamento"
"2009",5203302,3,"embargos_desmatamento"
"2009",5203401,1,"embargos_desmatamento"
"2009",5203807,1,"embargos_desmatamento"
"2009",5204250,1,"embargos_desmatamento"
"2009",5204409,4,"embargos_desmatamento"
"2009",5204508,1,"embargos_desmatamento"
"2009",5204656,11,"embargos_desmatamento"
"2009",5204706,6,"embargos_desmatamento"
"2009",5204805,5,"embargos_desmatamento"
"2009",5205000,8,"embargos_desmatamento"
"2009",5205109,4,"embargos_desmatamento"
"2009",5205406,4,"embargos_desmatamento"
"2009",5205455,1,"embargos_desmatamento"
"2009",5205471,1,"embargos_desmatamento"
"2009",5205497,2,"embargos_desmatamento"
"2009",5205901,2,"embargos_desmatamento"
"2009",5206206,5,"embargos_desmatamento"
"2009",5206404,1,"embargos_desmatamento"
"2009",5206909,8,"embargos_desmatamento"
"2009",5207105,1,"embargos_desmatamento"
"2009",5207253,2,"embargos_desmatamento"
"2009",5207535,1,"embargos_desmatamento"
"2009",5207600,6,"embargos_desmatamento"
"2009",5207907,3,"embargos_desmatamento"
"2009",5208103,3,"embargos_desmatamento"
"2009",5208152,1,"embargos_desmatamento"
"2009",5208509,2,"embargos_desmatamento"
"2009",5208608,1,"embargos_desmatamento"
"2009",5208707,10,"embargos_desmatamento"
"2009",5208905,3,"embargos_desmatamento"
"2009",5209101,6,"embargos_desmatamento"
"2009",5209150,3,"embargos_desmatamento"
"2009",5209705,3,"embargos_desmatamento"
"2009",5209804,2,"embargos_desmatamento"
"2009",5209903,3,"embargos_desmatamento"
"2009",5210109,5,"embargos_desmatamento"
"2009",5210208,5,"embargos_desmatamento"
"2009",5210901,1,"embargos_desmatamento"
"2009",5211008,1,"embargos_desmatamento"
"2009",5211206,9,"embargos_desmatamento"
"2009",5211305,1,"embargos_desmatamento"
"2009",5211503,8,"embargos_desmatamento"
"2009",5211602,1,"embargos_desmatamento"
"2009",5211800,6,"embargos_desmatamento"
"2009",5211909,2,"embargos_desmatamento"
"2009",5212105,1,"embargos_desmatamento"
"2009",5212600,1,"embargos_desmatamento"
"2009",5213087,13,"embargos_desmatamento"
"2009",5213707,5,"embargos_desmatamento"
"2009",5213756,4,"embargos_desmatamento"
"2009",5213772,4,"embargos_desmatamento"
"2009",5213806,1,"embargos_desmatamento"
"2009",5214051,2,"embargos_desmatamento"
"2009",5214606,5,"embargos_desmatamento"
"2009",5214838,2,"embargos_desmatamento"
"2009",5214903,1,"embargos_desmatamento"
"2009",5215306,1,"embargos_desmatamento"
"2009",5215504,1,"embargos_desmatamento"
"2009",5215603,3,"embargos_desmatamento"
"2009",5215652,1,"embargos_desmatamento"
"2009",5217104,2,"embargos_desmatamento"
"2009",5217203,2,"embargos_desmatamento"
"2009",5217302,1,"embargos_desmatamento"
"2009",5218003,3,"embargos_desmatamento"
"2009",5218300,5,"embargos_desmatamento"
"2009",5218607,3,"embargos_desmatamento"
"2009",5218805,3,"embargos_desmatamento"
"2009",5219308,1,"embargos_desmatamento"
"2009",5219357,6,"embargos_desmatamento"
"2009",5219605,4,"embargos_desmatamento"
"2009",5219753,3,"embargos_desmatamento"
"2009",5219902,1,"embargos_desmatamento"
"2009",5220009,1,"embargos_desmatamento"
"2009",5220264,2,"embargos_desmatamento"
"2009",5220405,1,"embargos_desmatamento"
"2009",5220454,1,"embargos_desmatamento"
"2009",5220603,17,"embargos_desmatamento"
"2009",5220702,1,"embargos_desmatamento"
"2009",5221304,4,"embargos_desmatamento"
"2009",5221452,3,"embargos_desmatamento"
"2009",5221601,2,"embargos_desmatamento"
"2009",5221809,1,"embargos_desmatamento"
"2009",5222302,3,"embargos_desmatamento"
"2009",5300108,25,"embargos_desmatamento"
"2010",1100015,6,"embargos_desmatamento"
"2010",1100023,2,"embargos_desmatamento"
"2010",1100031,3,"embargos_desmatamento"
"2010",1100049,2,"embargos_desmatamento"
"2010",1100056,2,"embargos_desmatamento"
"2010",1100064,1,"embargos_desmatamento"
"2010",1100072,1,"embargos_desmatamento"
"2010",1100080,7,"embargos_desmatamento"
"2010",1100098,9,"embargos_desmatamento"
"2010",1100106,1,"embargos_desmatamento"
"2010",1100114,1,"embargos_desmatamento"
"2010",1100122,5,"embargos_desmatamento"
"2010",1100130,2,"embargos_desmatamento"
"2010",1100148,2,"embargos_desmatamento"
"2010",1100155,5,"embargos_desmatamento"
"2010",1100189,3,"embargos_desmatamento"
"2010",1100205,57,"embargos_desmatamento"
"2010",1100288,4,"embargos_desmatamento"
"2010",1100304,9,"embargos_desmatamento"
"2010",1100320,14,"embargos_desmatamento"
"2010",1100338,15,"embargos_desmatamento"
"2010",1100346,1,"embargos_desmatamento"
"2010",1100379,3,"embargos_desmatamento"
"2010",1100403,3,"embargos_desmatamento"
"2010",1100452,4,"embargos_desmatamento"
"2010",1100502,2,"embargos_desmatamento"
"2010",1100700,1,"embargos_desmatamento"
"2010",1100809,40,"embargos_desmatamento"
"2010",1100908,1,"embargos_desmatamento"
"2010",1100940,8,"embargos_desmatamento"
"2010",1101104,3,"embargos_desmatamento"
"2010",1101302,2,"embargos_desmatamento"
"2010",1101468,2,"embargos_desmatamento"
"2010",1101492,2,"embargos_desmatamento"
"2010",1101708,1,"embargos_desmatamento"
"2010",1101807,1,"embargos_desmatamento"
"2010",1200013,5,"embargos_desmatamento"
"2010",1200054,19,"embargos_desmatamento"
"2010",1200104,27,"embargos_desmatamento"
"2010",1200138,22,"embargos_desmatamento"
"2010",1200179,16,"embargos_desmatamento"
"2010",1200203,7,"embargos_desmatamento"
"2010",1200252,1,"embargos_desmatamento"
"2010",1200302,9,"embargos_desmatamento"
"2010",1200336,10,"embargos_desmatamento"
"2010",1200344,2,"embargos_desmatamento"
"2010",1200385,10,"embargos_desmatamento"
"2010",1200401,15,"embargos_desmatamento"
"2010",1200427,3,"embargos_desmatamento"
"2010",1200450,11,"embargos_desmatamento"
"2010",1200500,37,"embargos_desmatamento"
"2010",1200807,17,"embargos_desmatamento"
"2010",1300144,16,"embargos_desmatamento"
"2010",1300706,50,"embargos_desmatamento"
"2010",1300904,2,"embargos_desmatamento"
"2010",1301407,3,"embargos_desmatamento"
"2010",1301654,6,"embargos_desmatamento"
"2010",1301704,8,"embargos_desmatamento"
"2010",1301902,12,"embargos_desmatamento"
"2010",1302108,7,"embargos_desmatamento"
"2010",1302405,59,"embargos_desmatamento"
"2010",1302504,17,"embargos_desmatamento"
"2010",1302603,3,"embargos_desmatamento"
"2010",1302702,26,"embargos_desmatamento"
"2010",1302900,1,"embargos_desmatamento"
"2010",1303007,1,"embargos_desmatamento"
"2010",1303205,4,"embargos_desmatamento"
"2010",1303304,3,"embargos_desmatamento"
"2010",1303403,1,"embargos_desmatamento"
"2010",1303536,1,"embargos_desmatamento"
"2010",1303569,1,"embargos_desmatamento"
"2010",1303809,1,"embargos_desmatamento"
"2010",1304062,1,"embargos_desmatamento"
"2010",1304203,1,"embargos_desmatamento"
"2010",1400027,8,"embargos_desmatamento"
"2010",1400050,12,"embargos_desmatamento"
"2010",1400100,5,"embargos_desmatamento"
"2010",1400159,1,"embargos_desmatamento"
"2010",1400175,4,"embargos_desmatamento"
"2010",1400209,5,"embargos_desmatamento"
"2010",1400233,4,"embargos_desmatamento"
"2010",1400282,3,"embargos_desmatamento"
"2010",1400308,25,"embargos_desmatamento"
"2010",1400472,29,"embargos_desmatamento"
"2010",1400506,6,"embargos_desmatamento"
"2010",1400605,3,"embargos_desmatamento"
"2010",1500107,3,"embargos_desmatamento"
"2010",1500347,11,"embargos_desmatamento"
"2010",1500404,16,"embargos_desmatamento"
"2010",1500503,4,"embargos_desmatamento"
"2010",1500602,48,"embargos_desmatamento"
"2010",1500701,3,"embargos_desmatamento"
"2010",1500800,6,"embargos_desmatamento"
"2010",1500859,18,"embargos_desmatamento"
"2010",1501006,2,"embargos_desmatamento"
"2010",1501204,2,"embargos_desmatamento"
"2010",1501253,2,"embargos_desmatamento"
"2010",1501303,3,"embargos_desmatamento"
"2010",1501402,21,"embargos_desmatamento"
"2010",1501501,1,"embargos_desmatamento"
"2010",1501709,9,"embargos_desmatamento"
"2010",1501725,4,"embargos_desmatamento"
"2010",1501758,1,"embargos_desmatamento"
"2010",1501782,3,"embargos_desmatamento"
"2010",1501808,3,"embargos_desmatamento"
"2010",1502004,3,"embargos_desmatamento"
"2010",1502103,2,"embargos_desmatamento"
"2010",1502707,1,"embargos_desmatamento"
"2010",1502764,7,"embargos_desmatamento"
"2010",1502855,3,"embargos_desmatamento"
"2010",1502939,7,"embargos_desmatamento"
"2010",1502954,4,"embargos_desmatamento"
"2010",1503093,12,"embargos_desmatamento"
"2010",1503200,2,"embargos_desmatamento"
"2010",1503606,29,"embargos_desmatamento"
"2010",1503705,6,"embargos_desmatamento"
"2010",1503754,15,"embargos_desmatamento"
"2010",1503804,2,"embargos_desmatamento"
"2010",1504059,1,"embargos_desmatamento"
