"Ano","Geocodigo","Valor","Tipo"
"2022",5107180,3,"embargos_desmatamento"
"2022",5107800,1,"embargos_desmatamento"
"2022",5107909,5,"embargos_desmatamento"
"2022",5107925,2,"embargos_desmatamento"
"2022",5108055,2,"embargos_desmatamento"
"2022",5108303,1,"embargos_desmatamento"
"2022",5108907,5,"embargos_desmatamento"
"2022",5200308,6,"embargos_desmatamento"
"2022",5201405,1,"embargos_desmatamento"
"2022",5201702,2,"embargos_desmatamento"
"2022",5202502,2,"embargos_desmatamento"
"2022",5204102,2,"embargos_desmatamento"
"2022",5204409,3,"embargos_desmatamento"
"2022",5204607,1,"embargos_desmatamento"
"2022",5204656,2,"embargos_desmatamento"
"2022",5204706,1,"embargos_desmatamento"
"2022",5205000,1,"embargos_desmatamento"
"2022",5206206,5,"embargos_desmatamento"
"2022",5206404,6,"embargos_desmatamento"
"2022",5208707,3,"embargos_desmatamento"
"2022",5210109,11,"embargos_desmatamento"
"2022",5214051,1,"embargos_desmatamento"
"2022",5214606,30,"embargos_desmatamento"
"2022",5214705,1,"embargos_desmatamento"
"2022",5214838,1,"embargos_desmatamento"
"2022",5216304,1,"embargos_desmatamento"
"2022",5218508,3,"embargos_desmatamento"
"2022",5218805,1,"embargos_desmatamento"
"2022",5218904,3,"embargos_desmatamento"
"2022",5220207,1,"embargos_desmatamento"
"2022",5300108,41,"embargos_desmatamento"
"2023",1100015,9,"embargos_desmatamento"
"2023",1100023,5,"embargos_desmatamento"
"2023",1100031,1,"embargos_desmatamento"
"2023",1100049,2,"embargos_desmatamento"
"2023",1100072,2,"embargos_desmatamento"
"2023",1100080,31,"embargos_desmatamento"
"2023",1100098,6,"embargos_desmatamento"
"2023",1100106,8,"embargos_desmatamento"
"2023",1100114,2,"embargos_desmatamento"
"2023",1100130,90,"embargos_desmatamento"
"2023",1100189,9,"embargos_desmatamento"
"2023",1100205,354,"embargos_desmatamento"
"2023",1100254,2,"embargos_desmatamento"
"2023",1100288,1,"embargos_desmatamento"
"2023",1100304,4,"embargos_desmatamento"
"2023",1100320,6,"embargos_desmatamento"
"2023",1100338,83,"embargos_desmatamento"
"2023",1100379,2,"embargos_desmatamento"
"2023",1100403,4,"embargos_desmatamento"
"2023",1100452,11,"embargos_desmatamento"
"2023",1100601,1,"embargos_desmatamento"
"2023",1100700,3,"embargos_desmatamento"
"2023",1100809,126,"embargos_desmatamento"
"2023",1100924,2,"embargos_desmatamento"
"2023",1100940,139,"embargos_desmatamento"
"2023",1101005,7,"embargos_desmatamento"
"2023",1101104,1,"embargos_desmatamento"
"2023",1101401,19,"embargos_desmatamento"
"2023",1101450,4,"embargos_desmatamento"
"2023",1101468,2,"embargos_desmatamento"
"2023",1101492,11,"embargos_desmatamento"
"2023",1101500,25,"embargos_desmatamento"
"2023",1200013,13,"embargos_desmatamento"
"2023",1200054,2,"embargos_desmatamento"
"2023",1200104,11,"embargos_desmatamento"
"2023",1200138,2,"embargos_desmatamento"
"2023",1200179,22,"embargos_desmatamento"
"2023",1200203,25,"embargos_desmatamento"
"2023",1200252,2,"embargos_desmatamento"
"2023",1200302,49,"embargos_desmatamento"
"2023",1200336,8,"embargos_desmatamento"
"2023",1200344,34,"embargos_desmatamento"
"2023",1200401,22,"embargos_desmatamento"
"2023",1200500,17,"embargos_desmatamento"
"2023",1200609,20,"embargos_desmatamento"
"2023",1200708,4,"embargos_desmatamento"
"2023",1200807,4,"embargos_desmatamento"
"2023",1300144,193,"embargos_desmatamento"
"2023",1300201,1,"embargos_desmatamento"
"2023",1300300,20,"embargos_desmatamento"
"2023",1300631,1,"embargos_desmatamento"
"2023",1300706,91,"embargos_desmatamento"
"2023",1300805,3,"embargos_desmatamento"
"2023",1300904,38,"embargos_desmatamento"
"2023",1301100,15,"embargos_desmatamento"
"2023",1301159,3,"embargos_desmatamento"
"2023",1301506,4,"embargos_desmatamento"
"2023",1301654,17,"embargos_desmatamento"
"2023",1301704,24,"embargos_desmatamento"
"2023",1301803,2,"embargos_desmatamento"
"2023",1301902,2,"embargos_desmatamento"
"2023",1302108,1,"embargos_desmatamento"
"2023",1302405,207,"embargos_desmatamento"
"2023",1302553,1,"embargos_desmatamento"
"2023",1302603,5,"embargos_desmatamento"
"2023",1302702,97,"embargos_desmatamento"
"2023",1302900,11,"embargos_desmatamento"
"2023",1303106,1,"embargos_desmatamento"
"2023",1303205,1,"embargos_desmatamento"
"2023",1303304,58,"embargos_desmatamento"
"2023",1303502,7,"embargos_desmatamento"
"2023",1303536,4,"embargos_desmatamento"
"2023",1303569,1,"embargos_desmatamento"
"2023",1304104,7,"embargos_desmatamento"
"2023",1400027,7,"embargos_desmatamento"
"2023",1400050,16,"embargos_desmatamento"
"2023",1400100,2,"embargos_desmatamento"
"2023",1400159,3,"embargos_desmatamento"
"2023",1400175,3,"embargos_desmatamento"
"2023",1400209,14,"embargos_desmatamento"
"2023",1400233,28,"embargos_desmatamento"
"2023",1400282,17,"embargos_desmatamento"
"2023",1400308,22,"embargos_desmatamento"
"2023",1400456,2,"embargos_desmatamento"
"2023",1400472,62,"embargos_desmatamento"
"2023",1400506,18,"embargos_desmatamento"
"2023",1400605,7,"embargos_desmatamento"
"2023",1500503,1,"embargos_desmatamento"
"2023",1500602,81,"embargos_desmatamento"
"2023",1500701,10,"embargos_desmatamento"
"2023",1500800,1,"embargos_desmatamento"
"2023",1500859,20,"embargos_desmatamento"
"2023",1500958,2,"embargos_desmatamento"
"2023",1501006,1,"embargos_desmatamento"
"2023",1501402,1,"embargos_desmatamento"
"2023",1501725,11,"embargos_desmatamento"
"2023",1501782,6,"embargos_desmatamento"
"2023",1501808,12,"embargos_desmatamento"
"2023",1502152,1,"embargos_desmatamento"
"2023",1502764,4,"embargos_desmatamento"
"2023",1502772,1,"embargos_desmatamento"
"2023",1502939,3,"embargos_desmatamento"
"2023",1503093,68,"embargos_desmatamento"
"2023",1503457,4,"embargos_desmatamento"
"2023",1503606,77,"embargos_desmatamento"
"2023",1503705,3,"embargos_desmatamento"
"2023",1503754,21,"embargos_desmatamento"
"2023",1503804,16,"embargos_desmatamento"
"2023",1503903,3,"embargos_desmatamento"
"2023",1504208,3,"embargos_desmatamento"
"2023",1504422,1,"embargos_desmatamento"
"2023",1504455,28,"embargos_desmatamento"
"2023",1504703,4,"embargos_desmatamento"
"2023",1504752,15,"embargos_desmatamento"
"2023",1504802,16,"embargos_desmatamento"
"2023",1504950,1,"embargos_desmatamento"
"2023",1505031,71,"embargos_desmatamento"
"2023",1505064,15,"embargos_desmatamento"
"2023",1505106,8,"embargos_desmatamento"
"2023",1505486,73,"embargos_desmatamento"
"2023",1505502,5,"embargos_desmatamento"
"2023",1505650,17,"embargos_desmatamento"
"2023",1505809,125,"embargos_desmatamento"
"2023",1506005,3,"embargos_desmatamento"
"2023",1506187,1,"embargos_desmatamento"
"2023",1506195,23,"embargos_desmatamento"
"2023",1506807,71,"embargos_desmatamento"
"2023",1507300,164,"embargos_desmatamento"
"2023",1507805,14,"embargos_desmatamento"
"2023",1507953,2,"embargos_desmatamento"
"2023",1508001,2,"embargos_desmatamento"
"2023",1508050,1,"embargos_desmatamento"
"2023",1508084,5,"embargos_desmatamento"
"2023",1508126,1,"embargos_desmatamento"
"2023",1508159,119,"embargos_desmatamento"
"2023",1508357,1,"embargos_desmatamento"
"2023",1600055,1,"embargos_desmatamento"
"2023",1600154,4,"embargos_desmatamento"
"2023",1600204,7,"embargos_desmatamento"
"2023",1600253,5,"embargos_desmatamento"
"2023",1600279,2,"embargos_desmatamento"
"2023",1600303,6,"embargos_desmatamento"
"2023",1600402,12,"embargos_desmatamento"
"2023",1600501,2,"embargos_desmatamento"
"2023",1600535,1,"embargos_desmatamento"
"2023",1600600,5,"embargos_desmatamento"
"2023",1600709,2,"embargos_desmatamento"
"2023",1701002,13,"embargos_desmatamento"
"2023",1701051,1,"embargos_desmatamento"
"2023",1701903,4,"embargos_desmatamento"
"2023",1702000,1,"embargos_desmatamento"
"2023",1702208,5,"embargos_desmatamento"
"2023",1702406,4,"embargos_desmatamento"
"2023",1702703,3,"embargos_desmatamento"
"2023",1706100,1,"embargos_desmatamento"
"2023",1707108,1,"embargos_desmatamento"
"2023",1707207,11,"embargos_desmatamento"
"2023",1707306,3,"embargos_desmatamento"
"2023",1708205,1,"embargos_desmatamento"
"2023",1708304,5,"embargos_desmatamento"
"2023",1709005,3,"embargos_desmatamento"
"2023",1709302,3,"embargos_desmatamento"
"2023",1710508,10,"embargos_desmatamento"
"2023",1710904,9,"embargos_desmatamento"
"2023",1711902,2,"embargos_desmatamento"
"2023",1712157,2,"embargos_desmatamento"
"2023",1712702,1,"embargos_desmatamento"
"2023",1714203,2,"embargos_desmatamento"
"2023",1714880,1,"embargos_desmatamento"
"2023",1715705,1,"embargos_desmatamento"
"2023",1716208,30,"embargos_desmatamento"
"2023",1716505,2,"embargos_desmatamento"
"2023",1717503,2,"embargos_desmatamento"
"2023",1718550,1,"embargos_desmatamento"
"2023",1718758,1,"embargos_desmatamento"
"2023",1718840,1,"embargos_desmatamento"
"2023",1718881,5,"embargos_desmatamento"
"2023",1718899,2,"embargos_desmatamento"
"2023",1720002,1,"embargos_desmatamento"
"2023",1720101,5,"embargos_desmatamento"
"2023",1720499,1,"embargos_desmatamento"
"2023",1720903,11,"embargos_desmatamento"
"2023",1721307,1,"embargos_desmatamento"
"2023",2100600,6,"embargos_desmatamento"
"2023",2100873,2,"embargos_desmatamento"
"2023",2100956,24,"embargos_desmatamento"
"2023",2101400,9,"embargos_desmatamento"
"2023",2102002,6,"embargos_desmatamento"
"2023",2102325,17,"embargos_desmatamento"
"2023",2103000,17,"embargos_desmatamento"
"2023",2103174,1,"embargos_desmatamento"
"2023",2103257,1,"embargos_desmatamento"
"2023",2103505,1,"embargos_desmatamento"
"2023",2104081,2,"embargos_desmatamento"
"2023",2104305,10,"embargos_desmatamento"
"2023",2104800,18,"embargos_desmatamento"
"2023",2105401,1,"embargos_desmatamento"
"2023",2106201,2,"embargos_desmatamento"
"2023",2106359,5,"embargos_desmatamento"
"2023",2106904,1,"embargos_desmatamento"
"2023",2109502,1,"embargos_desmatamento"
"2023",2110005,1,"embargos_desmatamento"
"2023",2110203,2,"embargos_desmatamento"
"2023",2110658,1,"embargos_desmatamento"
"2023",2111052,1,"embargos_desmatamento"
"2023",2111300,2,"embargos_desmatamento"
"2023",2114007,4,"embargos_desmatamento"
"2023",2200459,1,"embargos_desmatamento"
"2023",2201150,1,"embargos_desmatamento"
"2023",2203206,1,"embargos_desmatamento"
"2023",2207009,1,"embargos_desmatamento"
"2023",2207603,1,"embargos_desmatamento"
"2023",2207702,1,"embargos_desmatamento"
"2023",2207934,1,"embargos_desmatamento"
"2023",2208908,1,"embargos_desmatamento"
"2023",2211209,2,"embargos_desmatamento"
"2023",2211308,1,"embargos_desmatamento"
"2023",2300200,4,"embargos_desmatamento"
"2023",2300309,1,"embargos_desmatamento"
"2023",2300903,1,"embargos_desmatamento"
"2023",2301000,2,"embargos_desmatamento"
"2023",2301109,2,"embargos_desmatamento"
"2023",2302206,2,"embargos_desmatamento"
"2023",2302305,2,"embargos_desmatamento"
"2023",2302602,1,"embargos_desmatamento"
"2023",2303709,2,"embargos_desmatamento"
"2023",2304103,3,"embargos_desmatamento"
"2023",2304285,1,"embargos_desmatamento"
"2023",2304400,3,"embargos_desmatamento"
"2023",2304459,3,"embargos_desmatamento"
"2023",2306405,3,"embargos_desmatamento"
"2023",2306553,3,"embargos_desmatamento"
"2023",2307007,1,"embargos_desmatamento"
"2023",2307403,2,"embargos_desmatamento"
"2023",2307650,1,"embargos_desmatamento"
"2023",2308609,1,"embargos_desmatamento"
"2023",2309102,1,"embargos_desmatamento"
"2023",2309201,2,"embargos_desmatamento"
"2023",2309300,3,"embargos_desmatamento"
"2023",2310506,1,"embargos_desmatamento"
"2023",2312908,1,"embargos_desmatamento"
"2023",2313203,1,"embargos_desmatamento"
"2023",2313401,11,"embargos_desmatamento"
"2023",2314102,1,"embargos_desmatamento"
"2023",2400505,1,"embargos_desmatamento"
"2023",2403103,1,"embargos_desmatamento"
"2023",2403251,2,"embargos_desmatamento"
"2023",2405603,1,"embargos_desmatamento"
"2023",2407104,1,"embargos_desmatamento"
"2023",2408102,1,"embargos_desmatamento"
"2023",2500304,8,"embargos_desmatamento"
"2023",2501104,2,"embargos_desmatamento"
"2023",2501351,1,"embargos_desmatamento"
"2023",2501401,37,"embargos_desmatamento"
"2023",2501500,1,"embargos_desmatamento"
"2023",2502102,2,"embargos_desmatamento"
"2023",2502409,1,"embargos_desmatamento"
"2023",2502508,3,"embargos_desmatamento"
"2023",2503100,4,"embargos_desmatamento"
"2023",2503308,2,"embargos_desmatamento"
"2023",2504009,1,"embargos_desmatamento"
"2023",2504306,1,"embargos_desmatamento"
"2023",2504405,8,"embargos_desmatamento"
"2023",2504603,1,"embargos_desmatamento"
"2023",2504900,5,"embargos_desmatamento"
"2023",2505303,3,"embargos_desmatamento"
"2023",2505907,1,"embargos_desmatamento"
"2023",2506004,1,"embargos_desmatamento"
"2023",2506301,1,"embargos_desmatamento"
"2023",2506608,9,"embargos_desmatamento"
"2023",2506707,3,"embargos_desmatamento"
"2023",2507002,2,"embargos_desmatamento"
"2023",2507507,3,"embargos_desmatamento"
"2023",2508208,1,"embargos_desmatamento"
"2023",2508505,4,"embargos_desmatamento"
"2023",2509008,10,"embargos_desmatamento"
"2023",2509057,14,"embargos_desmatamento"
"2023",2509206,2,"embargos_desmatamento"
"2023",2509701,2,"embargos_desmatamento"
"2023",2510402,4,"embargos_desmatamento"
"2023",2510501,2,"embargos_desmatamento"
"2023",2510907,1,"embargos_desmatamento"
"2023",2511202,1,"embargos_desmatamento"
"2023",2511301,3,"embargos_desmatamento"
"2023",2511608,3,"embargos_desmatamento"
"2023",2511707,1,"embargos_desmatamento"
"2023",2511806,1,"embargos_desmatamento"
"2023",2512077,2,"embargos_desmatamento"
"2023",2512200,3,"embargos_desmatamento"
"2023",2512309,4,"embargos_desmatamento"
"2023",2512507,2,"embargos_desmatamento"
"2023",2512804,1,"embargos_desmatamento"
"2023",2512903,28,"embargos_desmatamento"
"2023",2513158,4,"embargos_desmatamento"
"2023",2513356,10,"embargos_desmatamento"
"2023",2513505,3,"embargos_desmatamento"
"2023",2513604,3,"embargos_desmatamento"
"2023",2513653,2,"embargos_desmatamento"
"2023",2513703,1,"embargos_desmatamento"
"2023",2513901,2,"embargos_desmatamento"
"2023",2514503,1,"embargos_desmatamento"
"2023",2514909,1,"embargos_desmatamento"
"2023",2515203,1,"embargos_desmatamento"
"2023",2515500,1,"embargos_desmatamento"
"2023",2515807,1,"embargos_desmatamento"
"2023",2516201,4,"embargos_desmatamento"
"2023",2516508,1,"embargos_desmatamento"
"2023",2516755,1,"embargos_desmatamento"
"2023",2516805,1,"embargos_desmatamento"
"2023",2516904,5,"embargos_desmatamento"
"2023",2600104,1,"embargos_desmatamento"
"2023",2600203,4,"embargos_desmatamento"
"2023",2600906,3,"embargos_desmatamento"
"2023",2601201,16,"embargos_desmatamento"
"2023",2601508,1,"embargos_desmatamento"
"2023",2602001,1,"embargos_desmatamento"
"2023",2603009,3,"embargos_desmatamento"
"2023",2603926,16,"embargos_desmatamento"
"2023",2604205,2,"embargos_desmatamento"
"2023",2605202,1,"embargos_desmatamento"
"2023",2605301,1,"embargos_desmatamento"
"2023",2605707,3,"embargos_desmatamento"
"2023",2606309,11,"embargos_desmatamento"
"2023",2606606,2,"embargos_desmatamento"
"2023",2607208,4,"embargos_desmatamento"
"2023",2609907,7,"embargos_desmatamento"
"2023",2610004,1,"embargos_desmatamento"
"2023",2610905,4,"embargos_desmatamento"
"2023",2611002,5,"embargos_desmatamento"
"2023",2611101,2,"embargos_desmatamento"
"2023",2611804,1,"embargos_desmatamento"
"2023",2612208,2,"embargos_desmatamento"
"2023",2613909,2,"embargos_desmatamento"
"2023",2614303,4,"embargos_desmatamento"
"2023",2614600,1,"embargos_desmatamento"
"2023",2615102,1,"embargos_desmatamento"
"2023",2616506,7,"embargos_desmatamento"
"2023",2700102,2,"embargos_desmatamento"
"2023",2700706,6,"embargos_desmatamento"
"2023",2700805,2,"embargos_desmatamento"
"2023",2700904,8,"embargos_desmatamento"
"2023",2701209,4,"embargos_desmatamento"
"2023",2701605,36,"embargos_desmatamento"
"2023",2702108,1,"embargos_desmatamento"
"2023",2702355,2,"embargos_desmatamento"
"2023",2702405,3,"embargos_desmatamento"
"2023",2702900,11,"embargos_desmatamento"
"2023",2703304,3,"embargos_desmatamento"
"2023",2703759,1,"embargos_desmatamento"
"2023",2703809,3,"embargos_desmatamento"
"2023",2704302,1,"embargos_desmatamento"
"2023",2704401,8,"embargos_desmatamento"
"2023",2704609,3,"embargos_desmatamento"
"2023",2705002,1,"embargos_desmatamento"
"2023",2705804,27,"embargos_desmatamento"
"2023",2706307,22,"embargos_desmatamento"
"2023",2706703,3,"embargos_desmatamento"
"2023",2706901,1,"embargos_desmatamento"
"2023",2707107,9,"embargos_desmatamento"
"2023",2707206,2,"embargos_desmatamento"
"2023",2707503,2,"embargos_desmatamento"
"2023",2708006,24,"embargos_desmatamento"
"2023",2708105,4,"embargos_desmatamento"
"2023",2708204,2,"embargos_desmatamento"
"2023",2709004,3,"embargos_desmatamento"
"2023",2709152,1,"embargos_desmatamento"
"2023",2709202,18,"embargos_desmatamento"
"2023",2709301,9,"embargos_desmatamento"
"2023",2801207,2,"embargos_desmatamento"
"2023",2801306,1,"embargos_desmatamento"
"2023",2801900,2,"embargos_desmatamento"
"2023",2802106,2,"embargos_desmatamento"
"2023",2802601,1,"embargos_desmatamento"
"2023",2802809,9,"embargos_desmatamento"
"2023",2802908,3,"embargos_desmatamento"
"2023",2803005,3,"embargos_desmatamento"
"2023",2803302,1,"embargos_desmatamento"
"2023",2803401,3,"embargos_desmatamento"
"2023",2803500,2,"embargos_desmatamento"
"2023",2804201,4,"embargos_desmatamento"
"2023",2804508,1,"embargos_desmatamento"
"2023",2804706,1,"embargos_desmatamento"
"2023",2804904,3,"embargos_desmatamento"
"2023",2805505,1,"embargos_desmatamento"
"2023",2805604,1,"embargos_desmatamento"
"2023",2806008,1,"embargos_desmatamento"
"2023",2806305,1,"embargos_desmatamento"
"2023",2806602,1,"embargos_desmatamento"
"2023",2807402,4,"embargos_desmatamento"
"2023",2807501,2,"embargos_desmatamento"
"2023",2901155,6,"embargos_desmatamento"
"2023",2902708,1,"embargos_desmatamento"
"2023",2903201,6,"embargos_desmatamento"
"2023",2903409,3,"embargos_desmatamento"
"2023",2903904,1,"embargos_desmatamento"
"2023",2905909,1,"embargos_desmatamento"
"2023",2906303,15,"embargos_desmatamento"
"2023",2907103,1,"embargos_desmatamento"
"2023",2910404,1,"embargos_desmatamento"
"2023",2911105,4,"embargos_desmatamento"
"2023",2911808,3,"embargos_desmatamento"
"2023",2912806,1,"embargos_desmatamento"
"2023",2915353,3,"embargos_desmatamento"
"2023",2915601,3,"embargos_desmatamento"
"2023",2916302,1,"embargos_desmatamento"
"2023",2917359,7,"embargos_desmatamento"
"2023",2918100,14,"embargos_desmatamento"
"2023",2918407,1,"embargos_desmatamento"
"2023",2918456,4,"embargos_desmatamento"
"2023",2919553,1,"embargos_desmatamento"
"2023",2920908,2,"embargos_desmatamento"
"2023",2921104,2,"embargos_desmatamento"
"2023",2921906,3,"embargos_desmatamento"
"2023",2922003,1,"embargos_desmatamento"
"2023",2925600,1,"embargos_desmatamento"
"2023",2927705,9,"embargos_desmatamento"
"2023",2928059,6,"embargos_desmatamento"
"2023",2928208,14,"embargos_desmatamento"
"2023",2928901,4,"embargos_desmatamento"
"2023",2929057,2,"embargos_desmatamento"
"2023",2930154,3,"embargos_desmatamento"
"2023",2930758,2,"embargos_desmatamento"
"2023",2931905,2,"embargos_desmatamento"
"2023",2932002,6,"embargos_desmatamento"
"2023",2933455,1,"embargos_desmatamento"
"2023",3100203,1,"embargos_desmatamento"
"2023",3100708,1,"embargos_desmatamento"
"2023",3101201,14,"embargos_desmatamento"
"2023",3101300,4,"embargos_desmatamento"
"2023",3101508,4,"embargos_desmatamento"
"2023",3101706,5,"embargos_desmatamento"
"2023",3102100,1,"embargos_desmatamento"
"2023",3102308,1,"embargos_desmatamento"
"2023",3102704,3,"embargos_desmatamento"
"2023",3103108,1,"embargos_desmatamento"
"2023",3103504,2,"embargos_desmatamento"
"2023",3104502,11,"embargos_desmatamento"
"2023",3104908,5,"embargos_desmatamento"
"2023",3105509,1,"embargos_desmatamento"
"2023",3105608,2,"embargos_desmatamento"
"2023",3105707,1,"embargos_desmatamento"
"2023",3106101,1,"embargos_desmatamento"
"2023",3106200,2,"embargos_desmatamento"
"2023",3106655,1,"embargos_desmatamento"
"2023",3106705,1,"embargos_desmatamento"
"2023",3106903,2,"embargos_desmatamento"
"2023",3107109,1,"embargos_desmatamento"
"2023",3107208,17,"embargos_desmatamento"
"2023",3107406,1,"embargos_desmatamento"
"2023",3107901,3,"embargos_desmatamento"
"2023",3109402,2,"embargos_desmatamento"
"2023",3110004,2,"embargos_desmatamento"
"2023",3113305,3,"embargos_desmatamento"
"2023",3113404,1,"embargos_desmatamento"
"2023",3118403,1,"embargos_desmatamento"
"2023",3118601,2,"embargos_desmatamento"
"2023",3119401,3,"embargos_desmatamento"
"2023",3120201,2,"embargos_desmatamento"
"2023",3120508,1,"embargos_desmatamento"
"2023",3120805,1,"embargos_desmatamento"
"2023",3121407,2,"embargos_desmatamento"
"2023",3122306,1,"embargos_desmatamento"
"2023",3123908,1,"embargos_desmatamento"
"2023",3124104,1,"embargos_desmatamento"
"2023",3124906,8,"embargos_desmatamento"
"2023",3125309,1,"embargos_desmatamento"
"2023",3126208,19,"embargos_desmatamento"
"2023",3127701,129,"embargos_desmatamento"
"2023",3128501,1,"embargos_desmatamento"
"2023",3128907,3,"embargos_desmatamento"
"2023",3129806,2,"embargos_desmatamento"
"2023",3131703,3,"embargos_desmatamento"
"2023",3131901,2,"embargos_desmatamento"
"2023",3132404,1,"embargos_desmatamento"
"2023",3133006,5,"embargos_desmatamento"
"2023",3133303,3,"embargos_desmatamento"
"2023",3133600,1,"embargos_desmatamento"
"2023",3133808,8,"embargos_desmatamento"
"2023",3134707,2,"embargos_desmatamento"
"2023",3135803,1,"embargos_desmatamento"
"2023",3136009,1,"embargos_desmatamento"
"2023",3136207,1,"embargos_desmatamento"
"2023",3136306,3,"embargos_desmatamento"
"2023",3136702,5,"embargos_desmatamento"
"2023",3137205,1,"embargos_desmatamento"
"2023",3137700,2,"embargos_desmatamento"
"2023",3138203,1,"embargos_desmatamento"
"2023",3138500,3,"embargos_desmatamento"
"2023",3138708,2,"embargos_desmatamento"
"2023",3139300,1,"embargos_desmatamento"
"2023",3140001,2,"embargos_desmatamento"
"2023",3140209,3,"embargos_desmatamento"
"2023",3140704,1,"embargos_desmatamento"
"2023",3140902,1,"embargos_desmatamento"
"2023",3141108,1,"embargos_desmatamento"
"2023",3141405,4,"embargos_desmatamento"
"2023",3141603,1,"embargos_desmatamento"
"2023",3142205,2,"embargos_desmatamento"
"2023",3142601,1,"embargos_desmatamento"
"2023",3143203,2,"embargos_desmatamento"
"2023",3143906,15,"embargos_desmatamento"
"2023",3144656,1,"embargos_desmatamento"
"2023",3146107,2,"embargos_desmatamento"
"2023",3146701,1,"embargos_desmatamento"
"2023",3147006,2,"embargos_desmatamento"
"2023",3147808,7,"embargos_desmatamento"
"2023",3148103,6,"embargos_desmatamento"
"2023",3148202,2,"embargos_desmatamento"
"2023",3148608,1,"embargos_desmatamento"
"2023",3148707,2,"embargos_desmatamento"
"2023",3148905,2,"embargos_desmatamento"
"2023",3149002,1,"embargos_desmatamento"
"2023",3149804,4,"embargos_desmatamento"
"2023",3151107,2,"embargos_desmatamento"
"2023",3151305,1,"embargos_desmatamento"
"2023",3151503,1,"embargos_desmatamento"
"2023",3151909,1,"embargos_desmatamento"
"2023",3152170,2,"embargos_desmatamento"
"2023",3152501,1,"embargos_desmatamento"
"2023",3153400,1,"embargos_desmatamento"
"2023",3153905,1,"embargos_desmatamento"
"2023",3154903,2,"embargos_desmatamento"
"2023",3157278,1,"embargos_desmatamento"
"2023",3157906,1,"embargos_desmatamento"
"2023",3160405,1,"embargos_desmatamento"
"2023",3160702,1,"embargos_desmatamento"
"2023",3162104,1,"embargos_desmatamento"
"2023",3162450,3,"embargos_desmatamento"
"2023",3162708,1,"embargos_desmatamento"
"2023",3162906,1,"embargos_desmatamento"
"2023",3163300,1,"embargos_desmatamento"
"2023",3164506,1,"embargos_desmatamento"
"2023",3165537,1,"embargos_desmatamento"
"2023",3165602,1,"embargos_desmatamento"
"2023",3166907,1,"embargos_desmatamento"
"2023",3169208,3,"embargos_desmatamento"
"2023",3169406,1,"embargos_desmatamento"
"2023",3169901,1,"embargos_desmatamento"
"2023",3170206,3,"embargos_desmatamento"
"2023",3170701,2,"embargos_desmatamento"
"2023",3171204,1,"embargos_desmatamento"
"2023",3171709,1,"embargos_desmatamento"
"2023",3200359,1,"embargos_desmatamento"
"2023",3200607,2,"embargos_desmatamento"
"2023",3200805,1,"embargos_desmatamento"
"2023",3201209,1,"embargos_desmatamento"
"2023",3201308,1,"embargos_desmatamento"
"2023",3201902,1,"embargos_desmatamento"
"2023",3202553,1,"embargos_desmatamento"
"2023",3203007,1,"embargos_desmatamento"
"2023",3203056,1,"embargos_desmatamento"
"2023",3203205,5,"embargos_desmatamento"
"2023",3203403,1,"embargos_desmatamento"
"2023",3204005,2,"embargos_desmatamento"
"2023",3204906,6,"embargos_desmatamento"
"2023",3205002,2,"embargos_desmatamento"
"2023",3205069,1,"embargos_desmatamento"
"2023",3205150,1,"embargos_desmatamento"
"2023",3205200,1,"embargos_desmatamento"
"2023",3300951,1,"embargos_desmatamento"
"2023",3302254,1,"embargos_desmatamento"
"2023",3303906,2,"embargos_desmatamento"
"2023",3304201,4,"embargos_desmatamento"
"2023",3304524,1,"embargos_desmatamento"
"2023",3304706,2,"embargos_desmatamento"
"2023",3305802,5,"embargos_desmatamento"
"2023",3501608,1,"embargos_desmatamento"
"2023",3503208,1,"embargos_desmatamento"
"2023",3504404,1,"embargos_desmatamento"
"2023",3504503,1,"embargos_desmatamento"
"2023",3506102,2,"embargos_desmatamento"
"2023",3508702,1,"embargos_desmatamento"
"2023",3513009,1,"embargos_desmatamento"
"2023",3518859,1,"embargos_desmatamento"
"2023",3521002,1,"embargos_desmatamento"
"2023",3529708,1,"embargos_desmatamento"
"2023",3530508,1,"embargos_desmatamento"
"2023",3531407,1,"embargos_desmatamento"
"2023",3543402,16,"embargos_desmatamento"
"2023",3546603,1,"embargos_desmatamento"
"2023",3548708,1,"embargos_desmatamento"
"2023",3549805,2,"embargos_desmatamento"
"2023",3550308,4,"embargos_desmatamento"
"2023",3551009,1,"embargos_desmatamento"
"2023",3554904,1,"embargos_desmatamento"
"2023",4102901,1,"embargos_desmatamento"
"2023",4105201,1,"embargos_desmatamento"
"2023",4105706,5,"embargos_desmatamento"
"2023",4106100,1,"embargos_desmatamento"
"2023",4106456,8,"embargos_desmatamento"
"2023",4106506,1,"embargos_desmatamento"
"2023",4106803,6,"embargos_desmatamento"
"2023",4106902,1,"embargos_desmatamento"
"2023",4108502,2,"embargos_desmatamento"
"2023",4109401,4,"embargos_desmatamento"
"2023",4109500,7,"embargos_desmatamento"
"2023",4109708,3,"embargos_desmatamento"
"2023",4110201,1,"embargos_desmatamento"
"2023",4113205,12,"embargos_desmatamento"
"2023",4113809,7,"embargos_desmatamento"
"2023",4115705,1,"embargos_desmatamento"
"2023",4117305,4,"embargos_desmatamento"
"2023",4117602,10,"embargos_desmatamento"
"2023",4118204,4,"embargos_desmatamento"
