system:index,AREA_KM2,CD_MUN,NM_MUN,SIGLA_UF,mapbiomas_deforestation_2021,mapbiomas_deforestation_2022,.geo
00010000000000000646,57.752,4212502,Penha,SC,15.518282608283519,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000647,306.76,4212700,Petrolândia,SC,35.170325409174914,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000648,99.355,4212809,Balneário Piçarras,SC,18.095272085319976,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000649,214.299,4213203,Pomerode,SC,19.59166706370633,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000064a,93.673,4213500,Porto Belo,SC,10.240985982737826,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000064b,356.539,4213708,Pouso Redondo,SC,54.15682540828925,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000064c,297.16,4214003,Presidente Getúlio,SC,38.18904535424325,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000064d,224.748,4214102,Presidente Nereu,SC,6.852306176757812,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000064e,502.095,4214508,Rio do Campo,SC,97.70270108546856,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000064f,245.057,4214607,Rio do Oeste,SC,29.562495673229723,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000650,555.473,4214706,Rio dos Cedros,SC,39.00731953893326,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000651,260.817,4214805,Rio do Sul,SC,33.218392485423294,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000652,907.42,4215000,Rio Negrinho,SC,182.17335252266648,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000653,129.001,4215109,Rodeio,SC,19.52866695776845,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000654,177.887,4215307,Salete,SC,35.577182865373,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000655,715.551,4215679,Santa Terezinha,SC,216.46558885897835,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000656,495.772,4215802,São Bento do Sul,SC,61.91485718764358,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000657,493.266,4216206,São Francisco do Sul,SC,126.82014522094718,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000658,200.765,4216305,São João Batista,SC,16.17300793090821,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000659,151.885,4216354,São João do Itaperiú,SC,39.998053210449186,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000065a,165.237,4217402,Schroeder,SC,11.203307816975911,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000065b,693.847,4217808,Taió,SC,137.33050858589914,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000065c,279.159,4218004,Tijucas,SC,31.32754546508788,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000065d,128.313,4218202,Timbó,SC,9.441285223388672,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000065e,109.648,4218608,Trombudo Central,SC,18.35070776649625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000065f,346.932,4219200,Vidal Ramos,SC,49.34641244655239,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000660,370.414,4219358,Vitor Meireles,SC,51.89742580082914,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000661,153.776,4219408,Witmarsum,SC,22.025217435685697,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a3,411.987,3500105,Adamantina,SP,5.745073298435585,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a4,211.055,3500204,Adolfo,SP,3.5884981567382805,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a5,474.554,3500303,Aguaí,SP,15.643839745974077,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a6,142.673,3500402,Águas da Prata,SP,4.320684985351562,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a7,60.126,3500501,Águas de Lindóia,SP,3.9978808715580976,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a8,404.463,3500550,Águas de Santa Bárbara,SP,6.908459726658242,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001a9,3.612,3500600,Águas de São Pedro,SP,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001aa,966.708,3500709,Agudos,SP,10.257957580566405,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ab,159.6,3500758,Alambari,SP,4.106231072998046,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ac,118.915,3500808,Alfredo Marcondes,SP,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ad,313.007,3500907,Altair,SP,4.360341979980469,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ae,928.956,3501004,Altinópolis,SP,17.47347805786133,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001af,318.574,3501103,Alto Alegre,SP,13.568444506835926,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b0,83.619,3501152,Alumínio,SP,88.3784518240414,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b1,362.411,3501202,Álvares Florence,SP,18.048482338125197,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b2,347.647,3501301,Álvares Machado,SP,2.241321551513672,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b3,153.662,3501400,Álvaro de Carvalho,SP,0.5831749338905484,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b4,84.879,3501509,Alvinlândia,SP,0.24439535213694852,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b5,133.912,3501608,Americana,SP,1.5694532897949216,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b6,122.958,3501707,Américo Brasiliense,SP,0.41601252441406256,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b7,252.876,3501806,Américo de Campos,SP,6.208384276314531,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b8,445.323,3501905,Amparo,SP,91.77139551133098,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001b9,325.953,3502002,Analândia,SP,3.070161486816407,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ba,964.226,3502101,Andradina,SP,55.589709095746365,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001bb,1027.288,3502200,Angatuba,SP,23.165849108264407,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001bc,736.557,3502309,Anhembi,SP,18.028721011962876,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001bd,320.84,3502408,Anhumas,SP,0.5799173522949219,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001be,120.89,3502507,Aparecida,SP,0.7422156127929688,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001bf,179.004,3502606,Aparecida d'Oeste,SP,3.523520007324219,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c0,974.322,3502705,Apiaí,SP,37.820697899074176,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c1,145.204,3502754,Araçariguama,SP,60.28306131946043,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c2,1167.126,3502804,Araçatuba,SP,26.55675523573932,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c3,255.305,3502903,Araçoiaba da Serra,SP,6.488066516113282,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c4,202.829,3503000,Aramina,SP,5.525812963986866,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c5,285.908,3503109,Arandu,SP,4.117484997558593,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c6,1003.625,3503208,Araraquara,SP,12.902252248511225,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c7,644.831,3503307,Araras,SP,7.473886055525238,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c8,264.904,3503356,Arco-Íris,SP,5.517772199563419,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001c9,506.226,3503406,Arealva,SP,4.065997180175782,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ca,85.907,3503604,Areiópolis,SP,0.41334266967773436,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001cb,132.624,3503703,Ariranha,SP,5.049413927337049,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001cc,178.026,3503802,Artur Nogueira,SP,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001cd,96.167,3503901,Arujá,SP,8.140909747314447,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ce,69.373,3503950,Aspásia,SP,2.773054620361328,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001cf,460.609,3504008,Assis,SP,2.134731563912186,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d0,478.521,3504107,Atibaia,SP,90.33915333960444,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d1,434.498,3504206,Auriflama,SP,2.9967968546549484,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d2,540.689,3504305,Avaí,SP,6.268949272293391,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d3,338.37,3504404,Avanhandava,SP,6.688000831490309,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d4,1213.055,3504503,Avaré,SP,15.904101226806642,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d5,110.372,3504602,Bady Bassitt,SP,6.021958801269533,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d6,91.635,3504701,Balbinos,SP,0.08311702880859374,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d7,149.881,3504800,Bálsamo,SP,1.3403908325195313,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d8,153.142,3505005,Barão de Antonina,SP,10.917932942756211,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001d9,205.212,3505104,Barbosa,SP,13.343473121170351,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001da,444.405,3505203,Bariri,SP,4.1525912261125155,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001db,150.121,3505302,Barra Bonita,SP,3.642356591796875,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001dc,405.681,3505351,Barra do Chapéu,SP,22.274774791283697,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001dd,1007.684,3505401,Barra do Turvo,SP,33.411957147216796,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001de,1566.161,3505500,Barretos,SP,42.20214637142399,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001df,146.025,3505609,Barrinha,SP,0.41740622558593754,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e0,65.701,3505708,Barueri,SP,0.9037849060058595,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e1,170.912,3505807,Bastos,SP,1.9108305175781248,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e2,849.526,3505906,Batatais,SP,26.197889865746603,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e3,667.684,3506003,Bauru,SP,5.809083020737589,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e4,683.192,3506102,Bebedouro,SP,15.072612157413255,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e5,301.687,3506201,Bento de Abreu,SP,2.4850825433708637,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e6,244.158,3506300,Bernardino de Campos,SP,5.190712078857422,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e7,491.546,3506359,Bertioga,SP,35.821864709472635,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e8,158.025,3506409,Bilac,SP,2.9174861328125004,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001e9,530.031,3506508,Birigui,SP,15.620691585765158,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ea,317.406,3506607,Biritiba Mirim,SP,28.91111664256376,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001eb,690.748,3506706,Boa Esperança do Sul,SP,11.776986953388292,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ec,363.926,3506805,Bocaina,SP,6.075623476227404,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ed,653.541,3506904,Bofete,SP,11.61788662109375,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ee,248.954,3507001,Boituva,SP,1.8929763183593746,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ef,108.366,3507100,Bom Jesus dos Perdões,SP,9.318113500402113,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f0,133.578,3507159,Bom Sucesso de Itararé,SP,8.573746514892576,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f1,118.951,3507209,Borá,SP,1.7007689245605468,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f2,122.11,3507308,Boracéia,SP,1.7378500338924634,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f3,552.256,3507407,Borborema,SP,14.521025113573264,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f4,347.989,3507456,Borebi,SP,2.3965517517089845,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f5,1482.642,3507506,Botucatu,SP,46.24389544524546,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f6,512.584,3507605,Bragança Paulista,SP,92.3854433764887,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f7,195.176,3507704,Braúna,SP,1.7496169616699218,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f8,105.689,3507753,Brejo Alegre,SP,11.632592896177984,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001f9,278.458,3507803,Brodowski,SP,1.7550824157714842,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001fa,1101.373,3507902,Brotas,SP,11.163610623707491,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001fb,1196.463,3508009,Buri,SP,30.865050772034884,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001fc,326.921,3508108,Buritama,SP,27.24341031549195,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001fd,266.42,3508207,Buritizal,SP,13.86540899560069,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001fe,239.974,3508306,Cabrália Paulista,SP,1.8209576171875,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000100000000000001ff,260.234,3508405,Cabreúva,SP,55.008263697079,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000200,368.99,3508504,Caçapava,SP,2.4750095722512633,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000201,468.214,3508702,Caconde,SP,24.99282297973633,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000202,920.28,3508801,Cafelândia,SP,11.952696427696075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000203,253.352,3508900,Caiabu,SP,0.6643198974609376,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000204,97.642,3509007,Caieiras,SP,31.823438360595716,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000205,551.159,3509106,Caiuá,SP,15.290393157815366,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000206,131.386,3509205,Cajamar,SP,55.48747166580503,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000207,454.436,3509254,Cajati,SP,21.843895428897632,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000208,176.929,3509304,Cajobi,SP,6.610242083740232,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000209,660.088,3509403,Cajuru,SP,41.54777817598234,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000020a,184.479,3509452,Campina do Monte Alegre,SP,10.458098624602664,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000020b,794.571,3509502,Campinas,SP,45.66131552765492,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000020c,79.403,3509601,Campo Limpo Paulista,SP,24.08855658954696,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000020d,289.981,3509700,Campos do Jordão,SP,11.97872677001954,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000020e,484.199,3509809,Campos Novos Paulista,SP,2.577138153339461,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000020f,1237.354,3509908,Cananéia,SP,26.870840032958988,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000210,595.811,3510005,Cândido Mota,SP,3.3839241516113283,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000211,70.892,3510104,Cândido Rodrigues,SP,2.1687878295898444,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000212,57.459,3510153,Canitar,SP,0.3311030677945006,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000213,1640.229,3510203,Capão Bonito,SP,41.3921929350251,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000214,169.89,3510302,Capela do Alto,SP,2.7945037414550784,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000215,322.878,3510401,Capivari,SP,5.80983090116613,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000216,484.947,3510500,Caraguatatuba,SP,5.414855761718748,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000217,34.546,3510609,Carapicuíba,SP,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000218,639.248,3510708,Cardoso,SP,20.61216309651693,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000219,864.225,3510807,Casa Branca,SP,56.00042094262229,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021a,191.683,3510906,Cássia dos Coqueiros,SP,5.334207119212431,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021b,1065.318,3511003,Castilho,SP,180.22286845085569,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021c,290.596,3511102,Catanduva,SP,6.532344865962008,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021d,148.393,3511201,Catiguá,SP,13.02088491361729,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021e,197.838,3511300,Cedral,SP,3.6811643066406248,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000021f,511.621,3511409,Cerqueira César,SP,6.594374322509765,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000220,127.803,3511508,Cerquilho,SP,2.8823233215332036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000221,190.392,3511607,Cesário Lange,SP,0.4116148376464844,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000222,175.846,3511706,Charqueada,SP,0.7449285339355468,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000223,168.59,3511904,Clementina,SP,3.4150656433105464,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000224,422.303,3512001,Colina,SP,12.71405545015223,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000225,728.648,3512100,Colômbia,SP,19.321141430664056,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000226,182.793,3512209,Conchal,SP,0.7454284790039063,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000227,466.12,3512308,Conchas,SP,20.3660504064702,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000228,137.579,3512407,Cordeirópolis,SP,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000229,246.825,3512506,Coroados,SP,8.21764379921109,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000022a,303.83,3512605,Coronel Macedo,SP,5.299177129408893,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000022b,278.622,3512704,Corumbataí,SP,6.211020911865235,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000022c,154.665,3512803,Cosmópolis,SP,0.7440320983886719,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000022d,441.68,3512902,Cosmorama,SP,16.275654904426126,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000022e,323.994,3513009,Cotia,SP,74.79706724231187,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000022f,311.423,3513108,Cravinhos,SP,10.521819181458714,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000230,385.23,3513207,Cristais Paulista,SP,3.3566922912597663,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000231,149.33,3513306,Cruzália,SP,0.8262599609374999,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000232,142.879,3513504,Cubatão,SP,5.489211993408203,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000233,753.706,3513702,Descalvado,SP,6.273908364904068,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000234,30.732,3513801,Diadema,SP,0.41008898315429687,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000235,88.133,3513850,Dirce Reis,SP,4.827222952856922,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000236,223.749,3513900,Divinolândia,SP,5.327734130859375,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000237,149.729,3514007,Dobrada,SP,10.151414335075827,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000238,632.972,3514106,Dois Córregos,SP,10.393028329934515,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000239,77.939,3514205,Dolcinópolis,SP,0.08044640146292893,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000023a,205.874,3514304,Dourado,SP,3.7511825152707567,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000023b,487.688,3514403,Dracena,SP,7.027402943641809,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000023c,264.557,3514502,Duartina,SP,4.968964471435547,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000023d,111.376,3514601,Dumont,SP,0.141699778286803,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000023e,515.258,3514700,Echaporã,SP,5.299788073730469,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000023f,1654.256,3514809,Eldorado,SP,28.65857740543141,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000240,202.36,3514908,Elias Fausto,SP,13.43295559692383,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000241,93.98,3514924,Elisiário,SP,4.0921420654296865,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000242,83.129,3514957,Embaúba,SP,5.267974401855468,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000243,70.398,3515004,Embu das Artes,SP,19.240824703488812,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000244,155.641,3515103,Embu-Guaçu,SP,20.797422205786614,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000245,225.167,3515129,Emilianópolis,SP,0.6573830440745634,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000246,109.941,3515152,Engenheiro Coelho,SP,0.7257897623458562,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000247,389.235,3515186,Espírito Santo do Pinhal,SP,12.437527301025376,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000248,193.666,3515194,Espírito Santo do Turvo,SP,0.7437809692382813,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000249,296.281,3515202,Estrela d'Oeste,SP,11.135266717864402,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000024a,264.987,3515301,Estrela do Norte,SP,0.16555064697265626,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000024b,573.894,3515350,Euclides da Cunha Paulista,SP,0.4964459899902344,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000024c,429.171,3515400,Fartura,SP,6.13015185104071,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000024d,549.797,3515509,Fernandópolis,SP,22.345825392276524,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000024e,169.99,3515608,Fernando Prestes,SP,5.96809212854722,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0001000000000000024f,100.504,3515657,Fernão,SP,0.5147544558057597,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000250,29.547,3515707,Ferraz de Vasconcelos,SP,4.038319071691176,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000251,224.711,3515806,Flora Rica,SP,0.5823157897949218,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000252,204.236,3515905,Floreal,SP,12.4006638671875,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000253,524.138,3516002,Flórida Paulista,SP,5.45583120598288,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000254,225.886,3516101,Florínea,SP,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000255,605.679,3516200,Franca,SP,19.84817830978095,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000256,49.001,3516309,Francisco Morato,SP,8.692472733417587,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000257,132.775,3516408,Franco da Rocha,SP,30.425149718879254,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000258,138.681,3516507,Gabriel Monteiro,SP,2.083486608886719,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00010000000000000259,355.914,3516606,Gália,SP,2.320166912841797,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
