system:index,AREA_KM2,CD_MUN,NM_MUN,SIGLA_UF,mapbiomas_deforestation_2021,mapbiomas_deforestation_2022,.geo
00000000000000000197,703.081,2105609,Joselândia,MA,156.66162421264642,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000198,568.499,2105658,Junco do Maranhão,MA,83.14067188684788,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000199,1240.444,2105708,Lago da Pedra,MA,147.0663802507231,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,328.525,2105807,Lago do Junco,MA,27.82209794043449,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,631.455,2105906,Lago Verde,MA,453.20222488460723,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c,1512.985,2105922,Lagoa do Mato,MA,755.8533225653226,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d,220.776,2105948,Lago dos Rodrigues,MA,8.733820202636721,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e,744.199,2105963,Lagoa Grande do Maranhão,MA,109.72717443632244,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f,1063.619,2105989,Lajeado Novo,MA,1077.2292199268547,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0,321.932,2106003,Lima Campos,MA,39.83629503784181,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1,3597.231,2106102,Loreto,MA,5056.693068288076,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a2,472.296,2106201,Luís Domingues,MA,675.6170031934314,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a3,434.433,2106300,Magalhães de Almeida,MA,532.92544112654,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a4,635.758,2106326,Maracaçumé,MA,33.20431526135013,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a5,1402.593,2106359,Marajá do Sena,MA,1043.783385470079,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a6,760.947,2106375,Maranhãozinho,MA,36.8835778224571,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a7,548.548,2106409,Mata Roma,MA,416.98485757288233,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a8,410.632,2106508,Matinha,MA,326.2594491379921,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a9,2108.671,2106607,Matões,MA,5948.7249966026075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001aa,794.454,2106631,Matões do Norte,MA,181.4505776000975,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ab,634.818,2106672,Milagres do Maranhão,MA,1395.3191563079397,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ac,8522.351,2106706,Mirador,MA,5709.632890608875,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ad,341.107,2106755,Miranda do Norte,MA,418.8642885691186,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ae,686.942,2106805,Mirinzal,MA,552.1990399452118,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001af,1245.548,2106904,Monção,MA,1526.9138262323934,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b0,1488.513,2107001,Montes Altos,MA,874.548791686939,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b1,1712.121,2107100,Morros,MA,311.129867693062,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b2,570.938,2107209,Nina Rodrigues,MA,91.23506194616,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b3,743.085,2107258,Nova Colinas,MA,730.057236752204,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,978.34,2107308,Nova Iorque,MA,445.12859228304956,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5,2452.615,2107357,Nova Olinda do Maranhão,MA,1515.619194006478,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b6,695.333,2107407,Olho d'Água das Cunhãs,MA,75.07671869011376,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b7,199.879,2107456,Olinda Nova do Maranhão,MA,425.46442736646424,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b8,127.193,2107506,Paço do Lumiar,MA,18.334150112807336,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b9,532.161,2107605,Palmeirândia,MA,761.1937411759204,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ba,530.517,2107704,Paraibano,MA,438.57947835999835,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bb,3245.525,2107803,Parnarama,MA,5043.8062500677115,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bc,1358.327,2107902,Passagem Franca,MA,2120.0151059562804,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bd,1635.181,2108009,Pastos Bons,MA,866.9690504945296,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001be,979.482,2108058,Paulino Neves,MA,194.16293558512348,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bf,1168.609,2108108,Paulo Ramos,MA,396.34701759231945,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c0,262.066,2108207,Pedreiras,MA,14.329373935283588,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c1,1753.867,2108256,Pedro do Rosário,MA,2535.817126284289,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c2,800.916,2108306,Penalva,MA,1781.2756987217992,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c3,397.994,2108405,Peri Mirim,MA,288.8623860779774,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c4,824.725,2108454,Peritoró,MA,1713.8496152153157,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c5,268.285,2108504,Pindaré-Mirim,MA,45.17386493037209,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c6,1512.969,2108603,Pinheiro,MA,1431.7673108739264,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c7,545.14,2108702,Pio XII,MA,1146.5164105452793,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c8,688.761,2108801,Pirapemas,MA,186.30864303165208,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c9,990.415,2108900,Poção de Pedras,MA,27.72112809125115,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ca,1420.51,2109007,Porto Franco,MA,1579.7993714466613,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cb,244.979,2109056,Porto Rico do Maranhão,MA,170.92466524303958,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cc,771.574,2109106,Presidente Dutra,MA,135.13769427933036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cd,355.568,2109205,Presidente Juscelino,MA,78.79662364592906,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ce,437.687,2109239,Presidente Médici,MA,228.2547746547568,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001cf,726.172,2109270,Presidente Sarney,MA,735.1484081038894,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d0,460.004,2109304,Presidente Vargas,MA,110.34048918342144,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d1,1337.161,2109403,Primeira Cruz,MA,147.71280388590486,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d2,79.213,2109452,Raposa,MA,2.118780484116498,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d3,6402.83,2109502,Riachão,MA,4728.620496250525,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d4,733.458,2109551,Ribamar Fiquene,MA,506.8796148725923,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d5,647.998,2109601,Rosário,MA,73.49249970856303,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d6,2476.132,2109700,Sambaíba,MA,2599.149872336063,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d7,623.213,2109759,Santa Filomena do Maranhão,MA,64.51508041992173,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8,2191.168,2109809,Santa Helena,MA,2372.425103079193,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d9,786.689,2109908,Santa Inês,MA,104.33017894301481,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da,4837.169,2110005,Santa Luzia,MA,1061.2604692713228,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001db,1010.483,2110039,Santa Luzia do Paruá,MA,485.4278470235414,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dc,1430.33,2110104,Santa Quitéria do Maranhão,MA,1808.4014713055835,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001dd,756.797,2110203,Santa Rita,MA,461.87426381108304,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001de,932.03,2110237,Santana do Maranhão,MA,772.2400797462134,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001df,1582.806,2110278,Santo Amaro do Maranhão,MA,368.19868616098483,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e0,770.923,2110302,Santo Antônio dos Lopes,MA,232.9221746284516,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e1,931.485,2110401,São Benedito do Rio Preto,MA,1191.7559763235693,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e2,456.997,2110500,São Bento,MA,867.7196607122227,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e3,1005.824,2110609,São Bernardo,MA,644.869729940641,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e4,961.249,2110658,São Domingos do Azeitão,MA,1179.8361573600155,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e5,1151.978,2110708,São Domingos do Maranhão,MA,471.88262820683536,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e6,2032.599,2110807,São Félix de Balsas,MA,4352.388544818708,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e7,745.357,2110856,São Francisco do Brejão,MA,71.8581936950681,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e8,2284.217,2110906,São Francisco do Maranhão,MA,978.6546191802619,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001e9,649.956,2111003,São João Batista,MA,386.78249364207556,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea,910.065,2111029,São João do Carú,MA,245.35522718864848,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001eb,2052.328,2111052,São João do Paraíso,MA,3792.5927810142753,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec,1438.067,2111078,São João do Soter,MA,3316.7047042860727,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ed,1483.255,2111102,São João dos Patos,MA,1473.6013571626247,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ee,180.363,2111201,São José de Ribamar,MA,18.504192176082835,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ef,353.72,2111250,São José dos Basílios,MA,28.404526155000546,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f0,583.063,2111300,São Luís,MA,627.7075569367265,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f1,909.164,2111409,São Luís Gonzaga do Maranhão,MA,76.47077979956542,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f2,800.045,2111508,São Mateus do Maranhão,MA,126.86392189656564,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f3,720.461,2111532,São Pedro da Água Branca,MA,348.70041484434756,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f4,979.915,2111573,São Pedro dos Crentes,MA,721.5671118753345,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f5,3524.501,2111607,São Raimundo das Mangabeiras,MA,2454.751180855088,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f6,419.55,2111631,São Raimundo do Doca Bezerra,MA,13.491920759708183,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f7,226.811,2111672,São Roberto,MA,6.427478604449105,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f8,393.928,2111706,São Vicente Ferrer,MA,732.731776984769,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001f9,441.811,2111722,Satubinha,MA,184.5516726704675,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fa,426.437,2111748,Senador Alexandre Costa,MA,1004.2705354026625,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fb,738.187,2111763,Senador La Rocque,MA,141.0396151857379,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fc,1165.318,2111789,Serrano do Maranhão,MA,803.1915064283917,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fd,3114.683,2111805,Sítio Novo,MA,5170.909923524464,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001fe,1074.435,2111904,Sucupira do Norte,MA,2435.227008623765,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ff,862.226,2111953,Sucupira do Riachão,MA,193.81999317232075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000200,1486.584,2112100,Timbiras,MA,1288.8735636805336,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000201,1763.22,2112209,Timon,MA,1407.0084651843742,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000202,291.61,2112233,Trizidela do Vale,MA,18.025824763255414,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000203,270.934,2112274,Tufilândia,MA,34.61545009765621,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000204,3369.121,2112308,Tuntum,MA,1200.0090793113811,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000205,2622.281,2112407,Turiaçu,MA,1314.408342862384,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000206,1507.622,2112456,Turilândia,MA,1699.6942398391732,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000207,1566.08,2112506,Tutóia,MA,335.95823579668775,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000208,1707.621,2112605,Urbano Santos,MA,1185.8788977910797,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000209,1958.702,2112704,Vargem Grande,MA,484.38524011737553,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020a,1166.745,2112803,Viana,MA,932.5428393312948,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020b,1190.008,2112852,Vila Nova dos Martírios,MA,360.2549150778369,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020c,716.719,2112902,Vitória do Mearim,MA,1728.1181542204142,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020d,1193.385,2113009,Vitorino Freire,MA,402.1666036261821,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000020e,2140.109,2114007,Zé Doca,MA,568.4386304133641,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000833,470.551,3100302,Abre Campo,MG,50.14511527322209,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000834,101.886,3100401,Acaiaca,MG,7.352923728936886,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000835,815.422,3100500,Açucena,MG,256.38508930860326,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000836,1320.344,3100609,Água Boa,MG,395.8249335184016,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000837,820.079,3100906,Águas Formosas,MG,100.83639444144455,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000838,1256.607,3101003,Águas Vermelhas,MG,731.6796937606521,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000839,1348.913,3101102,Aimorés,MG,92.58333427344223,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083a,649.68,3101201,Aiuruoca,MG,24.691933189697263,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083b,161.356,3101300,Alagoa,MG,6.12689698038737,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083c,510.25,3101508,Além Paraíba,MG,19.04180454101562,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083d,130.815,3101631,Alfredo Vasconcelos,MG,8.1596571476237,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083e,2294.426,3101706,Almenara,MG,473.13941997848065,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000083f,166.972,3101805,Alpercata,MG,2.031787426757812,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000840,103.69,3102050,Alto Caparaó,MG,5.754338665771484,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000841,518.053,3102100,Alto Rio Doce,MG,20.57310219123391,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000842,278.175,3102209,Alvarenga,MG,15.952839021714155,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000843,599.443,3102308,Alvinópolis,MG,91.40470868077895,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000844,374.008,3102407,Alvorada de Minas,MG,54.496725943795006,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000845,136.186,3102506,Amparo do Serra,MG,7.556551757333796,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000846,695.672,3102704,Cachoeira de Pajeú,MG,115.84639712656039,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000847,1005.285,3102803,Andrelândia,MG,97.65723917554668,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000848,185.211,3102852,Angelândia,MG,121.86916510052842,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000849,529.915,3102902,Antônio Carlos,MG,29.848519987840824,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084a,787.061,3103009,Antônio Dias,MG,131.42465467603503,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084b,83.802,3103108,Antônio Prado de Minas,MG,4.263971323625153,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084c,187.538,3103207,Araçaí,MG,0.6587078637216605,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084d,106.608,3103306,Aracitaba,MG,0.49817498594994636,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084e,2236.279,3103405,Araçuaí,MG,682.342945125564,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000084f,89.42,3103603,Arantina,MG,3.074555645751954,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000850,303.793,3103702,Araponga,MG,11.81320471191406,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000851,159.378,3104403,Argirita,MG,10.27568435142367,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000852,243.329,3104452,Aricanduva,MG,167.1431825901165,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000853,158.891,3104601,Astolfo Dutra,MG,1.8347072753906248,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000854,1836.925,3104700,Ataléia,MG,31.22796363163967,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000855,1254.832,3104809,Augusto de Lima,MG,115.3895617863434,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000856,750.554,3104908,Baependi,MG,18.104796997070302,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000857,556.266,3105004,Baldim,MG,24.519927946011403,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000858,483.789,3105202,Bandeira,MG,151.3646425755394,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000859,340.14,3105400,Barão de Cocais,MG,40.97945842057772,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085a,198.313,3105509,Barão de Monte Alto,MG,3.5047453674316413,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085b,759.186,3105608,Barbacena,MG,58.95112467072124,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085c,383.628,3105707,Barra Longa,MG,30.371735642544564,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085d,82.07,3105905,Barroso,MG,4.091653796386718,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085e,109.143,3106002,Bela Vista de Minas,MG,40.406145430788534,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000085f,393.086,3106101,Belmiro Braga,MG,9.628745832088695,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000860,331.354,3106200,Belo Horizonte,MG,3.9557521179199213,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000861,334.909,3106309,Belo Oriente,MG,234.56441916585314,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000862,365.923,3106408,Belo Vale,MG,19.913352480301207,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000863,587.106,3106507,Berilo,MG,295.0203299826939,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000864,427.803,3106606,Bertópolis,MG,70.24543502908149,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000865,488.756,3106655,Berizal,MG,171.0323857738307,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000866,344.062,3106705,Betim,MG,17.16291296259861,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000867,283.535,3106804,Bias Fortes,MG,14.485234075855923,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000868,140.082,3106903,Bicas,MG,0.9984455871582032,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000869,503.77,3107208,Bocaina de Minas,MG,6.498086325827206,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086a,3206.757,3107307,Bocaiúva,MG,329.05320377029733,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086b,412.021,3107505,Bom Jardim de Minas,MG,16.781527136230466,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086c,195.611,3107703,Bom Jesus do Amparo,MG,3.287659674072266,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086d,592.289,3107802,Bom Jesus do Galho,MG,126.09881341935703,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086e,705.046,3108008,Bom Sucesso,MG,34.47316409732592,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086f,301.865,3108107,Bonfim,MG,21.243665765380854,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000870,3936.455,3108255,Bonito de Minas,MG,1271.5929565320341,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000871,1568.884,3108503,Botumirim,MG,210.77600163038053,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000872,1399.484,3108602,Brasília de Minas,MG,662.4429458851766,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000873,223.351,3108701,Brás Pires,MG,14.812529498291015,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000874,378.318,3108800,Braúnas,MG,131.3225470433371,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000875,639.434,3109006,Brumadinho,MG,88.16833256505632,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000876,1599.881,3109204,Buenópolis,MG,43.995218353343276,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000877,161.491,3109253,Bugre,MG,5.5818095310345806,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000878,61.381,3109600,Cachoeira da Prata,MG,1.0125574035644531,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000879,156.039,3109907,Caetanópolis,MG,1.0140790151319317,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087a,542.531,3110004,Caeté,MG,35.83858382678462,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087b,106.465,3110103,Caiana,MG,15.641604383018343,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087c,83.038,3110202,Cajuri,MG,1.8422039367675778,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087d,442.398,3110806,Campanário,MG,13.710320514634075,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087e,505.914,3111150,Campo Azul,MG,130.53805515742278,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000087f,174.9,3111705,Canaã,MG,7.0378012817382825,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000880,141.855,3112059,Cantagalo,MG,12.838334727495967,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000881,130.694,3112109,Caparaó,MG,19.87576322021485,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000882,111.073,3112208,Capela Nova,MG,5.247357220052084,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000883,965.292,3112307,Capelinha,MG,341.3368839597942,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000884,95.333,3112505,Capim Branco,MG,0.2530517150878906,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000885,279.088,3112653,Capitão Andrade,MG,15.481742840217144,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000886,971.576,3112703,Capitão Enéas,MG,193.15584259940286,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000887,187.704,3112901,Caputira,MG,32.79483644485773,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000888,1242.345,3113008,Caraí,MG,265.42789952959833,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
