system:index,AREA_KM2,CD_MUN,NM_MUN,SIGLA_UF,sum,.geo
000000000000000007ab,627.5,2923035,Novo Horizonte,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ac,278.487,2923050,Novo Triunfo,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ad,637.317,2923100,Olindina,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ae,3313.418,2923209,Oliveira dos Brejinhos,BA,1375.9272601074308,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007af,156.982,2923308,Ouriçangas,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b0,1544.988,2923357,Ourolândia,BA,8259.703576125803,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b1,2560.027,2923407,Palmas de Monte Alto,BA,8269.625493213838,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b2,737.454,2923506,Palmeiras,BA,14054.61738635596,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b3,1087.06,2923605,Paramirim,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b4,2624.998,2923704,Paratinga,BA,34118.01140851085,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b5,442.186,2923803,Paripiranga,BA,1540.9825732697411,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b6,626.306,2923902,Pau Brasil,BA,26676.524697707016,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b7,1544.388,2924009,Paulo Afonso,BA,22049.050244437374,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b8,596.771,2924058,Pé de Serra,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007b9,158.488,2924108,Pedrão,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ba,889.572,2924207,Pedro Alexandre,BA,6705.511916474623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bb,1825.857,2924306,Piatã,BA,3174.1159611030025,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bc,11597.923,2924405,Pilão Arcado,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bd,628.468,2924504,Pindaí,BA,1446.8904098076487,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007be,495.845,2924603,Pindobaçu,BA,2743.68283338628,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bf,647.144,2924652,Pintadas,BA,284.32821870727173,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c0,193.427,2924678,Piraí do Norte,BA,365.2712994932153,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c1,511.756,2924702,Piripá,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c2,980.328,2924801,Piritiba,BA,1052.8914942550718,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c3,955.454,2924900,Planaltino,BA,4735.869548208798,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c4,769.0,2925006,Planalto,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c5,937.855,2925105,Poções,BA,1987.505273728255,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c6,314.932,2925204,Pojuca,BA,1583.6963764860704,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c7,530.144,2925253,Ponto Novo,BA,12980.428791993952,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c8,2285.734,2925303,Porto Seguro,BA,70785.59695986049,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c9,1111.567,2925402,Potiraguá,BA,56.76157092277984,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ca,1692.1,2925501,Prado,BA,67007.39661880358,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cb,232.064,2925600,Presidente Dutra,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cc,1208.549,2925709,Presidente Jânio Quadros,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cd,441.82,2925758,Presidente Tancredo Neves,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ce,2011.06,2925808,Queimadas,BA,1413.5324934524613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cf,1380.798,2925907,Quijingue,BA,7904.707341358908,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d0,366.387,2925931,Quixabeira,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d1,1090.552,2925956,Rafael Jambeiro,BA,110.6427491770065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d2,4573.505,2926004,Remanso,BA,4811.019072561052,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d3,242.329,2926103,Retirolândia,BA,62.99144878520883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d4,5977.931,2926202,Riachão das Neves,BA,24743.301460737635,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d5,1155.418,2926301,Riachão do Jacuípe,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d6,3183.911,2926400,Riacho de Santana,BA,23886.667135276406,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d7,644.229,2926509,Ribeira do Amparo,BA,0.7419541206868489,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d8,1252.144,2926608,Ribeira do Pombal,BA,7560.054059635021,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007d9,1363.7,2926657,Ribeirão do Largo,BA,1139.6471807373189,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007da,1115.252,2926707,Rio de Contas,BA,1951.827932550075,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007db,777.903,2926806,Rio do Antônio,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dc,656.223,2926905,Rio do Pires,BA,54.06530901544316,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007dd,739.775,2927002,Rio Real,BA,0.5394838190295649,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007de,2207.159,2927101,Rodelas,BA,51617.23548818358,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007df,1991.772,2927200,Ruy Barbosa,BA,6748.253904110241,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e0,150.569,2927309,Salinas da Margarida,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e1,693.442,2927408,Salvador,BA,668.6788277540894,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e2,347.021,2927507,Santa Bárbara,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e3,934.461,2927606,Santa Brígida,BA,3611.923359839833,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e4,1462.942,2927705,Santa Cruz Cabrália,BA,9891.365195311526,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e5,284.083,2927804,Santa Cruz da Vitória,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e6,379.27,2927903,Santa Inês,BA,4388.168134318259,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e7,1623.445,2928000,Santaluz,BA,8633.863481757515,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e8,824.473,2928059,Santa Luzia,BA,4682.12763826588,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007e9,1984.91,2928109,Santa Maria da Vitória,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ea,1909.353,2928208,Santana,BA,7255.49978032978,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007eb,222.686,2928307,Santanópolis,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ec,6030.491,2928406,Santa Rita de Cássia,BA,64623.06454862048,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ed,719.257,2928505,Santa Terezinha,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ee,494.502,2928604,Santo Amaro,BA,7006.234426089693,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ef,261.74,2928703,Santo Antônio de Jesus,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f0,360.334,2928802,Santo Estêvão,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f1,15156.712,2928901,São Desidério,BA,9312.738741046574,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f2,289.963,2928950,São Domingos,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f3,103.226,2929008,São Félix,BA,103.23119209580473,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f4,1751.671,2929057,São Félix do Coribe,BA,5616.776167003325,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f5,222.407,2929107,São Felipe,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f6,269.715,2929206,São Francisco do Conde,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f7,1146.054,2929255,São Gabriel,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f8,294.768,2929305,São Gonçalo dos Campos,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f9,127.925,2929354,São José da Vitória,BA,1467.0344091289048,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fa,362.365,2929370,São José do Jacuípe,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fb,230.906,2929404,São Miguel das Matas,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fc,536.678,2929503,São Sebastião do Passé,BA,2193.1059974002483,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fd,131.218,2929602,Sapeaçu,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007fe,949.223,2929701,Sátiro Dias,BA,280.87746544017114,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ff,166.428,2929750,Saubara,BA,1064.3165219931227,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000800,509.098,2929800,Saúde,BA,5.708631164550782,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000801,2402.17,2929909,Seabra,BA,11636.808370699491,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000802,1984.511,2930006,Sebastião Laranjeiras,BA,30802.720562832455,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000803,789.361,2930105,Senhor do Bonfim,BA,6709.259261249678,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000804,2340.684,2930154,Serra do Ramalho,BA,52691.09338835917,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000805,11980.172,2930204,Sento Sé,BA,322717.12983968924,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000806,1592.245,2930303,Serra Dourada,BA,5049.160956497018,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000807,595.297,2930402,Serra Preta,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000808,583.314,2930501,Serrinha,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000809,322.022,2930600,Serrolândia,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080a,201.528,2930709,Simões Filho,BA,1320.437457359158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080b,1627.806,2930758,Sítio do Mato,BA,69623.02625829067,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080c,684.089,2930766,Sítio do Quinto,BA,7461.26018584171,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080d,1355.972,2930774,Sobradinho,BA,29203.971738840188,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080e,1026.634,2930808,Souto Soares,BA,346.0887311406647,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000080f,1437.189,2930907,Tabocas do Brejo Velho,BA,2092.000937701523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000810,1277.514,2931004,Tanhaçu,BA,3.331718253149893,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000811,729.516,2931053,Tanque Novo,BA,16.688268317799288,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000812,243.839,2931103,Tanquinho,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000813,454.081,2931202,Taperoá,BA,1113.8342128601014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000814,714.691,2931301,Tapiramutá,BA,1978.1403336140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000815,1165.622,2931350,Teixeira de Freitas,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000816,244.613,2931400,Teodoro Sampaio,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000817,351.892,2931509,Teofilândia,BA,241.8879548302034,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000818,289.782,2931608,Teolândia,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000819,193.241,2931707,Terra Nova,BA,1398.4953820425058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081a,2010.316,2931806,Tremedal,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081b,2198.237,2931905,Tucano,BA,22526.731838258762,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081c,3060.116,2932002,Uauá,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081d,659.08,2932101,Ubaíra,BA,212.20003210616807,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081e,181.102,2932200,Ubaitaba,BA,2233.967215197591,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081f,177.643,2932309,Ubatã,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000820,545.298,2932408,Uibaí,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000821,1775.633,2932457,Umburanas,BA,751.7462059854518,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000822,1126.733,2932507,Una,BA,57672.64689387204,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000823,902.402,2932606,Urandi,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000824,510.098,2932705,Uruçuca,BA,8686.797071211337,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000825,633.76,2932804,Utinga,BA,4732.714950382834,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000826,1123.975,2932903,Valença,BA,630.2201425170904,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000827,394.877,2933000,Valente,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000828,468.407,2933059,Várzea da Roça,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000829,206.478,2933109,Várzea do Poço,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082a,1225.892,2933158,Várzea Nova,BA,11927.660302964485,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082b,221.399,2933174,Varzedo,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082c,297.537,2933208,Vera Cruz,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082d,782.159,2933257,Vereda,BA,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082e,3254.186,2933307,Vitória da Conquista,BA,18547.376436179165,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000082f,522.37,2933406,Wagner,BA,3461.5631211687896,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000830,2920.579,2933455,Wanderley,BA,19454.18332677317,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000831,655.057,2933505,Wenceslau Guimarães,BA,13752.000007908908,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000832,5079.662,2933604,Xique-Xique,BA,43809.38977249324,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec,180.833,2300101,Abaiara,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed,130.002,2300150,Acarape,CE,573.8607220764223,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee,842.471,2300200,Acaraú,CE,3444.2197618417495,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ef,2254.279,2300309,Acopiara,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0,2438.563,2300408,Aiuaba,CE,12573.267511509452,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f1,135.76,2300507,Alcântaras,CE,22.527970097775885,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f2,72.675,2300606,Altaneira,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f3,1147.208,2300705,Alto Santo,CE,11158.429033612056,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f4,1175.044,2300754,Amontada,CE,16708.062424981945,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f5,259.706,2300804,Antonina do Norte,CE,1882.9044775544571,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f6,543.98,2300903,Apuiarés,CE,2198.440094766463,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f7,480.236,2301000,Aquiraz,CE,3714.8870107850485,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f8,1227.197,2301109,Aracati,CE,18935.93674542399,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9,643.988,2301208,Aracoiaba,CE,5635.438558629967,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa,342.301,2301257,Ararendá,CE,2904.189382240909,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb,1097.339,2301307,Araripe,CE,29.696703122582566,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc,119.758,2301406,Aratuba,CE,145.02071540862408,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fd,1068.437,2301505,Arneiroz,CE,6518.074484060464,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fe,1155.124,2301604,Assaré,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ff,885.87,2301703,Aurora,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000300,145.556,2301802,Baixio,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301,1080.986,2301851,Banabuiú,CE,8089.528256957608,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302,608.158,2301901,Barbalha,CE,17765.1010437335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000303,260.003,2301950,Barreira,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000304,711.346,2302008,Barro,CE,3141.179201867668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000305,385.583,2302057,Barroquinha,CE,3011.506756072915,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000306,314.075,2302107,Baturité,CE,840.3675632194677,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307,1596.751,2302206,Beberibe,CE,8632.153851416968,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000308,842.106,2302305,Bela Cruz,CE,1822.6447246661432,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309,2835.037,2302404,Boa Viagem,CE,8420.374206238435,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030a,654.658,2302503,Brejo Santo,CE,3320.674112957222,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030b,1120.452,2302602,Camocim,CE,8789.729149076225,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030c,1082.582,2302701,Campos Sales,CE,11046.439541031477,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030d,3032.39,2302800,Canindé,CE,70783.64415288376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030e,226.549,2302909,Capistrano,CE,601.3305978424237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030f,926.271,2303006,Caridade,CE,19539.517244768187,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000310,755.597,2303105,Cariré,CE,564.8749253356897,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000311,634.179,2303204,Caririaçu,CE,3942.477977784893,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000312,1036.417,2303303,Cariús,CE,1610.382893461611,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000313,363.22,2303402,Carnaubal,CE,42.9369196922631,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314,838.115,2303501,Cascavel,CE,9599.802728893485,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000315,488.153,2303600,Catarina,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316,784.022,2303659,Catunda,CE,2117.9556577101903,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000317,1223.246,2303709,Caucaia,CE,21552.099874331736,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000318,729.97,2303808,Cedro,CE,451.96789579522255,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319,237.248,2303907,Chaval,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a,815.268,2303931,Choró,CE,15431.175804437182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b,296.431,2303956,Chorozinho,CE,4350.764612127555,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c,750.332,2304004,Coreaú,CE,693.8992206894186,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031d,2981.459,2304103,Crateús,CE,36572.6960895301,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031e,1138.15,2304202,Crato,CE,20818.67457957063,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031f,696.348,2304236,Croatá,CE,3532.558535820548,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000320,335.921,2304251,Cruz,CE,1371.8535215403244,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321,471.134,2304269,Deputado Irapuan Pinheiro,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000322,362.906,2304277,Ereré,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000323,78.818,2304285,Eusébio,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000324,530.54,2304301,Farias Brito,CE,356.41415939649414,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000325,568.778,2304350,Forquilha,CE,3365.9241204255395,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326,312.353,2304400,Fortaleza,CE,2097.8956593134326,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000327,285.024,2304459,Fortim,CE,1768.0084239870466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328,210.284,2304509,Frecheirinha,CE,400.7407916680194,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000329,230.371,2304608,General Sampaio,CE,913.5640959607034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a,258.942,2304657,Graça,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032b,2663.174,2304707,Granja,CE,22752.229432831144,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032c,111.528,2304806,Granjeiro,CE,407.3875814651775,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d,155.681,2304905,Groaíras,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e,256.053,2304954,Guaiúba,CE,335.112003631924,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f,624.606,2305001,Guaraciaba do Norte,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000330,90.817,2305100,Guaramiranga,CE,574.7381097081734,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331,926.592,2305209,Hidrolândia,CE,533.8786396687401,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000332,160.557,2305233,Horizonte,CE,598.128908010523,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000333,879.255,2305266,Ibaretama,CE,2870.8778098395014,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334,414.092,2305308,Ibiapina,CE,3694.657961337439,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000335,423.856,2305332,Ibicuitinga,CE,5414.496055669702,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000336,421.44,2305357,Icapuí,CE,7088.277978179322,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337,1865.862,2305407,Icó,CE,7318.8962514282275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000338,992.208,2305506,Iguatu,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000339,3222.381,2305605,Independência,CE,20616.85848632934,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033a,704.773,2305654,Ipaporanga,CE,4077.262030697627,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033b,276.508,2305704,Ipaumirim,CE,116.76820086267796,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033c,626.049,2305803,Ipu,CE,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033d,1483.258,2305902,Ipueiras,CE,3806.8204845170235,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033e,839.174,2306009,Iracema,CE,5155.4675039143085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033f,1466.412,2306108,Irauçuba,CE,15507.94066931198,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340,213.604,2306207,Itaiçaba,CE,8870.769356073302,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000341,153.686,2306256,Itaitinga,CE,178.5501874135705,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000342,432.188,2306306,Itapajé,CE,1970.426460580381,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000343,1600.358,2306405,Itapipoca,CE,19628.694032550786,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000344,593.231,2306504,Itapiúna,CE,6386.4006598126525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000345,714.833,2306553,Itarema,CE,18111.437302462968,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000346,829.626,2306603,Itatira,CE,8570.008106323368,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000347,1826.826,2306702,Jaguaretama,CE,17839.32239587507,"{""type"":""MultiPoint"",""coordinates"":[]}"
