Ano,Regiao,Uf Sigla,Municipio Primario,Nome Conflito,Data,Numero De Pessoas,Tipo De Violencia,Categoria Causou Acao,Categoria Sofreu Acao,Categoria Vitima Violencia,Eixos De Violencia,Genero,Idade,Identidade De Genero,Orientacao Sexual,Raca Cor,Municipios Vitima,Lugar
2014,Centro-Oeste,DF,Brasília (DF),Manifestações 2014,02/12/2014,3,Ferimento,,,Sem Terra,Não definido,S - Sem Informação,SI,,,,Brasília (DF),Praça dos Três Poderes
2014,Centro-Oeste,DF,Brasília (DF),Manifestações 2014,02/12/2014,1,Prisão,,,Sem Terra,Não definido,M - Masculino,SI,,,,Brasília (DF),Praça dos Três Poderes
2014,Centro-Oeste,MS,Amambai (MS),Acamp. Tekoha Guaiviry/MS-386,06/02/2014,1,"Ameaça de Morte, Seqüestro, Tortura",Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Amambai (MS),"Região de Amambaí , Região de Amambaí , Região de Amambaí "
2014,Centro-Oeste,MS,Douradina (MS),Retomada Guyra Kambi’y/Guyra Cambiy,06/07/2014,1,Assassinato,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,61,,,Indígena,Dourados (MS),Perto de uma aldeia de Dourados
2014,Centro-Oeste,MS,Dourados (MS),Com. Apyka'y/Acamp. na BR-463/Curral de Arame,01/23/2014,1,Ameaça de Morte,Fazendeiro,Indígenas,Indígenas,Terra,F -  Feminino,73,,,Indígena,Dourados (MS),Com. Apyka'i/Acamp. na BR-463
2014,Centro-Oeste,MS,Dourados (MS),Com. Apyka'y/Acamp. na BR-463/Curral de Arame,02/08/2014,1,Morte em conseqüência,Fazendeiro,Indígenas,Indígenas,Terra,F -  Feminino,17,,,Indígena,Dourados (MS),"Km 05, BR-463, perto da Aldeia Apyka'y"
2014,Centro-Oeste,MS,Dourados (MS),Com. Apyka'y/Acamp. na BR-463/Curral de Arame,03/14/2014,1,Morte em conseqüência,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,41,,,Indígena,Dourados (MS),"Km 03 da BR-463, perto da Terra Indígena Apyka'y"
2014,Centro-Oeste,MS,Miranda (MS),T. I. Pilad Rebuá,05/19/2014,1,"Tentativa de Assassinato, Ameaça de Morte",Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,31,,,Indígena,Miranda (MS),"Aldeia Moreira, Aldeia Moreira"
2014,Centro-Oeste,MS,Nova Andradina (MS),Faz. Furnas e Córrego Fundo ,01/20/2014,1,Ameaça de Morte,Fazendeiro,Sem Terra,Sem Terra,Terra,F -  Feminino,31,,,,Nova Andradina (MS),Acampamento diante da fazenda Furnas 
2014,Centro-Oeste,MS,Tacuru (MS),T. I. Iguatemipeguá/Com. Indígena Pyelito Kue,04/06/2014,1,Ferimento,Fazendeiro,Indígenas,Indígenas,Terra,F -  Feminino,A,,,Indígena,Iguatemi (MS),Faz. Cambará/Território Pyelito Kue
2014,Centro-Oeste,MT,Campos de Júlio (MT),Assentamento Juruena,01/17/2014,1,Assassinato,Presidente de cooperativa,Assentado,Assentado,Terra,M - Masculino,57,,,,Campos de Júlio (MT),"Associação 6, Linha Alto Juruena"
2014,Centro-Oeste,MT,Campos de Júlio (MT),Assentamento Juruena,01/17/2014,1,Tentativa de Assassinato,Presidente de cooperativa,Assentado,Assentado,Terra,M - Masculino,27,,,,Campos de Júlio (MT),"Associação 6, Linha Alto Juruena"
2014,Centro-Oeste,MT,Campos de Júlio (MT),Assentamento Juruena,01/17/2014,1,Assassinato,Presidente de cooperativa,Assentado,Assentado,Terra,F -  Feminino,27,,,,Campos de Júlio (MT),"Associação 6, Linha Alto Juruena"
2014,Centro-Oeste,MT,Nossa Senhora do Livramento (MT),Comunidade São Gonçalo/Com. São Manoel do Pari,03/06/2014,1,Ameaça de Morte,Fazendeiro,Posseiro,Posseiro,Terra,M - Masculino,,,,,Nossa Senhora do Livramento (MT),Comunidade São Gonçalo
2014,Nordeste,BA,Cocos (BA),T. I.  Xakriabá ,06/03/2014,1,Ameaça de Morte,Fazendeiro,Indígenas,Religioso,Terra,M - Masculino,A,,,,Cocos (BA),Caminho da Aldeia de Porcos até a cidade de Cocos
2014,Nordeste,BA,Cocos (BA),T. I.  Xakriabá ,06/03/2014,1,Ameaça de Morte,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Cocos (BA),Caminho da Aldeia de Porcos até a cidade de Cocos 
2014,Nordeste,BA,Ilhéus (BA),Vila Santana/T. I. Tupinambá Olivença ,04/26/2014,1,Assassinato,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,57,,,Indígena,Ilhéus (BA),Vila Santana
2014,Nordeste,BA,Itapebi (BA),Aldeia Encanto da Patioba,03/07/2014,1,Agressão,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,63,,,Indígena,Itapebi (BA),Aldeia Encanto da Patioba 
2014,Nordeste,BA,Itapebi (BA),Aldeia Encanto da Patioba,03/07/2014,1,Agressão,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Itapebi (BA),Aldeia Encanto da Patioba 
2014,Nordeste,BA,Itapebi (BA),Aldeia Encanto da Patioba,03/07/2014,1,Agressão,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Itapebi (BA),Aleida Encanto da Patioba 
2014,Nordeste,BA,Itapebi (BA),Aldeia Encanto da Patioba,03/07/2014,1,Agressão,Fazendeiro,Indígenas,Indígenas,Terra,F -  Feminino,45,,,Indígena,Itapebi (BA),Aldeia Encanto da Patioba 
2014,Nordeste,BA,Monte Santo (BA),P. A. Nossa Senhora do Rosário ,02/06/2014,1,Assassinato,Fazendeiro,Assentado,Assentado,Terra,M - Masculino,49,,,,Monte Santo (BA),P. A. Nossa Senhora do Rosário
2014,Nordeste,BA,Porto Seguro (BA),T. I. Barra Velha/Aldeia Boca da Mata e Outras,05/03/2014,1,Tentativa de Assassinato,Fazendeiro,Indígenas,Funcionário Público,Terra,M - Masculino,A,,,,Porto Seguro (BA),"BR-101, a caminho de Itamaraju "
2014,Nordeste,BA,Porto Seguro (BA),T. I. Barra Velha/Aldeia Boca da Mata e Outras,05/03/2014,2,Tentativa de Assassinato,Fazendeiro,Indígenas,Indígenas,Terra,F -  Feminino,A,,,Indígena,Porto Seguro (BA),"BR - 101, em direção a Itamaraju"
2014,Nordeste,BA,Simões Filho (BA),Com. Quilombola Rio dos Macacos,01/06/2014,1,"Prisão, Agressão, Humilhação, Ameaça de Morte",Ministério da Marinha,Quilombola,Quilombola,Terra,F -  Feminino,35,,,Preta,Simões Filho (BA),"Entrada da Vila Naval, Entrada da Vila Naval, Entrada da Vila Naval, Entrada da Vila Naval"
2014,Nordeste,BA,Simões Filho (BA),Com. Quilombola Rio dos Macacos,01/06/2014,1,"Prisão, Agressão, Humilhação, Ameaça de Morte",Ministério da Marinha,Quilombola,Quilombola,Terra,M - Masculino,36,,,Preta,Simões Filho (BA),"Entrada da Base Naval, Entrada da Base Naval, Entrada da Base Naval, Entrada da Base Naval"
2014,Nordeste,BA,Una (BA),Serra do Padeiro/Serra de Trempes/Povo Tupinambá,02/19/2014,9,Ameaça de prisão,,,Indígenas,Não definido,M - Masculino,A,,,Indígena,Una (BA),Região da Serra do Padeiro 
2014,Nordeste,BA,Una (BA),Serra do Padeiro/Serra de Trempes/Povo Tupinambá,02/20/2014,1,Ameaça de Morte,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Una (BA),Região de Serra do Padeiro
2014,Nordeste,BA,Una (BA),Serra do Padeiro/Serra de Trempes/Povo Tupinambá,02/20/2014,1,Agressão,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,20,,,Indígena,Una (BA),Região da Serra do Padeiro 
2014,Nordeste,BA,Una (BA),Serra do Padeiro/Serra de Trempes/Povo Tupinambá,02/20/2014,1,Ameaça de Morte,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Una (BA),Região da Serra do Padeiro
2014,Nordeste,BA,Una (BA),Serra do Padeiro/Serra de Trempes/Povo Tupinambá,03/22/2014,1,Humilhação,Fazendeiro,Indígenas,Indígenas,Terra,F -  Feminino,14,,,Indígena,Buerarema (BA),Aldeia Serra do Padeiro 
2014,Nordeste,BA,Una (BA),Serra do Padeiro/Serra de Trempes/Povo Tupinambá,04/24/2014,1,Prisão,Fazendeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Una (BA),"Prisão efetuada no Congresso Nacional, em Brasília"
2014,Nordeste,CE,Aracati (CE),Com.  Quilombola do Cumbe/Emp. de Carcinicultura,03/12/2014,1,Prisão,Empresário,Pescador,Pescador,Terra,M - Masculino,A,,,,Aracati (CE),Com. do Cumbe
2014,Nordeste,CE,Aracati (CE),Com.  Quilombola do Cumbe/Emp. de Carcinicultura,03/12/2014,1,Ameaça de Morte,Empresário,Pescador,Pescador,Terra,M - Masculino,,,,,Aracati (CE),Sem informação
2014,Nordeste,CE,Aracati (CE),Com.  Quilombola do Cumbe/Emp. de Carcinicultura,03/12/2014,1,Ferimento,Empresário,Pescador,Pescador,Terra,M - Masculino,A,,,,Aracati (CE),Com. do Cumbe
2014,Nordeste,CE,Aracati (CE),Com.  Quilombola do Cumbe/Emp. de Carcinicultura,03/12/2014,1,Prisão,Empresário,Pescador,Aliado/a,Terra,M - Masculino,A,,,,Aracati (CE),Com. do Cumbe
2014,Nordeste,CE,Ibaretama (CE),Fazenda Bonito,05/02/2014,1,Tentativa de Assassinato,Pistoleiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Ibaretama (CE),Acamp. diante a Faz. Bonito
2014,Nordeste,CE,Ibaretama (CE),Fazenda Bonito,05/02/2014,1,Tentativa de Assassinato,Pistoleiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Ibaretama (CE),Acamp. diante a Faz. Bonito
2014,Nordeste,CE,Paraipaba (CE),Fazenda Acqua Clara/Carcinicultura/Com. Capim-Açú,06/02/2014,1,Ameaça de Morte,,,Pescador,Não definido,M - Masculino,A,,,,Paraipaba (CE),Com. Campim-Açú
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Faz. Campestre Catulo/Pov. Campestre/Pov. Canafístula/Território Campestre,02/21/2014,1,"Tentativa de Assassinato, Ameaça de Morte",Fazendeiro,Posseiro,Posseiro,Terra,M - Masculino,42,,,,Timbiras (MA),"Perto da Comunidade Abundância, Comunidade Campestre Catulo"
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Faz. Campestre Catulo/Pov. Campestre/Pov. Canafístula/Território Campestre,02/24/2014,1,Assassinato,Fazendeiro,Posseiro,Posseiro,Terra,M - Masculino,42,,,,Timbiras (MA),Estrada Vicinal que liga a Com. Abundância ao município de Timbiras
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Gl. Campo do Bandeira/Cia. Caxuxa Pastoril,01/28/2014,1,Ameaça de Morte,Político,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Alto Alegre do Maranhão (MA),Gleba Campo do Bandeira
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Gl. Campo do Bandeira/Cia. Caxuxa Pastoril,01/28/2014,1,Ameaça de Morte,Político,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Alto Alegre do Maranhão (MA),Gleba Campo do Bandeira
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Gl. Campo do Bandeira/Cia. Caxuxa Pastoril,01/28/2014,1,Ameaça de Morte,Político,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Alto Alegre do Maranhão (MA),Gleba Campo do Bandeira
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Gl. Campo do Bandeira/Cia. Caxuxa Pastoril,01/28/2014,1,Ameaça de Morte,Político,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Alto Alegre do Maranhão (MA),Gleba Campo do Bandeira
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Gl. Campo do Bandeira/Cia. Caxuxa Pastoril,01/28/2014,1,Ameaça de Morte,Político,Posseiro,Posseiro,Terra,F -  Feminino,A,,,,Alto Alegre do Maranhão (MA),Gleba Campo do Bandeira
2014,Nordeste,MA,Araguanã (MA),T. I. Alto Turiaçu,01/07/2014,1,Tentativa de Assassinato,Madeireiro,Indígenas,Indígenas,Terra,M - Masculino,,,,Indígena,Santa Luzia do Paruá (MA),Aldeia Ximborenda
2014,Nordeste,MA,Araguanã (MA),T. I. Alto Turiaçu,01/07/2014,2,Tentativa de Assassinato,Madeireiro,Indígenas,Indígenas,Terra,M - Masculino,,,,Indígena,Santa Luzia do Paruá (MA),Aldeia Ximborenda
2014,Nordeste,MA,Chapadinha (MA),Tiúba,02/20/2014,1,Ameaça de Morte,Fazendeiro,Posseiro,Posseiro,Terra,M - Masculino,,,,,Chapadinha (MA),Tiúba
2014,Nordeste,MA,Chapadinha (MA),Tiúba,02/20/2014,1,Ameaça de Morte,Fazendeiro,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Chapadinha (MA),Tiúba 
2014,Nordeste,MA,Chapadinha (MA),Tiúba,02/20/2014,1,Ameaça de Morte,Fazendeiro,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Chapadinha (MA),Tiúba 
2014,Nordeste,MA,Chapadinha (MA),Tiúba,02/20/2014,1,Ameaça de Morte,Fazendeiro,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Chapadinha (MA),Tiúba
2014,Nordeste,MA,Codó (MA),Com. Quilombola Santa Maria dos Moreiras,06/16/2014,1,Ameaça de Morte,Mineradora,Quilombola,Quilombola,Terra,M - Masculino,A,,,Preta,Codó (MA),Com. Quilombola Santa Maria dos Moreiras 
2014,Nordeste,MA,Codó (MA),Com. Quilombola Santa Maria dos Moreiras,06/16/2014,1,Ameaça de Morte,Mineradora,Quilombola,Quilombola,Terra,M - Masculino,A,,,Preta,Codó (MA),Comunidade Quilombola Santa Maria dos Moreiras 
2014,Nordeste,MA,Codó (MA),Com. Três Irmãos/Empresa Costa Pinto,05/13/2014,1,Ameaça de Morte,Empresário,Quilombola,Quilombola,Terra,F -  Feminino,A,,,Preta,Codó (MA),Comunidade Três Irmãos - Casa da Maria Romana
2014,Nordeste,MA,Palmeirândia (MA),Quilombo Cruzeiro/Triângulo,01/16/2014,1,Ameaça de Morte,Governo municipal,Quilombola,Quilombola,Terra,M - Masculino,36,,,Preta,Palmeirândia (MA),Quilombo Cruzeiro 
2014,Nordeste,MA,Pedro do Rosário (MA),Com. Quilombola Imbiral Cabeça Branca,02/18/2014,1,Ameaça de Morte,Grileiro,Quilombola,Quilombola,Terra,M - Masculino,,,,Preta,Pedro do Rosário (MA),Sem informação
2014,Nordeste,MA,Pirapemas (MA),Com. Quilombola Salgado/Território Aldeia Velha/11 Comunidades ,03/04/2014,1,Ameaça de Morte,Grileiro,Quilombola,Quilombola,Terra,M - Masculino,,,,Preta,Pirapemas (MA),Com. Quilombola Salgado/Aldeia Velha
2014,Nordeste,MA,Pirapemas (MA),Com. Quilombola Salgado/Território Aldeia Velha/11 Comunidades ,03/04/2014,1,Ameaça de Morte,Grileiro,Quilombola,Quilombola,Terra,M - Masculino,,,,Preta,Pirapemas (MA),Com. Quilombola Salgado/Aldeia Velha
2014,Nordeste,MA,Presidente Vargas (MA),Acampamento Irmã Dorothy,01/05/2014,1,Assassinato,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Presidente Vargas (MA),Acampamento Irmã Dorothy
2014,Nordeste,MA,Senador La Rocque (MA),Faz. Cipó Cortado/Rolete/Assent. Cipo Cortado ,01/21/2014,1,Ameaça de Morte,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Amarante do Maranhão (MA),Fazenda Cipó Cortado
2014,Nordeste,MA,Senador La Rocque (MA),Faz. Cipó Cortado/Rolete/Assent. Cipo Cortado ,01/21/2014,1,Ameaça de Morte,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Amarante do Maranhão (MA),Fazenda Cipó Cortado
2014,Nordeste,MA,Senador La Rocque (MA),Faz. Cipó Cortado/Rolete/Assent. Cipo Cortado ,01/21/2014,1,Ameaça de Morte,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,João Lisboa (MA),Fazenda Cipó Cortado
2014,Nordeste,PB,Casserengue (PB),Faz. Imbiguida/Serrote da Imbiguda,03/24/2014,1,Tentativa de Assassinato,,,Sem Terra,Não definido,M - Masculino,A,,,,Casserengue (PB),Fazenda Imbiguida
2014,Nordeste,PB,Santa Rita (PB),Faz. São Francisco do Grajaú/Us. São João/Acamp. 15 de Novembro,01/15/2014,1,Prisão,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Santa Rita (PB),Acamp. 15 de Novembro
2014,Nordeste,PB,Santa Rita (PB),Faz. São Francisco do Grajaú/Us. São João/Acamp. 15 de Novembro,01/15/2014,1,Prisão,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Santa Rita (PB),Acamp. 15 de Novembro
2014,Nordeste,PB,Santa Rita (PB),Faz. São Francisco do Grajaú/Us. São João/Acamp. 15 de Novembro,01/15/2014,1,Prisão,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Santa Rita (PB),Acamp. 15 de Novembro
2014,Nordeste,PB,Santa Rita (PB),Faz. São Francisco do Grajaú/Us. São João/Acamp. 15 de Novembro,01/15/2014,1,Prisão,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Santa Rita (PB),Acamp. 15 de Novembro
2014,Nordeste,PB,Santa Rita (PB),Faz. São Francisco do Grajaú/Us. São João/Acamp. 15 de Novembro,01/15/2014,1,Prisão,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Santa Rita (PB),Acamp. 15 de Novembro
2014,Nordeste,PE,Águas Belas (PE),T. I. Oya Twutia Fulni-ô,01/31/2014,1,Agressão,Policial militar,Indígenas,Indígenas,Terra,S - Sem Informação,,,,Indígena,Águas Belas (PE),T. I. Oya Twutia Fulni-ô
2014,Nordeste,PE,Garanhuns (PE),Quilombo Castainho,05/13/2014,1,Ameaça de Morte,Fazendeiro,Quilombola,Quilombola,Terra,M - Masculino,58,,,Preta,Garanhuns (PE),
2014,Nordeste,PE,Moreno (PE),Com. Padre Tiago/Engenho Una/Us. Bulhões,03/31/2014,1,Ameaça de Morte,Empresário,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Moreno (PE),Engenho Una
2014,Nordeste,PE,Recife (PE),Manifestações 2014,03/31/2014,1,Agressão,,,Trabalhador Rural,Não definido,M - Masculino,60,,,,Goiana (PE),BR 101 Sul KM 83
2014,Nordeste,PE,Sirinhaém (PE),Com. Pesqueiras/Rio Sirinhahém/Us. Trapiche,05/21/2014,1,Intimidação,Empresário,Pescador,Pescador,Terra,F -  Feminino,39,,,,Sirinhaém (PE),Ilha de constantino
2014,Nordeste,PE,Vitória de Santo Antão (PE),Faz. Contra Açude/Capim Canela/Buscaú,01/23/2014,1,Intimidação,,,Sem Terra,Não definido,M - Masculino,A,,,,Moreno (PE),Engenho Contra-Açude
2014,Nordeste,PE,Vitória de Santo Antão (PE),Faz. Contra Açude/Capim Canela/Buscaú,05/01/2014,1,Intimidação,,,Trabalhador Rural,Não definido,M - Masculino,A,,,,Moreno (PE),Engenho Contra Açude
2014,Nordeste,PE,Vitória de Santo Antão (PE),Faz. Contra Açude/Capim Canela/Buscaú,05/13/2014,1,Intimidação,Empresário,Trabalhador Rural,Trabalhador Rural,Terra,F -  Feminino,A,,,,Moreno (PE),Engenho Contra-Açude
2014,Nordeste,PE,Vitória de Santo Antão (PE),Faz. Contra Açude/Capim Canela/Buscaú,06/03/2014,1,Intimidação,,,Trabalhador Rural,Não definido,M - Masculino,A,,,,Moreno (PE),Engenho Contra-Açude
2014,Nordeste,RN,São Gonçalo do Amarante (RN),Faz. Itapetinga/Acamp. Luís Carlos Prestes,05/22/2014,2,Prisão,Policial civil,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,São Gonçalo do Amarante (RN),
2014,Nordeste,SE,Barra dos Coqueiros (SE),Com. Quilombola de Pontal da Barra,03/18/2014,1,Ameaça de Morte,Traficante,Quilombola,Quilombola,Terra,M - Masculino,A,,,Preta,Barra dos Coqueiros (SE),Com. Quilombola de Pontal da Barra 
2014,Norte,AC,Rio Branco (AC),Arrombamento da Sede da CPT,02/04/2014,1,Intimidação,Sem Informação,Agente pastoral,Agente pastoral,Terra,F -  Feminino,A,,,,Rio Branco (AC),Sem informação 
2014,Norte,AM,Lábrea (AM),Castanhal Lusitânia,03/16/2014,1,Acidente de trabalho,,,Trabalhador Rural,Trabalhista,M - Masculino,M,,,,Lábrea (AM),Castanhal Lusitânia
2014,Norte,AM,Manaus (AM),Tarumã-Açu/Com. Novo Paraíso/Frederico Veiga/Empresa Eletroferro,02/28/2014,1,Ameaça de Morte,Madeireiro,Posseiro,Posseiro,Terra,M - Masculino,,,,,Manaus (AM),Sem informação
2014,Norte,AM,Manaus (AM),Tarumã-Açu/Com. Novo Paraíso/Frederico Veiga/Empresa Eletroferro,02/28/2014,1,Ameaça de Morte,Madeireiro,Posseiro,Posseiro,Terra,M - Masculino,A,,,,Manaus (AM),Sem informação 
2014,Norte,AM,Manaus (AM),Tarumã-Açu/Com. Novo Paraíso/Frederico Veiga/Empresa Eletroferro,02/28/2014,1,Ameaça de Morte,Madeireiro,Posseiro,Posseiro,Terra,M - Masculino,94,,,,Manaus (AM),"Sítio do Macedo, entre o igarapé do Marujo e o igarapé Açu "
2014,Norte,PA,Abel Figueiredo (PA),Faz. Asturya/Acamp Jesus é Rei/Sid. Ibérica,01/29/2014,1,Tentativa de Assassinato,Empresário Internacional,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Abel Figueiredo (PA),Fazenda Astúria
2014,Norte,PA,Abel Figueiredo (PA),Faz. Asturya/Acamp Jesus é Rei/Sid. Ibérica,01/29/2014,1,Tentativa de Assassinato,Empresário Internacional,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Abel Figueiredo (PA),Fazenda Astúria
2014,Norte,PA,Abel Figueiredo (PA),Faz. Asturya/Acamp Jesus é Rei/Sid. Ibérica,05/12/2014,1,Impedimento de ir e vir,Empresário Internacional,Sem Terra,Religioso,Terra,M - Masculino,A,,,,Abel Figueiredo (PA),Fazenda Astúria
2014,Norte,PA,Abel Figueiredo (PA),Faz. Asturya/Acamp Jesus é Rei/Sid. Ibérica,05/12/2014,1,Impedimento de ir e vir,Empresário Internacional,Sem Terra,Presidente de STR,Terra,M - Masculino,A,,,,Abel Figueiredo (PA),Fazenda Astúria
2014,Norte,PA,Abel Figueiredo (PA),Faz. Asturya/Acamp Jesus é Rei/Sid. Ibérica,05/12/2014,1,Ameaça de Morte,Empresário Internacional,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Abel Figueiredo (PA),Fazenda Astúria
2014,Norte,PA,Altamira (PA),Sítio Pimental/UHE de Belo Monte/Belo Sun Mineração,05/12/2014,10,Ferimento,Hidrelétrica,Atingido por barragem,Pescador,Água,M - Masculino,A,,,,Altamira (PA),
2014,Norte,PA,Altamira (PA),Sítio Pimental/UHE de Belo Monte/Belo Sun Mineração,05/12/2014,1,Ferimento,Hidrelétrica,Atingido por barragem,Jornalista,Água,M - Masculino,A,,,,Altamira (PA),
2014,Norte,PA,Altamira (PA),UHE Belo Monte/Consórcio Norte Energia,05/25/2014,4,Ferimento,,,Indígenas,Não definido,,,,,Indígena,Altamira (PA),canteiro de obras de Belo Monte sítio pimental
2014,Norte,PA,Bom Jesus do Tocantins (PA),Fazenda Gaúcha,05/20/2014,1,Ameaça de Morte,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Bom Jesus do Tocantins (PA),Acampamento Tocantins
2014,Norte,PA,Conceição do Araguaia (PA),Faz. Santa Maria Oriente/Acamp. Luiz Lopes,01/17/2014,1,Ameaça de Morte,Fazendeiro,Sem Terra,Presidente de STR,Terra,M - Masculino,A,,,,Floresta do Araguaia (PA),Colonia Travessão
2014,Norte,PA,Conceição do Araguaia (PA),Faz. Santa Maria Oriente/Acamp. Luiz Lopes,02/25/2014,1,Ameaça de Morte,,,Sem Terra,Não definido,M - Masculino,,,,,Floresta do Araguaia (PA),Entrada da Faz. Sta. Maria lote 59
2014,Norte,PA,Conceição do Araguaia (PA),Faz. Santa Maria Oriente/Acamp. Luiz Lopes,02/25/2014,1,Ameaça de Morte,,,Sem Terra,Não definido,M - Masculino,,,,,Floresta do Araguaia (PA),Faz. Sta. Maria Lote 59
2014,Norte,PA,Irituia (PA),Agrop. Sta. Bárbara/Faz. Mª Bonita/Faz. São Felipe/Acamp. Dalcídio Jurandir,06/14/2014,3,Tentativa de Assassinato,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Eldorado do Carajás (PA),Fazenda Maria Bonita
2014,Norte,PA,Irituia (PA),Agrop. Sta. Bárbara/Faz. Mª Bonita/Faz. São Felipe/Acamp. Dalcídio Jurandir,06/26/2014,1,Prisão,Fazendeiro,Sem Terra,Sem Terra,Terra,M - Masculino,A,,,,Eldorado do Carajás (PA),Complexo da Faz. S. Filipe
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,02/10/2014,1,Ameaça de Morte,Garimpeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Jacareacanga (PA),T. I. Munduruku
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,02/10/2014,1,Ameaça de Morte,Garimpeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Jacareacanga (PA),Aldeia Posto de Vigilância T. I. Munduruku
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,02/10/2014,1,Ameaça de Morte,Garimpeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Jacareacanga (PA),T. I. Munduruku
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,02/10/2014,1,Ameaça de Morte,Garimpeiro,Indígenas,Funcionário Público,Terra,M - Masculino,A,,,,Jacareacanga (PA),T. I. Munduruku
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,02/10/2014,1,Ameaça de Morte,Garimpeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Jacareacanga (PA),Aldeia Posto de Vigilância T. I. Munduruku
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,05/13/2014,1,Ferimento,Garimpeiro,Indígenas,Indígenas,Terra,F -  Feminino,A,,,Indígena,Jacareacanga (PA),Cidade de Jacareacanga
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,05/13/2014,1,Ferimento,Garimpeiro,Indígenas,Indígenas,Terra,M - Masculino,A,,,Indígena,Jacareacanga (PA),Cidade de Jacareacanga
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,05/13/2014,1,Ameaça de Morte,Garimpeiro,Indígenas,Funcionário Público,Terra,F -  Feminino,28,,,,Jacareacanga (PA),Casa de apoio ao índio em jacareacanga
2014,Norte,PA,Jacareacanga (PA),T. I. Munduruku/UHE Tapajós,05/13/2014,1,Intimidação,Garimpeiro,Indígenas,Indígenas,Terra,F -  Feminino,A,,,Indígena,Jacareacanga (PA),Sua residência em Jacareacanga
