Ano,Regiao,Uf Sigla,Municipio Primario,Nome Conflito,Categoria Causou Acao,Categoria Sofreu Acao,Situacao Conflito Agua,Tipo Conflito Agua,Tipo De Violencia
2019,Norte,PA,Senador José Porfírio (PA),Com. Ilha da Fazenda/UHE Belo Monte/Belo Sum Mineradora/PAC,Hidrelétrica,Ribeirinho,Diminuição do acesso à Água,Barragens e Açudes,Danos
2019,Norte,PA,Senador José Porfírio (PA),Com. Vila da Ressaca/UHE Belo Monte/Belo Sum Mineradora/PAC,Hidrelétrica,Ribeirinho,Diminuição do acesso à Água,Barragens e Açudes,Danos
2019,Norte,PA,Senador José Porfírio (PA),Garimpos Grota Seca/Galo/Ouro Verde/Vila da Ressaca/T. I. Arara e Juruna/Mineradora Belo Sun/PAC,Hidrelétrica,Ribeirinho,Diminuição do acesso à Água,Barragens e Açudes,Danos
2019,Norte,PA,Senador José Porfírio (PA),T. I. Arara da Volta Grande do Xingu,Hidrelétrica,Indígenas,Diminuição do acesso à Água,Barragens e Açudes,Danos
2019,Norte,PA,Senador José Porfírio (PA),Vila Itatá/UHE Belo Monte/PAC,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,PA,Vitória do Xingu (PA),Com. São Pedro/UHE Belo Monte/PAC,Hidrelétrica,Ribeirinho,Diminuição do acesso à Água,Barragens e Açudes,Danos
2019,Norte,RO,Machadinho D'Oeste (RO),Rompimento de Barragens/Mineração ,Mineradora,Posseiro,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Norte,RO,Machadinho D'Oeste (RO),UHE Tabajara/28 Comunidades,Hidrelétrica,Atingido por barragem,Ameaça de expropriação,Barragens e Açudes,
2019,Norte,RO,Porto Velho (RO),Abunã/UHE Jirau e Sto. Antônio,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Assent. Aliança/UHE Jirau e Sto. Antônio ,Hidrelétrica,Assentado,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. Boa Fé/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. Boca do Jamari/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. Cujubim Grande/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. de Belmont/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. de Bom Jardim/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. de Maravilha I/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. de Mutuns/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. de São Carlos/Bom Será/Itacoã/UHE Jirau e Sto. Antônio,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. São Miguel/UHE Jirau e Sto. Antônio,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Com. Terra Caída/UHE Jirau e Sto. Antônio ,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,
2019,Norte,RO,Porto Velho (RO),Comunidade Cavalcante,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Comunidade do Distrito de Calama,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Comunidade do Distrito de Nazaré,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Comunidade Maravilha II,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,RO,Porto Velho (RO),Nova Mutum e Jaci Paraná/UHE Jirau e Santo Antônio ,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,Ameaça de Morte
2019,Norte,RO,Porto Velho (RO),Ramal São Sebastião/UHE Jirau e Sto. Antônio,Hidrelétrica,Ribeirinho,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Norte,TO,Babaçulândia (TO),UHE Estreito/Reassentamento Baixão,Hidrelétrica,Ribeirinho,Reassentamento inadequado,Barragens e Açudes,Danos
2019,Norte,TO,Babaçulândia (TO),UHE Estreito/Reassentamento Bela Vista,Hidrelétrica,Ribeirinho,Reassentamento inadequado,Barragens e Açudes,Danos
2019,Norte,TO,Babaçulândia (TO),UHE Estreito/Reassentamento Mirindiba,Hidrelétrica,Ribeirinho,Reassentamento inadequado,Barragens e Açudes,Danos
2019,Norte,TO,Babaçulândia (TO),UHE Estreito/Reassentamento Santo Estevo,Hidrelétrica,Ribeirinho,Reassentamento inadequado,Barragens e Açudes,Danos
2019,Sudeste,ES,Aracruz (ES),Ald. Córrego d' Ouro/Olho d' Água/Tupinikim/Guarani M'Bia,Mineradora internacional,Pescador,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,ES,Aracruz (ES),T. I. Comboios,Mineradora internacional,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Danos
2019,Sudeste,ES,Baixo Guandu (ES),Com. Ribeirinha Mascarenhas/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,ES,Baixo Guandu (ES),Ilha das Orquídeas/Rio Doce/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,Colatina (ES),Várias Com. Ribeirinhas do Rio Doce/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,ES,Linhares (ES),Balneário de Povoação/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,Linhares (ES),Barra do Riacho/Barra do Sahy/Mineradora Samarco/Superporto Manabi,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,Linhares (ES),Com. das Praias de Barra Seca e Urussuquara/Transpetro/Petrobras/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,Linhares (ES),Com. Degredo/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,Linhares (ES),Com. de Regência/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,ES,Linhares (ES),Lagoa Monsarás/Rompimento da Barragem da Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,Linhares (ES),Pontal do Ipiranga/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,São Mateus (ES),Campo Grande/Barra Nova/Mineradora Samarco-Vale-BHP Billiton/Vazamento de Óleo,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,São Mateus (ES),Com. Ferrugem/Mineradora Samarco,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,São Mateus (ES),Com. Gameleira/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,São Mateus (ES),Com. Ilha Preta/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,São Mateus (ES),Com. Nativo de Barra Nova/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,São Mateus (ES),Com. São Miguel/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,São Mateus (ES),Faz. Ponta/Mineradora Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,ES,Vitória (ES),Com. da Praia do Suá/Foz do Rio Doce/Rompimento da Barragem da Samarco-Vale-BHP Billiton,Mineradora internacional,Pescador,Destruição e ou poluição,Barragens e Açudes,Danos
2019,Sudeste,MG,Acaiaca (MG),Com. Goiabeira/Rompimento da Barragem da Samarco/Vale/BHP Billiton,Mineradora internacional,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,Danos
2019,Sudeste,MG,Alfenas (MG),Colônia de Pescadores de Alfenas,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,
2019,Sudeste,MG,Barão de Cocais (MG),Com. Socorro/Barragem Sul Superior/Mina Gongo Soco/Vale,Mineradora,Pequeno proprietário,Ameaça de expropriação,Uso e preservação,Danos
2019,Sudeste,MG,Barra Longa (MG),Com. Ribeirinha de Barra Longa/Rompimento da Barragem da Samarco/Vale/BHP Billiton,Mineradora internacional,Pequeno proprietário,Divergência,Uso e preservação,Danos
2019,Sudeste,MG,Belo Vale (MG),Com. Quil. Boa Morte/Rio Paraopeba/Complexo Maré/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Belo Vale (MG),Com. Quil. Chacrinha dos Pretos e Boa Sorte/Romp. Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Morte em conseqüência
2019,Sudeste,MG,Belo Vale (MG),Com. Rural dos Pintos/Rio Paraopeba/Complexo Maré/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Belo Vale (MG),Com. Rural dos Pintos/Rio Paraopeba/Complexo Maré/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,Betim (MG),Colônia Vila Izabel/Romp. da Barragem Mina do Feijão,Mineradora,Ribeirinho,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Betim (MG),Com. Ribeirinha de Citrolândia/Colônia Santana/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Ribeirinho,Destruição e ou poluição,Uso e preservação,Contaminação por minérios
2019,Sudeste,MG,Betim (MG),Com. Rural do Cruzeiro/Romp.da Barragem Mina do Feijão,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Betim (MG),Faz. Ponte Nova/Vinhático/Acamp. 2 de Julho/Romp. da Barragem Mina do Feijão/Vale,Mineradora internacional,Assentado,Não cumprimento de procedimentos legais,Barragens e Açudes,
2019,Sudeste,MG,Betim (MG),Faz. Ponte Nova/Vinhático/Acamp. 2 de Julho/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Assentado,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Assentamento Pastorinhas,Mineradora,Assentado,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Córrego do Feijão/Rompimento da Barragem Mina do Feijão/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Morte em conseqüência
2019,Sudeste,MG,Brumadinho (MG),Com. Quil. Córrego do Feijão/Romp. Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,Brumadinho (MG),Com. Quil. Maçangano/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Quil. Marinhos/Romp. Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Morte em conseqüência
2019,Sudeste,MG,Brumadinho (MG),Com. Quil. Ribeirão/Rompimento da Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,Brumadinho (MG),Com. Quil. Rodrigues/Rompimento da Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,Brumadinho (MG),Com. Quil. Sapé/Romp. Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,Brumadinho (MG),Com. Rural Caju/Romp. da Barragem Mina do Feijão,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Rural de Cantagalo/Romp. da Barragem Mina do Feijão,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Rural de Pires/Romp. da Barragem Mina do Feijão,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Rural Guaribas/Romp. da Barragem Mina do Feijão,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Rural Ponte das Almorreimas/Romp. da Barragem Mina do Feijão,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Rural Toca de Cima/Romp. da Barragem Mina do Feijão,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Brumadinho (MG),Com. Tejuco/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Morte em conseqüência
2019,Sudeste,MG,Brumadinho (MG),Com. Tejuco/Romp. da Barragem Mina do Feijão/Vale,Mineradora internacional,Pequeno proprietário,Diminuição do acesso à Água,Barragens e Açudes,
2019,Sudeste,MG,Brumadinho (MG),Sítio no Distrito Córrego do Feijão/Mineração Ibireté Ltda,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Ameaça de Morte
2019,Sudeste,MG,Conselheiro Pena (MG),Com. Ribeirinha de Conselheiro Pena/Rompimento da Barragem da Samarco/Vale/BHP Billiton,Mineradora internacional,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,Curvelo (MG),Com. de Cachoeira do Choro/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Diogo de Vasconcelos (MG),Hidrelétrica de Fumaça,Empresário,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2019,Sudeste,MG,Grão Mogol (MG),Com. Geraizeiras Vale das Cancelas/Mineroduto Vale do Rio Pardo/Mineradora SAM/Brookfieds,Mineradora internacional,Geraizeiro,Não cumprimento de procedimentos legais,Uso e preservação,Danos
2019,Sudeste,MG,Itamarandiba (MG),Comunidade Mandingueiro,Governo estadual,Pequeno proprietário,Contaminação por agrotóxico,Uso e preservação,
2019,Sudeste,MG,Januária (MG),Com. Quil. Croatá/Rio São Francisco/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Quilombola,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Juatuba (MG),Com. de Pescadores de Juatuba/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Pescador,Destruição e ou poluição,Uso e preservação,Contaminação por minérios
2019,Sudeste,MG,Juatuba (MG),Com. Rural Bairro Satélite/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Juatuba (MG),Com. Rural de Francelinos/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Pequeno proprietário,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Mariana (MG),Com. de Pedras/Rompimento da Barragem da Samarco/Vale-BHP Billiton,Mineradora internacional,Pequeno proprietário,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,Nova Lima (MG),Complexo Rio do Peixe/Mineradora ITM Vargem Grande-Vale ,Mineradora,Pequeno proprietário,Ameaça de expropriação,Uso e preservação,Danos
2019,Sudeste,MG,Nova Lima (MG),Com. São Sebastião das Águas Claras/Vale ,Mineradora,Pequeno proprietário,Ameaça de expropriação,Uso e preservação,Danos
2019,Sudeste,MG,Ouro Preto (MG),"Com. Engenheiro Correira/Barragens Forquilha I, II e III/Vale",Mineradora,Pequeno proprietário,Ameaça de expropriação,Uso e preservação,Danos
2019,Sudeste,MG,Pará de Minas (MG),Com. Ribeirinha Córrego do Barro/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Ribeirinho,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Pompéu (MG),Assent. Queima Fogo/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Assentado,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Rio Pardo de Minas (MG),Com. Geraizeira do Moreira,Empresário,Geraizeiro,Diminuição do acesso à Água,Uso e preservação,
2019,Sudeste,MG,Santa Bárbara (MG),Com. Tradicional Cigana/Área do Antigo Matadouro,Mineradora,Ciganos,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,São Joaquim de Bicas (MG),Aldeia Naô Xohã/Povo Pataxó Hã Hã Hãe/Romp. Barragem Mina do Feijão/Vale,Mineradora,Indígenas,Destruição e ou poluição,Uso e preservação,Contaminação por minérios
2019,Sudeste,MG,São Joaquim de Bicas (MG),Compl. Fazs. de Eike Batista/Acamp. Pátria Livre/Zequinha/José Nunes/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Sem Terra,Destruição e ou poluição,Uso e preservação,Omissão/Conivência
2019,Sudeste,MG,São José da Varginha (MG),Com. Ribeirinha de São José da Varginha/Romp. da Barragem Mina do Feijão/Vale,Mineradora,Ribeirinho,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Sarzedo (MG),Assent. Dom Orione/Romp. da Barragem Mina do Feijão,Mineradora,Assentado,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,MG,Sarzedo (MG),Assent. Dom Orione/Romp. da Barragem Mina do Feijão,Assentado,Mineradora internacional,Não cumprimento de procedimentos legais,Barragens e Açudes,
2019,Sudeste,MG,Teixeiras (MG),Com. São Pedro/Mineradora ZMM,Mineradora,Posseiro,Diminuição do acesso à Água,Uso e preservação,Intimidação
2019,Sudeste,RJ,Mangaratiba (RJ),Baía de Sepetiba,Sem Informação,Pescador,Destruição e ou poluição,Uso e preservação,Danos
2019,Sudeste,RJ,Rio de Janeiro (RJ),Com. do Rio Sarapuí/Baía de Guanabara,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,Contaminação por minérios
2019,Sudeste,SP,Cubatão (SP),Colônia de Pescadores,Empresário,Pescador,Destruição e ou poluição,Uso e preservação,
2019,Sudeste,SP,Pirassununga (SP),Colônia de Pescadores de Pirassununga ,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,
2019,Sul,PR,Capanema (PR),UHE Baixo Iguaçu/PAC,Hidrelétrica,Atingido por barragem,Não cumprimento de procedimentos legais,Barragens e Açudes,
2019,Sul,PR,Foz do Iguaçu (PR),Colônia de Pescadores Z-12/UHE Itaipu,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2019,Sul,PR,Guaíra (PR),Colônia de Pescadores Z-13/UHE Itaipu,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2019,Sul,PR,São Jerônimo da Serra (PR),T.I. Barão de Antonina/Kaingang,Empresário,Indígenas,Não cumprimento de procedimentos legais,Uso e preservação,Morte em conseqüência
2019,Sul,SC,Brunópolis (SC),UHE São Roque,Hidrelétrica,Atingido por barragem,Falta de projeto de reassentamento,Barragens e Açudes,Danos
2019,Sul,SC,Florianópolis (SC),Pescadores Artesanais de SC/Seguro Defeso,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2019,Sul,SC,Taió (SC),Com. Ribeirão das Pedras/PCH Rudolf Heidrich,Hidrelétrica,Pequeno proprietário,Destruição e ou poluição,Barragens e Açudes,Danos
2020,Centro-Oeste,GO,Baliza (GO),Assent. Oziel Alves Pereira,Fazendeiro,Assentado,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Centro-Oeste,GO,Caiapônia (GO),Assentamento São Domingos,Fazendeiro,Assentado,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Centro-Oeste,GO,Doverlândia (GO),Acamp. Paraíso  na GO-221,Fazendeiro,Sem Terra,Não cumprimento de procedimentos legais,Apropriação Particular,
2020,Centro-Oeste,GO,Pontalina (GO),Faz. São Lourenço/Rompimento de Barragem,Fazendeiro,Pequeno proprietário,Destruição e ou poluição,Barragens e Açudes,
2020,Centro-Oeste,GO,Vianópolis (GO),Com. Santa Rita/Lado Direito do Ribeirão Saltinho,Fazendeiro,Quilombola,Não cumprimento de procedimentos legais,Apropriação Particular,
2020,Centro-Oeste,GO,Vianópolis (GO),Com. Santa Rita/Lado Esquerdo do Ribeirão Saltinho,Fazendeiro,Ribeirinho,Impedimento de acesso à água,Apropriação Particular,
2020,Centro-Oeste,MS,Aquidauana (MS),Aldeia Bananal ,Governo federal,Indígenas,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Centro-Oeste,MS,Miranda (MS),T. I. Pilad Rebuá,Governo federal,Indígenas,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Centro-Oeste,MS,Porto Murtinho (MS),T. I. Kadiweu,Governo federal,Indígenas,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Centro-Oeste,MT,Água Boa (MT),T.I. Areões/Xavante,Empresário,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2020,Centro-Oeste,MT,Alta Floresta (MT),Aldeia Teles Pires/Etnias Munduruku e Kayabi,Hidrelétrica,Indígenas,Desconstrução do histórico-cultural,Barragens e Açudes,Danos
2020,Centro-Oeste,MT,Barra do Garças (MT),T.I. Merure,Empresário,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2020,Centro-Oeste,MT,Barra do Garças (MT),T.I. São Marcos/Xavante,Empresário,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2020,Centro-Oeste,MT,Cáceres (MT),Comunidade Pantaneira Porto Limão,Hidrelétrica,Ribeirinho,Destruição e ou poluição,Barragens e Açudes,Danos
2020,Centro-Oeste,MT,Canarana (MT),T. I. Pimentel Barbosa/Xavante,Empresário,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2020,Centro-Oeste,MT,Novo São Joaquim (MT),T. I. Sangradouro/Volta Grande/Xavante,Empresário,Indígenas,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2020,Centro-Oeste,MT,Santo Antônio do Leverger (MT),T.I. Tereza Cristina,Hidrelétrica,Indígenas,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
2020,Nordeste,BA,Cordeiros (BA),Com. Pedra Branca,Mineradora,Camponês de fundo e fecho de pasto,Destruição e ou poluição,Uso e preservação,
2020,Nordeste,BA,Ruy Barbosa (BA),Povoado de Caldeirão do Morro,Fazendeiro,Ribeirinho,Diminuição do acesso à Água,Barragens e Açudes,
2020,Nordeste,BA,Sento Sé (BA),Com. Ribeirinha Cajui,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Com. Ribeirinha Ponta d'Água,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Com. Ribeirinha Retiro de Cima,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Com. Ribeirinha Tamboar de Cima,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Com. Ribeirinha Volta da Serra,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Comunidade Ribeirinha Aldeia,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Comunidade Ribeirinha Andorinhas,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Comunidade Ribeirinha de Itapera,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Comunidade Ribeirinha de Pascoal,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Comunidade Ribeirinha Limoeiro,Mineradora internacional,Ribeirinho,Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Sento Sé (BA),Retiro de Baixo,Mineradora internacional,"Camponês de fundo e fecho de pasto, Ribeirinho",Não cumprimento de procedimentos legais,Uso e preservação,
2020,Nordeste,BA,Simões Filho (BA),Com. Quilombola Rio dos Macacos,Governo federal,Quilombola,Não cumprimento de procedimentos legais,Barragens e Açudes,Omissão/Conivência
2020,Nordeste,MA,Nova Iorque (MA),Território Pesqueiro no Rio Parnaíba,Fazendeiro,Pescador,Ameaça de expropriação,Apropriação Particular,Tentativa de Assassinato
2020,Nordeste,PE,Floresta (PE),Com. Pesqueira Barragem do Juá,Governo federal,Pescador,Sem Informação,Sem Informação,Omissão/Conivência
2020,Nordeste,PE,Itambé (PE),Eng. São Sebastião/Com. São Sebastião,Empresário,Posseiro,Impedimento de acesso à água,Apropriação Particular,
2020,Nordeste,PE,Serra Talhada (PE),Comunidade Pesqueira Xique Xique,Governo federal,Pescador,Sem Informação,Sem Informação,Omissão/Conivência
2020,Nordeste,PE,Serrita (PE),Com. Pesqueira/Sítio do Pavão,Governo federal,Pescador,Sem Informação,Sem Informação,Omissão/Conivência
2020,Nordeste,PE,Sirinhaém (PE),Com. Pesqueiras/Rio Sirinhahém/Us. Trapiche,Empresário,Pescador,Impedimento de acesso à água,Apropriação Particular,Ameaça de Morte
2020,Nordeste,SE,Brejo Grande (SE),Colônia Z-16/Vazamento de Óleo,Governo federal,Pescador,Não cumprimento de procedimentos legais,Uso e preservação,Omissão/Conivência
