Ano,Regiao,Uf Sigla,Municipio Primario,Nome Conflito,Area,Tipo Violencia Contra Familias,Numero De Familias,Tipo De Violencia,Numero De Conflitos
2014,Centro-Oeste,DF,Brasília (DF),Acampamento José Wilker,,Violência Terra,10,,1
2014,Centro-Oeste,DF,Planaltina (GO),Faz. Chácara 39/Núcleo Rural Pipiripau,,Violência Terra,200,,1
2014,Centro-Oeste,DF,Planaltina (GO),Fazenda Toca da Raposa,1200,Violência Terra,600,,1
2014,Centro-Oeste,DF,Planaltina (GO),Fazenda Três Pinheiros,,Violência Terra,300,Agressão,3
2014,Centro-Oeste,DF,Planaltina (GO),Faz. Sta. Isabel/Emp. Rural Whittmann Agropecuária Ltda,,Violência Terra,638,,3
2014,Centro-Oeste,DF,Planaltina (GO),Laranjal próx. ao Sítio Felicidade,,Violência Terra,100,,1
2014,Centro-Oeste,DF,Planaltina (GO),Sítio Felicidade,10,Violência Terra,10,,2
2014,Centro-Oeste,GO,Catalão (GO),Com. Mata Preta/Coqueiros/Macaúba/Chapadão/Mosaic/Cmoc/Vale,,Violência Terra,20,Danos,1
2014,Centro-Oeste,GO,Catalão (GO),Comunidade Macaúba/Vale,,Violência Terra,20,Danos,1
2014,Centro-Oeste,GO,Corumbá de Goiás (GO),Agropecuária Santa Mônica,20000,Violência Terra,3500,Impedimento de ir e vir,3
2014,Centro-Oeste,GO,Itauçu (GO),Faz. Córrego Rico/Faz. do Estado ,730,Violência Terra,120,,1
2014,Centro-Oeste,GO,Nova Roma (GO),Quilombo Família Magalhães,5492.1421,Violência Terra,35,Danos,1
2014,Centro-Oeste,GO,Paraúna (GO),Faz. Descanso/Assent. Estreito da Ponte Pedra,660,Violência Terra,112,,1
2014,Centro-Oeste,GO,Santa Helena de Goiás (GO),Faz. Ouro Branco/Us. Santa Helena,3000,Violência Terra,50,,2
2014,Centro-Oeste,MS,Amambai (MS),Acamp. Tekoha Guaiviry/MS-386,,Violência Terra,60,Ameaça de Morte,2
2014,Centro-Oeste,MS,Amambai (MS),Fazenda Barra Bonita,,Violência Terra,30,,1
2014,Centro-Oeste,MS,Aquidauana (MS),Faz. Maria do Carmo/T. I. Taunay Ipegue,,Violência Terra,200,Ferimento,2
2014,Centro-Oeste,MS,Caarapó (MS),Com. Tey'i Juçu/Tey'i Jusu,,Violência Terra,50,Assassinato,4
2014,Centro-Oeste,MS,Caarapó (MS),T. I. Pindo Roky/Itaguá/Retomada das Mães/Faz. Novilho/Nhandeva/T. I. Dourados Amambai Peguá,,Violência Terra,50,,1
2014,Centro-Oeste,MS,Campo Grande (MS),Acamp. às margens da BR-163/Próximo ao Viaduto Joel Dib,,Violência Terra,47,,2
2014,Centro-Oeste,MS,Coronel Sapucaia (MS),Terra Indígena Kurussu Ambá/Iguatemipeguá II,2181,Violência Terra,50,"Contaminação por agrotóxico, Ameaça de Morte, Tentativa de Assassinato",10
2014,Centro-Oeste,MS,Corumbá (MS),Com. Porto Esperança,,Violência Terra,80,,1
2014,Centro-Oeste,MS,Douradina (MS),Retomada Guyra Kambi’y/Guyra Cambiy,2037,Violência Terra,20,"Ameaça de Morte, Assassinato",2
2014,Centro-Oeste,MS,Dourados (MS),Acamp. Nhu Vera/Nu Vera,,Violência Terra,28,Assassinato,2
2014,Centro-Oeste,MS,Dourados (MS),Área na BR-463,,Violência Terra,0,,1
2014,Centro-Oeste,MS,Dourados (MS),Com. Apyka'y/Acamp. na BR-463/Curral de Arame,,Violência Terra,30,"Morte em conseqüência, Ameaça de Morte",3
2014,Centro-Oeste,MS,Dourados (MS),Passo Piraju,900,Violência Terra,8,Intimidação,3
2014,Centro-Oeste,MS,Dourados (MS),Reserva Indígena Dourados,3000,Violência Terra,0,Intimidação,1
2014,Centro-Oeste,MS,Iguatemi (MS),Arrombamento da Sede da Funai,,Violência Terra,0,Intimidação,1
2014,Centro-Oeste,MS,Jateí (MS),Nova Esperança,,Violência Terra,0,Contaminação por agrotóxico,1
2014,Centro-Oeste,MS,Juti (MS),T. I. Taquara/Takuara,9752,Violência Terra,64,Ameaça de Morte,1
2014,Centro-Oeste,MS,Laguna Carapã (MS),T. I. Rancho Jacaré,778,Violência Terra,100,,1
2014,Centro-Oeste,MS,Miranda (MS),Faz. Santo Antônio/T. I. Pillad Rebuá,,Violência Terra,50,,1
2014,Centro-Oeste,MS,Miranda (MS),T. I. Pilad Rebuá,208,Violência Terra,100,Tentativa de Assassinato,2
2014,Centro-Oeste,MS,Naviraí (MS),Macro Território Dourados-Amambai Pegua II/T. I. Santiago Kue/Kurupi,1800,Violência Terra,13,,2
2014,Centro-Oeste,MS,Nova Andradina (MS),Faz. Furnas e Córrego Fundo ,,Violência Terra,440,Ameaça de Morte,2
2014,Centro-Oeste,MS,Selvíria (MS),Assent. São Joaquim/Gleba do Formigueiro I,,Violência Terra,180,,1
2014,Centro-Oeste,MS,Tacuru (MS),T. I. Iguatemipeguá/Com. Indígena Pyelito Kue,,Violência Terra,50,"Ameaça de Morte, Ferimento",7
2014,Centro-Oeste,MS,Tacuru (MS),T. I. Jaguapiré,2000,Violência Terra,273,,1
2014,Centro-Oeste,MS,Taquarussu (MS),Acampamento na MS-473,,Violência Terra,150,,1
2014,Centro-Oeste,MS,Terenos (MS),Fazenda Onoda,,Violência Terra,70,,1
2014,Centro-Oeste,MT,Araputanga (MT),Fazenda Pitomba,,Violência Terra,50,,1
2014,Centro-Oeste,MT,Campos de Júlio (MT),Assentamento Juruena,7500,Violência Terra,168,Assassinato,1
2014,Centro-Oeste,MT,Colniza (MT),Área da Cooper-Roosevelt/Taquaruçu do Norte,,Violência Terra,185,Ameaça de Morte,1
2014,Centro-Oeste,MT,Colniza (MT),Projeto Filinto Muller/Assoc. Aspronu,,Violência Terra,0,"Ameaça de Morte, Assassinato",2
2014,Centro-Oeste,MT,Juara (MT),T. I. Batelão/Apiacá- Kayabi/Ald. Kururuzinho/Muruvi/Dinossauro,117000,Violência Terra,50,Danos,1
2014,Centro-Oeste,MT,Juína (MT),Faz. Tarciana/Assent. Vale do Juinão,2200,Violência Terra,140,,1
2014,Centro-Oeste,MT,Juína (MT),T. I. Aripuanã/Cinta Larga,750649,Violência Terra,72,Danos,1
2014,Centro-Oeste,MT,Luciara (MT),Reserva Extrativista Retireira do Araguaia,74000,Violência Terra,75,Intimidação,1
2014,Centro-Oeste,MT,Luciara (MT),T. I. Porto Velho/Aldeia Pukañu/Kanela do Araguaia,2500,Violência Terra,30,Impedimento de ir e vir,1
2014,Centro-Oeste,MT,Nossa Senhora do Livramento (MT),Comunidade São Gonçalo/Com. São Manoel do Pari,,Violência Terra,7,Ameaça de Morte,1
2014,Centro-Oeste,MT,Nova Canaã do Norte (MT),Acampamento Irmã Dorothy,,Violência Terra,19,Humilhação,1
2014,Centro-Oeste,MT,Nova Guarita (MT),Gl. Gama/Lt. 10/Assent. Raimundo Vieira ,,Violência Terra,12,Danos,1
2014,Centro-Oeste,MT,Nova Lacerda (MT),T. I. Sararé,67419,Violência Terra,0,Danos,1
2014,Centro-Oeste,MT,Nova Ubiratã (MT),Fazenda Dracena,,Violência Terra,40,,2
2014,Centro-Oeste,MT,Nova Xavantina (MT),Fazenda Nova Viena,,Violência Terra,50,,1
2014,Centro-Oeste,MT,Novo Mundo (MT),Faz. Araúna/Pré-Assentamento Boa Esperança/Gl. Nhandu,14700,Violência Terra,100,,1
2014,Centro-Oeste,MT,Novo Mundo (MT),Gl. Nhandu/Faz. Belo Horizonte,6000,Violência Terra,130,,1
2014,Centro-Oeste,MT,Novo Mundo (MT),Gl. Nhandú/Faz. Recanto/5 Estrelas/PDS Nova Conquista II,,Violência Terra,62,,1
2014,Centro-Oeste,MT,Novo Mundo (MT),Gl. Nhandu/Faz. Recanto/Cinco Estrelas,211750,Violência Terra,50,,1
2014,Centro-Oeste,MT,Paranaíta (MT),Fazenda Vitória,8000,Violência Terra,129,,1
2014,Centro-Oeste,MT,Peixoto de Azevedo (MT),Gleba do Gama/Lt.12/P. A. Renascer,16000,Violência Terra,60,,1
2014,Centro-Oeste,MT,Salto do Céu (MT),Área em Salto do Céu,4800,Violência Terra,152,,1
2014,Centro-Oeste,MT,São Félix do Araguaia (MT),T. I. Marãiwatsédé/Xavante,165000,Violência Terra,153,"Intimidação, Danos",2
2014,Centro-Oeste,MT,São José dos Quatro Marcos (MT),Fazenda União ,,Violência Terra,20,,2
2014,Centro-Oeste,MT,Sinop (MT),Fazenda Maristela,250,Violência Terra,60,,2
2014,Centro-Oeste,MT,Sorriso (MT),Assent. Jonas Pinheiro/Poranga,8100,Violência Terra,108,,1
2014,Centro-Oeste,MT,Tapurah (MT),Assent. Tapurah/Itanhangá,116000,Violência Terra,0,Ameaça de Morte,2
2014,Centro-Oeste,MT,União do Sul (MT),Assentamento Conquista 2,,Violência Terra,25,"Ameaça de Morte, Assassinato, Agressão",3
2014,Centro-Oeste,MT,União do Sul (MT),Assoc. dos Pequenos Agricultores de União do Sul/Apaus/Gl. Esperança,,Violência Terra,29,,1
2014,Centro-Oeste,MT,União do Sul (MT),"Faz. Mercedes I, II, III/Lote São Paulo e São Pedro",35000,Violência Terra,120,,2
2014,Nordeste,AL,Atalaia (AL),Área em Atalaia,,Violência Terra,133,,1
2014,Nordeste,AL,Belo Monte (AL),Fazenda Lagoa da Jurema,,Violência Terra,23,,1
2014,Nordeste,AL,Belo Monte (AL),Fazenda Santa Mônica,,Violência Terra,50,,1
2014,Nordeste,AL,Branquinha (AL),Faz. Batateira/Us. Laginha,500,Violência Terra,70,,1
2014,Nordeste,AL,Japaratinga (AL),Faz. Nova Vida/Assent. Ir. Daniela,,Violência Terra,50,,1
2014,Nordeste,AL,Junqueiro (AL),Área em Junqueiro,,Violência Terra,133,,1
2014,Nordeste,AL,Maragogi (AL),Faz. Várzea Grande/Vargem Grande,,Violência Terra,300,Intimidação,1
2014,Nordeste,AL,Messias (AL),Faz. Clotilde/Ocupação Flor do Bosque,150,Violência Terra,35,,1
2014,Nordeste,AL,Messias (AL),Faz. Gitirana/Us. Utinga Leão,,Violência Terra,25,,1
2014,Nordeste,AL,Messias (AL),Faz. Riachão/ Acamp. Lajeiro/Us. Utinga Leão/Área Rev. Renato Nathan,,Violência Terra,22,,1
2014,Nordeste,AL,Palmeira dos Índios (AL),Aldeia Cafurna de Baixo/T. I. Xucuru-Kariri,13500,Violência Terra,60,Prisão,1
2014,Nordeste,AL,Poço das Trincheiras (AL),Faz. Tapuio/Acamp. Maravilha,,Violência Terra,0,,1
2014,Nordeste,AL,Rio Largo (AL),Faz. Urucum/Us. Utinga Leão,,Violência Terra,31,,1
2014,Nordeste,AL,Santana do Mundaú (AL),Faz. Santa Ana/Us. Guaxuma,,Violência Terra,62,,2
2014,Nordeste,AL,São Miguel dos Milagres (AL),Fazenda Castelo,,Violência Terra,60,Intimidação,4
2014,Nordeste,AL,Teotônio Vilela (AL),Área em Teotônio Vilela,,Violência Terra,133,,1
2014,Nordeste,AL,Teotônio Vilela (AL),Faz. Nova/Us. Gauxuma,,Violência Terra,60,,2
2014,Nordeste,AL,Teotônio Vilela (AL),Faz. Padre Cícero/Us. Guaxuma,,Violência Terra,60,,2
2014,Nordeste,AL,Teotônio Vilela (AL),Faz. Peri-peri/Us. Guaxuma,,Violência Terra,60,,2
2014,Nordeste,AL,Teotônio Vilela (AL),Faz. Sapé/Us. Guaxuma,,Violência Terra,40,,2
2014,Nordeste,AL,União dos Palmares (AL),Faz. Amolar/Us. Laginha,,Violência Terra,60,,1
2014,Nordeste,AL,União dos Palmares (AL),Faz. São José/Us. Guaxuma,,Violência Terra,60,Intimidação,3
2014,Nordeste,BA,Alcobaça (BA),Área da Empresa Fibria Celulose,,Violência Terra,50,,1
2014,Nordeste,BA,Baixa Grande (BA),Fazenda Camapuã,2600,Violência Terra,250,,1
2014,Nordeste,BA,Boa Vista do Tupim (BA),Fazenda Arcadia,,Violência Terra,15,,1
2014,Nordeste,BA,Buerarema (BA),Conjunto Trindade/Povo Tupinambá ,390,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Bela Vista/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),"Faz. Boa Vista I, II e III/T. I. Tupinambá/Serra do Padeiro ",,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Boa Vontade/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Bom Viver/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Catulé/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Copacabana/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Lembrança/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Modelo/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Rio Cipó/A Firma/Serra do Padeiro ,150,Violência Terra,50,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Santa Catarina/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Santa Rosa/T. I. Tupinambá/Serra do Padeiro ,47376,Violência Terra,1,,1
2014,Nordeste,BA,Buerarema (BA),Faz. Sempre Viva/Serra do Padeiro,33,Violência Terra,9,,1
2014,Nordeste,BA,Buritirama (BA),Com. de Baixão do Cecílio ,,Violência Terra,50,,1
2014,Nordeste,BA,Caetité (BA),Com. de Malhada/EPP Energia Eólica,190,Violência Terra,67,Impedimento de ir e vir,1
2014,Nordeste,BA,Camamu (BA),Com. Quilombola Barroso ,,Violência Terra,0,,1
2014,Nordeste,BA,Campo Alegre de Lourdes (BA),8 Comunidades de Angico dos Dias,,Violência Terra,1800,,1
2014,Nordeste,BA,Campo Formoso (BA),Com. Limoeiro/Mineradora Ferbasa,,Violência Terra,1,,1
2014,Nordeste,BA,Cocos (BA),T. I.  Xakriabá ,,Violência Terra,50,"Intimidação, Ameaça de Morte, Tentativa de Assassinato",3
2014,Nordeste,BA,Conceição do Coité (BA),Faz. Marruás/Itareru,616,Violência Terra,400,,5
2014,Nordeste,BA,Correntina (BA),Comunidade Catolés / Campão Grosso Bonito de Baixo e Bonito de Cima.,,Violência Terra,500,Ameaça de Morte,2
2014,Nordeste,BA,Correntina (BA),Fecho de Pasto da Vereda da Felicidade/Com. Silvânia/São Francisco/Cobra Verde/Cerco/Faz. Sta. Tereza,12000,Violência Terra,26,Danos,1
2014,Nordeste,BA,Correntina (BA),Fecho de Pasto do Quincão ou Entre Morros/Com. Jatobá/Grilo/Praia/Faz. CFM Mombim,29059,Violência Terra,310,,1
2014,Nordeste,BA,Correntina (BA),Fecho de Pasto do Remanso e Firmo/Faz. Barra Velha/Grupo Mizote/Com. Ponte Velha/Remanso/Tabuleirinho/Pedra Branca/Tabocas/Sto Antônio ,49000,Violência Terra,240,Danos,1
2014,Nordeste,BA,Encruzilhada (BA),Fazenda São Luís,2100,Violência Terra,10,,1
2014,Nordeste,BA,Encruzilhada (BA),Faz. Próxima à Nascente do Rio  Água Preta,400,Violência Terra,0,,1
2014,Nordeste,BA,Eunápolis (BA),Faz. Queimadinha/Veracel Celulose,1900,Violência Terra,500,,1
2014,Nordeste,BA,Gentio do Ouro (BA),Comunidade Carranca,,Violência Terra,14,,1
2014,Nordeste,BA,Ilhéus (BA),Faz. Belo Horizonte/T. I. Tupinambá/Serra do Padeiro ,,Violência Terra,1,,1
2014,Nordeste,BA,Ilhéus (BA),Faz. São José/Serra do Padeiro,303,Violência Terra,9,,1
2014,Nordeste,BA,Ilhéus (BA),Vila Santana/T. I. Tupinambá Olivença ,,Violência Terra,0,Assassinato,1
2014,Nordeste,BA,Itaberaba (BA),Fazenda Bom Jardim ,,Violência Terra,200,,1
2014,Nordeste,BA,Itapebi (BA),Aldeia Encanto da Patioba,,Violência Terra,28,Agressão,1
2014,Nordeste,BA,Jacobina (BA),Com. de Canavieira/Itapicuru/Jabuticaba,,Violência Terra,150,Danos,1
2014,Nordeste,BA,Juazeiro (BA),Comunidade de Tamanduá,,Violência Terra,70,,1
2014,Nordeste,BA,Maragogipe (BA),Com. Quilombola Baixão do Guaí,,Violência Terra,50,,1
2014,Nordeste,BA,Mirangaba (BA),Comunidade Jatobá,567,Violência Terra,1,Ameaça de Morte,1
2014,Nordeste,BA,Monte Santo (BA),P. A. Nossa Senhora do Rosário ,,Violência Terra,0,Assassinato,1
2014,Nordeste,BA,Morro do Chapéu (BA),P. A. Lagoinha/Com. Alecrim/Boa Vista,,Violência Terra,150,Intimidação,1
2014,Nordeste,BA,Mundo Novo (BA),Fazenda Jequitibá,,Violência Terra,20,,1
2014,Nordeste,BA,Nova Viçosa (BA),Com. Quilombola Rio do Sul/Acamp. Nelson Mandela,,Violência Terra,70,Assassinato,2
2014,Nordeste,BA,Porto Seguro (BA),T. I. Barra Velha/Aldeia Boca da Mata e Outras,8627,Violência Terra,186,"Tentativa de Assassinato, Agressão",2
2014,Nordeste,BA,Prado (BA),Faz. Barra Mansa/T. I. Barra Velha,,Violência Terra,250,,1
2014,Nordeste,BA,Prado (BA),Faz. Brasília/T. I. Barra Velha,,Violência Terra,250,,1
2014,Nordeste,BA,Prado (BA),Faz. Caveira/T. I. Barra Velha ,,Violência Terra,0,,1
2014,Nordeste,BA,Prado (BA),Faz. Santa Rita/Grupo Ju Ungro ,1400,Violência Terra,240,,3
2014,Nordeste,BA,Prado (BA),T. I. Cahy-Pequi/Comexatiba/Aldeia Cahy/Mexatibá/PA Cumuruxatiba,28000,Violência Terra,80,,2
2014,Nordeste,BA,Prado (BA),T. I. Cahy Pequi/Comexatibá/Barreira Sanitária,50,Violência Terra,100,,1
2014,Nordeste,BA,Salinas da Margarida (BA),Conceição de Salinas,,Violência Terra,900,,1
2014,Nordeste,BA,Santa Maria da Vitória (BA),Com. Aldeia/Fiol/PAC,,Violência Terra,70,Danos,1
2014,Nordeste,BA,São Francisco do Conde (BA),Com. Quiliombola Dom João ,,Violência Terra,35,,1
2014,Nordeste,BA,São Francisco do Conde (BA),Com. Quilombola Monte Recôncavo,,Violência Terra,700,,1
2014,Nordeste,BA,São Gabriel (BA),Com. Gameleira/Boqueirão dos Carlos/Lagoa de Fora/Boqueirão do Ezequiel,,Violência Terra,1225,Intimidação,1
2014,Nordeste,BA,Seabra (BA),Com. Baixão das Palmeiras/Goiabeira/Veredinha/Vale do Paraíso,,Violência Terra,300,Intimidação,1
2014,Nordeste,BA,Simões Filho (BA),Com. Quilombola Rio dos Macacos,98,Violência Terra,43,Prisão,2
2014,Nordeste,BA,Souto Soares (BA),Com. São Domingos/Manoel Joaquim/Cisterna/Emília,,Violência Terra,1381,Intimidação,1
2014,Nordeste,BA,Una (BA),Serra do Padeiro/Serra de Trempes/Povo Tupinambá,,Violência Terra,130,"Humilhação, Prisão, Ameaça de Morte",3
2014,Nordeste,BA,Vereda (BA),Fazenda Revolta,2200,Violência Terra,15,,2
2014,Nordeste,BA,Xique-Xique (BA),Projeto de Irrigação Baixio do Irecê/18 Comunidades Atingidas,124000,Violência Terra,600,Danos,1
2014,Nordeste,CE,Aracati (CE),Com.  Quilombola do Cumbe/Emp. de Carcinicultura,,Violência Terra,27,Ameaça de Morte,1
2014,Nordeste,CE,Ararendá (CE),Fazenda Lindóia,1100,Violência Terra,60,Intimidação,3
2014,Nordeste,CE,Caucaia (CE),T. I. Tapeba,5800,Violência Terra,1140,,1
2014,Nordeste,CE,Crateús (CE),Assent. Terra Conquistada/Faz. Besouro/Barragem Fronteiras,534,Violência Terra,70,,1
2014,Nordeste,CE,Ibaretama (CE),Fazenda Bonito,,Violência Terra,237,Tentativa de Assassinato,2
2014,Nordeste,CE,Itapipoca (CE),T. I. Tremembé da Barra do Mundaú,4000,Violência Terra,205,Intimidação,2
2014,Nordeste,CE,Itarema (CE),Fazenda Viana,499,Violência Terra,100,,1
2014,Nordeste,CE,Itarema (CE),Faz. Viana/Acamp. Francisco Araújo Barros/Assent. Zé Santana,,Violência Terra,100,,1
2014,Nordeste,CE,Limoeiro do Norte (CE),Proj. de Irrig. Jaguaribe-Apodi/PAC/Acamp. Zé Maria do Tomé,,Violência Terra,800,,2
2014,Nordeste,CE,Quixeramobim (CE),Fazenda Boa Vista,1000,Violência Terra,200,,1
2014,Nordeste,CE,Tamboril (CE),Cacimba dos Moços/Faz. Timbó/Acamp. Comuna Irmã Dorothy,900,Violência Terra,70,,1
2014,Nordeste,MA,Aldeias Altas (MA),"Pov. Gostoso, Barro I e II, Pati, Bom Sucesso/TG Agroindústria",997,Violência Terra,19,,1
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Boa Hora,1100,Violência Terra,42,,1
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Com. Quilombola Mamorana/Território Campestre,900,Violência Terra,22,Intimidação,1
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Comunidade Faveira,350,Violência Terra,30,,1
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Faz. Campestre Catulo/Pov. Campestre/Pov. Canafístula/Território Campestre,14402,Violência Terra,350,"Assassinato, Tentativa de Assassinato",2
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Gl. Campo do Bandeira/Cia. Caxuxa Pastoril,1450,Violência Terra,72,Ameaça de Morte,2
2014,Nordeste,MA,Alto Alegre do Maranhão (MA),Tapera,,Violência Terra,25,,1
2014,Nordeste,MA,Amarante do Maranhão (MA),Comunidade Belo Monte 3,819,Violência Terra,42,Assassinato,1
2014,Nordeste,MA,Amarante do Maranhão (MA),"T. I. Arariboia/92 Aldeias/Etnias Guajajara, Gavião e Guajá",413000,Violência Terra,0,Ameaça de Morte,1
2014,Nordeste,MA,Amarante do Maranhão (MA),T. I. Governador,42054,Violência Terra,220,Ameaça de Morte,1
2014,Nordeste,MA,Anajatuba (MA),Com. Quilombola  Monge Belo/Vale,7200,Violência Terra,300,Danos,1
2014,Nordeste,MA,Anajatuba (MA),Retiro São João da Mata,,Violência Terra,31,Danos,1
2014,Nordeste,MA,Araguanã (MA),T. I. Alto Turiaçu,531000,Violência Terra,360,"Desaparecido, Tentativa de Assassinato",2
2014,Nordeste,MA,Araioses (MA),Santa Rosa,900,Violência Terra,30,Assassinato,1
2014,Nordeste,MA,Arame (MA),T. I. Araribóia/Povo Guajajara,547000,Violência Terra,100,Intimidação,1
2014,Nordeste,MA,Arari (MA),Pov. Barbados/Vale,,Violência Terra,10,Danos,1
2014,Nordeste,MA,Arari (MA),Pov. Bubasa/Vale,,Violência Terra,110,Danos,1
2014,Nordeste,MA,Balsas (MA),P. A. Gado Bravinho,2012,Violência Terra,20,,1
2014,Nordeste,MA,Barreirinhas (MA),Andiroba ,,Violência Terra,50,Danos,1
2014,Nordeste,MA,Barreirinhas (MA),Canto do Veloso,,Violência Terra,15,Danos,1
2014,Nordeste,MA,Barreirinhas (MA),Com. Quilombola de Santa Cruz ,3000,Violência Terra,30,,1
2014,Nordeste,MA,Barreirinhas (MA),Com. Tradicionais do Parque Nacional dos Lençóis Maranhenses,,Violência Terra,1100,,1
2014,Nordeste,MA,Barreirinhas (MA),Palmeira dos Ferreiras,,Violência Terra,58,,1
2014,Nordeste,MA,Belágua (MA),Anajá dos Dias,,Violência Terra,25,,1
2014,Nordeste,MA,Belágua (MA),Centro Seco,720,Violência Terra,25,Danos,1
2014,Nordeste,MA,Belágua (MA),Cupira,,Violência Terra,40,,1
2014,Nordeste,MA,Belágua (MA),Domingos,,Violência Terra,12,,1
2014,Nordeste,MA,Belágua (MA),Estiva da Josefa,,Violência Terra,32,,1
2014,Nordeste,MA,Belágua (MA),Galegas,,Violência Terra,11,,1
2014,Nordeste,MA,Belágua (MA),Mirizal,,Violência Terra,14,,1
2014,Nordeste,MA,Belágua (MA),Pau Ferrado I,1800,Violência Terra,55,,1
2014,Nordeste,MA,Belágua (MA),Pilões,,Violência Terra,13,,1
2014,Nordeste,MA,Belágua (MA),Rio Dois Paus,,Violência Terra,30,,1
2014,Nordeste,MA,Belágua (MA),Santaninha,,Violência Terra,22,,1
2014,Nordeste,MA,Belágua (MA),Soares,,Violência Terra,8,,1
2014,Nordeste,MA,Belágua (MA),Vertente,,Violência Terra,20,,1
2014,Nordeste,MA,Benedito Leite (MA),"Forquilha I, II e III/Região do Matopiba/Ilha Veneza",300,Violência Terra,19,"Ameaça de Morte, Impedimento de ir e vir",5
2014,Nordeste,MA,Bom Jardim (MA),Rio da Onça/Pov. Brejinho/Rebio do Gurupi ,1200,Violência Terra,100,,1
2014,Nordeste,MA,Bom Jesus das Selvas (MA),Assentamento São Francisco,4000,Violência Terra,42,"Prisão, Ameaça de Morte",2
2014,Nordeste,MA,Bom Jesus das Selvas (MA),Gl. Vila Esperança/P. A. São Francisco/Orumasa,3000,Violência Terra,75,Ameaça de Morte,1
2014,Nordeste,MA,Buriti (MA),Povoado Carrancas/Araçá,400,Violência Terra,1,,1
2014,Nordeste,MA,Buritirana (MA),Assentamento Padre Josimo,,Violência Terra,40,,1
2014,Nordeste,MA,Carolina (MA),Fazenda Ponta da Serra ,,Violência Terra,52,,1
2014,Nordeste,MA,Cedral (MA),Engole,475,Violência Terra,33,Danos,1
2014,Nordeste,MA,Chapadinha (MA),Pavi/Placas/Pov. Riacho da Cruz,,Violência Terra,0,Assassinato,1
2014,Nordeste,MA,Chapadinha (MA),Tiúba,900,Violência Terra,26,Ameaça de Morte,1
2014,Nordeste,MA,Codó (MA),Bom Jesus/Gessomar ,,Violência Terra,16,Ameaça de Morte,1
2014,Nordeste,MA,Codó (MA),Com. Quilombola Queimadas/Empresa Costa Pinto,,Violência Terra,26,,1
2014,Nordeste,MA,Codó (MA),Com. Quilombola Santa Maria dos Moreiras,5500,Violência Terra,18,Ameaça de Morte,1
2014,Nordeste,MA,Codó (MA),Com. Quilombola Santo Antônio dos Pretos,,Violência Terra,300,Intimidação,1
2014,Nordeste,MA,Codó (MA),Com. Três Irmãos/Empresa Costa Pinto,3500,Violência Terra,36,Ameaça de Morte,1
2014,Nordeste,MA,Codó (MA),Comunidade Livramento ,,Violência Terra,22,,1
2014,Nordeste,MA,Codó (MA),Comunidade Puraquê,1250,Violência Terra,49,,1
2014,Nordeste,MA,Codó (MA),Faz. Manguinhos/Pov. Buriti Corrente/TG Agroindústria/Território Campestre,5400,Violência Terra,42,,1
2014,Nordeste,MA,Codó (MA),Jerusalém,,Violência Terra,16,Danos,1
2014,Nordeste,MA,Codó (MA),Monta Barro/Empresa Costa Pinto ,,Violência Terra,18,,1
2014,Nordeste,MA,Codó (MA),Pov. Vergel/Vegel/Faz. Boa Esperança,1845,Violência Terra,12,Ameaça de Morte,2
2014,Nordeste,MA,Governador Nunes Freire (MA),P. A. Maracaçumé Mesbla,8000,Violência Terra,500,"Contaminação por agrotóxico, Ameaça de Morte",4
2014,Nordeste,MA,Humberto de Campos (MA),Gleba Periá,1084,Violência Terra,0,Danos,1
2014,Nordeste,MA,Itapecuru Mirim (MA),Com. Quilombola Buragir/Buragi,,Violência Terra,30,Danos,1
2014,Nordeste,MA,Itapecuru Mirim (MA),Com. Quilombola Colombo,143,Violência Terra,200,Danos,1
2014,Nordeste,MA,Itapecuru Mirim (MA),Com. Quilombola Jaibara,,Violência Terra,48,Danos,1
2014,Nordeste,MA,Itapecuru Mirim (MA),Com. Quilombola Mucambo/Santa Helena,,Violência Terra,130,Danos,1
