Ano,Regiao,Uf Sigla,Municipio Primario,Nome Conflito,Area,Tipo Violencia Contra Familias,Numero De Familias,Tipo De Violencia,Numero De Conflitos
2015,Norte,RO,Pimenta Bueno (RO),Gl. Corumbiara/Faz. Jahu/Lt 88/Linha 45/Setor 3/Acamp. Rancho Alegre 2,2068,Violência Terra,40,Ameaça de Morte,3
2015,Norte,RO,Pimenta Bueno (RO),Lote 58/Setor 07/Linha 85/Barão de Melgaço/Gl. Corumbiara,2700,Violência Terra,38,Ameaça de Morte,1
2015,Norte,RO,Porto Velho (RO),Área do Militão/Setor Chacareiro,900,Violência Terra,800,,1
2015,Norte,RO,Porto Velho (RO),Faz. Boi Vermelho/Acamp. Avenida Brasil ,,Violência Terra,50,,2
2015,Norte,RO,Porto Velho (RO),Faz. Bom Futuro/Área do Conti/Distrito de Jaci Paraná,26000,Violência Terra,80,,1
2015,Norte,RO,Porto Velho (RO),Faz. Camim/Camia/Kamias/Linha G da F/Acamp. Fruto da Terra,2000,Violência Terra,35,Ameaça de Morte,1
2015,Norte,RO,Porto Velho (RO),Faz. Kamias/Gleba do Japonês/Acamp. Frutos da Terra ,,Violência Terra,35,,1
2015,Norte,RO,Porto Velho (RO),P. A. Pau d' Alho/Faz. Fartura,1700,Violência Terra,42,,1
2015,Norte,RO,Porto Velho (RO),Rio das Garças/Faz. Alexandria/Acamp. São Cristovão ,,Violência Terra,180,,1
2015,Norte,RO,Porto Velho (RO),T. I. Kaxarari,10223,Violência Terra,70,Ameaça de Morte,1
2015,Norte,RO,Rio Crespo (RO),"Acamp. Bacuri/Linha 105/C-95/Km 30/Gl. Burareiro/Lotes 14, 15, 16/Gl. 01",,Violência Terra,20,Ameaça de Morte,1
2015,Norte,RO,Rio Crespo (RO),Fazenda Vocal ,,Violência Terra,18,Prisão,2
2015,Norte,RO,Seringueiras (RO),Indígenas Puroborá/Rio Manoel Correia/Território Indígena Puruborá,,Violência Terra,65,Ameaça de Morte,1
2015,Norte,RO,Vilhena (RO),"Fazenda Vilhena do Pensamento/Lotes 72, 73 e 74/Linha 95/Setor 08/Gleba Corumbiara",40000,Violência Terra,73,Assassinato,3
2015,Norte,RO,Vilhena (RO),Gl. Corumbiara/Lote 53/Linha 135/Setor 12/Faz. São José/Assoc. dos Produtores do Rio d' Ávila,1888,Violência Terra,50,,1
2015,Norte,RO,Vilhena (RO),Gl. Corumbiara/Setor 12/Lote 52/Faz. Duarte/Assoc. Canarinho ,,Violência Terra,40,,1
2015,Norte,RO,Vilhena (RO),Gleba Corumbiara/Lote 84,,Violência Terra,40,,1
2015,Norte,RO,Vilhena (RO),Glebas Iquê e Pesqueira/Cooperativa Cooperfrutas,1052,Violência Terra,150,,1
2015,Norte,RO,Vilhena (RO),"Nova Vida/Lotes 76, 77 e 78/Linha 140/Setor 12/Gl. Corumbiara/Assoc. dos Peq. Chacareiros do St. Aeroporto ",3000,Violência Terra,80,,1
2015,Norte,RO,Vilhena (RO),P. A. Águas Claras,,Violência Terra,64,Ameaça de Morte,2
2015,Norte,RR,Boa Vista (RR),Faz. Brasilândia/Região do Bom Intento,2400,Violência Terra,25,,1
2015,Norte,RR,Boa Vista (RR),Gleba Cauamé/Mun. Boa Vista/Alto Alegre/Anel Viário,936827,Violência Terra,100,,1
2015,Norte,RR,Boa Vista (RR),Gleba Murupu/Com. Baixadão do Bem-Te-Vi/Reg. Bom Intento,420,Violência Terra,60,,5
2015,Norte,RR,Boa Vista (RR),T. I. Anzol/Faz. São Jorge,,Violência Terra,14,,1
2015,Norte,RR,Mucajaí (RR),Faz. Modelo/Rancho Favo de Mel,,Violência Terra,1,Ameaça de Morte,1
2015,Norte,RR,Mucajaí (RR),T. I. Yanomami/Apiauí/Papiu/Yawaripé,9644975,Violência Terra,1142,Danos,4
2015,Norte,RR,Pacaraima (RR),T. I. São Marcos/Macuxi/Wapixana/Taurepang,654000,Violência Terra,956,Morte em conseqüência,2
2015,Norte,RR,Uiramutã (RR),T. I. Raposa Serra do Sol/Jawari/Brilho do Sol/S. Miguel/S. Mateus,1678800,Violência Terra,3800,,1
2015,Norte,TO,Araguaína (TO),Loteamento Caju Manso/Lt. 2/Faz. Pinheiro/Com. Gurgueia,1001,Violência Terra,15,Danos,1
2015,Norte,TO,Araguatins (TO),Faz. Santo Hilário/Acamp. Alto da Paz,1200,Violência Terra,150,"Ameaça de prisão, Tentativa de Assassinato",3
2015,Norte,TO,Barra do Ouro (TO),Gleba São José/Com. São José,,Violência Terra,40,,1
2015,Norte,TO,Barra do Ouro (TO),Gleba Tauá,17735,Violência Terra,86,"Danos, Prisão",4
2015,Norte,TO,Campos Lindos (TO),Fazenda Mirante,,Violência Terra,300,,1
2015,Norte,TO,Campos Lindos (TO),Serra do Centro/Proj. Campos Lindos,,Violência Terra,82,,1
2015,Norte,TO,Nova Olinda (TO),Fazenda Boa Esperança,1384,Violência Terra,1,,1
2015,Norte,TO,Nova Olinda (TO),Faz. Santa Maria/Gleba Anajá/Pombas,1121.66,Violência Terra,29,,5
2015,Norte,TO,Palmas (TO),Faz. Córrego Grande/Área da Agrotins,200,Violência Terra,60,,1
2015,Norte,TO,Palmas (TO),Fazenda Normandia do Sul/Acamp. Sebastião Bezerra,2032.8,Violência Terra,100,,1
2015,Norte,TO,Palmeirante (TO),Faz. Baixa Verde (NS),,Violência Terra,16,,1
2015,Norte,TO,Palmeirante (TO),Fazenda Malú,,Violência Terra,15,,1
2015,Norte,TO,Palmeirante (TO),Fazenda Santa Maria,,Violência Terra,32,,1
2015,Norte,TO,Palmeirante (TO),Faz. Lagoinha/Acamp. Alagoinhas/Lot. Garças/Gleba Anajá,,Violência Terra,20,,3
2015,Norte,TO,Palmeirante (TO),Loteamento Pomba/Faz. CLT77P.77P1,,Violência Terra,20,,1
2015,Norte,TO,Palmeirante (TO),P. A. Santo Antônio Bom Sossego,,Violência Terra,11,"Intimidação, Tentativa de Assassinato",2
2015,Norte,TO,Porto Nacional (TO),P. A. Retiro/Acamp. D. Celso Pereira de Almeida,,Violência Terra,16,Ameaça de Morte,2
2015,Norte,TO,São Bento do Tocantins (TO),Fazenda Estrela de Davi,,Violência Terra,50,,1
2015,Norte,TO,Tocantinópolis (TO),T. I. Apinajé/Apinayés/UHE Serra Quebrada,141904,Violência Terra,227,Danos,2
2015,Sudeste,ES,Aracruz (ES),Fazenda Agril/Aracruz Celulose,8000,Violência Terra,150,,1
2015,Sudeste,ES,Conceição da Barra (ES),Com. Quilombola S. Domingos/Sapê do Norte/Aracruz,,Violência Terra,70,Prisão,1
2015,Sudeste,ES,Linhares (ES),Área em Palhal,415,Violência Terra,45,,2
2015,Sudeste,ES,Linhares (ES),Faz. Volta Grande/Nossa Senhora da Conceição,,Violência Terra,60,,1
2015,Sudeste,MG,Almenara (MG),Faz. São Francisco/Acamp. Princesa do Vale,,Violência Terra,500,,1
2015,Sudeste,MG,Alvorada de Minas (MG),Com. Quil. Ferrugem/Serra do Sapo/Proj. Minas-Rio/Anglo American,,Violência Terra,0,Danos,1
2015,Sudeste,MG,Barra Longa (MG),Com. de Gesteira/Rompimento da Barragem da Samarco-Vale-BHP Billiton,,Violência Terra,50,Danos,1
2015,Sudeste,MG,Barra Longa (MG),Com. de Mandioca/Rompimento da Barragem da Samarco/Val/BHP Billiton,,Violência Terra,20,Danos,1
2015,Sudeste,MG,Belo Horizonte (MG),Com. Quilombola dos Luízes,,Violência Terra,30,Omissão/Conivência,1
2015,Sudeste,MG,Buritizeiro (MG),Faz. Sto. Antônio/Carboreta/T. I. Tuxá,6525,Violência Terra,65,Intimidação,2
2015,Sudeste,MG,Carangola (MG),Área de D. Natalina Ferreira/Proj. Minas-Rio/Anglo American,,Violência Terra,1,Danos,2
2015,Sudeste,MG,Catas Altas (MG),Com. Morro da Água Quente/Proj. São Luís/Tamanduá/Vale,,Violência Terra,200,Ameaça de Expropriação,1
2015,Sudeste,MG,Conceição do Mato Dentro (MG),Com. Cabeceira do Turco/Projeto Minas-Rio/Anglo American,,Violência Terra,0,Danos,1
2015,Sudeste,MG,Conceição do Mato Dentro (MG),Com. do Turco/Projeto Minas-Rio/Anglo American,,Violência Terra,70,Danos,1
2015,Sudeste,MG,Conceição do Mato Dentro (MG),Com. Sebastião do Bom Sucesso - Sapo/Proj. Minas-Rio/Anglo American,,Violência Terra,0,Danos,1
2015,Sudeste,MG,Conceição do Mato Dentro (MG),Família Pimenta/Proj. Minas-Rio/Anglo American,,Violência Terra,9,Agressão,1
2015,Sudeste,MG,Congonhas (MG),Projeto da CSN,,Violência Terra,130,Ameaça de Expropriação,1
2015,Sudeste,MG,Diamantina (MG),Parque Nac. das Sempre-Vivas/Com. Quil. Vargem do Inhaí,,Violência Terra,1,,1
2015,Sudeste,MG,Engenheiro Navarro (MG),Fazenda Duas Barras,,Violência Terra,50,,1
2015,Sudeste,MG,Francisco Dumont (MG),Faz. Cipó/Acamp. João Pedro Teixeira,,Violência Terra,100,,2
2015,Sudeste,MG,Fruta de Leite (MG),Com. Geraizeira de Martinópolis/AJR Enérgetica Grupo Floresta Minas,,Violência Terra,0,"Intimidação, Ameaça de Morte, Tentativa de Assassinato",3
2015,Sudeste,MG,Grão Mogol (MG),Faz. Rio Rancho/Buriti Pequeno/Com. Geraizeiros do Vale das Cancelas,6434,Violência Terra,230,Intimidação,2
2015,Sudeste,MG,Ibiaí (MG),Com. Extrativista Barra do Pacuí e Pescadores Artesanais às margens do Rio São Francisco,,Violência Terra,1,Intimidação,1
2015,Sudeste,MG,Itacarambi (MG),Com. Quil. Ilha da Maria Preta,,Violência Terra,180,,1
2015,Sudeste,MG,Jequitaí (MG),Faz. Belgominas/Acamp. Novo Paraíso,10000,Violência Terra,50,Danos,1
2015,Sudeste,MG,Jequitinhonha (MG),Comunidade Chapadinha,,Violência Terra,17,Omissão/Conivência,1
2015,Sudeste,MG,Jequitinhonha (MG),Fazenda Aurora Dois,,Violência Terra,145,,2
2015,Sudeste,MG,Jordânia (MG),Acamp. Vida Nova,,Violência Terra,22,"Intimidação, Ameaça de Morte",2
2015,Sudeste,MG,Mariana (MG),Com. Bento Rodrigues/Rompimento da Barragem da Samarco/Vale-BHP Billiton,,Violência Terra,200,Morte em conseqüência,1
2015,Sudeste,MG,Mariana (MG),Com. Camargos/Rompimento da Barragem Fundão/Samarco-Vale-BHP Billiton,,Violência Terra,3,Danos,1
2015,Sudeste,MG,Mariana (MG),Com. de Cachoeira/Rompimento da Barragem da Samarco/Vale-BHP Billiton,,Violência Terra,0,Danos,1
2015,Sudeste,MG,Mariana (MG),Com. de Pedras/Rompimento da Barragem da Samarco/Vale-BHP Billiton,,Violência Terra,75,Danos,1
2015,Sudeste,MG,Mariana (MG),Com. Paracatu de Baixo/Rompimento da Barragem/Samarco/Vale-BHP Billiton,,Violência Terra,80,Danos,1
2015,Sudeste,MG,Mariana (MG),Com. Ponte do Gama/Rompimento da Barragem Fundão/Samarco-Vale-BHP Billiton,,Violência Terra,0,Danos,1
2015,Sudeste,MG,Matias Cardoso (MG),Quilombo da Praia/Vale do Médio São Francisco/Vila Bela ,,Violência Terra,165,Intimidação,2
2015,Sudeste,MG,Novo Cruzeiro (MG),Faz. Gravatá/Córrego Fundo/Acamp. Nova Vida,,Violência Terra,32,Omissão/Conivência,1
2015,Sudeste,MG,Ouro Verde de Minas (MG),Com. Quilombola do Córrego Santa Cruz,,Violência Terra,60,Ameaça de Morte,1
2015,Sudeste,MG,Paracatu (MG),Com. Quilombola Machadinho/Faz. Espalha,,Violência Terra,200,Danos,1
2015,Sudeste,MG,Paracatu (MG),Com. Quilombola São Domingos,,Violência Terra,87,Ameaça de Expropriação,1
2015,Sudeste,MG,Paracatu (MG),Quilombo dos Amaro,732,Violência Terra,161,Ameaça de Expropriação,1
2015,Sudeste,MG,Patos de Minas (MG),Fazenda da Epamig,,Violência Terra,63,,1
2015,Sudeste,MG,Patrocínio (MG),Área em Patrocício,,Violência Terra,10,,1
2015,Sudeste,MG,Riacho dos Machados (MG),Com. Ipiranga/Mineradora Yamana Gold,,Violência Terra,3,Omissão/Conivência,1
2015,Sudeste,MG,Salto da Divisa (MG),Com. Cabeceira do Piabanha,,Violência Terra,12,Ameaça de Morte,1
2015,Sudeste,MG,Salto da Divisa (MG),Fazenda Talismã/Farpão,,Violência Terra,45,,2
2015,Sudeste,MG,Salto da Divisa (MG),Faz. Monte Cristo/Assent. Dom Luciano ,2400,Violência Terra,30,,1
2015,Sudeste,MG,São João da Ponte (MG),Brejo dos Crioulos/Araruba/S. Miguel/Aparecida/Venever/Arapuã/Lagoa da Varanda,17032,Violência Terra,300,Ameaça de Morte,1
2015,Sudeste,MG,Tumiritinga (MG),Faz. Casa Branca/Emp. Fibria,1016.4,Violência Terra,200,"Intimidação, Ferimento",3
2015,Sudeste,MG,Uberaba (MG),Faz. Pão de Queijo/Acamp. 19 de Março,,Violência Terra,200,,2
2015,Sudeste,MG,Uberlândia (MG),Fazenda Santa Rita,,Violência Terra,120,Intimidação,2
2015,Sudeste,MG,Varzelândia (MG),Área da Família dos Clementes/Quil. Brejo dos Crioulos,,Violência Terra,30,,1
2015,Sudeste,MG,Verdelândia (MG),Com. Quil. Nativa do Arapuim/Faz. Torta Morro Preto,,Violência Terra,86,,1
2015,Sudeste,MG,Veríssimo (MG),Faz. São José do Rio do Peixe,723,Violência Terra,45,,1
2015,Sudeste,MG,Virgem da Lapa (MG),Com. Quil. Capim Puba,300,Violência Terra,30,Ameaça de Morte,1
2015,Sudeste,RJ,Campos dos Goytacazes (RJ),Ilha dos Pescadores/Rio Paraíba do Sul/Parque Prazeres,,Violência Terra,15,,1
2015,Sudeste,RJ,Macaé (RJ),PDS Osvaldo de Oliveira,1600,Violência Terra,78,,1
2015,Sudeste,RJ,Niterói (RJ),Comun. Pesqueira  da Praia Bom Sossego,,Violência Terra,5,,1
2015,Sudeste,RJ,Rio de Janeiro (RJ),Aldeia do Imbuhy,3150,Violência Terra,32,,3
2015,Sudeste,SP,Apiaí (SP),Faz. Consteca/Caximba/Acamp. Hilda Martins,2000,Violência Terra,0,,2
2015,Sudeste,SP,Araraquara (SP),Acamp. Novo Horizonte,,Violência Terra,30,,3
2015,Sudeste,SP,Avaí (SP),Fazenda Santo Antônio,,Violência Terra,250,,2
2015,Sudeste,SP,Cafelândia (SP),Área da Empresa Revati no Distrito de Buriti,,Violência Terra,180,,2
2015,Sudeste,SP,Dracena (SP),Usina Dracena,,Violência Terra,15,,1
2015,Sudeste,SP,Euclides da Cunha Paulista (SP),Acamp. 1º de Maio/Fepasa,92000,Violência Terra,0,Ameaça de Morte,1
2015,Sudeste,SP,Gália (SP),Faz. dos Ingleses/ Acamp. Dom Tomás Balduino,,Violência Terra,130,,1
2015,Sudeste,SP,Gália (SP),Fazenda Recreio,,Violência Terra,78,,2
2015,Sudeste,SP,Guareí (SP),Fazenda Paiol,2000,Violência Terra,700,,2
2015,Sudeste,SP,Iaras (SP),Faz. Capim/Santo Henrique/Núcleo Monções/Cutrale,2700,Violência Terra,200,,1
2015,Sudeste,SP,Iguape (SP),14 Com. Caiçara na Est. Eco. Juréia Itatins,,Violência Terra,0,Ameaça de Expropriação,1
2015,Sudeste,SP,Marabá Paulista (SP),Fazenda Nossa Senhora de Fátima,,Violência Terra,15,,1
2015,Sudeste,SP,Marabá Paulista (SP),Fazenda Nova Prata,,Violência Terra,20,,2
2015,Sudeste,SP,Marabá Paulista (SP),Faz. Floresta/Assent. Dom Evaristo Arns/Ocupação,523,Violência Terra,15,,1
2015,Sudeste,SP,Marabá Paulista (SP),Faz. Nazaré/Ass. Governador André Franco Montoro,4643,Violência Terra,25,,2
2015,Sudeste,SP,Marabá Paulista (SP),Faz. São Luiz/Grupo Sucroalcooleiro Decasa,,Violência Terra,0,,1
2015,Sudeste,SP,Paulicéia (SP),Faz. na Vicinal Carvalho Sobrinho,,Violência Terra,6,,2
2015,Sudeste,SP,Pindamonhangaba (SP),Área da Agência de Tecnologia do Agronegócio - APTA,,Violência Terra,45,,1
2015,Sudeste,SP,Pindamonhangaba (SP),Área da Fatec,,Violência Terra,45,,1
2015,Sudeste,SP,Piquerobi (SP),Fazenda Rio Negro,,Violência Terra,30,,3
2015,Sudeste,SP,Piratininga (SP),Fazenda Santa Francisca,,Violência Terra,180,,1
2015,Sudeste,SP,Presidente Venceslau (SP),Usina Decasa,,Violência Terra,0,,1
2015,Sudeste,SP,Regente Feijó (SP),Destilaria Santa Fany,,Violência Terra,20,,1
2015,Sudeste,SP,Ribeirão Preto (SP),Faz. São Sebastião do Baixadão,53.74,Violência Terra,125,,2
2015,Sudeste,SP,Santo Anastácio (SP),Us. Alvorada do Oeste/Agrícola Monções,,Violência Terra,50,,1
2015,Sudeste,SP,São Luís do Paraitinga (SP),Povoado São Pedro de Catuçaba/Fibria,,Violência Terra,200,Danos,1
2015,Sudeste,SP,São Paulo (SP),T. I. Jaraguá/Tekoa Pyau/Ytu/Itakupe,1700,Violência Terra,200,,1
2015,Sudeste,SP,Serra Azul (SP),Usina Nova União/Área do Estado,,Violência Terra,200,,1
2015,Sudeste,SP,Serrana (SP),Faz. Martinópolis/Usina Nova União,,Violência Terra,380,"Omissão/Conivência, Ameaça de Morte",6
2015,Sudeste,SP,Ubirajara (SP),Acamp. Estrada Vicinal/ Área em Ubirajara,,Violência Terra,45,,2
2015,Sul,PR,Alvorada do Sul (PR),Faz. Itaverá/Grupo Atalla/Us. Central do Paraná S.A.,1000,Violência Terra,60,,1
2015,Sul,PR,Borrazópolis (PR),Fazenda da Ilha,1028.5,Violência Terra,60,,4
2015,Sul,PR,Cascavel (PR),Complexo Cajati/ Assent. Valmir Mota,3185,Violência Terra,86,Contaminação por agrotóxico,1
2015,Sul,PR,Cascavel (PR),Fazenda Jangadinha,,Violência Terra,11,,1
2015,Sul,PR,Castro (PR),Faz. Capão Cipó/Fundação ABC/Acamp. Maria Rosa do Contestado,440,Violência Terra,150,,1
2015,Sul,PR,Centenário do Sul (PR),Faz. Cachoeira/Grupo Atalla,964,Violência Terra,40,,1
2015,Sul,PR,Centenário do Sul (PR),Faz. Promissão/Grupo Atalla,250,Violência Terra,40,,1
2015,Sul,PR,Centenário do Sul (PR),Faz. São José/Grupo Atalla,505,Violência Terra,40,,1
2015,Sul,PR,Centenário do Sul (PR),Faz. Tabapuã/Us. do Grupo Atalla,2463,Violência Terra,0,,1
2015,Sul,PR,Guaíra (PR),T. I. Guarani Mbya/Tekohá Jevy/Guasu Guavirá/Itaipu,,Violência Terra,69,Morte em conseqüência,1
2015,Sul,PR,Guaíra (PR),T. I. Guarani Mbya/Tekohá Yhovy/Guasu Guavirá/Itaipu,,Violência Terra,21,Intimidação,1
2015,Sul,PR,Guaraci (PR),Faz. Nossa Senhora de Fátima,,Violência Terra,30,,2
2015,Sul,PR,Itaipulândia (PR),Área do Estado/Tekoha Aty Mirim/Povo Guarani,,Violência Terra,45,,1
2015,Sul,PR,Jardim Alegre (PR),Fazenda Araponga,,Violência Terra,80,,2
2015,Sul,PR,Laranjeiras do Sul (PR),T. I. Boa Vista/Kaingang,,Violência Terra,60,,1
2015,Sul,PR,Londrina (PR),Fazenda Figueira,,Violência Terra,1390,,2
2015,Sul,PR,Londrina (PR),Faz. Marília/Acamp. Quilombo dos Palmares,200,Violência Terra,550,,1
2015,Sul,PR,Mangueirinha (PR),Faz. Covozinho/Ind. Sudati e Guararapes,,Violência Terra,40,,2
2015,Sul,PR,Marechal Cândido Rondon (PR),T. I Avá-Guarani/Aldeia Diamante do Oeste/Linha Apepú,,Violência Terra,45,,2
2015,Sul,PR,Quedas do Iguaçu (PR),Faz. Rio das Cobras/Araupel/Acamp. Herdeiros da Terra 1º de Maio,35000,Violência Terra,1500,Intimidação,1
2015,Sul,PR,Quedas do Iguaçu (PR),Parte da Faz. da Araupel/P. A. Leomar Bhorback,,Violência Terra,1500,,1
2015,Sul,PR,Reserva do Iguaçu (PR),Área da Cooperativa Agrária/Quil. Paiol de Telha,1200,Violência Terra,40,,1
2015,Sul,PR,Rosário do Ivaí (PR),Faz. Lajeado/Santa Isabel,570,Violência Terra,40,,1
2015,Sul,PR,Santa Helena (PR),T. I. Ava Guarani/Tekoha Mokoi Joegua - Dois Irmãos/Itaipu Binacional ,,Violência Terra,3,,1
2015,Sul,PR,Tamarana (PR),Fazenda  Água Branca,,Violência Terra,1300,,1
2015,Sul,PR,Turvo (PR),Faxinal Saudade Santa Anita,600,Violência Terra,67,Ameaça de Morte,1
2015,Sul,RS,Boa Vista do Incra (RS),Área em Boa Vista do Incra,540,Violência Terra,150,,1
2015,Sul,RS,Candiota (RS),Área do CEEE,380,Violência Terra,145,,1
2015,Sul,RS,Candiota (RS),Fazenda Aroeira,352,Violência Terra,20,,1
2015,Sul,RS,Canela (RS),T. I. Kaingang/Floresta Nacional de Canela,,Violência Terra,0,,1
2015,Sul,RS,Capão do Leão (RS),Faz. Santana,7000,Violência Terra,200,,1
2015,Sul,RS,Coqueiros do Sul (RS),Faz. Guerra/Coqueiros,7000,Violência Terra,1500,,3
2015,Sul,RS,Cruz Alta (RS),Antiga Área da Varig,104,Violência Terra,37,,2
2015,Sul,RS,Erebango (RS),T. I. Tekoá Arandu Verá/Guarani/Mato Preto,4230,Violência Terra,17,,1
2015,Sul,RS,Gentil (RS),T. I. Re Kuju/Campo do Meio/Kaingang,,Violência Terra,100,Tentativa de Assassinato,1
2015,Sul,RS,Hulha Negra (RS),Faz. Nossa Senhora Aparecida,300,Violência Terra,15,Ameaça de Morte,4
2015,Sul,RS,Sananduva (RS),T. I. Passo Grande do Rio Forquilha/Kaingang,2000,Violência Terra,40,,1
2015,Sul,RS,Sant'Ana do Livramento (RS),Área na Com. Madureira,500,Violência Terra,400,,2
2015,Sul,RS,São Lourenço do Sul (RS),Fazenda Sol Agrícola,750,Violência Terra,400,,3
2015,Sul,SC,Abelardo Luz (SC),Faz. Papuã/Itália II/Acamp. Kide,1700,Violência Terra,555,,1
2015,Sul,SC,Palhoça (SC),T. I. Morro dos Cavalos/Itaty/Guarani M'Bya/Nhandéva/Baixada do Massiambu,1998,Violência Terra,34,"Intimidação, Ameaça de Morte",3
2015,Sul,SC,Passos Maia (SC),Fazenda Indomel,40,Violência Terra,300,,1
2015,Sul,SC,Porto União (SC),São Miguel da Serra/Deslizamento em extração de areia/Areial Ressaca,,Violência Terra,4,Danos,1
2015,Sul,SC,Três Barras (SC),Fazenda Shimoguiri/Campininha,,Violência Terra,60,,1
2015,Sul,SC,Zortéa (SC),Fazenda Volta Grande,800,Violência Terra,80,,1
2016,Centro-Oeste,DF,Brasília (DF),Área Rota dos Cavalos,,Violência Terra,250,,1
2016,Centro-Oeste,DF,Brasília (DF),Faz. Sávia/Sálvia,306,Violência Terra,75,,1
2016,Centro-Oeste,GO,Água Limpa (GO),Área em Água Limpa,,Violência Terra,1,Tentativa de Assassinato,2
2016,Centro-Oeste,GO,Caçu (GO),P. A. Sonho Real,,Violência Terra,1,,1
2016,Centro-Oeste,GO,Catalão (GO),Com. Mata Preta/Coqueiros/Macaúba/Chapadão/Mosaic/Cmoc/Vale,,Violência Terra,20,,1
2016,Centro-Oeste,GO,Catalão (GO),Comun. Coqueiros/Vale,,Violência Terra,54,,1
2016,Centro-Oeste,GO,Catalão (GO),Comunidade Macaúba/Vale,,Violência Terra,26,,1
2016,Centro-Oeste,GO,Formosa (GO),Fazenda Saco de Bom Jesus,1909,Violência Terra,1000,,2
2016,Centro-Oeste,GO,Itapaci (GO),Fazenda Araraquara,784,Violência Terra,20,,1
2016,Centro-Oeste,GO,Itauçu (GO),Faz. Córrego Rico/Faz. do Estado ,730,Violência Terra,150,,1
2016,Centro-Oeste,GO,Jataí (GO),Fazenda Campolina,,Violência Terra,250,,1
2016,Centro-Oeste,GO,Jataí (GO),Faz. Sertãozinho/Ariranha,3100,Violência Terra,200,,1
2016,Centro-Oeste,GO,Santa Helena de Goiás (GO),Acamp. Leonir Orback/Faz. Ouro Branco,20000,Violência Terra,1000,Prisão,4
2016,Centro-Oeste,GO,Santa Isabel (GO),Fazenda Sibéria,,Violência Terra,375,,2
2016,Centro-Oeste,MS,Aquidauana (MS),2 Fazendas/T. I. Taunay Ipegue,,Violência Terra,0,,1
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Capão das Araras/T. I. Taunay Ipegue,2482,Violência Terra,40,,1
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Funil/T. I. Taunay Ipegue,2561,Violência Terra,40,,1
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Ipanema/T. I. Taunay Ipegue ,,Violência Terra,40,,2
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Nova Bahia/T. I. Taunay Ipegue,,Violência Terra,30,,1
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Pé de Cedro/T. I. Taunay Ipegue,,Violência Terra,30,,2
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Pedrão/T. I. Taunay Ipegue ,,Violência Terra,40,,1
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Santa Fé/T. I. Taunay Ipegue,,Violência Terra,40,,1
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Santa Laura/T. I. Taunay Ipegue,,Violência Terra,60,,1
2016,Centro-Oeste,MS,Aquidauana (MS),Faz. Touro/T. I. Taunay Ipegue,,Violência Terra,40,,2
2016,Centro-Oeste,MS,Aquidauana (MS),T.I. Jeroky Guasu,,Violência Terra,40,,1
2016,Centro-Oeste,MS,Aquidauana (MS),T. I. Taunay Ipegue,34000,Violência Terra,78,,1
2016,Centro-Oeste,MS,Caarapó (MS),Aldeia Te Yikue/Te'yikue,,Violência Terra,40,Tentativa de Assassinato,1
2016,Centro-Oeste,MS,Caarapó (MS),Com. Tey'i Juçu/Tey'i Jusu,,Violência Terra,30,Contaminação por agrotóxico,2
2016,Centro-Oeste,MS,Caarapó (MS),Faz. Yvu/Ivu/Tekoha Torapaso/Kununi Poty Vera/T. I. Dourados Amambai Peguá,,Violência Terra,100,"Ameaça de Morte, Assassinato",4
2016,Centro-Oeste,MS,Caarapó (MS),Tekoha Toropaso/T. I. Dourados Amambai Peguá,,Violência Terra,0,,1
2016,Centro-Oeste,MS,Caarapó (MS),T. I. Pindo Roky/Itaguá/Retomada das Mães/Faz. Novilho/Nhandeva/T. I. Dourados Amambai Peguá,,Violência Terra,0,,1
2016,Centro-Oeste,MS,Coronel Sapucaia (MS),Terra Indígena Kurussu Ambá/Iguatemipeguá II,2181,Violência Terra,50,"Morte em conseqüência, Ameaça de Morte",7
2016,Centro-Oeste,MS,Douradina (MS),Faz. Coqueiro e Santa Helena/Tajasu Iguá/T. I. Lagoa Rica Panambi ,972,Violência Terra,23,,1
2016,Centro-Oeste,MS,Dourados (MS),Com. Apyka'y/Acamp. na BR-463/Curral de Arame,,Violência Terra,9,,5
2016,Centro-Oeste,MS,Dourados (MS),Faz. São Marcos/Usina São Fernando,,Violência Terra,300,,1
2016,Centro-Oeste,MS,Dourados (MS),Retomada Avaete e Aratikuty,,Violência Terra,30,,3
2016,Centro-Oeste,MS,Dourados (MS),Tekoha Ita Poty/Faz. Cristal,,Violência Terra,60,"Tentativa de Assassinato, Agressão",4
2016,Centro-Oeste,MS,Japorã (MS),Porto Lindo/Ivy - Katu/Guarani - Kaiowá,1700,Violência Terra,760,,1
2016,Centro-Oeste,MS,Juti (MS),T. I. Taquara/Takuara,9752,Violência Terra,80,Contaminação por agrotóxico,4
2016,Centro-Oeste,MS,Mundo Novo (MS),Refúgio Binacional de Maracaju/Área da Itaipu Binacional ,,Violência Terra,700,,1
2016,Centro-Oeste,MS,Nova Alvorada do Sul (MS),Fazenda Bordon,,Violência Terra,150,,2
